Date,ZBH
2015-08-03,93.43972778320312
2015-08-04,92.364990234375
2015-08-05,93.03671264648438
2015-08-06,91.0753173828125
2015-08-07,91.11114501953125
2015-08-10,92.63370513916016
2015-08-11,93.29646301269531
2015-08-12,92.85758972167969
2015-08-13,93.46662139892578
2015-08-14,94.51446533203125
2015-08-17,95.2846908569336
2015-08-18,94.90855407714844
2015-08-19,95.0608139038086
2015-08-20,93.93231964111328
2015-08-21,93.46662139892578
2015-08-24,89.1766128540039
2015-08-25,87.79736328125
2015-08-26,90.47525787353516
2015-08-27,92.61576843261719
2015-08-28,93.47557830810547
2015-08-31,92.75009155273438
2015-09-01,90.14387512207031
2015-09-02,91.0215835571289
2015-09-03,91.4335708618164
2015-09-04,89.97370910644531
2015-09-08,91.9709243774414
2015-09-09,90.6633529663086
2015-09-10,89.65129852294922
2015-09-11,89.7408447265625
2015-09-14,88.70193481445312
2015-09-15,89.53484344482422
2015-09-16,90.2244644165039
2015-09-17,90.35884094238281
2015-09-18,88.84520721435547
2015-09-21,87.94062805175781
2015-09-22,87.3943099975586
2015-09-23,87.18834686279297
2015-09-24,85.63896179199219
2015-09-25,84.58211517333984
2015-09-28,82.95723724365234
2015-09-29,84.19609069824219
2015-09-30,84.32174682617188
2015-10-01,84.34868621826172
2015-10-02,85.52469635009766
2015-10-05,85.73116302490234
2015-10-06,84.37561798095703
2015-10-07,85.18356323242188
2015-10-08,85.67728424072266
2015-10-09,86.58396911621094
2015-10-12,86.6378173828125
2015-10-13,86.26081848144531
2015-10-14,85.45285034179688
2015-10-15,87.90359497070312
2015-10-16,88.46022033691406
2015-10-19,88.1459732055664
2015-10-20,87.71510314941406
2015-10-21,86.98793029785156
2015-10-22,84.73470306396484
2015-10-23,84.88731384277344
2015-10-26,84.9860610961914
2015-10-27,85.45285034179688
2015-10-28,87.85874938964844
2015-10-29,94.1426773071289
2015-10-30,93.87337493896484
2015-11-02,96.00990295410156
2015-11-03,95.51617431640625
2015-11-04,96.76402282714844
2015-11-05,96.81785583496094
2015-11-06,96.30616760253906
2015-11-09,95.98297882080078
2015-11-10,96.2882080078125
2015-11-11,95.72264862060547
2015-11-12,93.94519805908203
2015-11-13,93.62202453613281
2015-11-16,94.7890396118164
2015-11-17,94.03494262695312
2015-11-18,94.2324447631836
2015-11-19,93.42452239990234
2015-11-20,93.1282958984375
2015-11-23,92.32931518554688
2015-11-24,91.49441528320312
2015-11-25,90.92889404296875
2015-11-27,90.66854095458984
2015-11-30,90.67754364013672
2015-12-01,92.21258544921875
2015-12-02,91.79969787597656
2015-12-03,89.19633483886719
2015-12-04,90.26457214355469
2015-12-07,90.13890838623047
2015-12-08,89.57335662841797
2015-12-09,89.77085876464844
2015-12-10,89.74391174316406
2015-12-11,88.83721160888672
2015-12-14,89.31301879882812
2015-12-15,90.7224349975586
2015-12-16,91.50342559814453
2015-12-17,90.40819549560547
2015-12-18,88.83721160888672
2015-12-21,89.9772720336914
2015-12-22,91.32389068603516
2015-12-23,92.25749206542969
2015-12-24,92.38316345214844
2015-12-28,91.79067993164062
2015-12-29,92.4564208984375
2015-12-30,92.1865234375
2015-12-31,92.29447174072266
2016-01-04,91.5927734375
2016-01-05,93.50000762939453
2016-01-06,93.90483856201172
2016-01-07,91.74569702148438
2016-01-08,91.35887145996094
2016-01-11,89.78446960449219
2016-01-12,92.54639434814453
2016-01-13,91.04398345947266
2016-01-14,92.39347076416016
2016-01-15,90.93603515625
2016-01-19,89.28070831298828
2016-01-20,88.4170150756836
2016-01-21,88.32707214355469
2016-01-22,89.19971466064453
2016-01-25,89.11874389648438
2016-01-26,91.52977752685547
2016-01-27,91.43983459472656
2016-01-28,87.76028442382812
2016-01-29,89.29867553710938
2016-02-01,89.09176635742188
2016-02-02,88.20110321044922
2016-02-03,87.49937438964844
2016-02-04,87.76028442382812
2016-02-05,85.47518920898438
2016-02-08,82.79422760009766
2016-02-09,82.67729949951172
2016-02-10,83.58596801757812
2016-02-11,82.47937774658203
2016-02-12,82.56935119628906
2016-02-16,84.22468566894531
2016-02-17,85.79903411865234
2016-02-18,85.5471420288086
2016-02-19,85.27730560302734
2016-02-22,85.59215545654297
2016-02-23,84.17069244384766
2016-02-24,84.88142395019531
2016-02-25,87.16649627685547
2016-02-26,87.7422866821289
2016-02-29,87.09452819824219
2016-03-01,87.61632537841797
2016-03-02,87.66132354736328
2016-03-03,88.96581268310547
2016-03-04,89.32564544677734
2016-03-07,90.57617950439453
2016-03-08,90.45919799804688
2016-03-09,90.30628204345703
2016-03-10,90.73811340332031
2016-03-11,94.10274505615234
2016-03-14,94.50762176513672
2016-03-15,93.8418960571289
2016-03-16,93.79689025878906
2016-03-17,93.19412994384766
2016-03-18,94.02180480957031
2016-03-21,93.90483856201172
2016-03-22,93.93183898925781
2016-03-23,93.94981384277344
2016-03-24,93.3291015625
2016-03-28,93.86888122558594
2016-03-29,95.4378433227539
2016-03-30,96.21332550048828
2016-03-31,96.15023040771484
2016-04-01,96.81748962402344
2016-04-04,96.35760498046875
2016-04-05,95.56410217285156
2016-04-06,97.46671295166016
2016-04-07,97.52082824707031
2016-04-08,98.25123596191406
2016-04-11,98.55782318115234
2016-04-12,100.60470581054688
2016-04-13,103.2016372680664
2016-04-14,104.08534240722656
2016-04-15,102.82294464111328
2016-04-18,102.44422912597656
2016-04-19,102.6515884399414
2016-04-20,103.55329895019531
2016-04-21,103.15657043457031
2016-04-22,103.48119354248047
2016-04-25,103.3910140991211
2016-04-26,103.88697052001953
2016-04-27,104.5001220703125
2016-04-28,103.69758605957031
2016-04-29,104.39191436767578
2016-05-02,104.53617095947266
2016-05-03,103.60742950439453
2016-05-04,103.4180908203125
2016-05-05,104.54523468017578
