Date,AXP
2015-08-03,65.7281723022461
2015-08-04,65.50324249267578
2015-08-05,65.39078521728516
2015-08-06,64.8803939819336
2015-08-07,68.96353149414062
2015-08-10,70.29573822021484
2015-08-11,70.36492156982422
2015-08-12,70.07081604003906
2015-08-13,69.86320495605469
2015-08-14,69.99296569824219
2015-08-17,70.07081604003906
2015-08-18,70.27845001220703
2015-08-19,70.02755737304688
2015-08-20,68.13306427001953
2015-08-21,66.636474609375
2015-08-24,64.57762908935547
2015-08-25,63.60008239746094
2015-08-26,65.42537689208984
2015-08-27,66.50669860839844
2015-08-28,66.30776977539062
2015-08-31,66.36831665039062
2015-09-01,64.01531982421875
2015-09-02,64.82848358154297
2015-09-03,65.1053237915039
2015-09-04,64.08452606201172
2015-09-08,65.30428314208984
2015-09-09,64.98422241210938
2015-09-10,65.14859008789062
2015-09-11,65.31293487548828
2015-09-14,65.00150299072266
2015-09-15,66.1780014038086
2015-09-16,66.8873519897461
2015-09-17,66.66246795654297
2015-09-18,65.70219421386719
2015-09-21,66.3855972290039
2015-09-22,65.49459075927734
2015-09-23,65.42537689208984
2015-09-24,64.61224365234375
2015-09-25,64.9669189453125
2015-09-28,63.444358825683594
2015-09-29,63.23674774169922
2015-09-30,64.1277847290039
2015-10-01,63.92017364501953
2015-10-02,64.36997985839844
2015-10-05,66.87006378173828
2015-10-06,66.53266143798828
2015-10-07,67.01895141601562
2015-10-08,67.01895141601562
2015-10-09,67.14921569824219
2015-10-12,67.13182830810547
2015-10-13,66.51530456542969
2015-10-14,66.14192962646484
2015-10-15,66.63687133789062
2015-10-16,67.04499816894531
2015-10-19,66.8626480102539
2015-10-20,66.81922149658203
2015-10-21,66.43718719482422
2015-10-22,62.95509719848633
2015-10-23,64.76994323730469
2015-10-26,64.42259216308594
2015-10-27,64.26631927490234
2015-10-28,64.64839172363281
2015-10-29,64.44864654541016
2015-10-30,63.61503601074219
2015-11-02,64.20552062988281
2015-11-03,64.28366088867188
2015-11-04,64.3183822631836
2015-11-05,64.19683837890625
2015-11-06,64.51810455322266
2015-11-09,63.753971099853516
2015-11-10,63.71055221557617
2015-11-11,63.31111145019531
2015-11-12,62.5035514831543
2015-11-13,61.826236724853516
2015-11-16,62.225669860839844
2015-11-17,61.74808883666992
2015-11-18,62.65119552612305
2015-11-19,63.163509368896484
2015-11-20,62.88563919067383
2015-11-23,62.729312896728516
2015-11-24,62.199615478515625
2015-11-25,62.251731872558594
2015-11-27,62.39065933227539
2015-11-30,62.20831298828125
2015-12-01,62.694602966308594
2015-12-02,61.826236724853516
2015-12-03,61.14894104003906
2015-12-04,61.73942565917969
2015-12-07,61.31391525268555
2015-12-08,60.706077575683594
2015-12-09,60.66264724731445
2015-12-10,60.879756927490234
2015-12-11,59.7943115234375
2015-12-14,59.768253326416016
2015-12-15,60.91447067260742
2015-12-16,61.4007453918457
2015-12-17,60.410850524902344
2015-12-18,58.93466567993164
2015-12-21,59.39487075805664
2015-12-22,59.785614013671875
2015-12-23,60.7581787109375
2015-12-24,60.923179626464844
2015-12-28,60.57582092285156
2015-12-29,61.26182556152344
2015-12-30,60.923179626464844
2015-12-31,60.39344787597656
2016-01-04,58.691497802734375
2016-01-05,57.788448333740234
2016-01-06,56.18368911743164
2016-01-07,55.67784118652344
2016-01-08,55.494693756103516
2016-01-11,55.86098861694336
2016-01-12,56.16624069213867
2016-01-13,54.814414978027344
2016-01-14,55.19816589355469
2016-01-15,54.86674118041992
2016-01-19,54.63126754760742
2016-01-20,54.97140884399414
2016-01-21,54.63126754760742
2016-01-22,48.02040100097656
2016-01-25,47.98550796508789
2016-01-26,48.04656219482422
2016-01-27,47.549442291259766
2016-01-28,46.11911392211914
2016-01-29,46.65983963012695
2016-02-01,47.70643615722656
2016-02-02,46.799373626708984
2016-02-03,47.19185256958008
2016-02-04,47.42732620239258
2016-02-05,47.07847213745117
2016-02-08,45.70048522949219
2016-02-09,45.90107727050781
2016-02-10,45.60453414916992
2016-02-11,44.57541275024414
2016-02-12,45.9272346496582
2016-02-16,46.38075256347656
2016-02-17,46.75577926635742
2016-02-18,47.226741790771484
2016-02-19,47.71513748168945
2016-02-22,48.517520904541016
2016-02-23,48.06399917602539
2016-02-24,47.65407943725586
2016-02-25,48.308197021484375
2016-02-26,48.29948043823242
2016-02-29,48.47391128540039
2016-03-01,49.53792190551758
2016-03-02,49.81700897216797
2016-03-03,50.66299819946289
2016-03-04,50.837425231933594
2016-03-07,51.456642150878906
2016-03-08,51.83168411254883
2016-03-09,51.500247955322266
2016-03-10,51.23862075805664
2016-03-11,51.85783004760742
2016-03-14,51.95376968383789
2016-03-15,51.657257080078125
2016-03-16,52.06714630126953
2016-03-17,52.3985710144043
2016-03-18,53.392818450927734
2016-03-21,53.38409423828125
2016-03-22,52.86080551147461
2016-03-23,52.878238677978516
2016-03-24,52.73871994018555
2016-03-28,52.573001861572266
2016-03-29,52.852081298828125
2016-03-30,52.58171844482422
2016-03-31,53.5497932434082
2016-04-01,53.28815841674805
2016-04-04,52.869537353515625
2016-04-05,52.4945068359375
2016-04-06,52.47698211669922
2016-04-07,51.58308792114258
2016-04-08,52.14396286010742
2016-04-11,52.40686798095703
2016-04-12,53.178077697753906
2016-04-13,54.47510528564453
2016-04-14,54.78182601928711
2016-04-15,54.45758056640625
2016-04-18,54.8519287109375
2016-04-19,55.71078109741211
2016-04-20,56.981502532958984
2016-04-21,57.49858093261719
2016-04-22,57.77901840209961
2016-04-25,57.57744598388672
2016-04-26,58.0156364440918
2016-04-27,58.04191207885742
2016-04-28,57.70016098022461
2016-04-29,57.3408317565918
2016-05-02,57.559913635253906
2016-05-03,56.83254623413086
2016-05-04,56.31547927856445
2016-05-05,56.01750946044922
2016-05-06,56.53458023071289
2016-05-09,56.07008743286133
2016-05-10,56.82376480102539
2016-05-11,56.60466766357422
2016-05-12,56.38558578491211
2016-05-13,56.19278335571289
2016-05-16,56.148963928222656
2016-05-17,55.00090789794922
2016-05-18,55.66696548461914
2016-05-19,54.983394622802734
2016-05-20,56.01750946044922
2016-05-23,55.728309631347656
2016-05-24,56.850067138671875
2016-05-25,57.235660552978516
2016-05-26,57.16555404663086
2016-05-27,57.41969299316406
2016-05-31,57.63003921508789
2016-06-01,57.761474609375
2016-06-02,58.19968032836914
2016-06-03,57.393402099609375
2016-06-06,57.787776947021484
2016-06-07,57.743961334228516
2016-06-08,58.06819534301758
2016-06-09,57.586204528808594
2016-06-10,56.93769454956055
2016-06-13,55.79841995239258
2016-06-14,53.51985549926758
2016-06-15,53.82658767700195
2016-06-16,54.27354049682617
2016-06-17,54.21219253540039
2016-06-20,54.59779357910156
2016-06-21,54.58903121948242
2016-06-22,54.29106140136719
2016-06-23,55.43033981323242
2016-06-24,52.63472366333008
2016-06-27,50.54020309448242
2016-06-28,50.74177551269531
2016-06-29,52.520938873291016
2016-06-30,53.5162239074707
2016-07-01,53.45457077026367
2016-07-05,52.09815979003906
2016-07-06,52.388824462890625
2016-07-07,52.67947769165039
2016-07-08,54.15918731689453
2016-07-11,54.749324798583984
2016-07-12,55.48917770385742
2016-07-13,55.57725524902344
2016-07-14,56.026451110839844
2016-07-15,56.176185607910156
2016-07-18,56.361148834228516
2016-07-19,56.51087951660156
2016-07-20,56.79273223876953
2016-07-21,55.86790466308594
2016-07-22,56.6165657043457
2016-07-25,56.66062545776367
2016-07-26,56.69584274291992
2016-07-27,56.88960647583008
2016-07-28,57.06576919555664
2016-07-29,56.77511215209961
2016-08-01,56.48445129394531
2016-08-02,55.903141021728516
2016-08-03,56.2202262878418
2016-08-04,56.31709671020508
2016-08-05,57.708736419677734
2016-08-08,57.98177719116211
2016-08-09,57.59423065185547
2016-08-10,57.02174377441406
2016-08-11,57.67351150512695
2016-08-12,57.58543395996094
2016-08-15,57.805625915527344
2016-08-16,57.514957427978516
2016-08-17,57.84966278076172
2016-08-18,57.805625915527344
2016-08-19,57.71754837036133
2016-08-22,57.56781005859375
2016-08-23,57.84966278076172
2016-08-24,57.391658782958984
2016-08-25,57.25072479248047
2016-08-26,57.06576919555664
2016-08-29,57.708736419677734
2016-08-30,57.64708709716797
2016-08-31,57.76158905029297
2016-09-01,57.12743377685547
2016-09-02,57.418087005615234
2016-09-06,57.92013931274414
2016-09-07,58.298858642578125
2016-09-08,58.3428955078125
2016-09-09,57.35643768310547
2016-09-12,58.043434143066406
2016-09-13,56.687049865722656
2016-09-14,55.91194152832031
2016-09-15,56.2202262878418
2016-09-16,56.070491790771484
2016-09-19,56.42279052734375
2016-09-20,56.12334442138672
2016-09-21,56.6165657043457
2016-09-22,56.92485427856445
2016-09-23,56.23783874511719
2016-09-26,55.85908508300781
2016-09-27,56.6165657043457
2016-09-28,56.56372833251953
2016-09-29,55.815059661865234
2016-09-30,56.40519332885742
2016-10-03,56.20261001586914
2016-10-04,56.290679931640625
2016-10-05,56.972293853759766
2016-10-06,54.830081939697266
2016-10-07,54.67073440551758
2016-10-10,54.794677734375
2016-10-11,53.874046325683594
2016-10-12,53.723575592041016
2016-10-13,53.4756965637207
2016-10-14,53.24556350708008
2016-10-17,53.02425003051758
2016-10-18,53.18357849121094
2016-10-19,54.21928024291992
2016-10-20,59.11450958251953
2016-10-21,59.62794494628906
2016-10-24,59.3889274597168
2016-10-25,59.07909393310547
2016-10-26,59.13222885131836
2016-10-27,59.2473030090332
2016-10-28,58.822391510009766
2016-10-31,58.795833587646484
2016-11-01,58.64535140991211
2016-11-02,57.937164306640625
2016-11-03,57.830955505371094
2016-11-04,57.99030303955078
2016-11-07,59.30924606323242
2016-11-08,59.3712272644043
2016-11-09,60.849517822265625
2016-11-10,62.062259674072266
2016-11-11,62.407508850097656
