Date,BT-A.L
2017-05-18,307.6799621582031
2017-05-19,310.26922607421875
2017-05-22,313.5556945800781
2017-05-23,314.3524169921875
2017-05-24,315.5475158691406
2017-05-25,312.111572265625
2017-05-26,312.5100402832031
2017-05-30,307.5803527832031
2017-05-31,308.27752685546875
2017-06-01,302.60089111328125
2017-06-02,301.9038391113281
2017-06-05,303.397705078125
2017-06-06,300.4099426269531
2017-06-07,301.65484619140625
2017-06-08,299.9617919921875
2017-06-09,293.5382995605469
2017-06-12,297.2729797363281
2017-06-13,295.5798645019531
2017-06-14,296.4761962890625
2017-06-15,292.2934875488281
2017-06-16,289.9032897949219
2017-06-19,288.5091247558594
2017-06-20,285.123046875
2017-06-21,282.03582763671875
2017-06-22,280.8406982421875
2017-06-23,284.7247009277344
2017-06-26,287.2413635253906
2017-06-27,286.8140563964844
2017-06-28,292.8909912109375
2017-06-29,291.9947204589844
2017-06-30,293.5382995605469
2017-07-03,290.7498779296875
2017-07-04,290.5008850097656
2017-07-05,287.5630187988281
2017-07-06,286.4674987792969
2017-07-07,286.0193176269531
2017-07-10,287.2144470214844
2017-07-11,287.2144470214844
2017-07-12,288.9074401855469
2017-07-13,300.3601989746094
2017-07-14,299.4140930175781
2017-07-17,300.7585144042969
2017-07-18,302.9992980957031
2017-07-19,303.8956298828125
2017-07-20,309.5223388671875
2017-07-21,307.0824890136719
2017-07-24,304.3935241699219
2017-07-25,305.3396301269531
2017-07-26,309.3729553222656
2017-07-27,314.850341796875
2017-07-28,309.12396240234375
2017-07-31,312.2113342285156
2017-08-01,314.70098876953125
2017-08-02,311.6137390136719
2017-08-03,312.6096496582031
2017-08-04,315.4478454589844
2017-08-07,314.70098876953125
2017-08-08,315.64703369140625
2017-08-09,312.0120849609375
2017-08-10,297.7715759277344
2017-08-11,293.2387390136719
2017-08-14,295.8289489746094
2017-08-15,295.5299987792969
2017-08-16,293.2884826660156
2017-08-17,292.49151611328125
2017-08-18,291.3957214355469
2017-08-21,291.09686279296875
2017-08-22,291.8440246582031
2017-08-23,291.8938293457031
2017-08-24,290.5987548828125
2017-08-25,289.0545959472656
2017-08-29,286.66363525390625
2017-08-30,289.6025085449219
2017-08-31,291.44549560546875
2017-09-01,287.3609924316406
2017-09-04,288.8553771972656
2017-09-05,286.6138610839844
2017-09-06,284.322509765625
2017-09-07,285.4682312011719
2017-09-08,282.8780212402344
2017-09-11,282.8780212402344
2017-09-12,282.1806335449219
2017-09-13,283.97381591796875
2017-09-14,281.4334411621094
2017-09-15,283.3262634277344
2017-09-18,286.5142517089844
2017-09-19,283.92413330078125
2017-09-20,285.76702880859375
2017-09-21,281.48321533203125
2017-09-22,281.7323303222656
2017-09-25,285.8666687011719
2017-09-26,284.4221496582031
2017-09-27,283.5255126953125
2017-09-28,281.2840270996094
2017-09-29,282.82818603515625
2017-10-02,282.0810241699219
2017-10-03,278.29534912109375
2017-10-04,278.1957702636719
2017-10-05,278.44476318359375
2017-10-06,282.0810241699219
2017-10-09,278.44476318359375
2017-10-10,276.0039978027344
2017-10-11,275.0078430175781
2017-10-12,277.9466247558594
2017-10-13,273.8123779296875
2017-10-16,272.41766357421875
2017-10-17,268.9806213378906
2017-10-18,270.32562255859375
2017-10-19,271.6705322265625
2017-10-20,269.82745361328125
2017-10-23,272.7165222167969
2017-10-24,271.52105712890625
2017-10-25,264.04931640625
2017-10-26,263.94976806640625
2017-10-27,262.0070495605469
2017-10-30,261.1104736328125
2017-10-31,259.3172607421875
2017-11-01,259.5165100097656
2017-11-02,252.642578125
2017-11-03,248.85690307617188
2017-11-06,251.3474578857422
2017-11-07,247.56182861328125
2017-11-08,250.2018280029297
2017-11-09,248.0599365234375
2017-11-10,246.81466674804688
2017-11-13,243.52711486816406
2017-11-14,242.8297882080078
2017-11-15,246.2169189453125
2017-11-16,243.9256134033203
2017-11-17,244.47352600097656
2017-11-20,244.8720245361328
2017-11-21,244.57315063476562
2017-11-22,248.7572784423828
2017-11-23,248.0599365234375
2017-11-24,245.51956176757812
2017-11-27,245.32032775878906
2017-11-28,248.0599365234375
2017-11-29,254.43577575683594
2017-11-30,259.8153381347656
2017-12-01,256.1293640136719
2017-12-04,257.2252502441406
2017-12-05,257.1256103515625
2017-12-06,256.22900390625
2017-12-07,261.75799560546875
2017-12-08,266.9882507324219
2017-12-11,267.73541259765625
2017-12-12,268.6817321777344
2017-12-13,267.2193298339844
2017-12-14,272.816162109375
2017-12-15,276.502197265625
2017-12-18,274.3103942871094
2017-12-19,272.7165222167969
2017-12-20,269.13006591796875
2017-12-21,272.96551513671875
2017-12-22,273.0651550292969
2017-12-27,273.2146301269531
2017-12-28,266.3878173828125
2017-12-29,270.72210693359375
2018-01-02,274.01025390625
2018-01-03,271.4195556640625
2018-01-04,268.0816650390625
2018-01-05,270.024658203125
2018-01-08,266.9856262207031
2018-01-09,272.6153259277344
2018-01-10,271.8181457519531
2018-01-11,269.87518310546875
2018-01-12,273.9105529785156
2018-01-15,274.70770263671875
2018-01-16,273.0137939453125
2018-01-17,268.0318603515625
2018-01-18,266.03900146484375
2018-01-19,263.1494445800781
2018-01-22,265.341552734375
2018-01-23,264.8931884765625
2018-01-24,260.4591979980469
2018-01-25,259.61224365234375
2018-01-26,261.9537658691406
2018-01-29,259.31329345703125
2018-01-30,256.5732421875
2018-01-31,254.53060913085938
2018-02-01,255.07862854003906
2018-02-02,249.44900512695312
2018-02-05,246.01138305664062
2018-02-06,238.13983154296875
2018-02-07,240.43153381347656
2018-02-08,234.65237426757812
2018-02-09,230.11875915527344
2018-02-12,229.57077026367188
2018-02-13,225.0371551513672
2018-02-14,224.7382049560547
2018-02-15,224.8378448486328
2018-02-16,227.5779571533203
2018-02-19,227.17941284179688
2018-02-20,229.96932983398438
2018-02-21,231.66322326660156
2018-02-22,231.5137481689453
2018-02-23,243.17161560058594
2018-02-26,241.92613220214844
2018-02-27,242.37452697753906
2018-02-28,238.9369659423828
2018-03-01,239.1361846923828
2018-03-02,235.3997039794922
2018-03-05,237.54197692871094
2018-03-06,237.2928466796875
2018-03-07,237.4921417236328
2018-03-08,239.6842498779297
2018-03-09,238.5383758544922
2018-03-12,234.1542205810547
2018-03-13,226.3324737548828
2018-03-14,224.68841552734375
2018-03-15,224.14039611816406
2018-03-16,227.0299530029297
2018-03-19,224.88766479492188
2018-03-20,222.69558715820312
2018-03-21,221.15118408203125
2018-03-22,218.06234741210938
2018-03-23,218.46092224121094
2018-03-26,217.36483764648438
2018-03-27,221.3006591796875
2018-03-28,224.9375
2018-03-29,226.6811981201172
2018-04-03,224.4891357421875
2018-04-04,225.18661499023438
2018-04-05,231.41412353515625
2018-04-06,233.70582580566406
2018-04-09,234.20404052734375
2018-04-10,237.591796875
2018-04-11,238.04014587402344
2018-04-12,239.63436889648438
2018-04-13,240.6308135986328
2018-04-16,241.82647705078125
2018-04-17,242.12542724609375
2018-04-18,242.12542724609375
2018-04-19,239.4351348876953
2018-04-20,240.9297332763672
2018-04-23,242.92254638671875
2018-04-24,239.93333435058594
2018-04-25,238.1896209716797
2018-04-26,244.5666046142578
2018-04-27,247.107421875
2018-04-30,248.55218505859375
2018-05-01,244.1182098388672
2018-05-02,241.37811279296875
2018-05-03,231.314453125
2018-05-04,234.0545654296875
2018-05-08,235.59896850585938
2018-05-09,237.7412872314453
2018-05-10,220.25442504882812
2018-05-11,216.218994140625
2018-05-14,211.03768920898438
2018-05-15,206.05567932128906
2018-05-16,202.2693634033203
2018-05-17,203.9134063720703
2018-05-18,202.51849365234375
2018-05-21,202.4188690185547
2018-05-22,205.70697021484375
2018-05-23,205.55752563476562
2018-05-24,202.4188690185547
2018-05-25,209.19436645507812
2018-05-29,205.50767517089844
2018-05-30,204.11270141601562
2018-05-31,204.16256713867188
2018-06-01,205.35821533203125
2018-06-04,206.55392456054688
2018-06-05,205.20877075195312
2018-06-06,204.41163635253906
2018-06-07,202.2195281982422
2018-06-08,204.2123565673828
2018-06-11,206.25497436523438
2018-06-12,207.64991760253906
2018-06-13,207.2513885498047
2018-06-14,213.3294219970703
2018-06-15,209.59295654296875
2018-06-18,207.84922790527344
2018-06-19,207.8990478515625
2018-06-20,213.52871704101562
2018-06-21,214.27603149414062
2018-06-22,217.96270751953125
2018-06-25,216.06954956054688
2018-06-26,215.2225799560547
2018-06-27,217.4645233154297
2018-06-28,216.4680938720703
2018-06-29,217.01612854003906
2018-07-02,216.06954956054688
2018-07-03,222.19740295410156
2018-07-04,228.17581176757812
2018-07-05,228.6241912841797
2018-07-06,230.71661376953125
2018-07-09,231.5137481689453
2018-07-10,226.53175354003906
2018-07-11,227.0299530029297
2018-07-12,222.84507751464844
2018-07-13,221.59951782226562
2018-07-16,220.3590545654297
2018-07-17,218.7598114013672
2018-07-18,217.9128875732422
2018-07-19,216.86666870117188
2018-07-20,218.66015625
2018-07-23,221.45010375976562
2018-07-24,223.09414672851562
2018-07-25,221.69920349121094
2018-07-26,224.040771484375
2018-07-27,235.150634765625
2018-07-30,234.8516845703125
2018-07-31,232.65960693359375
2018-08-01,228.97291564941406
2018-08-02,229.1721954345703
2018-08-03,233.55636596679688
2018-08-06,237.64163208007812
2018-08-07,237.8907012939453
2018-08-08,239.1361846923828
2018-08-09,228.27613830566406
2018-08-10,224.2389373779297
2018-08-13,226.4320068359375
2018-08-14,222.64401245117188
2018-08-15,220.8995361328125
2018-08-16,225.03643798828125
2018-08-17,225.13612365722656
2018-08-20,225.28562927246094
2018-08-21,225.98341369628906
2018-08-22,225.73422241210938
2018-08-23,224.53802490234375
2018-08-24,223.0925750732422
2018-08-28,224.03958129882812
2018-08-29,221.84652709960938
2018-08-30,217.41064453125
2018-08-31,216.66299438476562
2018-09-03,221.5474853515625
2018-09-04,219.65350341796875
2018-09-05,218.1083526611328
2018-09-06,219.70333862304688
2018-09-07,222.19544982910156
2018-09-10,222.8433837890625
2018-09-11,222.94308471679688
2018-09-12,223.34182739257812
2018-09-13,223.0925750732422
2018-09-14,225.28562927246094
2018-09-17,228.0767822265625
2018-09-18,230.170166015625
2018-09-19,227.578369140625
2018-09-20,225.4351348876953
2018-09-21,228.1266326904297
2018-09-24,226.0830841064453
2018-09-25,224.78720092773438
2018-09-26,224.58786010742188
2018-09-27,229.522216796875
2018-09-28,224.58786010742188
2018-10-01,225.28562927246094
2018-10-02,223.4913330078125
2018-10-03,228.1266326904297
2018-10-04,226.98025512695312
2018-10-05,229.3726806640625
2018-10-08,230.6187286376953
2018-10-09,227.9770965576172
2018-10-10,236.25088500976562
2018-10-11,236.25088500976562
2018-10-12,235.1543426513672
2018-10-15,241.63377380371094
2018-10-16,241.4842529296875
2018-10-17,240.83633422851562
2018-10-18,244.0760498046875
2018-10-19,245.72084045410156
2018-10-22,242.6804656982422
2018-10-23,239.68994140625
2018-10-24,249.4091339111328
2018-10-25,239.78965759277344
2018-10-26,228.874267578125
2018-10-29,237.4969024658203
2018-10-30,242.8798370361328
2018-10-31,239.78965759277344
2018-11-01,260.42425537109375
2018-11-02,263.81341552734375
2018-11-05,261.9693603515625
2018-11-06,250.20660400390625
2018-11-07,248.46212768554688
2018-11-08,254.19398498535156
2018-11-09,253.3466339111328
2018-11-12,253.84507751464844
2018-11-13,251.50250244140625
2018-11-14,257.1844787597656
2018-11-15,254.0942840576172
2018-11-16,254.19398498535156
2018-11-19,255.19081115722656
2018-11-20,253.79525756835938
2018-11-21,256.6860656738281
2018-11-22,253.24697875976562
2018-11-23,255.44004821777344
2018-11-26,259.1781311035156
2018-11-27,262.118896484375
2018-11-28,260.17498779296875
2018-11-29,261.1219482421875
2018-11-30,261.171875
2018-12-03,255.7889404296875
2018-12-04,260.0753479003906
2018-12-05,259.82611083984375
2018-12-06,252.2003173828125
2018-12-07,251.70187377929688
2018-12-10,247.814208984375
2018-12-11,251.45263671875
2018-12-12,251.103759765625
2018-12-13,250.65516662597656
2018-12-14,250.75486755371094
2018-12-17,249.25961303710938
2018-12-18,243.22874450683594
2018-12-19,247.6646728515625
2018-12-20,249.25961303710938
2018-12-21,248.21295166015625
2018-12-24,242.630615234375
2018-12-27,232.80609130859375
2018-12-28,237.6417236328125
2018-12-31,237.39244079589844
2019-01-02,239.28680419921875
2019-01-03,239.38653564453125
2019-01-04,236.64468383789062
2019-01-07,237.24288940429688
2019-01-08,230.31353759765625
2019-01-09,231.80911254882812
2019-01-10,232.85598754882812
2019-01-11,232.3574676513672
2019-01-14,227.92071533203125
2019-01-15,229.2666778564453
2019-01-16,227.12306213378906
2019-01-17,231.16102600097656
2019-01-18,238.19004821777344
2019-01-21,237.29273986816406
2019-01-22,237.29273986816406
2019-01-23,237.1930389404297
2019-01-24,235.54794311523438
2019-01-25,235.69749450683594
2019-01-28,235.2987060546875
2019-01-29,233.603759765625
2019-01-30,233.30465698242188
2019-01-31,231.70938110351562
2019-02-01,229.31649780273438
2019-02-04,230.06430053710938
2019-02-05,233.2547607421875
2019-02-06,231.7592315673828
2019-02-07,228.16993713378906
2019-02-08,227.27259826660156
2019-02-11,228.7681427001953
2019-02-12,227.12306213378906
2019-02-13,228.7681427001953
2019-02-14,228.36935424804688
2019-02-15,230.51296997070312
2019-02-18,232.3076171875
2019-02-19,231.31057739257812
2019-02-20,228.66844177246094
2019-02-21,230.21383666992188
2019-02-22,227.37232971191406
2019-02-25,226.72425842285156
2019-02-26,219.34622192382812
2019-02-27,214.859619140625
2019-02-28,214.06198120117188
2019-03-01,213.812744140625
2019-03-04,213.314208984375
2019-03-05,216.0560302734375
2019-03-06,216.30531311035156
2019-03-07,216.0560302734375
2019-03-08,215.10888671875
2019-03-11,214.80975341796875
2019-03-12,217.7011260986328
2019-03-13,217.85069274902344
2019-03-14,220.34327697753906
2019-03-15,224.3313751220703
2019-03-18,225.52781677246094
2019-03-19,227.32247924804688
2019-03-20,227.27259826660156
2019-03-21,227.27259826660156
2019-03-22,225.02931213378906
2019-03-25,220.84178161621094
2019-03-26,222.0382080078125
2019-03-27,224.3313751220703
2019-03-28,223.0850830078125
2019-03-29,222.28749084472656
2019-04-01,222.48684692382812
2019-04-02,223.3343505859375
2019-04-03,225.32843017578125
2019-04-04,226.32546997070312
2019-04-05,223.184814453125
2019-04-08,222.88568115234375
2019-04-09,223.48388671875
2019-04-10,223.7830047607422
2019-04-11,224.28152465820312
2019-04-12,224.1818389892578
2019-04-15,226.67440795898438
2019-04-16,229.216796875
2019-04-17,230.01443481445312
2019-04-18,229.16697692871094
2019-04-23,226.9735107421875
2019-04-24,224.5806427001953
2019-04-25,224.28152465820312
2019-04-26,229.31649780273438
2019-04-29,229.216796875
2019-04-30,228.36935424804688
2019-05-01,228.31948852539062
2019-05-02,225.0791473388672
2019-05-03,225.82691955566406
2019-05-07,224.2316436767578
2019-05-08,218.59849548339844
2019-05-09,210.12371826171875
2019-05-10,208.17953491210938
2019-05-13,204.68994140625
