Date,BFSI.NS
2023-08-29,20.100000381469727
2023-08-30,20.100000381469727
2023-08-31,19.940000534057617
2023-09-01,20.079999923706055
2023-09-04,20.100000381469727
2023-09-05,20.09000015258789
2023-09-06,20.100000381469727
2023-09-07,20.239999771118164
2023-09-08,20.459999084472656
2023-09-11,20.600000381469727
2023-09-12,20.600000381469727
2023-09-13,20.68000030517578
2023-09-14,20.700000762939453
2023-09-15,20.829999923706055
2023-09-18,20.729999542236328
2023-09-20,20.440000534057617
2023-09-21,20.139999389648438
2023-09-22,20.06999969482422
2023-09-25,20.18000030517578
2023-09-26,20.1299991607666
2023-09-27,20.110000610351562
2023-09-28,20.0
2023-09-29,20.139999389648438
2023-10-03,20.059999465942383
2023-10-04,19.90999984741211
2023-10-05,20.010000228881836
2023-10-06,20.139999389648438
2023-10-09,19.920000076293945
2023-10-10,20.15999984741211
2023-10-11,20.219999313354492
2023-10-12,20.25
2023-10-13,20.149999618530273
2023-10-16,20.149999618530273
2023-10-17,20.239999771118164
2023-10-18,20.010000228881836
2023-10-19,19.940000534057617
2023-10-20,19.90999984741211
2023-10-23,19.719999313354492
2023-10-25,19.540000915527344
2023-10-26,19.239999771118164
2023-10-27,19.450000762939453
2023-10-30,19.530000686645508
2023-10-31,19.520000457763672
2023-11-01,19.459999084472656
2023-11-02,19.59000015258789
2023-11-03,19.68000030517578
2023-11-06,19.809999465942383
2023-11-07,19.90999984741211
2023-11-08,19.84000015258789
2023-11-09,19.81999969482422
2023-11-10,19.899999618530273
2023-11-13,19.860000610351562
2023-11-15,20.030000686645508
2023-11-16,20.059999465942383
2023-11-17,19.8700008392334
2023-11-20,19.84000015258789
2023-11-21,19.950000762939453
2023-11-22,19.899999618530273
2023-11-23,19.920000076293945
2023-11-24,19.950000762939453
2023-11-28,20.020000457763672
2023-11-29,20.299999237060547
2023-11-30,20.350000381469727
2023-12-01,20.510000228881836
2023-12-04,21.18000030517578
2023-12-05,21.360000610351562
2023-12-06,21.350000381469727
2023-12-07,21.3700008392334
2023-12-08,21.520000457763672
2023-12-11,21.559999465942383
2023-12-12,21.510000228881836
2023-12-13,21.489999771118164
2023-12-14,21.799999237060547
2023-12-15,21.889999389648438
2023-12-18,21.809999465942383
2023-12-19,21.790000915527344
2023-12-20,21.530000686645508
2023-12-21,21.670000076293945
2023-12-22,21.559999465942383
2023-12-26,21.6200008392334
2023-12-27,21.81999969482422
2023-12-28,21.889999389648438
2023-12-29,21.860000610351562
2024-01-01,21.81999969482422
2024-01-02,21.700000762939453
2024-01-03,21.6200008392334
2024-01-04,21.850000381469727
2024-01-05,21.850000381469727
2024-01-08,21.639999389648438
2024-01-09,21.579999923706055
2024-01-10,21.59000015258789
2024-01-11,21.59000015258789
2024-01-12,21.65999984741211
2024-01-15,21.81999969482422
