Date,RAILTEL.NS
2021-02-26,112.62027740478516
2021-03-01,135.12579345703125
2021-03-02,162.13238525390625
2021-03-03,153.64056396484375
2021-03-04,150.76364135742188
2021-03-05,147.56179809570312
2021-03-08,142.87506103515625
2021-03-09,133.8264617919922
2021-03-10,137.724365234375
2021-03-12,134.6153564453125
2021-03-15,131.41354370117188
2021-03-16,131.08871459960938
2021-03-17,124.82430267333984
2021-03-18,121.48326873779297
2021-03-19,121.2048568725586
2021-03-22,129.6502227783203
2021-03-23,128.2581024169922
2021-03-24,124.45308685302734
2021-03-25,121.15845489501953
2021-03-26,118.32786560058594
2021-03-30,118.46707153320312
2021-03-31,118.60738372802734
2021-04-01,120.47815704345703
2021-04-05,116.40921783447266
2021-04-06,114.6319808959961
2021-04-07,115.52059936523438
2021-04-08,115.89474487304688
2021-04-09,114.30458068847656
2021-04-12,106.82147979736328
2021-04-13,109.25347900390625
2021-04-15,107.61654663085938
2021-04-16,107.47624206542969
2021-04-19,104.24915313720703
2021-04-20,103.12667846679688
2021-04-22,102.61221313476562
2021-04-23,115.2399673461914
2021-04-26,112.66764831542969
2021-04-27,115.9415054321289
2021-04-28,115.42704772949219
2021-04-29,114.11749267578125
2021-04-30,113.83688354492188
2021-05-03,112.19996643066406
2021-05-04,111.59196472167969
2021-05-05,112.05964660644531
2021-05-06,111.17102813720703
2021-05-07,114.35134887695312
2021-05-10,114.72550964355469
2021-05-11,120.01045989990234
2021-05-12,119.44921875
2021-05-14,117.53168487548828
2021-05-17,119.77661895751953
2021-05-18,121.2732162475586
2021-05-19,124.59387969970703
2021-05-20,122.02154541015625
2021-05-21,123.237548828125
2021-05-24,122.161865234375
2021-05-25,121.50708770751953
2021-05-26,120.89906311035156
2021-05-27,119.82339477539062
2021-05-28,120.15077209472656
2021-05-31,120.47815704345703
2021-06-01,118.98152923583984
2021-06-02,119.02830505371094
2021-06-03,122.39568328857422
2021-06-04,124.03262329101562
2021-06-07,128.75633239746094
2021-06-08,129.36434936523438
2021-06-09,143.1145782470703
2021-06-10,144.4709014892578
2021-06-11,140.2148895263672
2021-06-14,136.28622436523438
2021-06-15,140.72933959960938
2021-06-16,138.2037811279297
2021-06-17,137.3619384765625
2021-06-18,135.02346801757812
2021-06-21,135.6314697265625
2021-06-22,139.700439453125
2021-06-23,137.17483520507812
2021-06-24,137.08131408691406
2021-06-25,138.01669311523438
2021-06-28,135.0702362060547
2021-06-29,133.24620056152344
2021-06-30,132.26405334472656
2021-07-01,131.0948028564453
2021-07-02,132.73175048828125
2021-07-05,133.7139129638672
2021-07-06,133.99453735351562
2021-07-07,133.19944763183594
2021-07-08,133.90098571777344
2021-07-09,133.10589599609375
2021-07-12,132.4978790283203
2021-07-13,134.32191467285156
2021-07-14,139.466552734375
2021-07-15,138.71826171875
2021-07-16,136.8942413330078
2021-07-19,134.78961181640625
2021-07-20,133.43328857421875
2021-07-22,133.24620056152344
2021-07-23,131.9366912841797
2021-07-26,132.96559143066406
2021-07-27,131.79635620117188
2021-07-28,130.5803680419922
2021-07-29,130.2997589111328
2021-07-30,130.01910400390625
2021-08-02,130.48681640625
2021-08-03,129.59820556640625
2021-08-04,127.49358367919922
2021-08-05,126.37109375
2021-08-06,126.37109375
2021-08-09,126.41788482666016
2021-08-10,122.25537872314453
2021-08-11,122.44245910644531
2021-08-12,126.04373168945312
2021-08-13,123.09725189208984
2021-08-16,120.47815704345703
2021-08-17,119.91692352294922
2021-08-18,119.12184143066406
2021-08-20,116.87689208984375
2021-08-23,113.2288818359375
2021-08-24,115.19320678710938
2021-08-25,117.48490142822266
2021-08-26,117.11074829101562
2021-08-27,116.78335571289062
2021-08-30,118.13967895507812
2021-08-31,116.6898193359375
2021-09-01,115.52059936523438
2021-09-02,117.0639877319336
2021-09-03,121.03938293457031
2021-09-06,124.59387969970703
2021-09-07,122.44245910644531
2021-09-08,122.91016387939453
2021-09-09,121.7876968383789
2021-09-13,118.7476806640625
2021-09-14,123.42462921142578
2021-09-15,123.19078063964844
2021-09-16,122.48922729492188
2021-09-17,122.25537872314453
2021-09-20,125.06155395507812
2021-09-21,123.6929702758789
2021-09-22,122.4659423828125
2021-09-23,121.89962005615234
2021-09-24,121.71085357666016
2021-09-27,120.67261505126953
2021-09-28,120.76699829101562
2021-09-29,121.38050842285156
2021-09-30,121.42770385742188
2021-10-01,120.67261505126953
2021-10-04,120.62541961669922
2021-10-05,120.71981048583984
2021-10-06,125.72228240966797
2021-10-07,126.5245590209961
2021-10-08,129.92242431640625
2021-10-11,126.5245590209961
2021-10-12,124.35364532470703
2021-10-13,125.95824432373047
2021-10-14,126.80770874023438
2021-10-18,131.52700805664062
2021-10-19,126.47737121582031
2021-10-20,121.6636734008789
2021-10-21,124.49523162841797
2021-10-22,129.3089599609375
2021-10-25,123.64576721191406
2021-10-26,124.30648803710938
2021-10-27,123.31541442871094
2021-10-28,121.38050842285156
2021-10-29,118.12419128417969
2021-11-01,116.04769134521484
2021-11-02,115.1982192993164
2021-11-03,113.64083099365234
2021-11-04,116.56682586669922
2021-11-08,116.80278778076172
2021-11-09,117.93540954589844
2021-11-10,118.59611511230469
2021-11-11,119.7287368774414
2021-11-12,118.69049835205078
2021-11-15,116.9915542602539
2021-11-16,116.7083969116211
2021-11-17,116.42521667480469
2021-11-18,114.39592742919922
2021-11-22,112.27224731445312
2021-11-23,113.16890716552734
2021-11-24,114.96224975585938
2021-11-25,114.39592742919922
2021-11-26,112.17784881591797
2021-11-29,107.9776840209961
2021-11-30,110.66768646240234
2021-12-01,112.98013305664062
2021-12-02,112.69699096679688
2021-12-03,112.55541229248047
2021-12-06,110.33732604980469
2021-12-07,111.70592498779297
2021-12-08,112.46102142333984
2021-12-09,116.51961517333984
2021-12-10,115.57575988769531
2021-12-13,115.00944519042969
2021-12-14,114.11277770996094
2021-12-15,112.22505950927734
2021-12-16,111.37557983398438
2021-12-17,110.33732604980469
2021-12-20,107.36417388916016
2021-12-21,109.29908752441406
2021-12-22,109.48785400390625
2021-12-23,109.86540222167969
2021-12-24,109.06312561035156
2021-12-27,109.01593017578125
2021-12-28,109.5822525024414
2021-12-29,109.77101135253906
2021-12-30,109.6766357421875
2021-12-31,110.38451385498047
2022-01-03,110.47892761230469
2022-01-04,112.7913818359375
2022-01-05,113.02733612060547
2022-01-06,112.74417114257812
2022-01-07,112.98013305664062
2022-01-10,113.97119903564453
2022-01-11,113.78243255615234
2022-01-12,112.13066864013672
2022-01-13,111.13961791992188
2022-01-14,113.12171936035156
2022-01-17,114.58470916748047
2022-01-18,113.54646301269531
2022-01-19,113.4048843383789
2022-01-20,113.69222259521484
2022-01-21,112.73440551757812
2022-01-24,109.42996215820312
2022-01-25,110.00464630126953
2022-01-27,109.14261627197266
2022-01-28,109.95675659179688
2022-01-31,110.4835433959961
2022-02-01,109.7173080444336
2022-02-02,110.72301483154297
2022-02-03,110.19620513916016
2022-02-04,109.14261627197266
2022-02-07,107.84957122802734
2022-02-08,106.89175415039062
2022-02-09,107.27488708496094
2022-02-10,107.41856384277344
2022-02-11,106.79598236083984
2022-02-14,102.15058898925781
2022-02-15,100.95333099365234
2022-02-16,102.0548095703125
2022-02-17,101.09700775146484
2022-02-18,98.5588150024414
2022-02-21,95.92481231689453
2022-02-22,94.44020080566406
2022-02-23,95.20646667480469
2022-02-24,89.36382293701172
2022-02-25,91.1357650756836
2022-02-28,88.64546203613281
2022-03-02,88.64546203613281
2022-03-03,88.59756469726562
2022-03-04,87.208740234375
2022-03-07,84.62264251708984
2022-03-08,85.62834167480469
2022-03-09,86.68193817138672
2022-03-10,87.208740234375
2022-03-11,88.69334411621094
2022-03-14,87.16084289550781
2022-03-15,85.48468017578125
2022-03-16,86.25093078613281
2022-03-17,87.06505584716797
2022-03-21,86.68193817138672
2022-03-22,85.72412872314453
2022-03-23,86.10726165771484
2022-03-24,85.53256225585938
2022-03-25,85.43678283691406
2022-03-28,84.23951721191406
2022-03-29,82.03654479980469
2022-03-30,82.27600860595703
2022-03-31,80.55193328857422
2022-04-01,82.37178802490234
2022-04-04,90.46528625488281
2022-04-05,96.88262939453125
2022-04-06,97.93621826171875
2022-04-07,102.48583221435547
2022-04-08,106.46074676513672
2022-04-11,103.82677459716797
2022-04-12,100.80965423583984
2022-04-13,106.46074676513672
2022-04-18,108.56792449951172
2022-04-19,107.65802001953125
2022-04-20,105.98184204101562
2022-04-21,112.15973663330078
2022-04-22,112.01603698730469
2022-04-25,107.37066650390625
2022-04-26,108.08901977539062
2022-04-27,105.45503997802734
2022-04-28,104.49723052978516
2022-04-29,103.82677459716797
2022-05-02,99.99552917480469
2022-05-04,98.41512298583984
2022-05-05,97.84044647216797
2022-05-06,97.02630615234375
2022-05-09,94.44020080566406
2022-05-10,92.66825866699219
2022-05-11,90.46528625488281
2022-05-12,88.93279266357422
2022-05-13,91.75833892822266
2022-05-16,94.34443664550781
2022-05-17,96.06849670410156
2022-05-18,95.01490020751953
2022-05-19,91.51889038085938
2022-05-20,93.57817077636719
2022-05-23,93.29083251953125
2022-05-24,91.32732391357422
2022-05-25,94.48810577392578
2022-05-26,91.08787536621094
2022-05-27,92.66825866699219
2022-05-30,95.01490020751953
2022-05-31,93.09927368164062
2022-06-01,95.11067199707031
2022-06-02,94.8233413696289
2022-06-03,99.94762420654297
2022-06-06,96.06849670410156
2022-06-07,94.58387756347656
2022-06-08,94.20075225830078
2022-06-09,94.10498046875
2022-06-10,93.00350189208984
2022-06-13,90.17796325683594
2022-06-14,90.36949920654297
2022-06-15,90.89630126953125
2022-06-16,87.59186553955078
2022-06-17,87.6397476196289
2022-06-20,86.10726165771484
2022-06-21,87.16084289550781
2022-06-22,86.3467025756836
2022-06-23,86.68193817138672
2022-06-24,89.41169738769531
2022-06-27,89.31592559814453
2022-06-28,89.07647705078125
2022-06-29,88.45388793945312
2022-06-30,87.25663757324219
2022-07-01,87.208740234375
2022-07-04,87.44818878173828
2022-07-05,88.406005859375
2022-07-06,89.028564453125
2022-07-07,89.60327911376953
2022-07-08,89.7469253540039
2022-07-11,90.56108856201172
2022-07-12,91.08787536621094
2022-07-13,90.27373504638672
2022-07-14,89.36382293701172
2022-07-15,89.65115356445312
2022-07-18,91.08787536621094
2022-07-19,91.80622100830078
2022-07-20,92.66825866699219
2022-07-21,93.00350189208984
2022-07-22,92.81192779541016
2022-07-25,91.2315444946289
2022-07-26,90.36949920654297
2022-07-27,90.80052947998047
2022-07-28,91.51889038085938
2022-07-29,93.24295043945312
2022-08-01,95.63746643066406
2022-08-02,96.40372467041016
2022-08-03,95.39801788330078
2022-08-04,94.63177490234375
2022-08-05,94.44020080566406
2022-08-08,94.67965698242188
2022-08-10,93.81763458251953
2022-08-11,92.90772247314453
2022-08-12,94.39232635498047
2022-08-16,95.63746643066406
2022-08-17,94.15287017822266
2022-08-18,93.7697525024414
2022-08-19,92.90772247314453
2022-08-22,91.51889038085938
2022-08-23,90.89630126953125
2022-08-24,90.89630126953125
2022-08-25,93.00350189208984
2022-08-26,92.52458953857422
2022-08-29,91.3752212524414
2022-08-30,96.83474731445312
2022-09-01,98.41512298583984
2022-09-02,96.59529113769531
2022-09-05,96.88262939453125
2022-09-06,97.36154174804688
2022-09-07,97.74466705322266
2022-09-08,101.7195816040039
2022-09-09,102.6773910522461
2022-09-12,102.8210678100586
2022-09-13,103.92254638671875
2022-09-14,102.91683959960938
2022-09-15,103.63519287109375
2022-09-16,99.94762420654297
2022-09-19,100.80965423583984
2022-09-20,101.81536102294922
2022-09-21,101.52801513671875
2022-09-22,103.79277038574219
2022-09-23,101.91349792480469
2022-09-26,101.09434509277344
2022-09-27,101.9616928100586
2022-09-28,99.07054138183594
2022-09-29,98.87779235839844
2022-09-30,99.6005630493164
2022-10-03,101.4798355102539
2022-10-04,102.82903289794922
2022-10-06,107.93675994873047
2022-10-07,109.14141845703125
2022-10-10,108.99686431884766
2022-10-11,106.87667083740234
2022-10-12,108.27405548095703
2022-10-13,106.92485046386719
2022-10-14,105.47927856445312
2022-10-17,103.02178192138672
2022-10-18,101.5761947631836
2022-10-19,101.431640625
2022-10-20,102.00987243652344
2022-10-21,100.46793365478516
2022-10-24,102.78085327148438
2022-10-25,108.75592803955078
2022-10-27,110.92430114746094
2022-10-28,113.91182708740234
2022-10-31,112.2253189086914
2022-11-01,110.4906234741211
2022-11-02,114.68281555175781
2022-11-03,119.30867004394531
2022-11-04,119.9832763671875
2022-11-07,126.4884033203125
2022-11-09,126.24746704101562
2022-11-10,119.54959869384766
2022-11-11,122.92262268066406
2022-11-14,120.70606994628906
2022-11-15,130.8733367919922
2022-11-16,134.39089965820312
2022-11-17,133.5235595703125
2022-11-18,132.4634552001953
2022-11-21,128.41583251953125
2022-11-22,127.45211029052734
2022-11-23,138.2939910888672
2022-11-24,134.10177612304688
2022-11-25,138.2939910888672
2022-11-28,138.63128662109375
2022-11-29,133.86082458496094
2022-11-30,131.35519409179688
2022-12-01,133.2344207763672
2022-12-02,130.2469024658203
2022-12-05,128.12673950195312
2022-12-06,130.77696228027344
2022-12-07,128.65675354003906
2022-12-08,127.11479187011719
2022-12-09,122.48894500732422
2022-12-12,128.4640350341797
2022-12-13,127.06661224365234
2022-12-14,129.2349853515625
2022-12-15,125.91016387939453
2022-12-16,130.53602600097656
2022-12-19,129.52410888671875
2022-12-20,128.9458770751953
2022-12-21,123.40448760986328
2022-12-22,118.58588409423828
2022-12-23,110.24969482421875
2022-12-26,116.27294921875
2022-12-27,117.47760772705078
2022-12-28,121.4288558959961
2022-12-29,121.18791961669922
2022-12-30,122.15164947509766
2023-01-02,122.92262268066406
2023-01-03,123.50084686279297
2023-01-04,125.62104797363281
2023-01-05,123.74178314208984
2023-01-06,121.47704315185547
2023-01-09,121.95890808105469
2023-01-10,118.48950958251953
2023-01-11,119.9832763671875
2023-01-12,123.25993347167969
2023-01-13,127.64485931396484
2023-01-16,123.78997039794922
2023-01-17,123.64541625976562
2023-01-18,124.7536849975586
2023-01-19,123.64541625976562
2023-01-20,122.39258575439453
2023-01-23,122.77806854248047
2023-01-24,121.0433578491211
2023-01-25,120.03146362304688
2023-01-27,115.93565368652344
2023-01-30,116.08019256591797
2023-01-31,120.1278305053711
2023-02-01,110.92430114746094
2023-02-02,108.56318664550781
2023-02-03,105.57564544677734
2023-02-06,105.04560089111328
2023-02-07,102.25080871582031
2023-02-08,109.58236694335938
2023-02-09,108.8980941772461
2023-02-10,112.61275482177734
2023-02-13,110.90204620361328
2023-02-14,108.36043548583984
2023-02-15,109.58236694335938
2023-02-16,110.90204620361328
2023-02-17,112.7593765258789
