Date,PETR3.SA
2015-08-24,2.554865837097168
2015-08-25,2.607724666595459
2015-08-26,2.681140899658203
2015-08-27,2.9836130142211914
2015-08-28,3.018853187561035
2015-08-31,3.1186976432800293
2015-09-01,2.9219436645507812
2015-09-02,2.9953596591949463
2015-09-03,3.0071067810058594
2015-09-04,2.9072608947753906
2015-09-08,2.9513096809387207
2015-09-09,2.8426549434661865
2015-09-10,2.7340006828308105
2015-09-11,2.587167978286743
2015-09-14,2.59304141998291
2015-09-15,2.5636751651763916
2015-09-16,2.783921957015991
2015-09-17,2.7251904010772705
2015-09-18,2.616534948348999
2015-09-21,2.5313727855682373
2015-09-22,2.4520833492279053
2015-09-23,2.425654411315918
2015-09-24,2.4373998641967773
2015-09-25,2.3727939128875732
2015-09-28,2.252392530441284
2015-09-29,2.3052523136138916
2015-09-30,2.5078799724578857
2015-10-01,2.4579570293426514
2015-10-02,2.687013626098633
2015-10-05,2.7604293823242188
2015-10-06,2.9043235778808594
2015-10-07,3.0540921688079834
2015-10-08,3.156873941421509
2015-10-09,3.145127773284912
2015-10-13,2.889641046524048
2015-10-14,2.807415008544922
2015-10-15,2.8367819786071777
2015-10-16,2.848527669906616
2015-10-19,2.8397181034088135
2015-10-20,2.877894163131714
2015-10-21,2.7868587970733643
2015-10-22,2.872021436691284
2015-10-23,2.8455913066864014
2015-10-26,2.822098731994629
2015-10-27,2.7134430408477783
2015-10-28,2.7604293823242188
2015-10-29,2.7310633659362793
2015-10-30,2.75455641746521
2015-11-03,3.101078510284424
2015-11-04,2.9043235778808594
2015-11-05,2.9072608947753906
2015-11-06,2.813289165496826
2015-11-09,2.722252607345581
2015-11-10,2.7046337127685547
2015-11-11,2.7193169593811035
2015-11-12,2.6488378047943115
2015-11-13,2.5783579349517822
2015-11-16,2.75455641746521
2015-11-17,2.766303062438965
2015-11-18,2.7956693172454834
2015-11-19,2.7927327156066895
2015-11-23,2.892577648162842
2015-11-24,3.0687761306762695
2015-11-25,2.8367819786071777
2015-11-26,2.848527669906616
2015-11-27,2.7398734092712402
2015-11-30,2.7633659839630127
2015-12-01,2.7134430408477783
2015-12-02,2.7809855937957764
2015-12-03,2.877894163131714
2015-12-04,2.681140899658203
2015-12-07,2.5372464656829834
2015-12-08,2.5078799724578857
2015-12-09,2.7780497074127197
2015-12-10,2.7016963958740234
2015-12-11,2.5989155769348145
2015-12-14,2.5754215717315674
2015-12-15,2.672330617904663
2015-12-16,2.628281831741333
2015-12-17,2.5901052951812744
2015-12-18,2.543119430541992
2015-12-21,2.4403374195098877
2015-12-22,2.5078799724578857
2015-12-23,2.607724666595459
2015-12-28,2.5284361839294434
2015-12-29,2.5166893005371094
2015-12-30,2.5166893005371094
2016-01-04,2.546056032180786
2016-01-05,2.481449604034424
2016-01-06,2.366921901702881
2016-01-07,2.2993788719177246
2016-01-08,2.3081886768341064
2016-01-11,2.2259633541107178
2016-01-12,2.0556387901306152
2016-01-13,1.9969061613082886
2016-01-14,2.123180866241455
2016-01-15,1.9704771041870117
2016-01-18,1.8500750064849854
2016-01-19,1.8060259819030762
2016-01-20,1.7414199113845825
2016-01-21,1.8471384048461914
2016-01-22,1.8236452341079712
2016-01-26,1.7502301931381226
2016-01-27,1.9205539226531982
2016-01-28,1.9146807193756104
2016-01-29,2.0350828170776367
2016-02-01,1.9323006868362427
2016-02-02,1.7678494453430176
2016-02-03,1.8148356676101685
2016-02-04,1.9587305784225464
2016-02-05,1.8765045404434204
2016-02-10,1.7972160577774048
2016-02-11,1.7355467081069946
2016-02-12,1.8530114889144897
2016-02-15,1.8882511854171753
2016-02-16,1.8471384048461914
2016-02-17,1.9910333156585693
2016-02-18,1.9381743669509888
2016-02-19,1.8735686540603638
2016-02-22,2.1760404109954834
2016-02-23,2.079132556915283
2016-02-24,2.0644493103027344
2016-02-25,2.0497658252716064
2016-02-26,2.0233359336853027
2016-02-29,2.1584205627441406
2016-03-01,2.2230265140533447
2016-03-02,2.3786678314208984
2016-03-03,2.675267457962036
2016-03-04,2.9307541847229004
2016-03-07,2.9101970195770264
2016-03-08,2.833845376968384
2016-03-09,2.807415008544922
2016-03-10,2.880831241607666
2016-03-11,2.963056802749634
2016-03-14,2.801542043685913
2016-03-15,2.616534948348999
2016-03-16,2.819161891937256
2016-03-17,3.0658390522003174
2016-03-18,3.024725914001465
2016-03-21,3.010043144226074
2016-03-22,3.077585220336914
2016-03-23,2.913134813308716
2016-03-24,2.933690071105957
2016-03-28,3.1216349601745605
2016-03-29,3.1216349601745605
2016-03-30,3.142191171646118
2016-03-31,3.1216349601745605
2016-04-01,3.092268466949463
2016-04-04,2.819161891937256
2016-04-05,2.883767604827881
2016-04-06,2.8573379516601562
2016-04-07,2.9190073013305664
2016-04-08,3.080521583557129
2016-04-11,3.0599656105041504
2016-04-12,3.3330726623535156
2016-04-13,3.474030017852783
2016-04-14,3.3683114051818848
2016-04-15,3.5092692375183105
2016-04-18,3.4564101696014404
2016-04-19,3.629671335220337
2016-04-20,3.623797655105591
2016-04-22,3.7882492542266846
2016-04-25,3.629671335220337
2016-04-26,3.753009080886841
2016-04-27,3.9350807666778564
2016-04-28,3.9850027561187744
2016-04-29,3.8969037532806396
2016-05-02,3.8969037532806396
2016-05-03,3.7647554874420166
2016-05-04,3.8058695793151855
2016-05-05,3.7118968963623047
2016-05-06,3.797058582305908
2016-05-09,3.544509172439575
2016-05-10,3.7735657691955566
2016-05-11,3.7911856174468994
2016-05-12,3.732452630996704
2016-05-13,3.559192657470703
2016-05-16,3.682530641555786
2016-05-17,3.6414170265197754
2016-05-18,3.5268898010253906
2016-05-19,3.3800582885742188
2016-05-20,3.327197790145874
2016-05-23,3.2420365810394287
2016-05-24,3.256718873977661
2016-05-25,3.2596569061279297
2016-05-27,3.080521583557129
2016-05-30,3.106951951980591
2016-05-31,2.9894869327545166
2016-06-01,3.0570285320281982
2016-06-02,3.142191171646118
2016-06-03,3.1744942665100098
2016-06-06,3.1715571880340576
2016-06-07,3.268465280532837
2016-06-08,3.538635492324829
2016-06-09,3.4505369663238525
2016-06-10,3.2390992641448975
2016-06-13,3.1774306297302246
2016-06-14,3.077585220336914
2016-06-15,3.1245715618133545
2016-06-16,3.1627471446990967
2016-06-17,3.344818592071533
2016-06-20,3.4446632862091064
2016-06-21,3.5063328742980957
2016-06-22,3.4211699962615967
2016-06-23,3.538635492324829
2016-06-24,3.35656476020813
2016-06-27,3.1715571880340576
2016-06-28,3.3037056922912598
2016-06-29,3.3976783752441406
2016-06-30,3.3800582885742188
2016-07-01,3.5415725708007812
2016-07-04,3.5298256874084473
2016-07-05,3.330134868621826
2016-07-06,3.4329159259796143
2016-07-07,3.5151424407958984
2016-07-08,3.6120519638061523
2016-07-11,3.7853124141693115
2016-07-12,3.9027774333953857
2016-07-13,3.81467866897583
2016-07-14,3.9115874767303467
2016-07-15,3.882221221923828
2016-07-18,4.011433124542236
2016-07-19,4.061356544494629
2016-07-20,4.008496284484863
2016-07-21,4.052545070648193
2016-07-22,4.0378618240356445
2016-07-25,4.040799140930176
2016-07-26,4.034925937652588
2016-07-27,3.993812322616577
2016-07-28,3.9174611568450928
2016-07-29,4.114213943481445
2016-08-01,3.8734121322631836
2016-08-02,3.808805465698242
2016-08-03,3.9791297912597656
2016-08-04,3.9850027561187744
2016-08-05,3.893968105316162
2016-08-08,4.0378618240356445
2016-08-09,4.017306804656982
2016-08-10,3.8646013736724854
2016-08-11,4.017306804656982
2016-08-12,4.084847927093506
2016-08-15,4.263982772827148
2016-08-16,4.305095672607422
2016-08-17,4.378511428833008
2016-08-18,4.457799911499023
2016-08-19,4.422561168670654
2016-08-22,4.249299049377441
2016-08-23,4.3843841552734375
2016-08-24,4.29922342300415
2016-08-25,4.360891342163086
2016-08-26,4.393193244934082
2016-08-29,4.460736274719238
2016-08-30,4.457799911499023
2016-08-31,4.328588485717773
2016-09-01,4.366764068603516
2016-09-02,4.589948654174805
2016-09-05,4.722097396850586
2016-09-06,4.698602676391602
2016-09-08,4.813130855560303
2016-09-09,4.551771640777588
2016-09-12,4.7074127197265625
2016-09-13,4.34914493560791
2016-09-14,4.3873209953308105
2016-09-15,4.490103244781494
2016-09-16,4.375575542449951
2016-09-19,4.3726372718811035
2016-09-20,4.419623851776123
2016-09-21,4.504785060882568
2016-09-22,4.563518524169922
2016-09-23,4.396130561828613
2016-09-26,4.316841125488281
2016-09-27,4.302158832550049
2016-09-28,4.50184965133667
2016-09-29,4.425496578216553
2016-09-30,4.4460530281066895
2016-10-03,4.578202247619629
2016-10-04,4.584074974060059
2016-10-05,4.727969646453857
2016-10-06,4.93353271484375
2016-10-07,4.977583408355713
2016-10-10,5.136161804199219
2016-10-11,5.0157599449157715
2016-10-13,5.139097213745117
2016-10-14,5.256563663482666
2016-10-17,5.406330585479736
2016-10-18,5.517923355102539
2016-10-19,5.576655387878418
2016-10-20,5.567843914031982
2016-10-21,5.6735639572143555
2016-10-24,5.691182613372803
2016-10-25,5.5707807540893555
2016-10-26,5.641259670257568
2016-10-27,5.653006553649902
2016-10-28,5.617767333984375
2016-10-31,5.473873615264893
2016-11-01,5.2653727531433105
2016-11-03,5.042189598083496
2016-11-04,5.036315441131592
2016-11-07,5.3799004554748535
2016-11-08,5.309422016143799
2016-11-09,5.359344005584717
2016-11-10,5.092112064361572
2016-11-11,4.795512676239014
2016-11-14,4.777891159057617
2016-11-16,4.977583408355713
2016-11-17,4.833688735961914
2016-11-18,4.821941375732422
2016-11-21,5.0686187744140625
2016-11-22,5.194892883300781
2016-11-23,5.2271952629089355
2016-11-24,5.1567158699035645
2016-11-25,5.162591457366943
2016-11-28,5.177274227142334
2016-11-29,4.9041666984558105
2016-11-30,5.423950672149658
2016-12-01,5.347598075866699
2016-12-02,5.476809024810791
2016-12-05,5.291803359985352
2016-12-06,5.465063095092773
2016-12-07,5.3799004554748535
2016-12-08,5.391648292541504
2016-12-09,5.341724872589111
2016-12-12,5.388711452484131
2016-12-13,5.353471279144287
2016-12-14,5.165526866912842
2016-12-15,5.1185407638549805
2016-12-16,5.056872367858887
2016-12-19,4.895357131958008
2016-12-20,4.8865461349487305
2016-12-21,4.860118389129639
2016-12-22,4.80138635635376
2016-12-23,4.865991115570068
2016-12-26,4.912977695465088
2016-12-27,4.901231288909912
2016-12-28,4.98639440536499
2016-12-29,4.974647045135498
2017-01-02,4.854245185852051
2017-01-03,5.162591457366943
2017-01-04,5.100920677185059
2017-01-05,5.215449333190918
2017-01-06,5.136161804199219
2017-01-09,5.086238861083984
2017-01-10,5.171400547027588
2017-01-11,5.3006134033203125
2017-01-12,5.388711452484131
2017-01-13,5.350534915924072
2017-01-16,5.359344005584717
2017-01-17,5.335851192474365
2017-01-18,5.294737815856934
2017-01-19,5.2653727531433105
2017-01-20,5.2360053062438965
2017-01-23,5.280056953430176
2017-01-24,5.206641674041748
2017-01-26,5.106792449951172
2017-01-27,5.0157599449157715
2017-01-30,4.739716053009033
2017-01-31,4.754399299621582
2017-02-01,4.733843803405762
2017-02-02,4.6692376136779785
2017-02-03,4.79844856262207
2017-02-06,4.689793109893799
2017-02-07,4.631061553955078
2017-02-08,4.727969646453857
2017-02-09,4.686857223510742
2017-02-10,4.80138635635376
2017-02-13,4.863054275512695
2017-02-14,4.936469554901123
2017-02-15,4.951154708862305
2017-02-16,4.983456611633301
2017-02-17,4.91003942489624
2017-02-20,5.0157599449157715
2017-02-21,5.039251327514648
2017-02-22,4.874799728393555
2017-02-23,4.839561939239502
2017-02-24,4.686857223510742
2017-03-01,4.824878215789795
2017-03-02,4.65455436706543
2017-03-03,4.683920383453369
2017-03-06,4.663365364074707
2017-03-07,4.663365364074707
2017-03-08,4.375575542449951
2017-03-09,4.34914493560791
2017-03-10,4.343271255493164
2017-03-13,4.3843841552734375
2017-03-14,4.21993350982666
2017-03-15,4.331525802612305
2017-03-16,4.222869873046875
2017-03-17,4.0672287940979
2017-03-20,4.1641364097595215
2017-03-21,4.023179531097412
2017-03-22,4.155326843261719
2017-03-23,4.152390956878662
2017-03-24,4.161200046539307
2017-03-27,4.237553119659424
2017-03-28,4.310969352722168
2017-03-29,4.4519267082214355
2017-03-30,4.434306621551514
2017-03-31,4.448991298675537
2017-04-03,4.498912334442139
2017-04-04,4.531215190887451
2017-04-05,4.50184965133667
2017-04-06,4.487165927886963
2017-04-07,4.513595104217529
2017-04-10,4.589948654174805
2017-04-11,4.47835636138916
2017-04-12,4.460736274719238
2017-04-13,4.261045932769775
2017-04-17,4.302158832550049
2017-04-18,4.24636173248291
2017-04-19,4.1259613037109375
2017-04-20,4.190566062927246
2017-04-24,4.225807189941406
2017-04-25,4.310969352722168
2017-04-26,4.234615802764893
2017-04-27,4.170011043548584
2017-04-28,4.216996669769287
2017-05-02,4.216996669769287
2017-05-03,4.2434258460998535
2017-05-04,4.128898620605469
2017-05-05,4.34914493560791
2017-05-08,4.322714805603027
2017-05-09,4.369701385498047
2017-05-10,4.507723331451416
2017-05-11,4.498912334442139
2017-05-12,4.678047180175781
2017-05-15,4.754399299621582
2017-05-16,4.754399299621582
2017-05-17,4.727969646453857
2017-05-18,4.190566062927246
2017-05-19,4.231679439544678
2017-05-22,4.20231294631958
2017-05-23,4.234615802764893
2017-05-24,4.34914493560791
2017-05-25,4.24636173248291
2017-05-26,4.272791385650635
2017-05-29,4.272791385650635
2017-05-30,4.161200046539307
2017-05-31,3.9996860027313232
2017-06-01,3.9761929512023926
2017-06-02,4.034925937652588
2017-06-05,4.105404853820801
2017-06-06,4.108342170715332
2017-06-07,4.017306804656982
2017-06-08,4.023179531097412
2017-06-09,4.0466718673706055
2017-06-12,4.0466718673706055
2017-06-13,4.073101043701172
2017-06-14,3.9761929512023926
2017-06-15,3.9761929512023926
2017-06-16,3.9615089893341064
2017-06-19,3.9145236015319824
2017-06-20,3.8205511569976807
2017-06-21,3.753009080886841
2017-06-22,3.8322980403900146
2017-06-23,3.7853124141693115
2017-06-26,3.8440449237823486
2017-06-27,3.81467866897583
2017-06-28,3.7823758125305176
2017-06-29,3.8205511569976807
2017-06-30,3.8763487339019775
2017-07-03,3.8998405933380127
2017-07-04,3.9115874767303467
2017-07-05,3.835235834121704
2017-07-06,3.797058582305908
2017-07-07,3.7236440181732178
2017-07-10,3.7295167446136475
2017-07-11,3.8381712436676025
