Date,RMS.PA
2015-08-24,283.70977783203125
2015-08-25,294.96527099609375
2015-08-26,290.82586669921875
2015-08-27,299.4767150878906
2015-08-28,295.3372802734375
2015-08-31,294.5467224121094
2015-09-01,287.57025146484375
2015-09-02,289.0585021972656
2015-09-03,297.7093200683594
2015-09-04,286.17486572265625
2015-09-07,289.756103515625
2015-09-08,290.6863708496094
2015-09-09,292.6397399902344
2015-09-10,296.3605041503906
2015-09-11,291.05841064453125
2015-09-14,291.4305419921875
2015-09-15,291.4305419921875
2015-09-16,302.4533386230469
2015-09-17,304.8253173828125
2015-09-18,298.9650573730469
2015-09-21,301.8487243652344
2015-09-22,295.70941162109375
2015-09-23,294.267578125
2015-09-24,287.4771423339844
2015-09-25,297.0116882324219
2015-09-28,290.45379638671875
2015-09-29,289.38409423828125
2015-09-30,302.31378173828125
2015-10-01,297.2907409667969
2015-10-02,298.4534912109375
2015-10-05,306.9647521972656
2015-10-06,313.19708251953125
2015-10-07,313.8947448730469
2015-10-08,315.5690612792969
2015-10-09,317.3829650878906
2015-10-12,321.0572509765625
2015-10-13,313.4296569824219
2015-10-14,312.0809020996094
2015-10-15,311.8483581542969
2015-10-16,309.33673095703125
2015-10-19,311.0111083984375
2015-10-20,303.2439270019531
2015-10-21,304.68572998046875
2015-10-22,311.5227355957031
2015-10-23,320.2665710449219
2015-10-26,318.68524169921875
2015-10-27,318.6387023925781
2015-10-28,324.12689208984375
2015-10-29,327.0570373535156
2015-10-30,325.89434814453125
2015-11-02,322.6385803222656
2015-11-03,320.6851806640625
2015-11-04,326.7314758300781
2015-11-05,330.7778625488281
2015-11-06,326.9639892578125
2015-11-09,319.3828430175781
2015-11-10,322.8245849609375
2015-11-11,325.89434814453125
2015-11-12,323.0571594238281
2015-11-13,309.33673095703125
2015-11-16,305.1509094238281
2015-11-17,309.4298400878906
2015-11-18,311.4296875
2015-11-19,308.9646911621094
2015-11-20,308.1739807128906
2015-11-23,309.4298400878906
2015-11-24,301.7091064453125
2015-11-25,307.2903747558594
2015-11-26,307.75543212890625
2015-11-27,307.9880065917969
2015-11-30,309.9879455566406
2015-12-01,312.0809020996094
2015-12-02,313.7086181640625
2015-12-03,306.9647521972656
2015-12-04,306.360107421875
2015-12-07,311.80181884765625
2015-12-08,305.5694580078125
2015-12-09,304.3137512207031
2015-12-10,300.82550048828125
2015-12-11,292.6397399902344
2015-12-14,288.8259582519531
2015-12-15,295.52337646484375
2015-12-16,296.3140563964844
2015-12-17,296.8721618652344
2015-12-18,288.7794494628906
2015-12-21,284.965576171875
2015-12-22,289.84918212890625
2015-12-23,288.9654846191406
2015-12-24,287.4771423339844
2015-12-28,288.36090087890625
2015-12-29,294.1280212402344
2015-12-30,292.5467224121094
2016-01-04,289.4305419921875
2016-01-05,282.8726501464844
2016-01-06,279.98907470703125
2016-01-07,279.5239562988281
2016-01-08,280.40765380859375
2016-01-11,279.05889892578125
2016-01-12,283.4307861328125
2016-01-13,281.1053161621094
2016-01-14,274.9659423828125
2016-01-15,275.6636657714844
2016-01-18,273.43121337890625
2016-01-19,280.2215881347656
2016-01-20,271.2452697753906
2016-01-21,272.45440673828125
2016-01-22,282.64013671875
2016-01-25,284.7330627441406
2016-01-26,283.8493957519531
2016-01-27,289.8955993652344
2016-01-28,285.6167297363281
2016-01-29,291.6630554199219
2016-02-01,290.9654235839844
2016-02-02,287.6631774902344
2016-02-03,295.52337646484375
2016-02-04,295.3837890625
2016-02-05,292.686279296875
2016-02-08,286.4074401855469
2016-02-09,277.1520080566406
2016-02-10,281.1983642578125
2016-02-11,274.73345947265625
2016-02-12,278.12860107421875
2016-02-15,288.8259582519531
2016-02-16,288.0352478027344
2016-02-17,298.0348815917969
2016-02-18,297.9884033203125
2016-02-19,298.0814208984375
2016-02-22,303.61602783203125
2016-02-23,297.89532470703125
2016-02-24,292.5216064453125
2016-02-25,292.2411804199219
2016-02-26,295.6056213378906
2016-02-29,293.9234619140625
2016-03-01,298.31591796875
2016-03-02,298.03558349609375
2016-03-03,297.10101318359375
2016-03-04,299.25048828125
2016-03-07,300.1383056640625
2016-03-08,301.4934387207031
2016-03-09,303.0822448730469
2016-03-10,301.5870056152344
2016-03-11,305.4186706542969
2016-03-14,307.0074157714844
2016-03-15,302.38128662109375
2016-03-16,302.28790283203125
2016-03-17,296.9607849121094
2016-03-18,295.41876220703125
2016-03-21,293.6897888183594
2016-03-22,290.9795227050781
2016-03-23,299.06365966796875
2016-03-24,295.278564453125
2016-03-29,293.4094543457031
2016-03-30,295.55889892578125
2016-03-31,289.20379638671875
2016-04-01,286.5870056152344
2016-04-04,286.9140625
2016-04-05,281.540283203125
2016-04-06,280.46551513671875
2016-04-07,279.0169372558594
2016-04-08,278.4562683105469
2016-04-11,275.41888427734375
2016-04-12,279.8113708496094
2016-04-13,291.8673095703125
2016-04-14,290.2318115234375
2016-04-15,288.0823059082031
2016-04-18,287.98883056640625
2016-04-19,294.5308837890625
2016-04-20,293.4561462402344
2016-04-21,291.3066101074219
2016-04-22,287.3346862792969
2016-04-25,288.12908935546875
2016-04-26,284.9048156738281
2016-04-27,287.0543212890625
2016-04-28,295.8860168457031
2016-04-29,290.6524658203125
2016-05-02,296.8206481933594
2016-05-03,293.4561462402344
2016-05-04,296.2598571777344
2016-05-05,296.54022216796875
2016-05-06,295.7925720214844
2016-05-09,297.61505126953125
2016-05-10,301.4934387207031
2016-05-11,298.4093322753906
2016-05-12,295.7925720214844
2016-05-13,296.35333251953125
2016-05-16,297.00750732421875
2016-05-17,296.7271728515625
2016-05-18,299.6709289550781
2016-05-19,297.24114990234375
2016-05-20,298.03558349609375
2016-05-23,295.5121765136719
2016-05-24,301.0729064941406
2016-05-25,300.1383056640625
2016-05-26,300.885986328125
2016-05-27,303.2691650390625
2016-05-30,303.0355529785156
2016-05-31,303.6897277832031
2016-06-01,302.8953552246094
2016-06-02,304.0702209472656
2016-06-03,304.8221740722656
2016-06-06,304.6811828613281
2016-06-07,314.8796081542969
2016-06-08,312.9056396484375
2016-06-09,311.2137756347656
2016-06-10,306.93701171875
2016-06-13,307.3599853515625
2016-06-14,302.660400390625
2016-06-15,304.44622802734375
2016-06-16,302.1903381347656
