Date,JMT.LS
2015-08-24,8.761153221130371
2015-08-25,9.284205436706543
2015-08-26,9.269261360168457
2015-08-27,9.523319244384766
2015-08-28,9.355194091796875
2015-08-31,9.228167533874512
2015-09-01,8.921807289123535
2015-09-02,9.01894474029541
2015-09-03,9.056305885314941
2015-09-04,8.89191722869873
2015-09-07,8.876972198486328
2015-09-08,9.003999710083008
2015-09-09,9.164652824401855
2015-09-10,9.127291679382324
2015-09-11,9.216958999633789
2015-09-14,9.164652824401855
2015-09-15,9.183331489562988
2015-09-16,9.179597854614258
2015-09-17,9.02268123626709
2015-09-18,9.026415824890137
2015-09-21,9.187068939208984
2015-09-22,8.884445190429688
2015-09-23,8.944223403930664
2015-09-24,8.656542778015137
2015-09-25,8.95916748046875
2015-09-28,8.634126663208008
2015-09-29,8.398751258850098
2015-09-30,9.000263214111328
2015-10-01,8.906861305236816
2015-10-02,9.060040473937988
2015-10-05,9.414972305297852
2015-10-06,9.497166633605957
2015-10-07,9.422442436218262
2015-10-08,9.478484153747559
2015-10-09,9.340249061584473
2015-10-12,9.14597225189209
2015-10-13,8.985320091247559
2015-10-14,9.164652824401855
2015-10-15,9.228167533874512
2015-10-16,9.40002727508545
2015-10-19,9.508373260498047
2015-10-20,9.609248161315918
2015-10-21,9.482221603393555
2015-10-22,9.594304084777832
2015-10-23,9.601777076721191
2015-10-26,9.590568542480469
2015-10-27,9.343985557556152
2015-10-28,9.362665176391602
2015-10-29,9.534525871276855
2015-10-30,9.553207397460938
2015-11-02,9.370139122009277
2015-11-03,9.590568542480469
2015-11-04,9.583094596862793
2015-11-05,9.8222074508667
2015-11-06,9.919344902038574
2015-11-09,9.683971405029297
2015-11-10,9.594304084777832
2015-11-11,9.579358100891113
2015-11-12,9.568151473999023
2015-11-13,9.45233154296875
2015-11-16,9.665289878845215
2015-11-17,9.960441589355469
2015-11-18,9.941760063171387
2015-11-19,9.669025421142578
2015-11-20,9.710124015808105
2015-11-23,9.710124015808105
2015-11-24,9.586832046508789
2015-11-25,9.564414024353027
2015-11-26,9.63540267944336
2015-11-27,9.631665229797363
2015-11-30,9.814733505249023
2015-12-01,9.642871856689453
2015-12-02,9.784846305847168
2015-12-03,9.612984657287598
2015-12-04,9.482221603393555
2015-12-07,9.538264274597168
2015-12-08,9.373873710632324
2015-12-09,9.179597854614258
2015-12-10,9.08245849609375
2015-12-11,8.809722900390625
2015-12-14,8.58929443359375
2015-12-15,8.813459396362305
2015-12-16,9.056305885314941
2015-12-17,9.123555183410645
2015-12-18,8.708847999572754
2015-12-21,8.708847999572754
2015-12-22,8.817195892333984
2015-12-23,8.955430030822754
2015-12-24,8.940486907958984
2015-12-28,8.862028121948242
2015-12-29,9.052568435668945
2015-12-30,9.033890724182129
2015-12-31,9.033890724182129
2016-01-04,8.693903923034668
2016-01-05,8.850820541381836
2016-01-06,8.753682136535645
2016-01-07,8.76862621307373
2016-01-08,9.026415824890137
2016-01-11,9.030153274536133
2016-01-12,9.385083198547363
2016-01-13,9.280470848083496
2016-01-14,8.832140922546387
2016-01-15,8.309086799621582
2016-01-18,8.159640312194824
2016-01-19,8.208209991455078
2016-01-20,8.182058334350586
2016-01-21,8.316556930541992
2016-01-22,8.46973705291748
2016-01-25,8.742474555969238
2016-01-26,9.153444290161133
2016-01-27,9.20948600769043
2016-01-28,9.202013969421387
2016-01-29,9.594304084777832
2016-02-01,9.773636817932129
2016-02-02,9.534525871276855
2016-02-03,9.642871856689453
2016-02-04,9.504636764526367
2016-02-05,9.474748611450195
2016-02-08,9.284205436706543
2016-02-09,9.239374160766602
2016-02-10,9.33277702331543
2016-02-11,9.000263214111328
2016-02-12,9.08245849609375
2016-02-15,9.355194091796875
2016-02-16,9.317832946777344
2016-02-17,9.579358100891113
2016-02-18,9.751219749450684
2016-02-19,9.665289878845215
2016-02-22,9.766164779663086
2016-02-23,9.669025421142578
2016-02-24,9.433650970458984
2016-02-25,9.672760963439941
2016-02-26,9.713859558105469
2016-02-29,9.732540130615234
2016-03-01,9.994065284729004
2016-03-02,9.941760063171387
2016-03-03,10.360203742980957
2016-03-04,10.513383865356445
2016-03-07,10.322842597961426
2016-03-08,10.18834400177002
2016-03-09,10.221968650817871
2016-03-10,10.042634963989258
2016-03-11,10.244385719299316
2016-03-14,10.322842597961426
2016-03-15,10.154719352722168
2016-03-16,10.48349666595459
2016-03-17,10.446133613586426
2016-03-18,10.307899475097656
2016-03-21,10.524593353271484
2016-03-22,10.603052139282227
2016-03-23,10.603052139282227
2016-03-24,10.464814186096191
2016-03-29,10.576899528503418
2016-03-30,10.793590545654297
2016-03-31,10.745023727416992
2016-04-01,10.767439842224121
2016-04-04,10.819746017456055
2016-04-05,10.812272071838379
2016-04-06,10.999076843261719
2016-04-07,10.752493858337402
2016-04-08,10.886994361877441
2016-04-11,10.827217102050781
2016-04-12,10.872050285339355
2016-04-13,10.819746017456055
2016-04-14,10.86084270477295
2016-04-15,11.025229454040527
2016-04-18,10.931827545166016
2016-04-19,11.163466453552246
2016-04-20,11.148521423339844
2016-04-21,11.017757415771484
2016-04-22,10.745023727416992
2016-04-25,10.6478853225708
2016-04-26,10.595579147338867
2016-04-27,10.72634220123291
2016-04-28,10.655355453491211
2016-04-29,10.677774429321289
2016-05-02,10.782384872436523
2016-05-03,10.644147872924805
2016-05-04,10.610523223876953
2016-05-05,10.632940292358398
2016-05-06,10.498440742492676
2016-05-09,10.408775329589844
2016-05-10,10.637287139892578
2016-05-11,10.484945297241211
2016-05-12,10.4049654006958
2016-05-13,10.378304481506348
2016-05-16,10.458284378051758
2016-05-17,10.389732360839844
2016-05-18,10.469711303710938
2016-05-19,10.450668334960938
2016-05-20,10.797245979309082
2016-05-23,10.660137176513672
2016-05-24,10.812479019165039
2016-05-25,10.915311813354492
2016-05-26,11.067652702331543
2016-05-27,10.968629837036133
2016-05-30,11.063843727111816
2016-05-31,11.09050464630127
2016-06-01,10.995290756225586
2016-06-02,11.04480266571045
2016-06-03,10.907694816589355
2016-06-06,10.976249694824219
2016-06-07,11.132399559020996
2016-06-08,11.056228637695312
2016-06-09,10.900076866149902
2016-06-10,10.488754272460938
2016-06-13,10.336411476135254
2016-06-14,10.107898712158203
2016-06-15,10.187877655029297
2016-06-16,10.214540481567383
2016-06-17,10.359261512756348
2016-06-20,10.736310005187988
2016-06-21,10.804865837097168
2016-06-22,10.724882125854492
2016-06-23,10.881035804748535
2016-06-24,10.283092498779297
2016-06-27,10.165027618408203
2016-06-28,10.313562393188477
2016-06-29,10.511605262756348
2016-06-30,10.785820960998535
2016-07-01,10.835331916809082
2016-07-04,10.839139938354492
2016-07-05,10.869608879089355
2016-07-06,10.587774276733398
2016-07-07,10.690608978271484
2016-07-08,10.816289901733398
2016-07-11,10.881035804748535
2016-07-12,10.816289901733398
2016-07-13,10.778203964233398
2016-07-14,10.812479019165039
2016-07-15,10.641096115112305
2016-07-18,10.702033042907715
2016-07-19,10.827713966369629
2016-07-20,10.682990074157715
2016-07-21,10.625861167907715
2016-07-22,10.717267036437988
2016-07-25,10.938161849975586
2016-07-26,11.09050464630127
2016-07-27,11.09050464630127
2016-07-28,11.330443382263184
2016-07-29,11.406615257263184
2016-08-01,11.547531127929688
2016-08-02,11.467552185058594
2016-08-03,11.395190238952637
2016-08-04,11.280933380126953
2016-08-05,11.360912322998047
2016-08-08,11.299976348876953
2016-08-09,11.429465293884277
2016-08-10,11.57800006866455
2016-08-11,11.638936042785645
2016-08-12,11.585618019104004
2016-08-15,11.505637168884277
2016-08-16,11.383763313293457
2016-08-17,11.13620662689209
2016-08-18,11.166675567626953
2016-08-19,11.17048454284668
2016-08-22,11.258081436157227
2016-08-23,11.250463485717773
2016-08-24,11.143823623657227
2016-08-25,11.09050464630127
2016-08-26,11.075270652770996
2016-08-29,11.13620662689209
2016-08-30,11.227612495422363
2016-08-31,11.018142700195312
2016-09-01,10.930547714233398
2016-09-02,11.143823623657227
2016-09-05,11.2161865234375
2016-09-06,11.17048454284668
2016-09-07,11.265698432922363
2016-09-08,11.178102493286133
2016-09-09,10.903886795043945
2016-09-12,10.812479019165039
2016-09-13,10.782012939453125
2016-09-14,10.854375839233398
2016-09-15,10.98767375946045
2016-09-16,11.04480266571045
2016-09-19,11.395190238952637
2016-09-20,11.429465293884277
2016-09-21,11.448509216308594
2016-09-22,11.783661842346191
2016-09-23,11.787470817565918
2016-09-26,11.677021980285645
2016-09-27,11.684638977050781
2016-09-28,11.684638977050781
2016-09-29,11.703681945800781
2016-09-30,11.757000923156738
2016-10-03,12.019790649414062
2016-10-04,12.19117546081543
2016-10-05,11.966471672058105
2016-10-06,11.955046653747559
2016-10-07,11.974089622497559
2016-10-10,12.202603340148926
2016-10-11,12.153091430664062
2016-10-12,12.042644500732422
2016-10-13,12.14547348022461
2016-10-14,12.354944229125977
2016-10-17,12.156899452209473
2016-10-18,12.385412216186523
2016-10-19,12.453968048095703
2016-10-20,12.442540168762207
2016-10-21,12.37779712677002
2016-10-24,12.27877426147461
2016-10-25,12.141664505004883
2016-10-26,11.947429656982422
2016-10-27,12.008367538452148
2016-10-28,11.985514640808105
2016-10-31,11.936002731323242
2016-11-01,11.981705665588379
2016-11-02,11.966471672058105
2016-11-03,11.977896690368652
2016-11-04,11.859832763671875
2016-11-07,12.035025596618652
2016-11-08,12.004558563232422
2016-11-09,11.878874778747559
2016-11-10,11.482786178588867
2016-11-11,11.334250450134277
2016-11-14,11.08288860321045
2016-11-15,11.269506454467773
2016-11-16,11.326635360717773
2016-11-17,11.31520938873291
2016-11-18,11.338061332702637
2016-11-21,11.296167373657227
2016-11-22,11.242846488952637
2016-11-23,11.197145462036133
2016-11-24,11.200952529907227
2016-11-25,11.31520938873291
2016-11-28,11.288549423217773
2016-11-29,11.35329532623291
2016-11-30,11.357102394104004
2016-12-01,11.052419662475586
2016-12-02,10.934353828430176
2016-12-05,11.174294471740723
2016-12-06,11.09431266784668
2016-12-07,11.296167373657227
2016-12-08,11.528487205505371
2016-12-09,11.642743110656738
2016-12-12,11.600851058959961
2016-12-13,11.677021980285645
2016-12-14,11.368529319763184
2016-12-15,11.406615257263184
2016-12-16,11.242846488952637
2016-12-19,11.018142700195312
2016-12-20,11.08669662475586
2016-12-21,11.014334678649902
2016-12-22,11.029569625854492
2016-12-23,10.964822769165039
2016-12-27,11.08669662475586
2016-12-28,11.04480266571045
2016-12-29,11.075270652770996
2016-12-30,11.227612495422363
2017-01-02,11.357102394104004
2017-01-03,11.330443382263184
2017-01-04,11.916961669921875
2017-01-05,11.882682800292969
2017-01-06,12.042644500732422
2017-01-09,12.1797513961792
2017-01-10,12.153091430664062
2017-01-11,12.130239486694336
2017-01-12,12.233070373535156
2017-01-13,12.076919555664062
2017-01-16,12.088346481323242
2017-01-17,12.004558563232422
2017-01-18,12.0654935836792
2017-01-19,12.069304466247559
2017-01-20,12.12643051147461
2017-01-23,11.936002731323242
2017-01-24,11.905535697937012
2017-01-25,11.924576759338379
2017-01-26,11.928385734558105
2017-01-27,12.038835525512695
2017-01-30,11.924576759338379
2017-01-31,11.924576759338379
2017-02-01,11.951236724853516
2017-02-02,11.985514640808105
2017-02-03,12.05025863647461
2017-02-06,11.916961669921875
2017-02-07,11.977896690368652
2017-02-08,12.069304466247559
2017-02-09,12.324475288391113
2017-02-10,12.36256217956543
2017-02-13,12.309242248535156
2017-02-14,12.354944229125977
2017-02-15,12.233070373535156
2017-02-16,12.24068832397461
2017-02-17,12.294007301330566
2017-02-20,12.495862007141113
2017-02-21,12.49205207824707
2017-02-22,12.33971118927002
2017-02-23,11.677021980285645
2017-02-24,11.505637168884277
