Date,EXPE
2015-08-03,116.38452911376953
2015-08-04,118.25482177734375
2015-08-05,120.3719253540039
2015-08-06,115.44463348388672
2015-08-07,114.91300201416016
2015-08-10,115.34021759033203
2015-08-11,114.99842071533203
2015-08-12,114.66615295410156
2015-08-13,114.5522232055664
2015-08-14,115.49210357666016
2015-08-17,116.78327941894531
2015-08-18,117.07759094238281
2015-08-19,116.90668487548828
2015-08-20,112.69144439697266
2015-08-21,108.71353912353516
2015-08-24,102.8558578491211
2015-08-25,103.16033935546875
2015-08-26,109.64948272705078
2015-08-27,111.75226593017578
2015-08-28,110.85787200927734
2015-08-31,109.4115982055664
2015-09-01,105.01573181152344
2015-09-02,107.87972259521484
2015-09-03,107.41348266601562
2015-09-04,105.83402252197266
2015-09-08,108.9073257446289
2015-09-09,107.8511734008789
2015-09-10,110.31552124023438
2015-09-11,110.9530258178711
2015-09-14,110.13475036621094
2015-09-15,113.06534576416016
2015-09-16,118.63153076171875
2015-09-17,122.58021545410156
2015-09-18,120.35374450683594
2015-09-21,120.20149230957031
2015-09-22,118.82182312011719
2015-09-23,116.21475219726562
2015-09-24,114.65431213378906
2015-09-25,114.22614288330078
2015-09-28,111.05769348144531
2015-09-29,108.47916412353516
2015-09-30,111.97113037109375
2015-10-01,114.10245513916016
2015-10-02,116.67147064208984
2015-10-05,117.93695831298828
2015-10-06,116.29086303710938
2015-10-07,116.96642303466797
2015-10-08,116.9188461303711
2015-10-09,119.25951385498047
2015-10-12,120.85798645019531
2015-10-13,121.8856201171875
2015-10-14,115.93881225585938
2015-10-15,119.10729217529297
2015-10-16,121.2005615234375
2015-10-19,124.12162780761719
2015-10-20,122.78001403808594
2015-10-21,122.87519073486328
2015-10-22,121.39085388183594
2015-10-23,119.32613372802734
2015-10-26,122.16154479980469
2015-10-27,120.94365692138672
2015-10-28,119.69721984863281
2015-10-29,120.89607238769531
2015-10-30,129.68780517578125
2015-11-02,128.8410186767578
2015-11-03,129.77346801757812
2015-11-04,127.6611557006836
2015-11-05,130.64883422851562
2015-11-06,126.85240173339844
2015-11-09,123.19866943359375
2015-11-10,122.75146484375
2015-11-11,122.49458312988281
2015-11-12,121.7333984375
2015-11-13,119.12630462646484
2015-11-16,116.58584594726562
2015-11-17,115.2511215209961
2015-11-18,119.45545196533203
2015-11-19,122.11529541015625
2015-11-20,120.3611068725586
2015-11-23,119.0931625366211
2015-11-24,115.61341094970703
2015-11-25,117.85379791259766
2015-11-27,117.86333465576172
2015-11-30,117.36759185791016
2015-12-01,119.20755767822266
2015-12-02,117.36759185791016
2015-12-03,116.56678771972656
2015-12-04,120.04649353027344
2015-12-07,119.20755767822266
2015-12-08,119.77005004882812
2015-12-09,119.18848419189453
2015-12-10,119.75099182128906
2015-12-11,117.46292114257812
2015-12-14,118.50209045410156
2015-12-15,124.16500854492188
2015-12-16,125.0421142578125
2015-12-17,122.66825866699219
2015-12-18,119.51264953613281
2015-12-21,119.72237396240234
2015-12-22,121.57189178466797
2015-12-23,120.38972473144531
2015-12-24,120.57086944580078
2015-12-28,120.21810150146484
2015-12-29,121.74349975585938
2015-12-30,120.38018798828125
2015-12-31,118.50209045410156
2016-01-04,115.16533660888672
2016-01-05,114.33592987060547
2016-01-06,113.48743438720703
2016-01-07,109.4547348022461
2016-01-08,106.21333312988281
2016-01-11,106.01314544677734
2016-01-12,106.68048858642578
2016-01-13,101.40843200683594
2016-01-14,102.64778900146484
2016-01-15,97.96682739257812
2016-01-19,100.40740203857422
2016-01-20,101.32261657714844
2016-01-21,101.43701934814453
2016-01-22,102.1234359741211
2016-01-25,100.30254364013672
2016-01-26,100.03560638427734
2016-01-27,94.88745880126953
2016-01-28,94.08665466308594
2016-01-29,96.32703399658203
2016-02-01,97.38526153564453
2016-02-02,94.10572814941406
2016-02-03,91.8081283569336
2016-02-04,95.24020385742188
2016-02-05,89.17688751220703
2016-02-08,87.26062774658203
2016-02-09,88.3188705444336
2016-02-10,89.94908905029297
2016-02-11,98.54835510253906
2016-02-12,97.4805908203125
2016-02-16,100.52181243896484
2016-02-17,105.70804595947266
2016-02-18,102.45710754394531
2016-02-19,103.60114288330078
2016-02-22,101.97089385986328
2016-02-23,99.30150604248047
2016-02-24,99.53032684326172
2016-02-25,100.22628021240234
2016-02-26,100.53132629394531
2016-02-29,99.25383758544922
2016-03-01,103.14353942871094
2016-03-02,101.75163269042969
2016-03-03,103.44860076904297
2016-03-04,103.46768188476562
2016-03-07,100.4741439819336
2016-03-08,100.19703674316406
2016-03-09,100.9901123046875
2016-03-10,104.51602172851562
2016-03-11,109.81922149658203
2016-03-14,111.21430969238281
2016-03-15,111.0996322631836
2016-03-16,109.21725463867188
2016-03-17,106.52266693115234
2016-03-18,105.2900161743164
2016-03-21,105.9493179321289
2016-03-22,104.07647705078125
2016-03-23,104.14338684082031
2016-03-24,102.90119171142578
2016-03-28,101.85966491699219
2016-03-29,102.47119140625
2016-03-30,103.00628662109375
2016-03-31,103.025390625
2016-04-01,103.38849639892578
2016-04-04,100.46459197998047
2016-04-05,99.4230728149414
2016-04-06,101.03791046142578
2016-04-07,98.96440887451172
2016-04-08,98.39106750488281
2016-04-11,97.42597961425781
2016-04-12,99.91992950439453
2016-04-13,102.16542053222656
2016-04-14,103.98092651367188
2016-04-15,104.3058090209961
2016-04-18,106.0926513671875
2016-04-19,102.77694702148438
2016-04-20,103.47449493408203
2016-04-21,103.52227020263672
2016-04-22,102.72918701171875
2016-04-25,101.69721984863281
2016-04-26,101.89789581298828
2016-04-27,102.97762298583984
2016-04-28,102.23230743408203
2016-04-29,110.62186431884766
2016-05-02,111.33850860595703
2016-05-03,110.81298828125
2016-05-04,109.03569793701172
2016-05-05,107.5450668334961
2016-05-06,108.1279296875
2016-05-09,107.59282684326172
2016-05-10,109.90522766113281
2016-05-11,107.64061737060547
2016-05-12,107.91771697998047
2016-05-13,106.94308471679688
2016-05-16,106.94308471679688
2016-05-17,106.65644073486328
2016-05-18,105.84423065185547
2016-05-19,103.73249816894531
2016-05-20,105.57664489746094
2016-05-23,105.29957580566406
2016-05-24,108.3735122680664
2016-05-25,108.22030639648438
2016-05-26,107.08074188232422
2016-05-27,107.53080749511719
2016-05-31,106.52530670166016
2016-06-01,105.91244506835938
2016-06-02,106.3912582397461
2016-06-03,105.32830810546875
2016-06-06,105.10803985595703
2016-06-07,105.96989440917969
2016-06-08,105.36659240722656
2016-06-09,104.48558807373047
2016-06-10,102.27349090576172
2016-06-13,99.90818786621094
2016-06-14,100.54977416992188
2016-06-15,99.91775512695312
2016-06-16,99.9273452758789
2016-06-17,99.72623443603516
2016-06-20,102.64695739746094
2016-06-21,102.8193359375
2016-06-22,103.40348052978516
2016-06-23,105.24209594726562
2016-06-24,97.44711303710938
2016-06-27,94.267822265625
2016-06-28,96.90125274658203
2016-06-29,99.7645492553711
2016-06-30,101.79469299316406
2016-07-01,103.1449203491211
2016-07-05,101.44036865234375
2016-07-06,101.69893646240234
2016-07-07,103.01085662841797
2016-07-08,104.79203033447266
2016-07-11,106.56362915039062
2016-07-12,108.5937728881836
2016-07-13,109.41732025146484
2016-07-14,110.25044250488281
2016-07-15,109.76205444335938
2016-07-18,110.63349151611328
2016-07-19,111.20806121826172
2016-07-20,112.22313690185547
2016-07-21,111.63899993896484
2016-07-22,112.23271179199219
2016-07-25,112.62532806396484
2016-07-26,112.65406036376953
2016-07-27,112.23271179199219
2016-07-28,114.21495056152344
2016-07-29,111.70602416992188
2016-08-01,112.39553833007812
2016-08-02,108.7374267578125
2016-08-03,107.78937530517578
2016-08-04,108.69911193847656
2016-08-05,108.43096923828125
2016-08-08,109.2545166015625
2016-08-09,108.95767211914062
2016-08-10,109.5322265625
2016-08-11,109.9344253540039
2016-08-12,111.16017150878906
2016-08-15,111.94542694091797
2016-08-16,111.3517074584961
2016-08-17,110.52815246582031
2016-08-18,110.54730987548828
2016-08-19,110.1259536743164
2016-08-22,109.15875244140625
2016-08-23,109.03398895263672
2016-08-24,107.3927001953125
2016-08-25,107.73823547363281
2016-08-26,106.88402557373047
2016-08-29,105.38671875
2016-08-30,104.70524597167969
2016-08-31,104.73406219482422
2016-09-01,108.58287811279297
2016-09-02,107.54629516601562
2016-09-06,109.33152770996094
2016-09-07,109.08197021484375
2016-09-08,109.48509216308594
2016-09-09,106.63448333740234
2016-09-12,109.00518798828125
2016-09-13,107.07598114013672
2016-09-14,106.8360366821289
2016-09-15,107.4023208618164
2016-09-16,103.49588775634766
2016-09-19,101.85464477539062
2016-09-20,103.3231430053711
2016-09-21,103.67826080322266
2016-09-22,104.41732788085938
2016-09-23,105.49230194091797
2016-09-26,104.70524597167969
2016-09-27,108.55408477783203
2016-09-28,111.32791137695312
2016-09-29,113.64103698730469
2016-09-30,112.02857971191406
2016-10-03,112.31652069091797
2016-10-04,114.33211517333984
2016-10-05,114.35132598876953
2016-10-06,113.76582336425781
2016-10-07,113.03636932373047
2016-10-10,113.99617767333984
2016-10-11,112.9883804321289
2016-10-12,114.01537322998047
2016-10-13,113.91938781738281
2016-10-14,115.94459533691406
2016-10-17,116.88520812988281
2016-10-18,117.89301300048828
2016-10-19,119.6782455444336
2016-10-20,119.64945220947266
2016-10-21,122.45208740234375
2016-10-24,122.55766296386719
2016-10-25,122.84559631347656
2016-10-26,120.49406433105469
2016-10-27,121.33870697021484
2016-10-28,126.348876953125
2016-10-31,124.03578186035156
2016-11-01,120.92597961425781
2016-11-02,118.05615997314453
2016-11-03,120.25411224365234
2016-11-04,120.17732238769531
2016-11-07,121.40587615966797
2016-11-08,121.90499114990234
2016-11-09,119.73582458496094
2016-11-10,118.66084289550781
2016-11-11,116.3285140991211
2016-11-14,114.3705062866211
2016-11-15,118.83375549316406
2016-11-16,120.43050384521484
2016-11-17,121.75794219970703
2016-11-18,120.88260650634766
2016-11-21,121.64250946044922
2016-11-22,122.7102279663086
2016-11-23,121.55593872070312
2016-11-25,122.4312744140625
2016-11-28,121.12309265136719
2016-11-29,120.33431243896484
2016-11-30,119.32432556152344
2016-12-01,117.36203002929688
2016-12-02,116.39051055908203
2016-12-05,118.97804260253906
2016-12-06,119.05496978759766
2016-12-07,118.84336853027344
2016-12-08,118.31432342529297
2016-12-09,119.33393859863281
2016-12-12,115.66908264160156
2016-12-13,115.45746612548828
2016-12-14,111.95612335205078
2016-12-15,112.50440979003906
2016-12-16,112.2158432006836
2016-12-19,111.7926025390625
2016-12-20,112.62945556640625
2016-12-21,110.48442840576172
2016-12-22,110.04193878173828
2016-12-23,109.52251434326172
2016-12-27,109.30125427246094
2016-12-28,109.1473617553711
2016-12-29,109.62832641601562
2016-12-30,108.96459197998047
2017-01-03,108.15660095214844
2017-01-04,109.40707397460938
2017-01-05,110.32089233398438
2017-01-06,112.01384735107422
2017-01-09,112.83145904541016
2017-01-10,113.1392822265625
2017-01-11,112.73526000976562
2017-01-12,113.51441192626953
2017-01-13,114.28392791748047
2017-01-17,114.06269836425781
2017-01-18,114.79374694824219
2017-01-19,114.31279754638672
2017-01-20,115.35165405273438
2017-01-23,115.41897583007812
2017-01-24,115.64022827148438
2017-01-25,116.25582885742188
2017-01-26,116.61174011230469
2017-01-27,117.35240936279297
2017-01-30,116.90031433105469
2017-01-31,116.9580307006836
