Date,HAS
2015-08-03,56.365478515625
2015-08-04,57.15579605102539
2015-08-05,57.45304489135742
2015-08-06,55.7781867980957
2015-08-07,56.126220703125
2015-08-10,57.64881134033203
2015-08-11,57.37329864501953
2015-08-12,57.63432693481445
2015-08-13,58.40287399291992
2015-08-14,58.51889419555664
2015-08-17,58.45363235473633
2015-08-18,58.27960205078125
2015-08-19,57.699588775634766
2015-08-20,56.45248794555664
2015-08-21,54.50936508178711
2015-08-24,51.609161376953125
2015-08-25,51.862918853759766
2015-08-26,52.77646255493164
2015-08-27,54.480350494384766
2015-08-28,54.74863052368164
2015-08-31,54.081565856933594
2015-09-01,52.58071517944336
2015-09-02,54.0235595703125
2015-09-03,55.72743225097656
2015-09-04,54.64713668823242
2015-09-08,55.31415939331055
2015-09-09,54.581851959228516
2015-09-10,55.125640869140625
2015-09-11,55.647682189941406
2015-09-14,56.24947738647461
2015-09-15,57.3370475769043
2015-09-16,58.18536376953125
2015-09-17,56.198734283447266
2015-09-18,55.87244415283203
2015-09-21,55.96671676635742
2015-09-22,54.777626037597656
2015-09-23,54.65435791015625
2015-09-24,54.125083923339844
2015-09-25,54.342594146728516
2015-09-28,52.29794692993164
2015-09-29,52.70397186279297
2015-09-30,52.30521774291992
2015-10-01,51.97166442871094
2015-10-02,51.73965072631836
2015-10-05,53.392765045166016
2015-10-06,52.82723617553711
2015-10-07,53.23326110839844
2015-10-08,53.508785247802734
2015-10-09,53.907562255859375
2015-10-12,53.972801208496094
2015-10-13,53.748043060302734
2015-10-14,53.4145393371582
2015-10-15,54.61809539794922
2015-10-16,56.394493103027344
2015-10-19,52.334197998046875
2015-10-20,52.8852424621582
2015-10-21,53.646549224853516
2015-10-22,55.654930114746094
2015-10-23,57.1848030090332
2015-10-26,56.778751373291016
2015-10-27,56.713504791259766
2015-10-28,56.68450164794922
2015-10-29,56.706390380859375
2015-10-30,56.035377502441406
2015-11-02,56.33442306518555
2015-11-03,56.3271369934082
2015-11-04,56.166664123535156
2015-11-05,56.20313262939453
2015-11-06,57.063758850097656
2015-11-09,57.173152923583984
2015-11-10,58.20881652832031
2015-11-11,57.304447174072266
2015-11-12,56.7793083190918
2015-11-13,55.43733596801758
2015-11-16,55.26228332519531
2015-11-17,54.52566146850586
2015-11-18,55.11642074584961
2015-11-19,55.1382942199707
2015-11-20,55.05805587768555
2015-11-23,54.839263916015625
2015-11-24,55.19664764404297
2015-11-25,55.76551818847656
2015-11-27,54.970577239990234
2015-11-30,53.30765151977539
2015-12-01,53.33681869506836
2015-12-02,52.88463592529297
2015-12-03,51.3530158996582
2015-12-04,50.11313247680664
2015-12-07,50.21522521972656
2015-12-08,50.92268371582031
2015-12-09,49.89433288574219
2015-12-10,49.75575256347656
2015-12-11,49.86515808105469
2015-12-14,50.46321487426758
2015-12-15,50.46321487426758
2015-12-16,50.47779083251953
2015-12-17,48.42106246948242
2015-12-18,48.01262664794922
2015-12-21,47.63335418701172
2015-12-22,48.698204040527344
2015-12-23,49.05559158325195
2015-12-24,49.31815719604492
2015-12-28,49.340023040771484
2015-12-29,49.90890884399414
2015-12-30,49.23062515258789
2015-12-31,49.1285285949707
2016-01-04,48.83677673339844
2016-01-05,49.72657775878906
2016-01-06,50.973758697509766
2016-01-07,50.41216278076172
2016-01-08,49.62447738647461
2016-01-11,51.061279296875
2016-01-12,51.65932846069336
2016-01-13,49.94538879394531
2016-01-14,51.19984436035156
2016-01-15,52.563724517822266
2016-01-19,51.382171630859375
2016-01-20,50.85707092285156
2016-01-21,52.47618865966797
2016-01-22,53.176361083984375
2016-01-25,51.717674255371094
2016-01-26,52.75334930419922
2016-01-27,51.9000129699707
2016-01-28,52.76795196533203
2016-01-29,54.522220611572266
2016-02-01,54.147865295410156
2016-02-02,54.56626510620117
2016-02-03,55.05070495605469
2016-02-04,55.711307525634766
2016-02-05,54.39008712768555
2016-02-08,55.13144302368164
2016-02-09,52.80462646484375
2016-02-10,52.973445892333984
2016-02-11,51.05768966674805
2016-02-12,51.439388275146484
2016-02-16,52.144020080566406
2016-02-17,52.8853874206543
2016-02-18,53.04685974121094
2016-02-19,52.90739440917969
2016-02-22,54.71304702758789
2016-02-23,54.69103240966797
2016-02-24,55.60120391845703
2016-02-25,55.88014221191406
2016-02-26,56.11500930786133
2016-02-29,55.689300537109375
2016-03-01,56.84168243408203
2016-03-02,57.94272232055664
2016-03-03,57.906005859375
2016-03-04,57.18667221069336
2016-03-07,57.693138122558594
2016-03-08,57.6784553527832
2016-03-09,57.25275421142578
2016-03-10,57.20869445800781
2016-03-11,57.23805618286133
2016-03-14,57.546321868896484
2016-03-15,57.60505676269531
2016-03-16,57.53899002075195
2016-03-17,57.700469970703125
2016-03-18,57.61240005493164
2016-03-21,57.14263153076172
2016-03-22,57.311466217041016
2016-03-23,57.304100036621094
2016-03-24,56.73893356323242
2016-03-28,57.34082794189453
