Date,TRYG.CO
2015-08-24,62.903079986572266
2015-08-25,65.19696807861328
2015-08-26,64.99304962158203
2015-08-27,66.36939239501953
2015-08-28,66.06354522705078
2015-08-31,66.62425231933594
2015-09-01,65.34986114501953
2015-09-02,65.85963439941406
2015-09-03,67.28692626953125
2015-09-04,65.6047592163086
2015-09-07,65.40087127685547
2015-09-08,66.21646118164062
2015-09-09,66.36939239501953
2015-09-10,66.2674331665039
2015-09-11,66.8281478881836
2015-09-14,67.03205108642578
2015-09-15,67.08302307128906
2015-09-16,67.08302307128906
2015-09-17,68.66325378417969
2015-09-18,68.05154418945312
2015-09-21,68.30642700195312
2015-09-22,67.08302307128906
2015-09-23,66.72620391845703
2015-09-24,65.55377197265625
2015-09-25,66.8281478881836
2015-09-28,66.21646118164062
2015-09-29,64.89110565185547
2015-09-30,66.06354522705078
2015-10-01,65.09501647949219
2015-10-02,64.48332214355469
2015-10-05,65.65574645996094
2015-10-06,66.114501953125
2015-10-07,66.06354522705078
2015-10-08,67.03205108642578
2015-10-09,63.05601119995117
2015-10-12,63.20893478393555
2015-10-13,61.57773208618164
2015-10-14,59.997520446777344
2015-10-15,60.40533447265625
2015-10-16,60.76213836669922
2015-10-19,61.0680046081543
2015-10-20,61.16994857788086
2015-10-21,60.966026306152344
2015-10-22,60.966026306152344
2015-10-23,62.03651809692383
2015-10-26,63.31088638305664
2015-10-27,62.39333724975586
2015-10-28,62.75017547607422
2015-10-29,63.15795135498047
2015-10-30,62.189453125
2015-11-02,63.15795135498047
2015-11-03,63.20893478393555
2015-11-04,63.7696647644043
2015-11-05,64.99304962158203
2015-11-06,65.55377197265625
2015-11-09,64.99304962158203
2015-11-10,65.04403686523438
2015-11-11,65.80865478515625
2015-11-12,65.80865478515625
2015-11-13,64.68720245361328
2015-11-16,65.24793243408203
2015-11-17,65.75769805908203
2015-11-18,66.31840515136719
2015-11-19,67.64376068115234
2015-11-20,67.9496078491211
2015-11-23,67.28692626953125
2015-11-24,65.75769805908203
2015-11-25,68.56130981445312
2015-11-26,69.12203216552734
2015-11-27,68.7142105102539
2015-11-30,70.0905532836914
2015-12-01,70.1925048828125
2015-12-02,70.85517883300781
2015-12-03,69.37691497802734
2015-12-04,69.37691497802734
2015-12-07,70.24346923828125
2015-12-08,69.27495574951172
2015-12-09,69.07106018066406
2015-12-10,67.79669189453125
2015-12-11,66.57328033447266
2015-12-14,67.49082946777344
2015-12-15,66.87913513183594
2015-12-16,67.28692626953125
2015-12-17,67.38888549804688
2015-12-18,66.52230072021484
2015-12-21,66.06354522705078
2015-12-22,65.50282287597656
2015-12-23,66.2674331665039
2015-12-28,66.16546630859375
2015-12-29,68.6122817993164
2015-12-30,70.03956604003906
2016-01-04,67.74571990966797
2016-01-05,67.59278869628906
2016-01-06,65.34986114501953
2016-01-07,63.6677131652832
2016-01-08,62.291385650634766
2016-01-11,61.27189636230469
2016-01-12,62.342350006103516
2016-01-13,62.59724426269531
2016-01-14,60.660194396972656
2016-01-15,59.0799674987793
2016-01-18,58.31532669067383
2016-01-19,59.0799674987793
2016-01-20,57.85658264160156
2016-01-21,62.342350006103516
2016-01-22,64.94209289550781
2016-01-25,64.99304962158203
2016-01-26,65.70670318603516
2016-01-27,65.75769805908203
2016-01-28,65.19696807861328
2016-01-29,66.72620391845703
2016-02-01,66.36939239501953
2016-02-02,65.09501647949219
2016-02-03,63.616729736328125
2016-02-04,64.02452087402344
2016-02-05,64.17745208740234
2016-02-08,62.189453125
2016-02-09,59.5897102355957
2016-02-10,61.11894989013672
2016-02-11,58.62119674682617
2016-02-12,59.5897102355957
2016-02-15,61.526756286621094
2016-02-16,61.57773208618164
2016-02-17,63.82062530517578
2016-02-18,63.87161636352539
2016-02-19,62.85212707519531
2016-02-22,64.2793960571289
2016-02-23,63.71868896484375
2016-02-24,62.342350006103516
2016-02-25,63.15795135498047
2016-02-26,64.02452087402344
2016-02-29,63.922576904296875
2016-03-01,65.45181274414062
2016-03-02,64.84015655517578
2016-03-03,64.78916931152344
2016-03-04,65.45181274414062
2016-03-07,64.63623046875
2016-03-08,63.71868896484375
2016-03-09,63.5147705078125
2016-03-10,62.5462646484375
2016-03-11,64.07552337646484
2016-03-14,65.19696807861328
2016-03-15,64.94209289550781
2016-03-16,64.94209289550781
2016-03-17,64.83726501464844
2016-03-18,65.78072357177734
2016-03-21,66.2000503540039
2016-03-22,66.09519958496094
2016-03-23,66.46209716796875
2016-03-29,66.82901000976562
2016-03-30,67.3007583618164
2016-03-31,66.61934661865234
2016-04-01,65.99037170410156
2016-04-04,65.5710678100586
2016-04-05,64.10344696044922
2016-04-06,66.1476058959961
2016-04-07,65.41381072998047
2016-04-08,65.46623229980469
2016-04-11,65.5710678100586
2016-04-12,65.99037170410156
2016-04-13,67.03868103027344
2016-04-14,67.24835205078125
2016-04-15,66.88143920898438
2016-04-18,67.03868103027344
2016-04-19,68.08696746826172
2016-04-20,67.51040649414062
2016-04-21,67.35317993164062
2016-04-25,65.3089599609375
2016-04-26,65.62347412109375
2016-04-27,65.5710678100586
2016-04-28,65.36140441894531
2016-04-29,64.31309509277344
2016-05-02,64.94208526611328
2016-05-03,64.41793060302734
2016-05-04,64.4703369140625
2016-05-09,64.5751724243164
2016-05-10,65.0468978881836
2016-05-11,64.94208526611328
2016-05-12,64.36553192138672
2016-05-13,65.15176391601562
2016-05-17,66.72418975830078
2016-05-18,66.93385314941406
2016-05-19,65.78072357177734
2016-05-20,66.2000503540039
2016-05-23,66.2000503540039
2016-05-24,66.82901000976562
2016-05-25,67.77246856689453
2016-05-26,68.13939666748047
2016-05-27,68.66353607177734
2016-05-30,68.92562103271484
2016-05-31,69.08287048339844
2016-06-01,68.34904479980469
2016-06-02,67.7200698852539
2016-06-03,67.40557861328125
2016-06-06,66.93385314941406
2016-06-07,66.6717758178711
2016-06-08,66.04279327392578
2016-06-09,64.88967895507812
2016-06-10,62.89789962768555
2016-06-13,61.954429626464844
2016-06-14,60.43439483642578
2016-06-15,61.37785339355469
2016-06-16,60.539215087890625
2016-06-17,61.482696533203125
2016-06-20,63.15998458862305
2016-06-21,63.26478958129883
2016-06-22,63.68412780761719
2016-06-23,63.998592376708984
2016-06-24,61.06336975097656
2016-06-27,58.7047233581543
2016-06-28,60.64406967163086
2016-06-29,61.902015686035156
2016-06-30,62.37375259399414
2016-07-01,64.41793060302734
2016-07-04,64.05104064941406
2016-07-05,62.89789962768555
2016-07-06,60.90612030029297
2016-07-07,62.00685119628906
2016-07-08,63.526878356933594
2016-07-11,64.83726501464844
2016-07-12,66.1476058959961
2016-07-13,65.66596984863281
2016-07-14,65.29135131835938
2016-07-15,64.75616455078125
2016-07-18,66.04055786132812
2016-07-19,65.66596984863281
2016-07-20,66.46873474121094
2016-07-21,66.04055786132812
2016-07-22,65.66596984863281
2016-07-25,66.04055786132812
2016-07-26,66.14762115478516
2016-07-27,66.25467681884766
2016-07-28,65.98707580566406
2016-07-29,66.41520690917969
2016-08-01,66.52226257324219
2016-08-02,65.82650756835938
2016-08-03,65.719482421875
2016-08-04,66.36168670654297
2016-08-05,66.95039367675781
2016-08-08,67.96723175048828
2016-08-09,69.62625885009766
2016-08-10,69.94735717773438
2016-08-11,69.62625885009766
2016-08-12,69.84032440185547
2016-08-15,69.89384460449219
2016-08-16,68.9305419921875
2016-08-17,68.28833770751953
2016-08-18,68.6629638671875
2016-08-19,68.76998901367188
2016-08-22,68.98404693603516
2016-08-23,69.62625885009766
2016-08-24,69.57273864746094
2016-08-25,69.03759002685547
2016-08-26,68.9305419921875
2016-08-29,69.25165557861328
2016-08-30,70.21495056152344
2016-08-31,71.23180389404297
2016-09-01,71.07125091552734
2016-09-02,72.73027801513672
2016-09-05,72.73027801513672
2016-09-06,72.4091796875
2016-09-07,72.83731079101562
2016-09-08,73.3189697265625
2016-09-09,72.46267700195312
2016-09-12,71.6064224243164
2016-09-13,71.12476348876953
2016-09-14,71.07125091552734
2016-09-15,70.53607177734375
2016-09-16,70.26847076416016
2016-09-19,71.12476348876953
2016-09-20,71.49937438964844
2016-09-21,71.87401580810547
2016-09-22,71.98104095458984
2016-09-23,71.76696014404297
2016-09-26,71.6064224243164
2016-09-27,70.4825439453125
2016-09-28,71.39234924316406
2016-09-29,71.33881378173828
2016-09-30,71.17827606201172
2016-10-03,72.14156341552734
2016-10-04,74.22879028320312
2016-10-05,73.961181640625
2016-10-06,74.60337829589844
2016-10-07,74.33580780029297
2016-10-10,74.97801208496094
2016-10-11,73.69361114501953
2016-10-12,72.89082336425781
2016-10-13,72.24862670898438
2016-10-14,73.0513916015625
2016-10-17,71.87401580810547
2016-10-18,72.46267700195312
2016-10-19,72.73027801513672
2016-10-20,72.24862670898438
2016-10-21,72.5162124633789
2016-10-24,72.35563659667969
2016-10-25,71.2853012084961
2016-10-26,70.00086975097656
2016-10-27,69.89384460449219
2016-10-28,70.05438995361328
2016-10-31,70.85716247558594
2016-11-01,70.91068267822266
2016-11-02,69.57273864746094
2016-11-03,70.85716247558594
2016-11-04,69.03759002685547
2016-11-07,69.84032440185547
2016-11-08,69.51921844482422
2016-11-09,69.09110260009766
2016-11-10,68.82349395751953
2016-11-11,68.71646881103516
2016-11-14,68.6629638671875
2016-11-15,68.50240325927734
2016-11-16,68.82349395751953
2016-11-17,68.28833770751953
2016-11-18,68.50240325927734
2016-11-21,68.76998901367188
2016-11-22,69.41218566894531
2016-11-23,69.62625885009766
2016-11-24,68.71646881103516
2016-11-25,68.23480987548828
2016-11-28,67.43204498291016
2016-11-29,67.69963073730469
2016-11-30,67.59261322021484
2016-12-01,66.78984069824219
2016-12-02,66.6292953491211
2016-12-05,67.64612579345703
2016-12-06,68.55590057373047
2016-12-07,67.91370391845703
2016-12-08,68.76998901367188
2016-12-09,68.07426452636719
2016-12-12,68.28833770751953
2016-12-13,68.07426452636719
2016-12-14,67.59261322021484
2016-12-15,67.21795654296875
2016-12-16,68.02073669433594
2016-12-19,67.32501983642578
2016-12-20,67.32501983642578
2016-12-21,66.52226257324219
2016-12-22,67.69963073730469
2016-12-23,68.39537048339844
2016-12-27,68.55590057373047
2016-12-28,68.07426452636719
2016-12-29,68.12777709960938
2016-12-30,68.34185791015625
2017-01-02,68.87700653076172
2017-01-03,68.6629638671875
2017-01-04,69.14460754394531
2017-01-05,69.84032440185547
2017-01-06,70.16143798828125
2017-01-09,70.05438995361328
2017-01-10,69.57273864746094
2017-01-11,69.57273864746094
2017-01-12,70.16143798828125
2017-01-13,70.42902374267578
2017-01-16,72.5162124633789
2017-01-17,72.19510650634766
2017-01-18,72.24862670898438
2017-01-19,72.73027801513672
2017-01-20,70.58955383300781
2017-01-23,67.53907012939453
2017-01-24,67.37852478027344
2017-01-25,69.51921844482422
2017-01-26,70.32196044921875
2017-01-27,69.78681182861328
2017-01-30,70.58955383300781
2017-01-31,70.3755111694336
2017-02-01,70.85716247558594
2017-02-02,70.96418762207031
2017-02-03,71.71343231201172
2017-02-06,71.44584655761719
2017-02-07,71.82048034667969
2017-02-08,71.71343231201172
2017-02-09,71.82048034667969
2017-02-10,71.92750549316406
2017-02-13,71.6064224243164
2017-02-14,71.82048034667969
2017-02-15,71.39234924316406
2017-02-16,70.85716247558594
2017-02-17,70.4825439453125
2017-02-20,70.64308166503906
2017-02-21,70.64308166503906
2017-02-22,70.26847076416016
2017-02-23,70.16143798828125
2017-02-24,69.14460754394531
2017-02-27,69.51921844482422
2017-02-28,69.84032440185547
2017-03-01,70.26847076416016
2017-03-02,70.4825439453125
2017-03-03,70.69660949707031
2017-03-06,70.53607177734375
2017-03-07,70.00086975097656
2017-03-08,69.73330688476562
2017-03-09,68.96275329589844
2017-03-10,68.4123764038086
2017-03-13,68.13719177246094
2017-03-14,68.0821533203125
2017-03-15,68.90773010253906
2017-03-16,69.18290710449219
2017-03-17,68.96275329589844
2017-03-20,69.56818389892578
2017-03-21,69.18290710449219
2017-03-22,68.35734558105469
2017-03-23,69.23794555664062
2017-03-24,68.90773010253906
2017-03-27,68.96275329589844
2017-03-28,69.07283782958984
2017-03-29,69.12787628173828
2017-03-30,69.40306854248047
2017-03-31,69.62320709228516
2017-04-03,70.00848388671875
2017-04-04,70.33871459960938
2017-04-05,70.6689453125
2017-04-06,70.99917602539062
2017-04-07,69.89840698242188
2017-04-10,70.51153564453125
2017-04-11,69.89839935302734
2017-04-12,71.29191589355469
2017-04-18,71.2361831665039
2017-04-19,71.79359436035156
2017-04-20,71.68209075927734
2017-04-21,71.45915222167969
2017-04-24,72.79691314697266
2017-04-25,73.24282836914062
2017-04-26,73.85597229003906
2017-04-27,73.80023956298828
2017-04-28,73.0198745727539
2017-05-01,73.07560729980469
2017-05-02,73.80023956298828
2017-05-03,73.5772705078125
2017-05-04,73.41004943847656
2017-05-05,73.80023956298828
2017-05-08,74.19042205810547
2017-05-09,74.07894897460938
2017-05-10,74.24615478515625
2017-05-11,73.96745300292969
2017-05-15,73.96745300292969
2017-05-16,72.964111328125
2017-05-17,71.90505981445312
2017-05-18,73.298583984375
2017-05-19,73.85597229003906
2017-05-22,73.68876647949219
2017-05-23,74.24615478515625
2017-05-24,74.63633728027344
2017-05-29,74.8035659790039
2017-05-30,74.69208526611328
2017-05-31,75.91838836669922
2017-06-01,76.36430358886719
2017-06-02,76.36430358886719
2017-06-06,75.80690002441406
2017-06-07,76.08558654785156
2017-06-08,76.02986145019531
2017-06-09,76.53153228759766
2017-06-12,76.53153228759766
2017-06-13,78.53816986083984
2017-06-14,78.48243713378906
2017-06-15,77.64632415771484
2017-06-16,78.2037353515625
2017-06-19,79.98738098144531
2017-06-20,79.3742904663086
2017-06-21,79.4300308227539
2017-06-22,79.15131378173828
2017-06-23,79.59722137451172
2017-06-26,79.87593078613281
2017-06-27,78.87261962890625
2017-06-28,79.15131378173828
2017-06-29,79.0955810546875
2017-06-30,79.3742904663086
2017-07-03,80.09890747070312
