Date,MRO.L
2018-08-30,530.77099609375
2018-08-31,519.1262817382812
2018-09-03,521.2223510742188
2018-09-04,523.7841796875
2018-09-05,518.6604614257812
2018-09-06,535.6618041992188
2018-09-07,526.8118286132812
2018-09-10,503.7550964355469
2018-09-11,507.7143859863281
2018-09-12,511.20782470703125
2018-09-13,509.39599609375
2018-09-14,512.424072265625
2018-09-17,509.8619079589844
2018-09-18,507.76556396484375
2018-09-19,508.6972351074219
2018-09-20,518.47998046875
2018-09-21,513.588623046875
2018-09-24,504.27178955078125
2018-09-25,498.6817626953125
2018-09-26,485.4052734375
2018-09-27,481.2126770019531
2018-09-28,465.6070861816406
2018-10-01,465.0248107910156
2018-10-02,455.5915222167969
2018-10-03,465.7234802246094
2018-10-04,457.22198486328125
2018-10-05,446.62408447265625
2018-10-08,422.283935546875
2018-10-09,422.5168762207031
2018-10-10,405.513671875
2018-10-11,397.1285705566406
2018-10-12,397.1285705566406
2018-10-15,385.8320007324219
2018-10-16,392.819580078125
2018-10-17,382.80401611328125
2018-10-18,382.2217102050781
2018-10-19,382.9205017089844
2018-10-22,383.0369567871094
2018-10-23,366.6160888671875
2018-10-24,361.7246398925781
2018-10-25,367.664306640625
2018-10-26,358.69671630859375
2018-10-29,376.51513671875
2018-10-30,380.5912170410156
2018-10-31,392.819580078125
2018-11-01,415.6456604003906
2018-11-02,416.92681884765625
2018-11-05,400.6224365234375
2018-11-06,390.14093017578125
2018-11-07,405.2808532714844
2018-11-08,409.1240234375
2018-11-09,397.47802734375
2018-11-12,384.0850524902344
2018-11-13,412.5013427734375
2018-11-14,422.6334228515625
2018-11-15,425.0790100097656
2018-11-16,399.3413391113281
2018-11-19,396.6627197265625
2018-11-20,389.5586853027344
2018-11-21,412.5013427734375
2018-11-22,416.4609680175781
2018-11-23,423.56500244140625
2018-11-26,415.0634460449219
2018-11-27,418.5572814941406
2018-11-28,419.25604248046875
2018-11-29,429.50439453125
2018-11-30,411.3367614746094
2018-12-03,427.0588073730469
2018-12-04,408.0757751464844
2018-12-05,387.46240234375
2018-12-06,364.519775390625
2018-12-07,359.8613586425781
2018-12-10,340.761962890625
2018-12-11,357.06634521484375
2018-12-12,371.04156494140625
2018-12-13,368.5959167480469
2018-12-14,371.2745056152344
2018-12-17,361.2589416503906
2018-12-18,363.005859375
2018-12-19,373.48724365234375
2018-12-20,363.9374694824219
2018-12-21,369.1781005859375
2018-12-24,366.96551513671875
2018-12-27,362.7729187011719
2018-12-28,377.7962646484375
2018-12-31,381.6393737792969
2019-01-02,375.4670104980469
2019-01-03,362.5399475097656
2019-01-04,383.5027160644531
2019-01-07,387.3459167480469
2019-01-08,408.42523193359375
2019-01-09,411.68609619140625
2019-01-10,411.56964111328125
2019-01-11,397.827392578125
2019-01-14,394.6829528808594
2019-01-15,393.984130859375
2019-01-16,385.8320007324219
2019-01-17,378.1455993652344
2019-01-18,394.91583251953125
2019-01-21,402.48577880859375
2019-01-22,394.5665283203125
2019-01-23,382.1051940917969
2019-01-24,380.3583679199219
2019-01-25,381.6393737792969
2019-01-28,374.768310546875
2019-01-29,381.2900390625
2019-01-30,397.0122375488281
2019-01-31,392.819580078125
2019-02-01,407.2606506347656
2019-02-04,403.5339050292969
2019-02-05,409.7062683105469
2019-02-06,406.0959777832031
2019-02-07,384.2015380859375
2019-02-08,365.10205078125
2019-02-11,372.0896911621094
2019-02-12,373.48724365234375
2019-02-13,374.3025207519531
2019-02-14,375.001220703125
2019-02-15,395.9639587402344
2019-02-18,400.15655517578125
2019-02-19,393.2853698730469
2019-02-20,401.0882568359375
2019-02-21,395.9639587402344
2019-02-22,405.2808532714844
2019-02-25,413.5494384765625
2019-02-26,411.3367614746094
2019-02-27,405.3971862792969
2019-02-28,405.0479431152344
2019-03-01,414.71405029296875
2019-03-04,421.2358703613281
2019-03-05,422.6334228515625
2019-03-06,419.3724670410156
2019-03-07,427.9905090332031
2019-03-08,419.4888916015625
2019-03-11,414.48114013671875
2019-03-12,412.2684326171875
2019-03-13,419.13958740234375
2019-03-14,426.4765319824219
2019-03-15,437.8896484375
2019-03-18,439.0542297363281
2019-03-19,443.9455261230469
2019-03-20,434.1628723144531
2019-03-21,437.8896484375
2019-03-22,422.5168762207031
2019-03-25,417.85845947265625
2019-03-26,422.16748046875
2019-03-27,417.27618408203125
2019-03-28,417.62554931640625
2019-03-29,426.593017578125
2019-04-01,441.8492431640625
2019-04-02,452.9129943847656
2019-04-03,451.3989562988281
2019-04-04,447.1905212402344
2019-04-05,449.1708068847656
2019-04-08,440.31793212890625
2019-04-09,430.29998779296875
2019-04-10,429.25164794921875
2019-04-11,443.113525390625
2019-04-12,447.30706787109375
2019-04-15,445.44329833984375
2019-04-16,448.0059509277344
2019-04-17,450.8016357421875
2019-04-18,458.02374267578125
2019-04-23,460.93597412109375
2019-04-24,463.3821105957031
2019-04-25,459.5380554199219
2019-04-26,468.5075988769531
2019-04-29,478.29241943359375
2019-04-30,471.07025146484375
2019-05-01,466.4108581542969
2019-05-02,470.6042785644531
2019-05-03,467.1097412109375
2019-05-07,439.8518981933594
2019-05-08,440.31793212890625
2019-05-09,427.85382080078125
2019-05-10,424.7087707519531
2019-05-13,410.031494140625
2019-05-14,415.1568603515625
2019-05-15,424.00982666015625
2019-05-16,421.68011474609375
