Date,IBM
2015-08-03,98.7015609741211
2015-08-04,98.01126861572266
2015-08-05,98.19784545898438
2015-08-06,98.0222396850586
2015-08-07,97.26978302001953
2015-08-10,98.2918701171875
2015-08-11,97.51433563232422
2015-08-12,97.92192840576172
2015-08-13,97.23839569091797
2015-08-14,97.66484832763672
2015-08-17,98.0159683227539
2015-08-18,97.82784271240234
2015-08-19,96.52984619140625
2015-08-20,95.72721099853516
2015-08-21,93.33809661865234
2015-08-24,89.96450805664062
2015-08-25,88.39059448242188
2015-08-26,91.98992156982422
2015-08-27,93.1436996459961
2015-08-28,92.79255676269531
2015-08-31,92.73612213134766
2015-09-01,89.4691390991211
2015-09-02,90.95524597167969
2015-09-03,92.04006958007812
2015-09-04,90.10875701904297
2015-09-08,92.32225799560547
2015-09-09,90.95524597167969
2015-09-10,91.6763916015625
2015-09-11,92.41004180908203
2015-09-14,91.33148956298828
2015-09-15,92.51038360595703
2015-09-16,93.06217956542969
2015-09-17,92.89289855957031
2015-09-18,90.61666107177734
2015-09-21,91.85196685791016
2015-09-22,90.56646728515625
2015-09-23,90.08367156982422
2015-09-24,90.55394744873047
2015-09-25,91.18729400634766
2015-09-28,89.36881256103516
2015-09-29,89.33746337890625
2015-09-30,90.90510559082031
2015-10-01,90.03974914550781
2015-10-02,90.66056060791016
2015-10-05,93.45726776123047
2015-10-06,93.29419708251953
2015-10-07,94.11566162109375
2015-10-08,95.48890686035156
2015-10-09,95.5578842163086
2015-10-12,94.77405548095703
2015-10-13,93.8209457397461
2015-10-14,94.06549835205078
2015-10-15,94.11566162109375
2015-10-16,94.30377960205078
2015-10-19,93.57012939453125
2015-10-20,88.18993377685547
2015-10-21,88.36549377441406
2015-10-22,90.35330200195312
2015-10-23,90.72327423095703
2015-10-26,90.08367156982422
2015-10-27,86.44668579101562
2015-10-28,88.3090591430664
2015-10-29,88.13347625732422
2015-10-30,87.83879089355469
2015-11-02,88.0206069946289
2015-11-03,88.96748352050781
2015-11-04,88.81073760986328
2015-11-05,87.71964263916016
2015-11-06,87.5044174194336
2015-11-09,85.64356994628906
2015-11-10,85.7448501586914
2015-11-11,85.46002197265625
2015-11-12,84.20677947998047
2015-11-13,83.39031982421875
2015-11-16,84.63086700439453
2015-11-17,84.70049285888672
2015-11-18,85.96637725830078
2015-11-19,86.54867553710938
2015-11-20,87.66265869140625
2015-11-23,87.63735961914062
2015-11-24,87.72592163085938
2015-11-25,87.34619140625
2015-11-27,87.63735961914062
2015-11-30,88.24494934082031
2015-12-01,89.42225646972656
2015-12-02,88.42222595214844
2015-12-03,87.92849731445312
2015-12-04,88.8842544555664
2015-12-07,88.32723999023438
2015-12-08,87.37785339355469
2015-12-09,86.46638488769531
2015-12-10,86.5739974975586
2015-12-11,85.17520904541016
2015-12-14,86.03600311279297
2015-12-15,87.21330261230469
2015-12-16,88.16270446777344
2015-12-17,86.55501556396484
2015-12-18,85.38408660888672
2015-12-21,85.76383209228516
2015-12-22,87.30188751220703
2015-12-23,87.68797302246094
2015-12-24,87.5044174194336
2015-12-28,87.09935760498047
2015-12-29,88.47283935546875
2015-12-30,88.19434356689453
2015-12-31,87.10568237304688
2016-01-04,86.04865264892578
2016-01-05,85.98535919189453
2016-01-06,85.55496978759766
2016-01-07,84.0928726196289
2016-01-08,83.3143539428711
2016-01-11,84.32705688476562
2016-01-12,84.11819458007812
2016-01-13,83.023193359375
2016-01-14,84.12451934814453
2016-01-15,82.30165100097656
2016-01-19,81.08638763427734
2016-01-20,77.13050079345703
2016-01-21,77.79508972167969
2016-01-22,77.53555297851562
2016-01-25,77.26971435546875
2016-01-26,77.59253692626953
2016-01-27,76.56083679199219
2016-01-28,77.35835266113281
2016-01-29,78.98501586914062
2016-02-01,79.01033020019531
2016-02-02,77.81407165527344
2016-02-03,78.94070434570312
2016-02-04,80.79523468017578
2016-02-05,81.37753295898438
2016-02-08,81.19209289550781
2016-02-09,79.33141326904297
2016-02-10,76.85051727294922
2016-02-11,75.35431671142578
2016-02-12,77.39405059814453
2016-02-16,78.48102569580078
2016-02-17,80.62942504882812
2016-02-18,84.68966674804688
2016-02-19,85.09249877929688
2016-02-22,85.53370666503906
2016-02-23,84.65769958496094
2016-02-24,84.91346740722656
2016-02-25,86.00045776367188
2016-02-26,84.4211196899414
2016-02-29,83.78170776367188
2016-03-01,85.91734313964844
2016-03-02,87.1513900756836
2016-03-03,88.11051940917969
2016-03-04,88.11051940917969
2016-03-07,89.6131362915039
2016-03-08,88.92256164550781
2016-03-09,89.77935028076172
2016-03-10,89.63868713378906
