Date,MCO
2015-08-03,99.93017578125
2015-08-04,100.44512939453125
2015-08-05,100.99613189697266
2015-08-06,99.65010833740234
2015-08-07,99.19844818115234
2015-08-10,100.8786849975586
2015-08-11,99.85786437988281
2015-08-12,98.85513305664062
2015-08-13,99.53270721435547
2015-08-14,100.10182189941406
2015-08-17,100.52639770507812
2015-08-18,100.56265258789062
2015-08-19,100.21830749511719
2015-08-20,97.47270965576172
2015-08-21,93.90254211425781
2015-08-24,90.133056640625
2015-08-25,89.65279388427734
2015-08-26,92.89673614501953
2015-08-27,94.75432586669922
2015-08-28,94.5912094116211
2015-08-31,92.7064437866211
2015-09-01,89.69808959960938
2015-09-02,91.1207275390625
2015-09-03,91.46503448486328
2015-09-04,89.88835906982422
2015-09-08,91.89093017578125
2015-09-09,90.7673110961914
2015-09-10,91.3563232421875
2015-09-11,92.02686309814453
2015-09-14,91.44693756103516
2015-09-15,92.815185546875
2015-09-16,93.24107360839844
2015-09-17,92.7064437866211
2015-09-18,91.29288482666016
2015-09-21,92.22622680664062
2015-09-22,91.18414306640625
2015-09-23,91.62818145751953
2015-09-24,90.55891418457031
2015-09-25,90.99385833740234
2015-09-28,87.79520416259766
2015-09-29,88.37516021728516
2015-09-30,88.98224639892578
2015-10-01,88.3388900756836
2015-10-02,89.75244903564453
2015-10-05,91.5918960571289
2015-10-06,89.79777526855469
2015-10-07,90.10588073730469
2015-10-08,89.14535522460938
2015-10-09,89.59842681884766
2015-10-12,89.743408203125
2015-10-13,88.882568359375
2015-10-14,88.46573638916016
2015-10-15,90.64952850341797
2015-10-16,91.13885498046875
2015-10-19,90.53173065185547
2015-10-20,90.74921417236328
2015-10-21,88.55635070800781
2015-10-22,89.72527313232422
2015-10-23,91.06635284423828
2015-10-26,91.49224853515625
2015-10-27,90.07869720458984
2015-10-28,90.96669006347656
2015-10-29,91.9996566772461
2015-10-30,87.13373565673828
2015-11-02,87.39652252197266
2015-11-03,89.88835906982422
2015-11-04,90.27801513671875
2015-11-05,92.06310272216797
2015-11-06,92.9239273071289
2015-11-09,90.95760345458984
2015-11-10,90.70388793945312
2015-11-11,91.27477264404297
2015-11-12,90.06962585449219
2015-11-13,87.80430603027344
2015-11-16,88.882568359375
2015-11-17,91.7006607055664
2015-11-18,93.82814025878906
2015-11-19,94.03726959228516
2015-11-20,94.86461639404297
2015-11-23,94.7100601196289
2015-11-24,94.09183502197266
2015-11-25,93.53719329833984
2015-11-27,94.36457824707031
2015-11-30,93.75542449951172
2015-12-01,94.04635620117188
2015-12-02,93.55538177490234
2015-12-03,92.15523529052734
2015-12-04,94.57369232177734
2015-12-07,94.60096740722656
2015-12-08,92.2734603881836
2015-12-09,90.31869506835938
2015-12-10,90.4914321899414
2015-12-11,87.03650665283203
2015-12-14,87.99117279052734
2015-12-15,89.70044708251953
2015-12-16,90.30048370361328
2015-12-17,88.99127197265625
2015-12-18,88.60943603515625
2015-12-21,90.20047760009766
2015-12-22,90.03682708740234
2015-12-23,90.7823715209961
2015-12-24,91.01876831054688
2015-12-28,91.51881408691406
2015-12-29,92.33708190917969
2015-12-30,91.92794036865234
2015-12-31,91.22786712646484
2016-01-04,88.39122772216797
2016-01-05,89.61862182617188
2016-01-06,88.01844024658203
2016-01-07,84.29985809326172
2016-01-08,81.89961242675781
