Date,HDFCQUAL.NS
2024-06-24,57.09000015258789
2024-06-25,56.95000076293945
2024-06-26,57.15999984741211
2024-06-27,57.209999084472656
2024-06-28,57.29999923706055
2024-07-01,57.68000030517578
2024-07-02,57.290000915527344
2024-07-03,58.0
2024-07-04,58.33000183105469
2024-07-05,58.4900016784668
2024-07-08,58.529998779296875
2024-07-09,58.939998626708984
2024-07-10,58.9900016784668
2024-07-11,59.099998474121094
2024-07-12,59.650001525878906
2024-07-15,59.95000076293945
2024-07-16,60.150001525878906
2024-07-18,60.33000183105469
2024-07-19,59.63999938964844
2024-07-22,59.689998626708984
2024-07-23,59.90999984741211
2024-07-24,59.65999984741211
2024-07-25,59.58000183105469
2024-07-26,60.400001525878906
2024-07-29,60.720001220703125
2024-07-30,60.81999969482422
2024-07-31,60.869998931884766
2024-08-01,61.599998474121094
2024-08-02,60.290000915527344
2024-08-05,59.59000015258789
2024-08-06,59.099998474121094
2024-08-07,59.9900016784668
2024-08-08,59.470001220703125
2024-08-09,59.959999084472656
2024-08-12,61.040000915527344
2024-08-13,59.5
2024-08-14,59.4900016784668
2024-08-16,60.31999969482422
2024-08-19,60.689998626708984
2024-08-20,60.779998779296875
2024-08-21,61.20000076293945
2024-08-22,61.70000076293945
2024-08-23,61.380001068115234
2024-08-26,61.86000061035156
2024-08-28,62.650001525878906
2024-08-29,62.13999938964844
2024-08-30,62.2599983215332
2024-09-02,62.45000076293945
2024-09-03,62.439998626708984
2024-09-04,62.310001373291016
2024-09-05,62.08000183105469
2024-09-06,61.90999984741211
2024-09-09,61.91999816894531
2024-09-10,62.58000183105469
2024-09-11,62.52000045776367
2024-09-12,63.0099983215332
2024-09-13,63.2599983215332
2024-09-16,63.310001373291016
2024-09-17,63.709999084472656
2024-09-18,62.880001068115234
2024-09-19,62.290000915527344
2024-09-20,63.2599983215332
2024-09-23,63.810001373291016
2024-09-24,63.72999954223633
2024-09-25,63.54999923706055
2024-09-26,63.7400016784668
2024-09-27,63.97999954223633
2024-09-30,64.0
2024-10-01,63.90999984741211
2024-10-03,64.08999633789062
2024-10-04,62.709999084472656
2024-10-07,62.33000183105469
2024-10-08,62.209999084472656
2024-10-09,62.47999954223633
2024-10-10,62.439998626708984
2024-10-11,62.439998626708984
2024-10-14,63.81999969482422
2024-10-15,62.7599983215332
2024-10-16,62.88999938964844
2024-10-17,63.189998626708984
2024-10-18,63.119998931884766
2024-10-21,63.130001068115234
2024-10-22,63.11000061035156
2024-10-23,60.5099983215332
2024-10-24,59.34000015258789
2024-10-25,58.810001373291016
2024-10-28,59.06999969482422
2024-10-29,59.11000061035156
2024-10-31,58.720001220703125
2024-11-01,60.04999923706055
2024-11-04,57.95000076293945
2024-11-06,59.31999969482422
2024-11-07,58.84000015258789
2024-11-08,58.7599983215332
2024-11-11,58.54999923706055
2024-11-12,57.939998626708984
2024-11-13,56.81999969482422
2024-11-14,56.84000015258789
2024-11-18,56.88999938964844
2024-11-19,56.52000045776367
2024-11-21,56.36000061035156
2024-11-22,57.40999984741211
2024-11-25,58.119998931884766
2024-11-26,58.5
2024-11-27,58.66999816894531
2024-11-28,58.04999923706055
2024-11-29,58.599998474121094
2024-12-02,58.459999084472656
2024-12-03,58.810001373291016
2024-12-04,59.540000915527344
2024-12-05,59.20000076293945
2024-12-06,59.16999816894531
2024-12-09,58.90999984741211
2024-12-10,58.75
2024-12-11,58.560001373291016
2024-12-12,58.68000030517578
2024-12-13,58.95000076293945
2024-12-16,58.91999816894531
2024-12-17,58.34000015258789
2024-12-18,58.099998474121094
2024-12-19,57.58000183105469
2024-12-20,56.439998626708984
2024-12-23,56.790000915527344
2024-12-24,56.59000015258789
2024-12-26,56.52000045776367
2024-12-27,56.56999969482422
2024-12-30,56.43000030517578
2024-12-31,56.540000915527344
2025-01-01,56.66999816894531
2025-01-02,57.38999938964844
2025-01-03,57.02000045776367
2025-01-06,56.7400016784668
2025-01-07,56.560001373291016
2025-01-08,56.95000076293945
2025-01-09,56.349998474121094
2025-01-10,56.93000030517578
2025-01-13,55.279998779296875
2025-01-14,55.439998626708984
2025-01-15,55.4900016784668
2025-01-16,55.5
2025-01-17,55.779998779296875
2025-01-20,55.9900016784668
2025-01-21,55.41999816894531
2025-01-22,55.380001068115234
2025-01-23,56.13999938964844
2025-01-24,55.849998474121094
2025-01-27,54.84000015258789
2025-01-28,54.4900016784668
2025-01-29,53.84000015258789
2025-01-30,55.47999954223633
2025-01-31,56.209999084472656
2025-02-01,56.5099983215332
2025-02-03,55.81999969482422
2025-02-04,56.689998626708984
2025-02-05,56.540000915527344
2025-02-06,56.25
2025-02-07,56.18000030517578
2025-02-10,55.7599983215332
2025-02-11,54.65999984741211
2025-02-12,54.54999923706055
2025-02-13,54.38999938964844
2025-02-14,53.849998474121094
2025-02-17,53.68000030517578
2025-02-18,53.810001373291016
2025-02-19,53.63999938964844
2025-02-20,53.54999923706055
2025-02-21,53.0
2025-02-24,53.189998626708984
2025-02-25,52.83000183105469
2025-02-27,52.5099983215332
2025-02-28,52.459999084472656
2025-03-03,50.849998474121094
2025-03-04,50.880001068115234
2025-03-05,51.61000061035156
2025-03-06,52.220001220703125
2025-03-07,52.86000061035156
2025-03-10,51.7599983215332
2025-03-11,51.95000076293945
2025-03-12,51.709999084472656
2025-03-13,51.72999954223633
2025-03-17,51.4900016784668
2025-03-18,52.459999084472656
2025-03-19,52.5
2025-03-20,53.20000076293945
2025-03-21,53.34000015258789
2025-03-24,53.88999938964844
2025-03-25,53.689998626708984
2025-03-26,53.66999816894531
2025-03-27,53.81999969482422
2025-03-28,53.59000015258789
2025-04-01,53.2400016784668
2025-04-02,53.29999923706055
2025-04-03,53.18000030517578
2025-04-04,52.02000045776367
2025-04-07,51.06999969482422
2025-04-08,53.66999816894531
2025-04-09,51.959999084472656
2025-04-11,52.439998626708984
2025-04-15,53.38999938964844
2025-04-16,53.939998626708984
2025-04-17,54.349998474121094
2025-04-21,54.529998779296875
2025-04-22,54.70000076293945
2025-04-23,55.40999984741211
2025-04-24,55.38999938964844
2025-04-25,54.91999816894531
2025-04-28,55.119998931884766
2025-04-29,55.22999954223633
2025-04-30,55.380001068115234
2025-05-02,54.91999816894531
2025-05-05,55.56999969482422
2025-05-06,55.189998626708984
2025-05-07,55.43000030517578
2025-05-08,54.58000183105469
2025-05-09,54.5
2025-05-12,56.22999954223633
2025-05-13,56.09000015258789
2025-05-14,56.400001525878906
2025-05-15,56.93000030517578
2025-05-16,57.220001220703125
2025-05-19,57.4900016784668
2025-05-20,56.75
2025-05-21,57.529998779296875
2025-05-22,56.83000183105469
2025-05-23,57.33000183105469
2025-05-26,57.77000045776367
2025-05-27,57.540000915527344
2025-05-28,57.2599983215332
2025-05-29,57.279998779296875
2025-05-30,57.040000915527344
2025-06-02,57.029998779296875
2025-06-03,56.7599983215332
2025-06-04,56.86000061035156
2025-06-05,57.13999938964844
2025-06-06,57.310001373291016
2025-06-09,57.779998779296875
2025-06-10,57.939998626708984
2025-06-11,57.880001068115234
2025-06-12,57.52000045776367
2025-06-13,57.349998474121094
2025-06-16,57.689998626708984
2025-06-17,57.66999816894531
2025-06-18,57.38999938964844
2025-06-19,56.900001525878906
2025-06-20,57.54999923706055
2025-06-23,57.40999984741211
2025-06-24,57.529998779296875
2025-06-25,57.849998474121094
2025-06-26,57.869998931884766
2025-06-27,58.150001525878906
2025-06-30,58.13999938964844
2025-07-01,58.130001068115234
2025-07-02,58.11000061035156
2025-07-03,58.2400016784668
2025-07-04,58.38999938964844
2025-07-07,58.380001068115234
2025-07-08,58.33000183105469
2025-07-09,58.470001220703125
2025-07-10,58.31999969482422
2025-07-11,57.86000061035156
2025-07-14,57.689998626708984
2025-07-15,58.029998779296875
2025-07-16,58.119998931884766
2025-07-17,57.95000076293945
2025-07-18,57.720001220703125
2025-07-21,57.689998626708984
2025-07-22,57.47999954223633
2025-07-23,57.65999984741211
2025-07-24,57.060001373291016
2025-07-25,56.63999938964844
2025-07-28,56.31999969482422
2025-07-29,56.810001373291016
2025-07-30,56.77000045776367
2025-07-31,56.709999084472656
2025-08-01,56.43000030517578
