Date,BBOX.L
2017-03-09,145.4320068359375
2017-03-10,142.74258422851562
2017-03-13,142.24449157714844
2017-03-14,140.8499298095703
2017-03-15,140.1526641845703
2017-03-16,139.5702667236328
2017-03-17,140.7657012939453
2017-03-20,141.5626983642578
2017-03-21,140.7657012939453
2017-03-22,139.07212829589844
2017-03-23,141.06459045410156
2017-03-24,141.4630584716797
2017-03-27,139.96873474121094
2017-03-28,139.17178344726562
2017-03-29,140.16798400878906
2017-03-30,140.7657012939453
2017-03-31,144.05325317382812
2017-04-03,142.95733642578125
2017-04-04,144.4517364501953
2017-04-05,144.5513458251953
2017-04-06,145.74679565429688
2017-04-07,147.44032287597656
2017-04-10,146.5437774658203
2017-04-11,147.04190063476562
2017-04-12,148.03811645507812
2017-04-13,148.03811645507812
2017-04-18,147.63961791992188
2017-04-19,148.23733520507812
2017-04-20,147.83885192871094
2017-04-21,146.64341735839844
2017-04-24,139.96873474121094
2017-04-25,140.26763916015625
2017-04-26,139.96873474121094
2017-04-27,139.76950073242188
2017-04-28,139.4706268310547
2017-05-02,140.7657012939453
2017-05-03,141.86154174804688
2017-05-04,140.5821075439453
2017-05-05,141.27955627441406
2017-05-08,142.17626953125
2017-05-09,143.272216796875
2017-05-10,141.87733459472656
2017-05-11,145.76303100585938
2017-05-12,145.5637664794922
2017-05-15,143.4715118408203
2017-05-16,143.67071533203125
2017-05-17,142.97328186035156
2017-05-18,142.5747833251953
2017-05-19,142.87368774414062
2017-05-22,143.57113647460938
2017-05-23,144.66708374023438
2017-05-24,145.76303100585938
2017-05-25,145.46414184570312
2017-05-26,144.86631774902344
2017-05-30,145.26486206054688
2017-05-31,146.95864868164062
2017-06-01,147.257568359375
2017-06-02,147.65606689453125
2017-06-05,146.36082458496094
2017-06-06,145.5637664794922
2017-06-07,146.4605255126953
2017-06-08,145.86268615722656
2017-06-09,145.6634063720703
2017-06-12,145.96231079101562
2017-06-13,147.95498657226562
2017-06-14,149.8479766845703
2017-06-15,145.96231079101562
2017-06-16,150.84432983398438
2017-06-19,147.45680236816406
2017-06-20,147.45680236816406
2017-06-21,146.8590087890625
2017-06-22,145.76303100585938
2017-06-23,145.76303100585938
2017-06-26,147.0583038330078
2017-06-27,146.40171813964844
2017-06-28,145.46414184570312
2017-06-29,146.0619659423828
2017-06-30,145.6634063720703
2017-07-03,145.26486206054688
2017-07-04,144.0692901611328
2017-07-05,145.26486206054688
2017-07-06,144.10118103027344
2017-07-07,143.9696807861328
2017-07-10,143.8699951171875
2017-07-11,142.17626953125
2017-07-12,143.4715118408203
2017-07-13,144.46778869628906
2017-07-14,144.86631774902344
2017-07-17,145.36448669433594
2017-07-18,145.46414184570312
2017-07-19,146.36082458496094
2017-07-20,146.27703857421875
2017-07-21,145.97804260253906
2017-07-24,146.3766326904297
2017-07-25,147.0741424560547
2017-07-26,148.0706329345703
2017-07-27,148.5688018798828
2017-07-28,147.27346801757812
2017-07-31,149.26632690429688
2017-08-01,148.76812744140625
2017-08-02,148.9674072265625
2017-08-03,148.9674072265625
2017-08-04,148.9674072265625
2017-08-07,148.8677520751953
2017-08-08,148.4691925048828
2017-08-09,147.97093200683594
2017-08-10,146.3766326904297
2017-08-11,142.39089965820312
2017-08-14,143.88555908203125
2017-08-15,143.586669921875
2017-08-16,144.6826934814453
2017-08-17,144.38381958007812
2017-08-18,143.0884552001953
2017-08-21,142.98875427246094
2017-08-22,143.0884552001953
2017-08-23,142.98875427246094
2017-08-24,142.98875427246094
2017-08-25,141.9923553466797
2017-08-29,141.49411010742188
2017-08-30,141.49411010742188
2017-08-31,142.39089965820312
2017-09-01,143.18804931640625
2017-09-04,142.88912963867188
2017-09-05,141.9923553466797
2017-09-06,142.78945922851562
2017-09-07,145.28057861328125
2017-09-08,146.8748321533203
2017-09-11,147.47274780273438
2017-09-12,145.6791534423828
2017-09-13,144.28416442871094
2017-09-14,143.48704528808594
2017-09-15,143.88555908203125
2017-09-18,142.68984985351562
2017-09-19,141.49411010742188
2017-09-20,141.89266967773438
2017-09-21,141.49411010742188
2017-09-22,141.9923553466797
2017-09-25,142.88912963867188
2017-09-26,141.89266967773438
2017-09-27,140.19874572753906
2017-09-28,139.6009063720703
2017-09-29,141.89266967773438
2017-10-02,141.39447021484375
2017-10-03,142.39089965820312
2017-10-04,141.2948760986328
2017-10-05,146.3766326904297
2017-10-06,146.476318359375
2017-10-09,146.1774139404297
2017-10-10,146.1774139404297
2017-10-11,146.476318359375
2017-10-12,146.476318359375
2017-10-13,146.6755828857422
2017-10-16,146.476318359375
2017-10-17,146.476318359375
2017-10-18,147.67202758789062
2017-10-19,144.89747619628906
2017-10-20,145.89405822753906
2017-10-23,145.79443359375
2017-10-24,145.296142578125
2017-10-25,144.29962158203125
2017-10-26,145.39578247070312
2017-10-27,144.5985870361328
2017-10-30,144.49888610839844
2017-10-31,146.79098510742188
2017-11-01,146.79098510742188
2017-11-02,147.98678588867188
2017-11-03,149.08302307128906
2017-11-06,148.18614196777344
2017-11-07,147.48854064941406
2017-11-08,147.98678588867188
2017-11-09,146.99026489257812
2017-11-10,146.89056396484375
2017-11-13,146.29270935058594
2017-11-14,147.08990478515625
2017-11-15,146.1930694580078
2017-11-16,146.49200439453125
2017-11-17,146.49200439453125
2017-11-20,145.4954376220703
2017-11-21,145.99368286132812
2017-11-22,146.09341430664062
2017-11-23,145.79443359375
2017-11-24,146.49200439453125
2017-11-27,146.5916748046875
2017-11-28,145.39578247070312
2017-11-29,144.6981964111328
2017-11-30,144.3992919921875
2017-12-01,142.80474853515625
2017-12-04,143.8013153076172
2017-12-05,144.10028076171875
2017-12-06,142.30650329589844
2017-12-07,141.8082275390625
2017-12-08,143.50241088867188
2017-12-11,143.60205078125
2017-12-12,143.90097045898438
2017-12-13,143.20338439941406
2017-12-14,144.29962158203125
2017-12-15,145.5950927734375
2017-12-18,147.68785095214844
2017-12-19,147.48854064941406
2017-12-20,146.09341430664062
2017-12-21,146.89056396484375
2017-12-22,146.49200439453125
2017-12-27,148.2858123779297
2017-12-28,148.3854217529297
2017-12-29,148.3854217529297
2018-01-02,147.78749084472656
2018-01-03,148.88369750976562
2018-01-04,147.98678588867188
2018-01-05,147.68785095214844
2018-01-08,148.08648681640625
2018-01-09,149.4816131591797
2018-01-10,148.3854217529297
2018-01-11,148.3854217529297
2018-01-12,148.98336791992188
2018-01-15,148.2858123779297
2018-01-16,150.07962036132812
2018-01-17,149.78062438964844
2018-01-18,148.48509216308594
2018-01-19,147.8871612548828
2018-01-22,148.6843719482422
2018-01-23,148.3854217529297
2018-01-24,148.98336791992188
2018-01-25,148.88369750976562
2018-01-26,149.08302307128906
2018-01-29,148.98336791992188
2018-01-30,148.98336791992188
2018-01-31,148.584716796875
2018-02-01,147.98678588867188
2018-02-02,146.99026489257812
2018-02-05,143.10379028320312
2018-02-06,140.3134765625
2018-02-07,143.20338439941406
2018-02-08,141.2103271484375
2018-02-09,140.11415100097656
2018-02-12,140.7120361328125
2018-02-13,140.6123809814453
2018-02-14,139.3168487548828
2018-02-15,140.0144805908203
2018-02-16,142.5058135986328
2018-02-19,142.5058135986328
2018-02-20,143.50241088867188
2018-02-21,141.8082275390625
2018-02-22,140.7120361328125
2018-02-23,141.4096221923828
2018-02-26,142.60548400878906
2018-02-27,141.50926208496094
2018-02-28,140.0144805908203
2018-03-01,139.71548461914062
2018-03-02,139.11758422851562
2018-03-05,140.51271057128906
2018-03-06,140.0144805908203
2018-03-07,141.50926208496094
2018-03-08,143.90097045898438
2018-03-09,147.08990478515625
2018-03-12,146.5916748046875
2018-03-13,145.89405822753906
2018-03-14,146.1930694580078
2018-03-15,143.6175994873047
2018-03-16,141.624267578125
2018-03-19,143.81687927246094
2018-03-20,143.91653442382812
2018-03-21,143.01954650878906
2018-03-22,141.82357788085938
2018-03-23,142.0228729248047
2018-03-26,139.5312957763672
2018-03-27,142.22222900390625
2018-03-28,143.31857299804688
2018-03-29,143.81687927246094
2018-04-03,145.21224975585938
2018-04-04,145.71054077148438
2018-04-05,146.60752868652344
2018-04-06,147.0061798095703
2018-04-09,146.50782775878906
2018-04-10,147.0061798095703
2018-04-11,145.71054077148438
2018-04-12,145.1125030517578
2018-04-13,146.00950622558594
2018-04-16,146.40818786621094
2018-04-17,146.00950622558594
2018-04-18,144.01625061035156
2018-04-19,146.1091766357422
2018-04-20,147.60414123535156
2018-04-23,148.10247802734375
2018-04-24,147.60414123535156
2018-04-25,147.50453186035156
2018-04-26,148.60079956054688
2018-04-27,149.49777221679688
2018-04-30,149.29849243164062
2018-05-01,149.19882202148438
2018-05-02,149.49777221679688
2018-05-03,149.59751892089844
2018-05-04,149.59751892089844
2018-05-08,149.796875
2018-05-09,149.99612426757812
2018-05-10,149.796875
2018-05-11,149.69711303710938
2018-05-14,149.09913635253906
2018-05-15,148.70045471191406
2018-05-16,148.0028076171875
2018-05-17,148.99948120117188
2018-05-18,149.69711303710938
2018-05-21,150.49447631835938
2018-05-22,150.59413146972656
2018-05-23,149.09913635253906
2018-05-24,148.01925659179688
2018-05-25,148.01925659179688
2018-05-29,147.6205596923828
2018-05-30,148.71697998046875
2018-05-31,149.514404296875
2018-06-01,149.91311645507812
2018-06-04,149.71376037597656
2018-06-05,150.51119995117188
2018-06-06,151.00955200195312
2018-06-07,150.909912109375
2018-06-08,151.8070068359375
2018-06-11,154.59791564941406
2018-06-12,155.59466552734375
2018-06-13,155.2957000732422
2018-06-14,154.0995635986328
2018-06-15,150.909912109375
2018-06-18,152.7040252685547
2018-06-19,152.60438537597656
2018-06-20,153.50148010253906
2018-06-21,151.9066619873047
2018-06-22,153.50148010253906
2018-06-25,153.90016174316406
2018-06-26,153.9998779296875
2018-06-27,153.9998779296875
2018-06-28,154.89695739746094
2018-06-29,155.395263671875
2018-07-02,155.2957000732422
2018-07-03,156.39210510253906
2018-07-04,156.39210510253906
2018-07-05,155.99342346191406
2018-07-06,155.49502563476562
2018-07-09,154.6975860595703
2018-07-10,154.19921875
2018-07-11,153.0030975341797
2018-07-12,153.0030975341797
2018-07-13,152.90345764160156
2018-07-16,152.86756896972656
2018-07-17,153.4017791748047
2018-07-18,153.9998779296875
2018-07-19,152.32174682617188
2018-07-20,152.32174682617188
2018-07-23,151.82333374023438
2018-07-24,151.52427673339844
2018-07-25,150.52740478515625
2018-07-26,151.02578735351562
2018-07-27,152.42141723632812
2018-07-30,151.6239776611328
2018-07-31,151.82333374023438
2018-08-01,151.52427673339844
2018-08-02,151.424560546875
2018-08-03,152.22201538085938
2018-08-06,152.62081909179688
2018-08-07,154.01644897460938
2018-08-08,154.514892578125
2018-08-09,152.52114868164062
2018-08-10,151.7235870361328
2018-08-13,150.52740478515625
2018-08-14,150.0289306640625
2018-08-15,148.8327178955078
2018-08-16,149.03207397460938
2018-08-17,148.53363037109375
2018-08-20,149.63021850585938
2018-08-21,149.23141479492188
2018-08-22,149.82962036132812
2018-08-23,148.6333465576172
2018-08-24,149.53050231933594
2018-08-28,150.12860107421875
2018-08-29,150.0289306640625
2018-08-30,150.52740478515625
2018-08-31,150.42767333984375
2018-09-03,149.72987365722656
2018-09-04,151.12548828125
2018-09-05,150.3280029296875
2018-09-06,150.12860107421875
2018-09-07,149.53050231933594
2018-09-10,148.6333465576172
2018-09-11,149.53050231933594
2018-09-12,149.43087768554688
2018-09-13,147.93551635742188
2018-09-14,148.1348876953125
2018-09-17,149.03207397460938
2018-09-18,149.23141479492188
2018-09-19,147.83584594726562
2018-09-20,149.23141479492188
2018-09-21,146.73928833007812
2018-09-24,146.93861389160156
2018-09-25,146.53988647460938
2018-09-26,146.34054565429688
2018-09-27,146.2408447265625
2018-09-28,147.03831481933594
2018-10-01,147.83584594726562
2018-10-02,147.4370880126953
2018-10-03,147.1380157470703
2018-10-04,145.64271545410156
2018-10-05,145.64271545410156
2018-10-08,145.7423858642578
2018-10-09,145.44332885742188
2018-10-10,145.5430450439453
2018-10-11,144.54615783691406
2018-10-12,144.74554443359375
2018-10-15,144.34678649902344
2018-10-16,145.84207153320312
2018-10-17,147.53683471679688
2018-10-18,146.057861328125
2018-10-19,146.65606689453125
2018-10-22,146.45668029785156
2018-10-23,144.26329040527344
2018-10-24,144.86151123046875
2018-10-25,143.66513061523438
2018-10-26,142.56842041015625
2018-10-29,142.56842041015625
2018-10-30,142.96722412109375
2018-10-31,142.46871948242188
2018-11-01,142.56842041015625
2018-11-02,141.5714569091797
2018-11-05,140.47476196289062
2018-11-06,139.57749938964844
2018-11-07,139.97630310058594
2018-11-08,139.97630310058594
2018-11-09,140.1757049560547
2018-11-12,138.77992248535156
2018-11-13,138.68017578125
2018-11-14,139.1787109375
2018-11-15,136.28744506835938
2018-11-16,136.187744140625
2018-11-19,136.7859344482422
2018-11-20,135.68923950195312
2018-11-21,137.58348083496094
2018-11-22,137.68319702148438
2018-11-23,138.68017578125
2018-11-26,139.67715454101562
2018-11-27,140.07598876953125
2018-11-28,139.2783966064453
2018-11-29,137.68319702148438
2018-11-30,134.9913330078125
2018-12-03,132.5985870361328
2018-12-04,132.6983184814453
2018-12-05,133.59556579589844
2018-12-06,131.60162353515625
2018-12-07,132.79795837402344
2018-12-10,130.704345703125
2018-12-11,129.90673828125
2018-12-12,131.4022216796875
2018-12-13,131.60162353515625
2018-12-14,130.60462951660156
2018-12-17,129.60768127441406
2018-12-18,130.9037628173828
2018-12-19,132.19981384277344
2018-12-20,134.19378662109375
2018-12-21,134.19378662109375
2018-12-24,132.897705078125
2018-12-27,129.70733642578125
2018-12-28,131.4022216796875
2018-12-31,130.9037628173828
2019-01-02,131.50192260742188
2019-01-03,131.90077209472656
2019-01-04,133.1968231201172
2019-01-07,134.19378662109375
2019-01-08,136.08804321289062
2019-01-09,135.1907501220703
2019-01-10,134.79200744628906
2019-01-11,136.58651733398438
2019-01-14,136.48681640625
2019-01-15,136.48681640625
2019-01-16,136.98536682128906
2019-01-17,138.58047485351562
2019-01-18,138.58047485351562
2019-01-21,138.08203125
2019-01-22,137.68319702148438
2019-01-23,138.28140258789062
2019-01-24,139.07899475097656
2019-01-25,134.89170837402344
2019-01-28,136.7859344482422
2019-01-29,138.97927856445312
2019-01-30,140.37510681152344
2019-01-31,139.2783966064453
2019-02-01,138.68017578125
2019-02-04,138.97927856445312
2019-02-05,138.28140258789062
2019-02-06,138.38111877441406
2019-02-07,138.97927856445312
2019-02-08,138.08203125
2019-02-11,135.9883270263672
2019-02-12,137.0850372314453
2019-02-13,137.1847381591797
2019-02-14,136.8856201171875
2019-02-15,135.09104919433594
2019-02-18,136.187744140625
2019-02-19,136.58651733398438
2019-02-20,137.78289794921875
2019-02-21,138.97927856445312
2019-02-22,139.87660217285156
2019-02-25,140.9732666015625
2019-02-26,141.97024536132812
2019-02-27,141.17266845703125
2019-02-28,141.8705291748047
2019-03-01,142.86752319335938
2019-03-04,142.06993103027344
2019-03-05,143.56539916992188
2019-03-06,142.3690643310547
2019-03-07,142.56842041015625
2019-03-08,141.17266845703125
2019-03-11,141.5714569091797
2019-03-12,141.47177124023438
2019-03-13,141.07296752929688
2019-03-14,142.18649291992188
2019-03-15,142.98414611816406
2019-03-18,143.68214416503906
2019-03-19,144.77894592285156
2019-03-20,143.68214416503906
2019-03-21,144.47982788085938
2019-03-22,143.2832794189453
2019-03-25,142.6849822998047
2019-03-26,143.18360900878906
2019-03-27,142.18649291992188
2019-03-28,143.08383178710938
2019-03-29,143.18360900878906
2019-04-01,143.18360900878906
2019-04-02,143.88153076171875
2019-04-03,145.27749633789062
2019-04-04,147.57086181640625
2019-04-05,147.3713836669922
2019-04-08,147.072265625
2019-04-09,146.7731475830078
2019-04-10,148.76731872558594
2019-04-11,149.46531677246094
2019-04-12,149.9638214111328
2019-04-15,149.5650177001953
2019-04-16,150.2630157470703
2019-04-17,148.86703491210938
2019-04-18,149.36557006835938
2019-04-23,149.6647491455078
2019-04-24,151.7586212158203
2019-04-25,150.16326904296875
2019-04-26,149.265869140625
2019-04-29,148.6676483154297
2019-04-30,148.1690673828125
2019-05-01,148.6676483154297
2019-05-02,148.2687530517578
2019-05-03,148.06935119628906
2019-05-07,146.7731475830078
