Date,BBOX.L
2015-08-24,115.08170318603516
2015-08-25,115.97766876220703
2015-08-26,115.97766876220703
2015-08-27,117.76959991455078
2015-08-28,118.06825256347656
2015-09-01,118.66556549072266
2015-09-02,118.96421813964844
2015-09-03,121.45804595947266
2015-09-04,121.35851287841797
2015-09-07,121.35851287841797
2015-09-08,121.35851287841797
2015-09-09,121.45804595947266
2015-09-10,121.95581817626953
2015-09-11,124.24562072753906
2015-09-14,124.44470977783203
2015-09-15,124.64384460449219
2015-09-16,122.95140838623047
2015-09-17,122.25452423095703
2015-09-18,124.44470977783203
2015-09-21,125.04206085205078
2015-09-22,125.2411880493164
2015-09-23,125.34071350097656
2015-09-24,125.639404296875
2015-09-25,125.639404296875
2015-09-28,125.53984832763672
2015-09-29,125.639404296875
2015-09-30,126.93364715576172
2015-10-01,126.53538513183594
2015-10-02,125.83850860595703
2015-10-05,127.63053894042969
2015-10-06,126.43585205078125
2015-10-07,124.14607238769531
2015-10-08,122.45362091064453
2015-10-09,122.1549301147461
2015-10-12,121.7567367553711
2015-10-13,122.35406494140625
2015-10-14,122.25452423095703
2015-10-15,123.74786376953125
2015-10-16,123.94696807861328
2015-10-19,124.9425048828125
2015-10-20,125.639404296875
2015-10-21,125.9380874633789
2015-10-22,126.93364715576172
2015-10-23,127.43140411376953
2015-10-26,127.63053894042969
2015-10-27,126.73452758789062
2015-10-28,127.23230743408203
2015-10-29,128.52655029296875
2015-10-30,128.1282501220703
2015-11-02,127.5309829711914
2015-11-03,127.33187103271484
2015-11-04,127.63053894042969
2015-11-05,126.63495635986328
2015-11-06,126.13721466064453
2015-11-09,125.639404296875
2015-11-10,125.9380874633789
2015-11-11,124.9425048828125
2015-11-12,124.44470977783203
2015-11-13,124.24562072753906
2015-11-16,124.44470977783203
2015-11-17,127.92915344238281
2015-11-18,129.02430725097656
2015-11-19,129.4224853515625
2015-11-20,129.92027282714844
2015-11-23,130.51763916015625
2015-11-24,128.42694091796875
2015-11-25,127.33187103271484
2015-11-26,128.72564697265625
2015-11-27,127.43140411376953
2015-11-30,129.4224853515625
2015-12-01,130.8162841796875
2015-12-02,129.4224853515625
2015-12-03,127.43140411376953
2015-12-04,126.43585205078125
2015-12-07,127.03318786621094
2015-12-08,126.33629608154297
2015-12-09,125.53984832763672
2015-12-10,126.33629608154297
2015-12-11,125.9380874633789
2015-12-14,124.54428100585938
2015-12-15,125.53984832763672
2015-12-16,125.73896789550781
2015-12-17,127.33187103271484
2015-12-18,128.62612915039062
2015-12-21,128.1282501220703
2015-12-22,127.43140411376953
2015-12-23,126.93364715576172
2015-12-24,127.43140411376953
2015-12-29,129.02430725097656
2015-12-30,130.4180145263672
2015-12-31,129.1238555908203
2016-01-04,127.43140411376953
2016-01-05,128.42694091796875
2016-01-06,128.22789001464844
2016-01-07,126.43585205078125
2016-01-08,126.03761291503906
2016-01-11,125.9380874633789
2016-01-12,126.63495635986328
2016-01-13,127.92915344238281
2016-01-14,128.1282501220703
2016-01-15,127.33187103271484
2016-01-18,126.53538513183594
2016-01-19,126.93364715576172
2016-01-20,125.9380874633789
2016-01-21,127.63053894042969
2016-01-22,130.4180145263672
2016-01-25,130.91587829589844
2016-01-26,131.01544189453125
2016-01-27,129.1238555908203
2016-01-28,129.1238555908203
2016-01-29,129.4224853515625
2016-02-01,131.31407165527344
2016-02-02,131.41360473632812
2016-02-03,131.11492919921875
2016-02-04,130.71670532226562
2016-02-05,130.91587829589844
2016-02-08,131.2145538330078
2016-02-09,129.5221405029297
2016-02-10,130.91587829589844
2016-02-11,126.86277770996094
2016-02-12,124.9708023071289
2016-02-15,125.26952362060547
2016-02-16,126.26532745361328
2016-02-17,128.3564453125
2016-02-18,128.45602416992188
2016-02-19,129.4518280029297
2016-02-22,128.45602416992188
2016-02-23,129.0535125732422
2016-02-24,129.15309143066406
2016-02-25,129.55142211914062
2016-02-26,129.94972229003906
2016-02-29,130.4475555419922
2016-03-01,130.84588623046875
2016-03-02,131.84169006347656
2016-03-03,132.43914794921875
2016-03-04,132.43914794921875
2016-03-07,131.9412841796875
2016-03-08,131.3438262939453
2016-03-09,131.0450897216797
2016-03-10,130.84588623046875
2016-03-11,131.54296875
2016-03-14,133.33535766601562
2016-03-15,133.833251953125
2016-03-16,133.63414001464844
2016-03-17,134.13197326660156
2016-03-18,135.02822875976562
2016-03-21,134.7295379638672
2016-03-22,134.4307098388672
2016-03-23,133.93284606933594
2016-03-24,133.7337188720703
2016-03-29,134.2315673828125
2016-03-30,133.93284606933594
2016-03-31,133.93284606933594
2016-04-01,133.7337188720703
2016-04-04,133.93284606933594
2016-04-05,134.4307098388672
2016-04-06,135.62564086914062
2016-04-07,135.1277618408203
2016-04-08,135.42649841308594
2016-04-11,134.3311767578125
2016-04-12,133.7337188720703
2016-04-13,134.4307098388672
2016-04-14,134.2315673828125
2016-04-15,132.83743286132812
2016-04-18,132.43914794921875
2016-04-19,132.7379150390625
2016-04-20,132.83743286132812
2016-04-21,133.43492126464844
2016-04-22,133.23580932617188
2016-04-25,134.13197326660156
2016-04-26,134.82901000976562
2016-04-27,136.02401733398438
2016-04-28,135.82485961914062
2016-04-29,135.1277618408203
2016-05-03,135.1277618408203
2016-05-04,134.92861938476562
2016-05-05,135.1277618408203
2016-05-06,135.42649841308594
2016-05-09,135.92434692382812
2016-05-10,136.22315979003906
2016-05-11,134.13197326660156
2016-05-12,132.43914794921875
2016-05-13,131.54296875
2016-05-16,132.33956909179688
2016-05-17,133.93284606933594
2016-05-18,133.93284606933594
2016-05-19,134.7295379638672
2016-05-20,135.22735595703125
2016-05-23,137.1193389892578
2016-05-24,137.71682739257812
2016-05-25,137.1193389892578
2016-05-26,137.01980590820312
2016-05-27,136.92019653320312
2016-05-31,136.92019653320312
2016-06-01,137.5177001953125
2016-06-02,138.31430053710938
2016-06-03,137.71682739257812
2016-06-06,138.31430053710938
2016-06-07,138.0155792236328
2016-06-08,138.11512756347656
2016-06-09,138.21470642089844
2016-06-10,136.72103881835938
2016-06-13,135.42649841308594
2016-06-14,133.93284606933594
2016-06-15,133.93284606933594
2016-06-16,129.65101623535156
2016-06-17,130.14883422851562
2016-06-20,134.13197326660156
2016-06-21,134.7295379638672
2016-06-22,130.94552612304688
2016-06-23,132.43914794921875
2016-06-24,125.16996002197266
2016-06-27,114.21633911132812
2016-06-28,122.979248046875
2016-06-29,126.9623794555664
2016-06-30,130.14883422851562
2016-07-01,129.65101623535156
2016-07-04,127.75896453857422
2016-07-05,120.29061126708984
2016-07-06,122.48133850097656
2016-07-07,124.47288513183594
2016-07-08,127.3606948852539
2016-07-11,130.84588623046875
2016-07-12,127.659423828125
2016-07-13,126.9623794555664
2016-07-14,128.3564453125
2016-07-15,127.95811462402344
2016-07-18,128.9539031982422
2016-07-19,130.94552612304688
2016-07-20,133.03663635253906
2016-07-21,131.0450897216797
2016-07-22,131.642578125
2016-07-25,132.6383819580078
2016-07-26,132.7379150390625
2016-07-27,134.3311767578125
2016-07-28,135.72531127929688
2016-07-29,135.82485961914062
2016-08-01,134.03244018554688
2016-08-02,134.82901000976562
2016-08-03,133.833251953125
2016-08-04,135.92434692382812
2016-08-05,137.1193389892578
2016-08-08,137.41810607910156
2016-08-09,139.21046447753906
2016-08-10,136.52191162109375
2016-08-11,139.40963745117188
2016-08-12,141.0029296875
2016-08-15,141.89910888671875
2016-08-16,141.4011993408203
2016-08-17,143.19366455078125
2016-08-18,141.13265991210938
2016-08-19,142.0290985107422
2016-08-22,143.02505493164062
2016-08-23,144.51907348632812
2016-08-24,143.92144775390625
2016-08-25,143.02505493164062
2016-08-26,143.52305603027344
2016-08-30,143.92144775390625
2016-08-31,143.92144775390625
2016-09-01,146.61068725585938
2016-09-02,147.50709533691406
2016-09-05,143.62266540527344
2016-09-06,143.02505493164062
2016-09-07,142.42750549316406
2016-09-08,144.51907348632812
2016-09-09,141.3318634033203
2016-09-12,141.3318634033203
2016-09-13,141.03309631347656
2016-09-14,140.236328125
2016-09-15,140.4354705810547
2016-09-16,143.02505493164062
2016-09-19,143.2242889404297
2016-09-20,142.52706909179688
2016-09-21,141.82986450195312
2016-09-22,143.2242889404297
2016-09-23,143.02505493164062
2016-09-26,144.41946411132812
2016-09-27,143.02505493164062
2016-09-28,138.34388732910156
2016-09-29,139.14065551757812
2016-09-30,138.34388732910156
2016-10-03,138.64266967773438
2016-10-04,138.14468383789062
2016-10-05,135.5550537109375
2016-10-06,134.8578643798828
2016-10-07,133.9615020751953
2016-10-10,134.26026916503906
2016-10-11,134.65872192382812
2016-10-12,134.26026916503906
2016-10-13,132.9806671142578
2016-10-14,135.47096252441406
2016-10-17,134.873291015625
2016-10-18,135.27171325683594
2016-10-19,137.06471252441406
2016-10-20,138.4592742919922
2016-10-21,137.9612274169922
2016-10-24,138.26004028320312
2016-10-25,136.66627502441406
2016-10-26,135.47096252441406
2016-10-27,134.873291015625
2016-10-28,135.27171325683594
2016-10-31,135.27171325683594
2016-11-01,133.27947998046875
2016-11-02,133.97674560546875
2016-11-03,135.27171325683594
2016-11-04,133.47869873046875
2016-11-07,135.37132263183594
2016-11-08,134.97288513183594
2016-11-09,134.17596435546875
2016-11-10,130.98846435546875
2016-11-11,131.5861053466797
2016-11-14,129.49429321289062
2016-11-15,129.19544982910156
2016-11-16,128.00009155273438
2016-11-17,128.49815368652344
2016-11-18,128.7970733642578
2016-11-21,127.90049743652344
2016-11-22,128.9962158203125
2016-11-23,128.6974639892578
2016-11-24,129.79315185546875
2016-11-25,130.0919189453125
2016-11-28,130.49037170410156
2016-11-29,131.1876220703125
2016-11-30,131.0880889892578
2016-12-01,129.99234008789062
2016-12-02,129.49429321289062
2016-12-05,128.7970733642578
2016-12-06,129.69354248046875
2016-12-07,130.2911834716797
2016-12-08,132.48260498046875
2016-12-09,133.3791046142578
2016-12-12,133.67794799804688
2016-12-13,134.47483825683594
2016-12-14,134.97288513183594
2016-12-15,134.37525939941406
2016-12-16,134.17596435546875
2016-12-19,133.67794799804688
2016-12-20,133.777587890625
2016-12-21,133.87718200683594
2016-12-22,135.47096252441406
2016-12-23,135.37132263183594
2016-12-28,135.67013549804688
2016-12-29,136.2678680419922
2016-12-30,138.9573516845703
2017-01-03,138.3596649169922
2017-01-04,138.75811767578125
2017-01-05,139.55499267578125
2017-01-06,139.85385131835938
2017-01-09,139.55499267578125
2017-01-10,139.9534454345703
2017-01-11,139.85385131835938
2017-01-12,139.9534454345703
2017-01-13,139.15655517578125
2017-01-16,139.3557891845703
2017-01-17,138.9573516845703
2017-01-18,138.9573516845703
2017-01-19,138.06080627441406
2017-01-20,139.15655517578125
2017-01-23,139.85385131835938
2017-01-24,138.75811767578125
2017-01-25,138.06080627441406
2017-01-26,138.26004028320312
2017-01-27,137.76202392578125
2017-01-30,137.56280517578125
2017-01-31,137.8616180419922
2017-02-01,139.05691528320312
2017-02-02,139.3557891845703
2017-02-03,140.45150756835938
2017-02-06,139.85385131835938
2017-02-07,141.44760131835938
2017-02-08,142.1448516845703
2017-02-09,142.34408569335938
2017-02-10,142.1448516845703
2017-02-13,141.54721069335938
2017-02-14,142.34408569335938
2017-02-15,142.64292907714844
2017-02-16,142.34408569335938
2017-02-17,142.64292907714844
2017-02-20,143.3402557373047
2017-02-21,142.24449157714844
2017-02-22,142.34408569335938
2017-02-23,142.5433349609375
2017-02-24,144.13711547851562
2017-02-27,144.33633422851562
2017-02-28,145.33241271972656
2017-03-01,145.8304901123047
2017-03-02,145.8304901123047
2017-03-03,146.22889709472656
2017-03-06,147.42420959472656
2017-03-07,145.4320068359375
2017-03-08,145.5316925048828
