Date,SMSAAM.SN
2015-08-24,42.11851501464844
2015-08-25,43.18063735961914
2015-08-26,44.636474609375
2015-08-27,44.7555046081543
2015-08-28,43.491943359375
2015-08-31,43.19894790649414
2015-09-01,44.7921257019043
2015-09-02,44.6822509765625
2015-09-03,44.6822509765625
2015-09-04,43.94975662231445
2015-09-07,43.665916442871094
2015-09-08,44.92947769165039
2015-09-09,43.812408447265625
2015-09-10,43.995540618896484
2015-09-11,43.766632080078125
2015-09-14,44.48997497558594
2015-09-15,44.03216552734375
2015-09-16,43.53772735595703
2015-09-17,43.491943359375
2015-09-21,43.528568267822266
2015-09-22,43.53772735595703
2015-09-23,43.03413772583008
2015-09-24,42.3931999206543
2015-09-25,42.74113845825195
2015-09-28,42.42067337036133
2015-09-29,42.11851501464844
2015-09-30,42.3931999206543
2015-10-01,42.255863189697266
2015-10-02,41.221214294433594
2015-10-05,42.77775955200195
2015-10-06,42.49392318725586
2015-10-07,42.585479736328125
2015-10-08,42.11851501464844
2015-10-09,42.11851501464844
2015-10-13,42.12767028808594
2015-10-14,41.20289993286133
2015-10-15,41.981170654296875
2015-10-16,41.55998611450195
2015-10-19,42.06357192993164
2015-10-20,41.66070556640625
2015-10-21,41.20289993286133
2015-10-22,41.20289993286133
2015-10-23,42.11851501464844
2015-10-26,42.08189392089844
2015-10-27,41.23036193847656
2015-10-28,41.40433120727539
2015-10-29,41.66070556640625
2015-10-30,41.96286392211914
2015-11-02,41.66070556640625
2015-11-03,42.1826171875
2015-11-04,42.48476791381836
2015-11-05,42.47560501098633
2015-11-06,42.48476791381836
2015-11-09,41.935394287109375
2015-11-10,41.56914520263672
2015-11-11,42.11851501464844
2015-11-12,43.482791900634766
2015-11-13,41.697330474853516
2015-11-16,41.20289993286133
2015-11-17,41.55083084106445
2015-11-18,41.67901611328125
2015-11-19,41.66070556640625
2015-11-20,41.294456481933594
2015-11-23,42.85101318359375
2015-11-24,41.66070556640625
2015-11-25,41.30361557006836
2015-11-26,41.43180465698242
2015-11-27,41.212059020996094
2015-11-30,40.27812194824219
2015-12-01,39.85693359375
2015-12-02,39.838619232177734
2015-12-03,39.756221771240234
2015-12-04,40.27812194824219
2015-12-07,40.342220306396484
2015-12-09,40.26896286010742
2015-12-10,40.095001220703125
2015-12-11,39.7928466796875
2015-12-14,39.243473052978516
2015-12-15,39.51815414428711
2015-12-16,40.29643249511719
2015-12-17,40.64436721801758
2015-12-18,39.42660140991211
2015-12-21,40.37883377075195
2015-12-22,40.140777587890625
2015-12-23,40.186561584472656
2015-12-24,40.186561584472656
2015-12-28,39.893558502197266
2015-12-29,40.85496520996094
2015-12-30,41.065555572509766
2015-12-31,41.065555572509766
2016-01-04,40.28727722167969
2016-01-05,41.285308837890625
2016-01-06,41.17543029785156
2016-01-07,39.42660140991211
2016-01-08,39.847774505615234
2016-01-11,39.65549850463867
2016-01-12,40.28727722167969
2016-01-13,40.25981140136719
2016-01-14,39.94849395751953
2016-01-15,39.582252502441406
2016-01-18,39.7379035949707
2016-01-19,39.829463958740234
2016-01-20,39.49068832397461
2016-01-21,40.28727722167969
2016-01-22,40.10415267944336
2016-01-25,39.829463958740234
2016-01-26,39.829463958740234
2016-01-27,39.829463958740234
2016-01-28,40.745086669921875
2016-01-29,40.69014358520508
2016-02-01,41.20289993286133
2016-02-02,41.19374084472656
2016-02-03,40.9282112121582
2016-02-04,41.12049102783203
2016-02-05,41.212059020996094
2016-02-08,41.20289993286133
2016-02-09,42.02695846557617
2016-02-10,42.57632827758789
2016-02-11,42.57632827758789
2016-02-12,42.57632827758789
2016-02-15,43.03413772583008
