Date,EIX
2015-08-03,40.402671813964844
2015-08-04,40.08024597167969
2015-08-05,40.20787811279297
2015-08-06,40.70492935180664
2015-08-07,40.98032760620117
2015-08-10,39.992919921875
2015-08-11,39.630218505859375
2015-08-12,40.765377044677734
2015-08-13,40.69821548461914
2015-08-14,41.067657470703125
2015-08-17,41.47067642211914
2015-08-18,41.128108978271484
2015-08-19,41.60500717163086
2015-08-20,41.47067642211914
2015-08-21,41.739341735839844
2015-08-24,40.08696746826172
2015-08-25,38.61595916748047
2015-08-26,39.4286994934082
2015-08-27,40.21459197998047
2015-08-28,40.06010437011719
2015-08-31,39.28093338012695
2015-09-01,38.427860260009766
2015-09-02,38.649539947509766
2015-09-03,38.69655990600586
2015-09-04,38.32040786743164
2015-09-08,38.87118911743164
2015-09-09,38.48161315917969
2015-09-10,38.448028564453125
2015-09-11,38.90477752685547
2015-09-14,39.106292724609375
2015-09-15,39.73768997192383
2015-09-16,40.107120513916016
2015-09-17,41.04077911376953
2015-09-18,41.16840362548828
2015-09-21,41.383338928222656
2015-09-22,40.872859954833984
2015-09-23,41.02735900878906
2015-09-24,41.51768493652344
2015-09-25,41.86697769165039
2015-09-28,41.676265716552734
2015-09-29,41.78446578979492
2015-09-30,42.65005111694336
2015-10-01,42.048194885253906
2015-10-02,42.683860778808594
2015-10-05,43.06254577636719
2015-10-06,42.629764556884766
2015-10-07,42.562137603759766
2015-10-08,43.089599609375
2015-10-09,42.6973876953125
2015-10-12,43.0016975402832
2015-10-13,42.981414794921875
2015-10-14,43.15721893310547
2015-10-15,43.569725036621094
2015-10-16,43.468292236328125
2015-10-19,43.941654205322266
2015-10-20,44.25948715209961
2015-10-21,43.96870422363281
2015-10-22,44.69227600097656
2015-10-23,43.65087890625
2015-10-26,43.98898696899414
2015-10-27,43.53590774536133
2015-10-28,41.40578079223633
2015-10-29,41.00680160522461
2015-10-30,40.925655364990234
2015-11-02,41.17585754394531
2015-11-03,40.99327850341797
2015-11-04,41.12176513671875
2015-11-05,40.69573211669922
2015-11-06,39.9383544921875
2015-11-09,40.06683349609375
2015-11-10,40.60782241821289
2015-11-11,41.09471130371094
2015-11-12,40.60782241821289
2015-11-13,40.37113952636719
2015-11-16,40.74306106567383
2015-11-17,39.93159484863281
2015-11-18,40.10064697265625
2015-11-19,40.776878356933594
2015-11-20,40.96623229980469
2015-11-23,40.641632080078125
2015-11-24,40.37113952636719
2015-11-25,40.01950454711914
2015-11-27,40.18856430053711
2015-11-30,40.1412239074707
2015-12-01,40.10064697265625
2015-12-02,39.674617767333984
2015-12-03,39.65433120727539
2015-12-04,40.71602249145508
2015-12-07,40.6010627746582
2015-12-08,40.33733367919922
2015-12-09,40.168277740478516
2015-12-10,39.91130447387695
2015-12-11,40.053314208984375
2015-12-14,40.10740661621094
2015-12-15,40.323814392089844
2015-12-16,41.14881134033203
2015-12-17,41.18262481689453
2015-12-18,40.34410095214844
2015-12-21,39.85044479370117
2015-12-22,40.25617599487305
2015-12-23,40.81745910644531
2015-12-24,40.81745910644531
2015-12-28,40.86479187011719
2015-12-29,41.17835998535156
2015-12-30,41.103370666503906
2015-12-31,40.360374450683594
2016-01-04,40.18315124511719
2016-01-05,40.19679260253906
2016-01-06,39.93093490600586
2016-01-07,39.7332649230957
2016-01-08,39.726436614990234
2016-01-11,40.35355758666992
2016-01-12,40.489891052246094
2016-01-13,40.47625732421875
