Date,DTE.DE
2015-08-24,9.704183578491211
2015-08-25,10.32624626159668
2015-08-26,10.184554100036621
2015-08-27,10.599262237548828
2015-08-28,10.516322135925293
2015-08-31,10.537057876586914
2015-09-01,10.250214576721191
2015-09-02,10.443746566772461
2015-09-03,10.827352523803711
2015-09-04,10.685660362243652
2015-09-07,10.81352710723877
2015-09-08,10.99323558807373
2015-09-09,11.072723388671875
2015-09-10,10.931028366088867
2015-09-11,10.758234024047852
2015-09-14,10.816985130310059
2015-09-15,10.955222129821777
2015-09-16,11.013971328735352
2015-09-17,11.045072555541992
2015-09-18,10.882646560668945
2015-09-21,11.079634666442871
2015-09-22,10.796248435974121
2015-09-23,10.834263801574707
2015-09-24,10.60617446899414
2015-09-25,11.076176643371582
2015-09-28,10.948309898376465
2015-09-29,10.727132797241211
2015-09-30,10.979412078857422
2015-10-01,10.405732154846191
2015-10-02,10.367714881896973
2015-10-05,10.709850311279297
2015-10-06,10.778969764709473
2015-10-07,10.675292015075684
2015-10-08,10.547423362731934
2015-10-09,10.509408950805664
2015-10-12,10.426466941833496
2015-10-13,10.284775733947754
2015-10-14,10.10852336883545
2015-10-15,10.374628067016602
2015-10-16,10.499040603637695
2015-10-19,10.60617446899414
2015-10-20,10.837719917297363
2015-10-21,10.875733375549316
2015-10-22,11.352649688720703
2015-10-23,11.72934341430664
2015-10-26,11.805374145507812
2015-10-27,11.649858474731445
2015-10-28,11.739712715148926
2015-10-29,11.750078201293945
2015-10-30,11.753533363342285
2015-11-02,11.750078201293945
2015-11-03,11.72934341430664
2015-11-04,11.625666618347168
2015-11-05,11.439045906066895
2015-11-06,11.598017692565918
2015-11-09,11.314635276794434
2015-11-10,11.439045906066895
2015-11-11,11.622210502624512
2015-11-12,11.4701509475708
2015-11-13,11.459783554077148
2015-11-16,11.487430572509766
2015-11-17,11.88831615447998
2015-11-18,11.850299835205078
2015-11-19,11.857213973999023
2015-11-20,11.884858131408691
2015-11-23,11.88831615447998
2015-11-24,11.722431182861328
2015-11-25,11.99544906616211
2015-11-26,12.064566612243652
2015-11-27,12.081846237182617
2015-11-30,12.064566612243652
2015-12-01,11.96088981628418
2015-12-02,11.950523376464844
2015-12-03,11.383753776550293
2015-12-04,11.190221786499023
2015-12-07,11.473607063293457
2015-12-08,11.273163795471191
2015-12-09,11.245516777038574
2015-12-10,11.221325874328613
2015-12-11,10.979412078857422
2015-12-14,10.699483871459961
2015-12-15,11.23169231414795
2015-12-16,11.179854393005371
2015-12-17,11.546180725097656
2015-12-18,11.397577285766602
2015-12-21,11.273163795471191
2015-12-22,11.207501411437988
2015-12-23,11.483973503112793
2015-12-25,11.483973503112793
2015-12-28,11.435590744018555
2015-12-29,11.72934341430664
2015-12-30,11.535813331604004
2016-01-04,11.086545944213867
2016-01-05,11.051985740661621
2016-01-06,11.121103286743164
2016-01-07,11.051985740661621
2016-01-08,10.889558792114258
2016-01-11,10.827352523803711
2016-01-12,10.982867240905762
2016-01-13,10.996691703796387
2016-01-14,10.84117603302002
2016-01-15,10.633821487426758
2016-01-18,10.543968200683594
2016-01-19,10.74441146850586
2016-01-20,10.295144081115723
2016-01-21,10.616541862487793
2016-01-22,10.951765060424805
2016-01-25,11.007059097290039
2016-01-26,10.948309898376465
2016-01-27,11.128015518188477
2016-01-28,10.74441146850586
2016-01-29,11.069266319274902
2016-02-01,11.069266319274902
2016-02-02,11.013971328735352
2016-02-03,10.81007194519043
2016-02-04,10.7029390335083
2016-02-05,10.29168701171875
2016-02-08,9.883891105651855
2016-02-09,9.984110832214355
2016-02-10,10.084333419799805
2016-02-11,9.863154411315918
2016-02-12,10.07050895690918
2016-02-15,10.13271427154541
2016-02-16,10.077421188354492
2016-02-17,10.38154125213623
2016-02-18,10.623453140258789
2016-02-19,10.530143737792969
2016-02-22,10.823897361755371
2016-02-23,10.61308765411377
2016-02-24,10.38154125213623
2016-02-25,10.602717399597168
2016-02-26,10.609631538391113
2016-02-29,10.692571640014648
2016-03-01,10.955222129821777
