Date,USIM5.SA
2015-08-24,2.1578938961029053
2015-08-25,2.102965831756592
2015-08-26,2.2677505016326904
2015-08-27,2.4011473655700684
2015-08-28,2.3305253982543945
2015-08-31,2.338372230529785
2015-09-01,2.432534694671631
2015-09-02,2.550238609313965
2015-09-03,2.5110037326812744
2015-09-04,2.7150232791900635
2015-09-08,2.926888942718506
2015-09-09,2.9504294395446777
2015-09-10,3.3270797729492188
2015-09-11,3.6488022804260254
2015-09-14,3.3584678173065186
2015-09-15,3.3349270820617676
2015-09-16,3.476170778274536
2015-09-17,3.4212427139282227
2015-09-18,3.4447832107543945
2015-09-21,3.342773914337158
2015-09-22,3.0681328773498535
2015-09-23,2.5973196029663086
2015-09-24,2.7777979373931885
2015-09-25,2.675788164138794
2015-09-28,2.6836354732513428
2015-09-29,2.6914823055267334
2015-09-30,2.62870717048645
2015-10-01,2.448228359222412
2015-10-02,2.479616403579712
2015-10-05,2.589472532272339
2015-10-06,2.605166435241699
2015-10-07,2.6600944995880127
2015-10-08,2.879807710647583
2015-10-09,2.926888942718506
2015-10-13,2.589472532272339
2015-10-14,2.589472532272339
2015-10-15,2.6365537643432617
2015-10-16,2.613013505935669
2015-10-19,2.518850564956665
2015-10-20,2.4403817653656006
2015-10-21,2.361912727355957
2015-10-22,2.408994436264038
2015-10-23,2.408994436264038
2015-10-26,2.385453701019287
2015-10-27,2.385453701019287
2015-10-28,2.2834439277648926
2015-10-29,2.204974889755249
2015-10-30,2.1814346313476562
2015-11-03,2.299137830734253
2015-11-04,2.2834439277648926
2015-11-05,2.27559757232666
2015-11-06,2.1735875606536865
2015-11-09,2.1343531608581543
2015-11-10,2.118659257888794
2015-11-11,2.1892812252044678
2015-11-12,2.1814346313476562
2015-11-13,2.0637309551239014
2015-11-16,2.000955820083618
2015-11-17,1.9303343296051025
2015-11-18,2.2128219604492188
2015-11-19,2.0715785026550293
2015-11-23,1.977415680885315
2015-11-24,2.05588436126709
2015-11-25,2.032343864440918
2015-11-26,2.008802890777588
2015-11-27,1.9617217779159546
2015-11-30,1.7263150215148926
2015-12-01,1.5929181575775146
2015-12-02,1.6086117029190063
2015-12-03,1.6243056058883667
2015-12-04,1.5536836385726929
2015-12-07,1.4909085035324097
2015-12-08,1.4124395847320557
2015-12-09,1.4359803199768066
2015-12-10,1.4516741037368774
2015-12-11,1.4124395847320557
2015-12-14,1.3653582334518433
2015-12-15,1.3182768821716309
2015-12-16,1.2555018663406372
2015-12-17,1.1927268505096436
2015-12-18,1.13779878616333
2015-12-21,1.2005736827850342
2015-12-22,1.184880018234253
2015-12-23,1.2162673473358154
2015-12-28,1.239808201789856
2015-12-29,1.2162673473358154
2015-12-30,1.2162673473358154
2016-01-04,1.1456454992294312
2016-01-05,1.051482915878296
2016-01-06,0.9573201537132263
2016-01-07,0.9023919105529785
2016-01-08,0.9259325861930847
2016-01-11,0.9416266083717346
2016-01-12,0.9023919105529785
2016-01-13,0.808229386806488
2016-01-14,0.8160762786865234
2016-01-15,0.7533010840415955
2016-01-18,0.8003824353218079
2016-01-19,0.7925356030464172
2016-01-20,0.8003824353218079
2016-01-21,0.7689949870109558
2016-01-22,0.7846887707710266
2016-01-26,0.7611480951309204
2016-01-27,0.7062197923660278
2016-01-28,0.674832284450531
2016-01-29,0.6669855117797852
2016-02-01,0.7533010840415955
2016-02-02,0.7376073598861694
2016-02-03,0.7533010840415955
2016-02-04,0.8003824353218079
2016-02-05,0.7925356030464172
2016-02-10,0.7611480951309204
2016-02-11,0.6669855117797852
2016-02-12,0.6669855117797852
2016-02-15,0.7062197923660278
2016-02-16,0.7689949870109558
2016-02-17,0.7846887707710266
2016-02-18,0.6826791167259216
2016-02-19,0.690526008605957
2016-02-22,0.714066743850708
2016-02-23,0.729760468006134
2016-02-24,0.714066743850708
2016-02-25,0.7219136953353882
2016-02-26,0.6983729600906372
2016-02-29,0.7062197923660278
2016-03-01,0.714066743850708
2016-03-02,0.7376073598861694
2016-03-03,0.9965546727180481
2016-03-04,1.0671765804290771
2016-03-07,1.1456454992294312
2016-03-08,1.2162673473358154
2016-03-09,1.506602168083191
2016-03-10,1.6556930541992188
2016-03-11,1.5850712060928345
2016-03-14,1.4516741037368774
2016-03-15,1.224114179611206
2016-03-16,1.3575116395950317
2016-03-17,1.4987554550170898
2016-03-18,1.4987554550170898
2016-03-21,1.530143141746521
2016-03-22,1.506602168083191
2016-03-23,1.381052017211914
2016-03-24,1.4359803199768066
2016-03-28,1.459520936012268
2016-03-29,1.428133487701416
2016-03-30,1.4359803199768066
2016-03-31,1.4202862977981567
2016-04-01,1.4045926332473755
2016-04-04,1.2947362661361694
2016-04-05,1.2555018663406372
2016-04-06,1.13779878616333
2016-04-07,1.1534923315048218
2016-04-08,1.3182768821716309
2016-04-11,1.4045926332473755
2016-04-12,1.5615304708480835
2016-04-13,1.7420088052749634
2016-04-14,1.5693775415420532
2016-04-15,1.647845983505249
2016-04-18,1.6243056058883667
2016-04-19,1.7969368696212769
2016-04-20,1.9695688486099243
2016-04-22,2.0401904582977295
2016-04-25,1.8283246755599976
2016-04-26,1.8832532167434692
2016-04-27,2.0244970321655273
2016-04-28,1.9303343296051025
2016-04-29,1.9617217779159546
2016-05-02,1.9538748264312744
2016-05-03,1.804783821105957
2016-05-04,1.906793475151062
2016-05-05,1.8518651723861694
2016-05-06,1.8283246755599976
2016-05-09,1.6635398864746094
2016-05-10,1.8283246755599976
2016-05-11,1.8675590753555298
2016-05-12,1.820477843284607
2016-05-13,1.718468189239502
2016-05-16,1.7106213569641113
2016-05-17,1.6949275732040405
2016-05-18,1.5929181575775146
2016-05-19,1.4752147197723389
2016-05-20,1.4359803199768066
2016-05-23,1.3653582334518433
2016-05-24,1.3339710235595703
2016-05-25,1.3653582334518433
2016-05-27,1.3339710235595703
2016-05-30,1.3025832176208496
2016-05-31,1.3104300498962402
2016-06-01,1.3025832176208496
2016-06-02,1.349664568901062
2016-06-03,1.428133487701416
2016-06-06,1.506602168083191
2016-06-07,1.4752147197723389
2016-06-08,1.647845983505249
2016-06-09,1.5615304708480835
2016-06-10,1.4045926332473755
2016-06-13,1.3888989686965942
2016-06-14,1.3104300498962402
2016-06-15,1.6086117029190063
2016-06-16,1.5772241353988647
2016-06-17,1.616458773612976
2016-06-20,1.6321525573730469
2016-06-21,1.6556930541992188
2016-06-22,1.6792339086532593
2016-06-23,1.7341620922088623
2016-06-24,1.6086117029190063
2016-06-27,1.5850712060928345
2016-06-28,1.6086117029190063
2016-06-29,1.5850712060928345
2016-06-30,1.5458368062973022
2016-07-01,1.6321525573730469
2016-07-04,1.6635398864746094
2016-07-05,1.5929181575775146
2016-07-06,1.6243056058883667
2016-07-07,1.5850712060928345
2016-07-08,1.6007648706436157
2016-07-11,1.6243056058883667
2016-07-12,1.671386957168579
2016-07-13,1.6870808601379395
2016-07-14,1.7027744054794312
2016-07-15,1.8440184593200684
2016-07-18,1.9852625131607056
2016-07-19,1.898946762084961
2016-07-20,1.9538748264312744
2016-07-21,2.1500468254089355
2016-07-22,2.204974889755249
2016-07-25,2.25205659866333
2016-07-26,2.385453701019287
2016-07-27,2.5973196029663086
2016-07-28,2.6600944995880127
2016-07-29,2.942582845687866
2016-08-01,3.013204336166382
2016-08-02,2.832726240158081
2016-08-03,3.1073672771453857
2016-08-04,3.1073672771453857
2016-08-05,3.0288984775543213
2016-08-08,2.8876547813415527
2016-08-09,2.9818170070648193
2016-08-10,2.879807710647583
2016-08-11,2.966123580932617
2016-08-12,2.919041872024536
2016-08-15,3.0916736125946045
2016-08-16,3.036745071411133
2016-08-17,3.0681328773498535
2016-08-18,3.0445923805236816
2016-08-19,3.013204336166382
2016-08-22,2.832726240158081
2016-08-23,2.926888942718506
2016-08-24,2.6914823055267334
2016-08-25,2.6365537643432617
2016-08-26,2.809185266494751
2016-08-29,2.6914823055267334
2016-08-30,2.652247905731201
2016-08-31,2.722870111465454
2016-09-01,2.699329137802124
2016-09-02,2.9739701747894287
2016-09-05,3.0210516452789307
2016-09-06,3.060286283493042
2016-09-08,3.170142412185669
2016-09-09,3.0210516452789307
2016-09-12,3.0524392127990723
2016-09-13,2.8170323371887207
2016-09-14,2.8013384342193604
2016-09-15,2.785644769668579
2016-09-16,2.6836354732513428
2016-09-19,2.6444008350372314
2016-09-20,2.6679420471191406
2016-09-21,2.8641140460968018
2016-09-22,2.832726240158081
2016-09-23,2.8013384342193604
2016-09-26,2.769951343536377
2016-09-27,2.6914823055267334
2016-09-28,2.8641140460968018
2016-09-29,2.8641140460968018
2016-09-30,2.769951343536377
2016-10-03,2.8013384342193604
2016-10-04,2.809185266494751
2016-10-05,2.919041872024536
2016-10-06,2.8641140460968018
2016-10-07,2.942582845687866
2016-10-10,2.966123580932617
2016-10-11,2.9111952781677246
2016-10-13,2.785644769668579
2016-10-14,2.793491840362549
2016-10-17,2.809185266494751
2016-10-18,2.8641140460968018
2016-10-19,2.8876547813415527
2016-10-20,2.919041872024536
2016-10-21,3.1073672771453857
2016-10-24,3.2015297412872314
2016-10-25,3.279999256134033
2016-10-26,3.2250709533691406
2016-10-27,3.2643051147460938
2016-10-28,3.633108615875244
2016-10-31,3.5389463901519775
2016-11-01,3.350620746612549
2016-11-03,3.1387550830841064
2016-11-04,3.0445923805236816
2016-11-07,3.3192334175109863
2016-11-08,3.342773914337158
2016-11-09,3.3584678173065186
2016-11-10,3.3349270820617676
2016-11-11,3.0759799480438232
2016-11-14,3.3113861083984375
2016-11-16,3.1073672771453857
2016-11-17,3.0916736125946045
2016-11-18,3.1309077739715576
2016-11-21,3.209376811981201
2016-11-22,3.303539514541626
2016-11-23,3.5546398162841797
2016-11-24,3.460477113723755
2016-11-25,3.4840176105499268
2016-11-28,3.5938737392425537
2016-11-29,3.374161720275879
2016-11-30,3.256458044052124
2016-12-01,3.1544482707977295
2016-12-02,3.1152143478393555
