Date,MGAM.L
2016-03-21,240.0567626953125
2016-03-22,243.54454040527344
2016-03-23,235.5725555419922
2016-03-24,229.19491577148438
2016-03-29,228.09877014160156
2016-03-30,233.180908203125
2016-03-31,226.4047088623047
2016-04-01,223.31561279296875
2016-04-04,223.1162872314453
2016-04-05,216.0411376953125
2016-04-06,211.8558349609375
2016-04-07,209.8628692626953
2016-04-08,213.6495361328125
2016-04-11,212.25440979003906
2016-04-12,214.44671630859375
2016-04-13,222.1197509765625
2016-04-14,219.92747497558594
2016-04-15,219.92747497558594
2016-04-18,220.1267852783203
2016-04-19,226.3050994873047
2016-04-20,225.70718383789062
2016-04-21,224.71067810058594
2016-04-22,223.21592712402344
2016-04-25,231.68617248535156
2016-04-26,227.8994598388672
2016-04-27,234.6757049560547
2016-04-28,235.0742645263672
2016-04-29,235.0742645263672
2016-05-03,227.99913024902344
2016-05-04,224.91000366210938
2016-05-05,224.28199768066406
2016-05-06,231.25967407226562
2016-05-09,235.4462432861328
2016-05-10,240.03158569335938
2016-05-11,239.0347442626953
2016-05-12,238.03793334960938
2016-05-13,233.95101928710938
2016-05-16,235.6456298828125
2016-05-17,243.321044921875
2016-05-18,246.4111328125
2016-05-19,240.03158569335938
2016-05-20,237.8385772705078
2016-05-23,244.21815490722656
2016-05-24,250.0993194580078
2016-05-25,252.8904266357422
2016-05-26,250.5977020263672
2016-05-27,248.50445556640625
2016-05-31,248.80348205566406
2016-06-01,242.9222869873047
2016-06-02,244.51718139648438
2016-06-03,241.4270782470703
2016-06-06,248.50445556640625
2016-06-07,251.19580078125
2016-06-08,250.1990203857422
2016-06-09,247.5076141357422
2016-06-10,242.82266235351562
2016-06-13,235.6456298828125
2016-06-14,231.85775756835938
2016-06-15,237.7388916015625
2016-06-16,228.26919555664062
2016-06-17,242.2245635986328
2016-06-20,253.68783569335938
2016-06-21,258.6719055175781
2016-06-22,258.6719055175781
2016-06-23,266.64630126953125
2016-06-24,252.8904266357422
2016-06-27,209.4295196533203
2016-06-28,219.3976593017578
2016-06-29,223.28517150878906
2016-06-30,231.3593292236328
2016-07-01,231.95742797851562
2016-07-04,222.78675842285156
2016-07-05,217.3043212890625
2016-07-06,216.805908203125
2016-07-07,223.08580017089844
2016-07-08,232.1567840576172
2016-07-11,243.71978759765625
2016-07-12,250.79708862304688
2016-07-13,247.00926208496094
2016-07-14,251.0961456298828
2016-07-15,248.60411071777344
2016-07-18,248.70379638671875
2016-07-19,249.70062255859375
2016-07-20,249.2022247314453
2016-07-21,252.79071044921875
2016-07-22,249.70062255859375
2016-07-25,250.39837646484375
2016-07-26,252.0929412841797
2016-07-27,274.7205505371094
2016-07-28,274.1224365234375
2016-07-29,273.1256408691406
2016-08-01,268.5402526855469
2016-08-02,265.1512145996094
2016-08-03,266.24761962890625
2016-08-04,269.935791015625
2016-08-05,274.1224365234375
2016-08-08,280.90069580078125
2016-08-09,281.5985107421875
2016-08-10,283.5921936035156
2016-08-11,285.2866516113281
2016-08-12,286.7818908691406
2016-08-15,285.0872802734375
2016-08-16,286.28350830078125
2016-08-17,286.7818908691406
2016-08-18,290.66943359375
2016-08-19,293.7596130371094
2016-08-22,288.3768005371094
2016-08-23,289.1742248535156
2016-08-24,293.3608703613281
2016-08-25,290.1708984375
2016-08-26,291.06817626953125
2016-08-30,288.0777587890625
2016-08-31,284.8879699707031
2016-09-01,292.6630554199219
2016-09-02,292.364013671875
2016-09-05,292.76275634765625
2016-09-06,292.0649719238281
2016-09-07,300.9366149902344
2016-09-08,304.52508544921875
2016-09-09,296.3512268066406
2016-09-12,287.0809631347656
2016-09-13,286.58251953125
2016-09-14,284.6885986328125
2016-09-15,288.8751220703125
2016-09-16,286.4828796386719
2016-09-19,286.1838073730469
2016-09-20,284.6885986328125
2016-09-21,283.79150390625
2016-09-22,283.49237060546875
2016-09-23,281.49871826171875
2016-09-26,281.8974914550781
2016-09-27,275.4183044433594
2016-09-28,282.096923828125
2016-09-29,282.6949768066406
2016-09-30,288.6758728027344
2016-10-03,295.055419921875
2016-10-04,293.4605407714844
2016-10-05,298.1454772949219
2016-10-06,298.4445495605469
2016-10-07,293.7596130371094
2016-10-10,296.1519775390625
2016-10-11,293.1614990234375
2016-10-12,295.4541320800781
2016-10-13,297.049072265625
2016-10-14,298.04583740234375
2016-10-17,294.0586242675781
2016-10-18,296.5506286621094
2016-10-19,288.177490234375
2016-10-20,282.39593505859375
2016-10-21,281.10009765625
2016-10-24,279.4054870605469
2016-10-25,277.11279296875
2016-10-26,268.3409423828125
2016-10-27,267.7428894042969
2016-10-28,269.3377685546875
2016-10-31,271.63037109375
2016-11-01,271.63037109375
2016-11-02,267.6431884765625
2016-11-03,266.98516845703125
2016-11-04,257.9128723144531
2016-11-07,265.7887878417969
2016-11-08,266.58636474609375
2016-11-09,272.069580078125
2016-11-10,277.5528564453125
2016-11-11,266.2873229980469
2016-11-14,274.4623107910156
2016-11-15,276.3565368652344
2016-11-16,281.2416076660156
2016-11-17,280.64349365234375
2016-11-18,281.0422058105469
2016-11-21,279.84588623046875
2016-11-22,285.82763671875
2016-11-23,286.7249755859375
2016-11-24,283.43499755859375
2016-11-25,283.6343078613281
2016-11-28,281.1419982910156
2016-11-29,280.4440612792969
2016-11-30,281.34136962890625
2016-12-01,285.82763671875
2016-12-02,280.14495849609375
2016-12-05,288.41973876953125
2016-12-06,286.7249755859375
2016-12-07,288.41973876953125
2016-12-08,291.0118408203125
2016-12-09,294.1023254394531
2016-12-12,296.5948181152344
2016-12-13,292.70672607421875
2016-12-14,289.91510009765625
2016-12-15,290.7127685546875
2016-12-16,293.10540771484375
2016-12-19,291.8094177246094
2016-12-20,286.625244140625
2016-12-21,287.721923828125
2016-12-22,289.41668701171875
2016-12-23,289.6160888671875
2016-12-28,293.00579833984375
2016-12-29,287.223388671875
2016-12-30,284.5316162109375
2017-01-03,282.93646240234375
2017-01-04,285.82763671875
2017-01-05,290.1146240234375
2017-01-06,287.1236572265625
2017-01-09,289.516357421875
2017-01-10,290.1146240234375
2017-01-11,296.49505615234375
2017-01-12,287.92132568359375
2017-01-13,289.1175537109375
2017-01-16,287.4228210449219
2017-01-17,296.3953857421875
2017-01-18,298.9874572753906
2017-01-19,299.0872497558594
2017-01-20,299.1869201660156
2017-01-23,299.6853332519531
2017-01-24,302.0780029296875
2017-01-25,300.0840759277344
2017-01-26,300.8816833496094
2017-01-27,300.0840759277344
2017-01-30,300.0840759277344
2017-01-31,300.2835388183594
2017-02-01,308.3588562011719
2017-02-02,305.9661865234375
2017-02-03,310.0537109375
2017-02-06,309.0567626953125
2017-02-07,310.65191650390625
2017-02-08,307.5613708496094
2017-02-09,299.6853332519531
2017-02-10,298.9874572753906
2017-02-13,298.489013671875
2017-02-14,298.9874572753906
2017-02-15,302.3771057128906
2017-02-16,296.6945495605469
2017-02-17,298.0902404785156
2017-02-20,295.9966125488281
2017-02-21,299.28662109375
2017-02-22,298.2896728515625
2017-02-23,318.0294189453125
2017-02-24,308.7577209472656
2017-02-27,311.05072021484375
2017-02-28,310.65191650390625
2017-03-01,319.923583984375
2017-03-02,324.2105407714844
2017-03-03,319.7242431640625
2017-03-06,318.9266052246094
2017-03-07,316.4342956542969
2017-03-08,317.92974853515625
2017-03-09,311.8482360839844
2017-03-10,314.0415344238281
2017-03-13,311.1502990722656
2017-03-14,306.16558837890625
2017-03-15,306.86346435546875
2017-03-16,305.0689392089844
2017-03-17,306.0658874511719
2017-03-20,307.6609802246094
2017-03-21,302.0780029296875
2017-03-22,300.2835388183594
2017-03-23,308.05975341796875
2017-03-24,310.2531433105469
2017-03-27,309.8542785644531
2017-03-28,314.8390808105469
2017-03-29,314.3405456542969
2017-03-30,318.52783203125
2017-03-31,309.0567626953125
2017-04-03,311.9479675292969
2017-04-04,313.74249267578125
2017-04-05,313.94183349609375
2017-04-06,316.8329772949219
2017-04-07,320.4219970703125
2017-04-10,318.228759765625
2017-04-11,321.2197265625
2017-04-12,325.7059326171875
2017-04-13,324.2105407714844
2017-04-18,323.01422119140625
2017-04-19,323.01422119140625
2017-04-20,324.9084167480469
2017-04-21,325.1077575683594
2017-04-24,327.0019836425781
2017-04-25,327.50048828125
2017-04-26,332.78436279296875
2017-04-27,332.9837646484375
2017-04-28,332.9837646484375
2017-05-02,337.37030029296875
2017-05-03,331.687744140625
2017-05-04,327.4696350097656
2017-05-05,311.7143859863281
2017-05-08,313.3099670410156
2017-05-09,314.10760498046875
2017-05-10,311.7143859863281
2017-05-11,312.4125061035156
2017-05-12,310.8169250488281
2017-05-15,306.1303405761719
2017-05-16,305.3325500488281
2017-05-17,299.5489501953125
2017-05-18,293.1671142578125
2017-05-19,298.7513122558594
2017-05-22,298.8509826660156
2017-05-23,300.2471008300781
2017-05-24,299.84814453125
2017-05-25,298.5518493652344
2017-05-26,299.84814453125
2017-05-30,301.9422302246094
2017-05-31,297.75408935546875
2017-06-01,296.9563293457031
2017-06-02,297.3552551269531
2017-06-05,293.1671142578125
2017-06-06,287.383544921875
2017-06-07,286.08721923828125
2017-06-08,285.0901184082031
2017-06-09,286.5858459472656
2017-06-12,283.2951354980469
2017-06-13,290.77398681640625
2017-06-14,294.8623352050781
2017-06-15,295.26116943359375
2017-06-16,307.4265441894531
2017-06-19,299.64874267578125
2017-06-20,296.05889892578125
2017-06-21,288.4804382324219
2017-06-22,290.474853515625
2017-06-23,290.474853515625
2017-06-26,290.88360595703125
2017-06-27,288.7077941894531
2017-06-28,285.4889221191406
2017-06-29,281.1013488769531
2017-06-30,282.89630126953125
2017-07-03,284.691162109375
2017-07-04,283.19549560546875
2017-07-05,288.1812438964844
2017-07-06,284.79095458984375
2017-07-07,286.8849792480469
2017-07-10,286.9847106933594
2017-07-11,284.3921203613281
2017-07-12,284.691162109375
2017-07-13,287.2838439941406
2017-07-14,290.075927734375
2017-07-17,291.97052001953125
2017-07-18,291.5716552734375
2017-07-19,295.3609313964844
2017-07-20,298.5518493652344
2017-07-21,297.6543884277344
2017-07-24,294.7625732421875
2017-07-25,295.95916748046875
2017-07-26,297.1557922363281
2017-07-27,291.0731201171875
2017-07-28,296.05889892578125
2017-07-31,298.5518493652344
2017-08-01,297.6543884277344
2017-08-02,296.9563293457031
2017-08-03,298.95068359375
2017-08-04,300.9450378417969
2017-08-07,301.6430358886719
2017-08-08,304.7342529296875
2017-08-09,302.4407653808594
2017-08-10,299.1501770019531
2017-08-11,297.9534912109375
2017-08-14,296.15863037109375
2017-08-15,292.6685791015625
2017-08-16,296.2583312988281
2017-08-17,294.96209716796875
2017-08-18,291.2724914550781
2017-08-21,289.5773010253906
2017-08-22,294.56317138671875
2017-08-23,295.26116943359375
2017-08-24,294.1642150878906
2017-08-25,299.1501770019531
2017-08-29,294.36376953125
2017-08-30,296.7569885253906
2017-08-31,299.2498779296875
2017-09-01,298.3524169921875
2017-09-04,295.3609313964844
2017-09-05,296.15863037109375
2017-09-06,291.17279052734375
2017-09-07,295.1614685058594
2017-09-08,292.6685791015625
2017-09-11,292.9676818847656
2017-09-12,297.1557922363281
2017-09-13,297.1557922363281
2017-09-14,292.2697448730469
2017-09-15,290.27532958984375
2017-09-18,294.6628723144531
2017-09-19,297.6543884277344
2017-09-20,296.457763671875
2017-09-21,297.9534912109375
2017-09-22,300.047607421875
2017-09-25,299.1501770019531
2017-09-26,306.1303405761719
2017-09-27,308.5235290527344
2017-09-28,311.41522216796875
2017-09-29,310.21868896484375
2017-10-02,314.10760498046875
2017-10-03,305.8311462402344
2017-10-04,310.6175537109375
2017-10-05,312.11328125
2017-10-06,311.91387939453125
2017-10-09,307.92523193359375
2017-10-10,306.6288757324219
2017-10-11,309.2215270996094
2017-10-12,305.7314453125
2017-10-13,303.8368225097656
2017-10-16,303.6373596191406
2017-10-17,299.64874267578125
2017-10-18,302.54046630859375
2017-10-19,300.4464111328125
2017-10-20,300.6458740234375
2017-10-23,302.1416015625
2017-10-24,301.5433044433594
2017-10-25,304.833984375
2017-10-26,304.9336853027344
2017-10-27,305.13311767578125
2017-10-30,315.4039611816406
2017-10-31,313.1104736328125
2017-11-01,316.6005859375
2017-11-02,319.53253173828125
2017-11-03,324.1201171875
2017-11-06,319.6323547363281
2017-11-07,319.1336975097656
2017-11-08,326.0149841308594
2017-11-09,319.33319091796875
2017-11-10,320.1309509277344
2017-11-13,319.1336975097656
2017-11-14,321.12823486328125
2017-11-15,322.0258483886719
2017-11-16,324.1201171875
2017-11-17,321.8263854980469
2017-11-20,325.1174621582031
2017-11-21,327.9098815917969
2017-11-22,328.5082702636719
2017-11-23,325.01776123046875
2017-11-24,326.1147155761719
2017-11-27,323.42205810546875
2017-11-28,327.0122985839844
2017-11-29,325.6161193847656
2017-11-30,315.9424133300781
2017-12-01,314.6459045410156
2017-12-04,317.5380554199219
2017-12-05,318.73480224609375
2017-12-06,321.72662353515625
2017-12-07,318.4355773925781
2017-12-08,322.0258483886719
2017-12-11,327.1120300292969
2017-12-12,329.10662841796875
2017-12-13,324.4143981933594
2017-12-14,320.5298767089844
2017-12-15,320.9288024902344
2017-12-18,329.2063293457031
2017-12-19,330.004150390625
2017-12-20,330.30340576171875
2017-12-21,334.6914367675781
2017-12-22,331.10113525390625
2017-12-27,335.5890808105469
2017-12-28,333.3949890136719
2017-12-29,336.3868713378906
2018-01-02,337.0849304199219
2018-01-03,340.0768737792969
2018-01-04,345.06329345703125
2018-01-05,344.2655029296875
2018-01-08,343.66705322265625
2018-01-09,343.0687561035156
2018-01-10,342.0714111328125
2018-01-11,345.06329345703125
2018-01-12,346.260009765625
2018-01-15,356.2330017089844
2018-01-16,365.2086181640625
2018-01-17,358.2275695800781
2018-01-18,357.0308532714844
2018-01-19,354.6373596191406
2018-01-22,351.0470886230469
2018-01-23,347.8557434082031
2018-01-24,348.05511474609375
2018-01-25,350.6480712890625
2018-01-26,352.4432678222656
2018-01-29,348.05511474609375
2018-01-30,345.4622802734375
2018-01-31,345.6617126464844
2018-02-01,342.2709045410156
2018-02-02,341.87200927734375
2018-02-05,335.688720703125
2018-02-06,328.9071350097656
2018-02-07,333.2952880859375
2018-02-08,331.6995849609375
2018-02-09,328.5082702636719
2018-02-12,331.89898681640625
2018-02-13,327.7104797363281
2018-02-14,330.30340576171875
2018-02-15,332.09857177734375
2018-02-16,335.09039306640625
2018-02-19,333.6942138671875
2018-02-20,340.8746643066406
2018-02-21,338.082275390625
2018-02-22,339.27899169921875
2018-02-23,339.0795593261719
2018-02-26,337.4838562011719
2018-02-27,338.48114013671875
2018-02-28,337.0849304199219
2018-03-01,333.2952880859375
2018-03-02,319.1336975097656
2018-03-05,324.3196105957031
2018-03-06,327.9098815917969
2018-03-07,327.1120300292969
2018-03-08,326.314208984375
2018-03-09,333.49462890625
2018-03-12,334.0930480957031
2018-03-13,335.09039306640625
2018-03-14,331.5001220703125
2018-03-15,334.49200439453125
2018-03-16,333.2952880859375
2018-03-19,330.9018249511719
2018-03-20,332.09857177734375
2018-03-21,330.7023010253906
2018-03-22,322.5245056152344
2018-03-23,318.136474609375
2018-03-26,312.5515441894531
2018-03-27,318.136474609375
2018-03-28,314.5461730957031
2018-03-29,317.5380554199219
2018-04-03,314.1471862792969
2018-04-04,315.3440246582031
2018-04-05,322.9234619140625
2018-04-06,320.1309509277344
2018-04-09,321.12823486328125
2018-04-10,325.1174621582031
2018-04-11,324.51904296875
2018-04-12,327.1120300292969
2018-04-13,323.5218200683594
2018-04-16,324.51904296875
2018-04-17,323.72119140625
2018-04-18,331.10113525390625
2018-04-19,337.4838562011719
2018-04-20,341.67254638671875
2018-04-23,346.0606689453125
2018-04-24,343.26812744140625
2018-04-25,338.48114013671875
2018-04-26,337.683349609375
2018-04-27,338.48114013671875
2018-04-30,342.0714111328125
2018-05-01,344.8638610839844
2018-05-02,343.8666076660156
2018-05-03,337.1534118652344
2018-05-04,339.3478698730469
2018-05-08,344.1358947753906
2018-05-09,343.13836669921875
2018-05-10,342.5398864746094
2018-05-11,344.1358947753906
2018-05-14,341.5423889160156
2018-05-15,336.35540771484375
2018-05-16,336.5549621582031
2018-05-17,340.744384765625
2018-05-18,346.5299072265625
2018-05-21,348.32537841796875
2018-05-22,347.92633056640625
2018-05-23,345.3328857421875
2018-05-24,344.33538818359375
2018-05-25,341.3428649902344
2018-05-29,332.9638977050781
2018-05-30,335.7568359375
2018-05-31,341.14337158203125
2018-06-01,346.5299072265625
2018-06-04,346.1309509277344
2018-06-05,344.7344055175781
2018-06-06,347.12841796875
2018-06-07,345.1333312988281
2018-06-08,343.13836669921875
2018-06-11,347.3278503417969
2018-06-12,343.13836669921875
2018-06-13,343.13836669921875
2018-06-14,341.14337158203125
2018-06-15,337.75189208984375
2018-06-18,339.7469177246094
2018-06-19,332.1659851074219
2018-06-20,332.7644348144531
2018-06-21,325.7819519042969
2018-06-22,331.7669677734375
2018-06-25,326.3804626464844
2018-06-26,322.78936767578125
2018-06-27,324.78448486328125
2018-06-28,320.9939880371094
2018-06-29,325.7819519042969
2018-07-02,321.991455078125
2018-07-03,321.991455078125
2018-07-04,317.2034912109375
2018-07-05,317.8020324707031
2018-07-06,316.60504150390625
2018-07-09,318.7994689941406
2018-07-10,319.99652099609375
2018-07-11,321.3930358886719
2018-07-12,327.7769775390625
2018-07-13,336.7543640136719
2018-07-16,339.5473937988281
2018-07-17,355.1083068847656
2018-07-18,358.8987731933594
2018-07-19,359.497314453125
2018-07-20,355.3078308105469
2018-07-23,352.3153381347656
2018-07-24,350.3203125
2018-07-25,348.7243347167969
2018-07-26,354.1108093261719
2018-07-27,359.6968078613281
2018-07-30,361.09332275390625
2018-07-31,355.90631103515625
2018-08-01,351.9162902832031
2018-08-02,347.7268981933594
2018-08-03,350.5198974609375
2018-08-06,359.497314453125
2018-08-07,362.09075927734375
2018-08-08,360.0958251953125
2018-08-09,360.49481201171875
2018-08-10,357.7017822265625
2018-08-13,354.5098876953125
2018-08-14,349.9213562011719
2018-08-15,346.7293701171875
2018-08-16,350.1208801269531
2018-08-17,349.3228759765625
2018-08-20,349.3228759765625
2018-08-21,352.1158447265625
2018-08-22,353.1133728027344
2018-08-23,350.91888427734375
2018-08-24,349.1233215332031
2018-08-28,352.7143249511719
2018-08-29,348.7243347167969
2018-08-30,342.93890380859375
2018-08-31,339.1484680175781
2018-09-03,339.7469177246094
2018-09-04,339.7469177246094
2018-09-05,337.3529052734375
2018-09-06,333.761962890625
2018-09-07,328.7744140625
2018-09-10,328.9739074707031
2018-09-11,327.3780212402344
2018-09-12,326.57989501953125
2018-09-13,323.7869873046875
2018-09-14,325.7819519042969
2018-09-17,322.1910095214844
2018-09-18,323.7869873046875
2018-09-19,325.1834716796875
2018-09-20,326.77947998046875
2018-09-21,327.3780212402344
2018-09-24,332.7644348144531
2018-09-25,332.5649108886719
2018-09-26,334.75946044921875
2018-09-27,331.7669677734375
2018-09-28,331.36798095703125
2018-10-01,337.9513854980469
2018-10-02,332.3654479980469
2018-10-03,334.9589538574219
2018-10-04,334.3604736328125
2018-10-05,331.7669677734375
2018-10-08,317.2034912109375
2018-10-09,314.0115051269531
2018-10-10,301.2435302734375
2018-10-11,287.8771667480469
2018-10-12,284.2861022949219
2018-10-15,278.30120849609375
2018-10-16,291.2685852050781
2018-10-17,289.47314453125
2018-10-18,290.27117919921875
2018-10-19,278.89971923828125
2018-10-22,275.9071960449219
2018-10-23,270.3212585449219
2018-10-24,268.12664794921875
2018-10-25,275.1091613769531
2018-10-26,271.3187255859375
2018-10-29,273.9122314453125
2018-10-30,274.5107421875
2018-10-31,275.3087463378906
2018-11-01,270.958984375
2018-11-02,278.3415222167969
2018-11-05,272.7547607421875
2018-11-06,273.35333251953125
2018-11-07,274.5505065917969
2018-11-08,274.5505065917969
2018-11-09,272.7547607421875
2018-11-12,269.1631774902344
2018-11-13,272.5552062988281
2018-11-14,272.5552062988281
2018-11-15,271.9566345214844
2018-11-16,271.5575866699219
2018-11-19,265.3722229003906
2018-11-20,261.38165283203125
2018-11-21,273.9519348144531
2018-11-22,270.5599365234375
2018-11-23,272.7547607421875
2018-11-26,273.35333251953125
2018-11-27,275.3486022949219
2018-11-28,277.3438720703125
2018-11-29,276.3463134765625
2018-11-30,273.9519348144531
2018-12-03,272.9542541503906
2018-12-04,271.3580322265625
2018-12-05,264.37457275390625
2018-12-06,255.39578247070312
2018-12-07,254.398193359375
2018-12-10,245.8184814453125
2018-12-11,252.20335388183594
2018-12-12,257.7901916503906
2018-12-13,256.79248046875
2018-12-14,252.4028778076172
2018-12-17,248.61184692382812
2018-12-18,250.4076385498047
2018-12-19,247.4147186279297
2018-12-20,249.4099578857422
2018-12-21,249.80902099609375
2018-12-24,253.40052795410156
2018-12-27,245.8184814453125
2018-12-28,261.18206787109375
2018-12-31,262.5787658691406
2019-01-02,260.18450927734375
2019-01-03,253.40052795410156
2019-01-04,256.79248046875
2019-01-07,260.78302001953125
2019-01-08,265.7712707519531
2019-01-09,271.3580322265625
2019-01-10,269.36279296875
2019-01-11,270.3604431152344
2019-01-14,264.17498779296875
2019-01-15,263.9754638671875
2019-01-16,265.3722229003906
2019-01-17,262.7783203125
2019-01-18,268.36517333984375
2019-01-21,269.36279296875
2019-01-22,266.5693664550781
2019-01-23,264.97314453125
2019-01-24,262.9779052734375
2019-01-25,263.9754638671875
2019-01-28,260.38397216796875
2019-01-29,263.9754638671875
2019-01-30,268.36517333984375
2019-01-31,266.1703186035156
2019-02-01,269.36279296875
2019-02-04,268.16552734375
2019-02-05,268.36517333984375
2019-02-06,269.9613342285156
2019-02-07,266.9684143066406
2019-02-08,265.5717468261719
2019-02-11,267.16796875
2019-02-12,270.160888671875
2019-02-13,271.15850830078125
2019-02-14,271.9566345214844
2019-02-15,274.3509521484375
2019-02-18,278.3415222167969
2019-02-19,270.3604431152344
2019-02-20,273.5528869628906
2019-02-21,271.5575866699219
2019-02-22,269.36279296875
2019-02-25,267.3674621582031
2019-02-26,264.97314453125
2019-02-27,259.3863830566406
2019-02-28,257.39111328125
2019-03-01,270.5599365234375
2019-03-04,273.9519348144531
2019-03-05,273.5528869628906
2019-03-06,273.5528869628906
2019-03-07,268.16552734375
2019-03-08,263.1773681640625
2019-03-11,263.376953125
2019-03-12,266.3698425292969
2019-03-13,267.5670471191406
2019-03-14,266.9684143066406
2019-03-15,273.1537780761719
2019-03-18,268.76416015625
2019-03-19,274.15142822265625
2019-03-20,270.3604431152344
2019-03-21,269.9613342285156
2019-03-22,252.80194091796875
2019-03-25,242.4264678955078
2019-03-26,238.83497619628906
2019-03-27,238.6354522705078
2019-03-28,236.44065856933594
2019-03-29,242.4264678955078
2019-04-01,246.217529296875
2019-04-02,251.20571899414062
2019-04-03,254.7971954345703
2019-04-04,254.7971954345703
2019-04-05,255.994384765625
2019-04-08,255.994384765625
2019-04-09,262.1796875
2019-04-10,264.7736511230469
2019-04-11,268.9637145996094
2019-04-12,276.3463134765625
2019-04-15,275.3486022949219
2019-04-16,273.9519348144531
2019-04-17,270.75946044921875
2019-04-18,272.355712890625
2019-04-23,275.3486022949219
2019-04-24,274.3509521484375
2019-04-25,275.3486022949219
2019-04-26,276.54571533203125
2019-04-29,279.5386962890625
2019-04-30,278.7405090332031
2019-05-01,280.5363464355469
2019-05-02,274.21966552734375
2019-05-03,263.8415832519531
2019-05-07,258.6526184082031
2019-05-08,261.047607421875
2019-05-09,258.45306396484375
2019-05-10,258.25341796875
2019-05-13,256.457275390625
