Date,EVRG
2015-08-03,26.406747817993164
2015-08-04,26.0711612701416
2015-08-05,26.029212951660156
2015-08-06,26.022218704223633
2015-08-07,26.560565948486328
2015-08-10,26.42073631286621
2015-08-11,26.777299880981445
2015-08-12,27.168819427490234
2015-08-13,27.434492111206055
2015-08-14,27.784059524536133
2015-08-17,27.874954223632812
2015-08-18,27.637250900268555
2015-08-19,27.665210723876953
2015-08-20,27.434492111206055
2015-08-21,27.0429744720459
2015-08-24,25.97327995300293
2015-08-25,25.127304077148438
2015-08-26,25.644678115844727
2015-08-27,25.987255096435547
2015-08-28,25.924346923828125
2015-08-31,25.55378532409668
2015-09-01,24.812698364257812
2015-09-02,24.88260841369629
2015-09-03,25.099353790283203
2015-09-04,24.753293991088867
2015-09-08,25.3818359375
2015-09-09,25.106407165527344
2015-09-10,25.106407165527344
2015-09-11,25.544265747070312
2015-09-14,25.445396423339844
2015-09-15,25.55840492248535
2015-09-16,25.897382736206055
2015-09-17,26.321125030517578
2015-09-18,26.17987632751465
2015-09-21,26.292869567871094
2015-09-22,26.088071823120117
2015-09-23,26.349369049072266
2015-09-24,26.54711151123047
2015-09-25,26.893163681030273
2015-09-28,26.744855880737305
2015-09-29,26.751920700073242
2015-09-30,27.147409439086914
2015-10-01,26.695417404174805
2015-10-02,26.94966697692871
2015-10-05,27.210973739624023
2015-10-06,26.956724166870117
2015-10-07,27.06972312927246
2015-10-08,27.613515853881836
2015-10-09,27.613515853881836
2015-10-12,27.959566116333008
2015-10-13,28.143184661865234
2015-10-14,27.945444107055664
2015-10-15,28.298553466796875
2015-10-16,28.305625915527344
2015-10-19,28.376253128051758
2015-10-20,28.53867530822754
2015-10-21,28.566936492919922
2015-10-22,29.167217254638672
2015-10-23,28.411550521850586
2015-10-26,28.771730422973633
2015-10-27,28.71523094177246
2015-10-28,28.178503036499023
2015-10-29,27.994884490966797
2015-10-30,28.037256240844727
2015-11-02,28.023128509521484
2015-11-03,27.903076171875
2015-11-04,28.771730422973633
2015-11-05,28.609296798706055
2015-11-06,27.458148956298828
2015-11-09,27.747695922851562
2015-11-10,28.77878189086914
2015-11-11,29.32259178161621
2015-11-12,28.821168899536133
2015-11-13,28.475112915039062
2015-11-16,29.34377098083496
2015-11-17,28.983598709106445
2015-11-18,29.492088317871094
2015-11-19,29.922887802124023
2015-11-20,30.1771183013916
2015-11-23,29.802825927734375
2015-11-24,29.6968936920166
2015-11-25,29.711013793945312
2015-11-27,29.96525001525879
2015-11-30,30.141815185546875
2015-12-01,30.727983474731445
2015-12-02,29.873455047607422
2015-12-03,29.37908935546875
2015-12-04,29.718074798583984
2015-12-07,29.63971710205078
2015-12-08,29.490131378173828
2015-12-09,29.240814208984375
2015-12-10,28.78493309020996
2015-12-11,28.991504669189453
2015-12-14,28.920263290405273
2015-12-15,29.36903953552246
2015-12-16,30.088489532470703
2015-12-17,29.946016311645508
2015-12-18,29.525753021240234
2015-12-21,29.426025390625
2015-12-22,29.782194137573242
2015-12-23,30.416156768798828
2015-12-24,30.423282623291016
2015-12-28,30.50875473022461
2015-12-29,30.66546630859375
2015-12-30,30.74382209777832
2015-12-31,30.20957374572754
2016-01-04,30.181087493896484
2016-01-05,30.3734073638916
2016-01-06,30.444650650024414
2016-01-07,30.088489532470703
2016-01-08,29.981643676757812
2016-01-11,30.095609664916992
2016-01-12,29.59697723388672
2016-01-13,29.618358612060547
2016-01-14,29.874788284301758
2016-01-15,29.34766960144043
2016-01-19,29.710952758789062
2016-01-20,28.998634338378906
2016-01-21,28.76357078552246
2016-01-22,29.67534065246582
2016-01-25,29.219451904296875
2016-01-26,29.4687557220459
2016-01-27,29.547115325927734
2016-01-28,30.081356048583984
2016-01-29,31.028766632080078
2016-02-01,31.541624069213867
2016-02-02,32.04735565185547
2016-02-03,32.73832321166992
2016-02-04,32.15421676635742
2016-02-05,32.23968505859375
2016-02-08,31.89778709411621
2016-02-09,32.04735565185547
2016-02-10,32.389286041259766
2016-02-11,32.211212158203125
2016-02-12,31.883525848388672
2016-02-16,32.246826171875
2016-02-17,32.16134262084961
2016-02-18,32.56735610961914
2016-02-19,32.453392028808594
2016-02-22,32.816673278808594
2016-02-23,32.80243682861328
2016-02-24,33.01613235473633
2016-02-25,31.96900749206543
2016-02-26,30.722440719604492
2016-02-29,30.9575138092041
2016-03-01,30.423282623291016
2016-03-02,30.416156768798828
2016-03-03,30.736696243286133
2016-03-04,30.836421966552734
2016-03-07,31.281972885131836
2016-03-08,31.396961212158203
2016-03-09,31.67722511291504
2016-03-10,33.703758239746094
2016-03-11,33.36600875854492
2016-03-14,33.667823791503906
2016-03-15,34.03432083129883
2016-03-16,34.364898681640625
2016-03-17,34.59485626220703
2016-03-18,34.73139572143555
2016-03-21,34.32896423339844
2016-03-22,34.379268646240234
2016-03-23,34.364898681640625
2016-03-24,34.70983123779297
2016-03-28,34.67390823364258
2016-03-29,35.8668327331543
2016-03-30,35.787784576416016
2016-03-31,35.6512451171875
2016-04-01,36.18304443359375
2016-04-04,36.03211975097656
2016-04-05,35.41410827636719
2016-04-06,35.780609130859375
2016-04-07,35.73747253417969
2016-04-08,36.369873046875
2016-04-11,35.996185302734375
2016-04-12,36.398616790771484
2016-04-13,36.40580368041992
2016-04-14,36.19021987915039
2016-04-15,36.3626823425293
2016-04-18,36.54952621459961
2016-04-19,36.80105209350586
2016-04-20,36.111167907714844
2016-04-21,35.845279693603516
2016-04-22,36.02492904663086
2016-04-25,35.93870544433594
2016-04-26,36.34114074707031
2016-04-27,36.635765075683594
2016-04-28,36.73637390136719
2016-04-29,37.08850860595703
2016-05-02,36.91604995727539
2016-05-03,36.83698272705078
2016-05-04,37.296905517578125
2016-05-05,37.210670471191406
2016-05-06,36.90884780883789
2016-05-09,37.289730072021484
2016-05-10,37.354400634765625
2016-05-11,37.332855224609375
2016-05-12,37.498130798339844
2016-05-13,37.46220779418945
2016-05-16,37.577171325683594
2016-05-17,37.05976867675781
2016-05-18,36.88729476928711
2016-05-19,37.49093246459961
2016-05-20,37.6490364074707
2016-05-23,37.43345260620117
2016-05-24,37.943668365478516
2016-05-25,37.70653533935547
2016-05-26,38.015541076660156
2016-05-27,38.029903411865234
2016-05-31,40.480445861816406
2016-06-01,40.444522857666016
2016-06-02,40.480445861816406
2016-06-03,40.581050872802734
2016-06-06,40.4732551574707
2016-06-07,40.27791213989258
2016-06-08,40.37196350097656
2016-06-09,40.59624481201172
2016-06-10,40.78437042236328
2016-06-13,40.567317962646484
2016-06-14,40.59624481201172
2016-06-15,40.55283737182617
2016-06-16,40.35026168823242
2016-06-17,40.632423400878906
2016-06-20,40.37196350097656
2016-06-21,40.35749435424805
2016-06-22,40.400901794433594
2016-06-23,40.46601486206055
2016-06-24,40.31409454345703
2016-06-27,40.36472702026367
2016-06-28,40.263431549072266
2016-06-29,40.111488342285156
2016-06-30,40.581783294677734
2016-07-01,40.70476531982422
2016-07-05,40.71925354003906
2016-07-06,40.71201705932617
2016-07-07,40.74819564819336
2016-07-08,40.82053756713867
2016-07-11,40.798831939697266
2016-07-12,40.48772048950195
2016-07-13,40.523902893066406
2016-07-14,40.755435943603516
2016-07-15,40.67583465576172
2016-07-18,40.777122497558594
2016-07-19,40.76266098022461
2016-07-20,40.67583465576172
2016-07-21,40.69754409790039
2016-07-22,40.683074951171875
2016-07-25,40.6107292175293
2016-07-26,40.154911041259766
2016-07-27,40.154911041259766
2016-07-28,40.12596893310547
2016-07-29,40.20555114746094
2016-08-01,40.09703063964844
2016-08-02,40.176605224609375
2016-08-03,39.40245056152344
2016-08-04,39.30840301513672
2016-08-05,39.05516815185547
2016-08-08,38.997291564941406
2016-08-09,38.91770935058594
2016-08-10,38.84534454345703
2016-08-11,38.79470443725586
2016-08-12,38.67171096801758
2016-08-15,38.541473388671875
2016-08-16,38.46912384033203
2016-08-17,38.729583740234375
2016-08-18,39.06240463256836
2016-08-19,38.99006652832031
2016-08-22,39.315635681152344
2016-08-23,39.424163818359375
2016-08-24,39.47481918334961
2016-08-25,39.34457778930664
2016-08-26,39.43140411376953
2016-08-29,39.82933807373047
2016-08-30,39.50374984741211
2016-08-31,39.74974822998047
2016-09-01,39.6412239074707
2016-09-02,39.97402572631836
2016-09-06,39.99573516845703
2016-09-07,40.083152770996094
2016-09-08,40.177860260009766
2016-09-09,39.93745803833008
2016-09-12,40.352718353271484
2016-09-13,40.11958694458008
2016-09-14,40.061309814453125
2016-09-15,40.38185501098633
2016-09-16,40.680545806884766
2016-09-19,40.862674713134766
2016-09-20,40.78982925415039
2016-09-21,40.9792366027832
2016-09-22,41.16136169433594
2016-09-23,41.14679718017578
2016-09-26,41.30707931518555
2016-09-27,41.09579849243164
2016-09-28,41.28521728515625
2016-09-29,41.32892990112305
2016-09-30,41.343509674072266
2016-10-03,41.3216438293457
2016-10-04,41.336212158203125
2016-10-05,41.27064514160156
2016-10-06,41.08122253417969
2016-10-07,40.9792366027832
2016-10-10,41.299781799316406
2016-10-11,41.03022384643555
2016-10-12,41.14679718017578
2016-10-13,41.481903076171875
2016-10-14,41.6859016418457
2016-10-17,41.74418640136719
2016-10-18,41.78789520263672
2016-10-19,41.613040924072266
2016-10-20,41.503780364990234
2016-10-21,41.46735382080078
2016-10-24,41.642181396484375
2016-10-25,41.58391571044922
2016-10-26,41.5693473815918
2016-10-27,41.57661819458008
2016-10-28,41.55476379394531
2016-10-31,41.758766174316406
2016-11-01,41.562049865722656
2016-11-02,41.54747009277344
2016-11-03,41.562049865722656
2016-11-04,41.234222412109375
2016-11-07,41.649478912353516
2016-11-08,41.5693473815918
2016-11-09,41.336212158203125
2016-11-10,41.052085876464844
2016-11-11,41.28521728515625
2016-11-14,41.387210845947266
2016-11-15,41.45277404785156
2016-11-16,41.32892990112305
2016-11-17,41.31435775756836
2016-11-18,41.53290939331055
2016-11-21,41.613040924072266
2016-11-22,41.525630950927734
2016-11-23,41.51105880737305
2016-11-25,41.58391571044922
2016-11-28,41.656761169433594
2016-11-29,41.60576248168945
2016-11-30,41.496482849121094
2016-12-01,41.343509674072266
2016-12-02,41.09579849243164
2016-12-05,41.3216438293457
2016-12-06,41.55476379394531
2016-12-07,41.78946304321289
2016-12-08,41.98747634887695
2016-12-09,41.93614959716797
2016-12-12,41.98747634887695
2016-12-13,41.98747634887695
2016-12-14,41.99481964111328
2016-12-15,41.97281265258789
2016-12-16,42.08282470703125
2016-12-19,41.298091888427734
2016-12-20,41.48876190185547
2016-12-21,41.25407028198242
2016-12-22,41.25407028198242
2016-12-23,41.18806838989258
2016-12-27,41.23939895629883
2016-12-28,41.18806838989258
2016-12-29,41.25407028198242
2016-12-30,41.32740783691406
2017-01-03,41.217403411865234
2017-01-04,40.68202209472656
2017-01-05,40.34465408325195
2017-01-06,40.10262680053711
2017-01-09,39.853275299072266
2017-01-10,40.029293060302734
2017-01-11,40.40332794189453
2017-01-12,40.300636291503906
2017-01-13,40.34465408325195
2017-01-17,40.4986686706543
2017-01-18,40.77002716064453
2017-01-19,40.73336410522461
2017-01-20,40.71136474609375
2017-01-23,40.55733871459961
2017-01-24,40.44733428955078
2017-01-25,40.07329559326172
2017-01-26,40.2273063659668
