Date,RCL
2015-08-03,80.52812957763672
2015-08-04,79.24805450439453
2015-08-05,79.9592056274414
2015-08-06,80.00365447998047
2015-08-07,81.06147766113281
2015-08-10,81.81707763671875
2015-08-11,80.80368041992188
2015-08-12,79.74585723876953
2015-08-13,80.07475280761719
2015-08-14,79.9058609008789
2015-08-17,80.43034362792969
2015-08-18,80.35031127929688
2015-08-19,80.0392074584961
2015-08-20,77.59465026855469
2015-08-21,76.19013977050781
2015-08-24,74.66118621826172
2015-08-25,75.61231994628906
2015-08-26,79.02583312988281
2015-08-27,79.74585723876953
2015-08-28,78.9902572631836
2015-08-31,78.36802673339844
2015-09-01,76.71460723876953
2015-09-02,79.24805450439453
2015-09-03,79.37251281738281
2015-09-04,78.70582580566406
2015-09-08,81.37258911132812
2015-09-09,81.64816284179688
2015-09-10,82.05706787109375
2015-09-11,82.54598236083984
2015-09-14,83.2393569946289
2015-09-15,85.06166076660156
2015-09-16,86.30658721923828
2015-09-17,86.09242248535156
2015-09-18,85.21784210205078
2015-09-21,86.74388122558594
2015-09-22,82.4602279663086
2015-09-23,83.63822937011719
2015-09-24,81.7105712890625
2015-09-25,81.27330780029297
2015-09-28,77.94454193115234
2015-09-29,76.61483764648438
2015-09-30,79.50630187988281
2015-10-01,80.21131134033203
2015-10-02,81.43394470214844
2015-10-05,83.34371948242188
2015-10-06,80.5950698852539
2015-10-07,81.29115295410156
2015-10-08,82.03187561035156
2015-10-09,82.54947662353516
2015-10-12,82.90644836425781
2015-10-13,81.91585540771484
2015-10-14,77.7303695678711
2015-10-15,81.17512512207031
2015-10-16,81.94263458251953
2015-10-19,83.80780029296875
2015-10-20,83.85240936279297
2015-10-21,83.32588195800781
2015-10-22,84.51280975341797
2015-10-23,87.44889831542969
2015-10-26,88.10929870605469
2015-10-27,89.02850341796875
2015-10-28,87.07405090332031
2015-10-29,87.42214965820312
2015-10-30,87.7701644897461
2015-11-02,87.78803253173828
2015-11-03,86.2619857788086
2015-11-04,87.41319274902344
2015-11-05,88.56442260742188
2015-11-06,88.71614837646484
2015-11-09,87.25255584716797
2015-11-10,88.12712860107422
2015-11-11,87.5916748046875
2015-11-12,87.20793914794922
2015-11-13,85.22675323486328
2015-11-16,84.20939636230469
2015-11-17,83.72748565673828
2015-11-18,84.03984069824219
2015-11-19,84.20046997070312
2015-11-20,83.90595245361328
2015-11-23,84.71807098388672
2015-11-24,82.1211166381836
2015-11-25,82.69226837158203
2015-11-27,82.54947662353516
2015-11-30,82.64764404296875
2015-12-01,84.22724151611328
2015-12-02,84.55743408203125
2015-12-03,81.65704345703125
2015-12-04,84.12906646728516
2015-12-07,83.57575225830078
2015-12-08,83.37944793701172
2015-12-09,82.86181640625
2015-12-10,84.09336853027344
2015-12-11,82.02293395996094
2015-12-14,82.34419250488281
2015-12-15,84.14689636230469
2015-12-16,86.69033813476562
2015-12-17,84.16841125488281
2015-12-18,85.91539764404297
2015-12-21,88.74637603759766
2015-12-22,88.38804626464844
2015-12-23,89.52582550048828
2015-12-24,89.51683044433594
2015-12-28,89.87519836425781
2015-12-29,91.94468688964844
2015-12-30,92.03429412841797
2015-12-31,90.67253875732422
2016-01-04,87.92218017578125
2016-01-05,86.48877716064453
2016-01-06,85.38683319091797
2016-01-07,82.80667877197266
2016-01-08,82.22435760498047
2016-01-11,83.85486602783203
2016-01-12,84.23110961914062
2016-01-13,79.76961517333984
2016-01-14,78.74832153320312
2016-01-15,74.28678894042969
2016-01-19,72.63838195800781
2016-01-20,73.8567886352539
2016-01-21,76.58027648925781
2016-01-22,76.83111572265625
2016-01-25,74.68995666503906
2016-01-26,75.72021484375
2016-01-27,72.9429702758789
2016-01-28,70.17469787597656
2016-01-29,73.42676544189453
2016-02-01,75.72021484375
2016-02-02,64.23497772216797
2016-02-03,66.14319610595703
2016-02-04,65.91922760009766
2016-02-05,62.33570861816406
2016-02-08,59.38823318481445
2016-02-09,60.9381217956543
