Date,APTV
2015-08-03,61.198699951171875
2015-08-04,61.722171783447266
2015-08-05,61.46043395996094
2015-08-06,61.36524963378906
2015-08-07,62.80876159667969
2015-08-10,64.57512664794922
2015-08-11,61.83012008666992
2015-08-12,60.732112884521484
2015-08-13,61.2890739440918
2015-08-14,60.644596099853516
2015-08-17,61.83808135986328
2015-08-18,61.941505432128906
2015-08-19,61.26520919799805
2015-08-20,59.36360168457031
2015-08-21,57.342647552490234
2015-08-24,56.10938262939453
2015-08-25,55.87864303588867
2015-08-26,58.4565544128418
2015-08-27,59.69776916503906
2015-08-28,59.95237731933594
2015-08-31,60.08763885498047
2015-09-01,57.310813903808594
2015-09-02,57.907554626464844
2015-09-03,58.289466857910156
2015-09-04,57.29490280151367
2015-09-08,60.11150360107422
2015-09-09,60.20698928833008
2015-09-10,59.864864349365234
2015-09-11,60.78782272338867
2015-09-14,60.732112884521484
2015-09-15,61.416385650634766
2015-09-16,63.36573028564453
2015-09-17,63.023597717285156
2015-09-18,61.78237533569336
2015-09-21,61.448211669921875
2015-09-22,59.22833251953125
2015-09-23,58.95781326293945
2015-09-24,57.98711013793945
2015-09-25,58.289466857910156
2015-09-28,55.990028381347656
2015-09-29,58.03485107421875
2015-09-30,60.501373291015625
2015-10-01,61.61528778076172
2015-10-02,62.04494094848633
2015-10-05,62.5621223449707
2015-10-06,62.10859680175781
2015-10-07,63.44529724121094
2015-10-08,64.3682632446289
2015-10-09,65.15595245361328
2015-10-12,65.06843566894531
2015-10-13,63.52484893798828
2015-10-14,63.77946853637695
2015-10-15,64.3045883178711
2015-10-16,64.5273666381836
2015-10-19,64.90133666992188
2015-10-20,65.45829010009766
2015-10-21,65.1718521118164
2015-10-22,67.27238464355469
2015-10-23,67.67816925048828
2015-10-26,67.654296875
2015-10-27,67.05755615234375
2015-10-28,68.55338287353516
2015-10-29,63.683998107910156
2015-10-30,66.19029235839844
2015-11-02,67.16893768310547
2015-11-03,66.373291015625
2015-11-04,65.8958969116211
2015-11-05,66.26189422607422
2015-11-06,66.27781677246094
2015-11-09,65.68727111816406
2015-11-10,66.26185607910156
2015-11-11,66.9641342163086
2015-11-12,65.98252868652344
2015-11-13,64.08319091796875
2015-11-16,64.77748107910156
2015-11-17,64.38645935058594
2015-11-18,65.49571990966797
2015-11-19,66.98806762695312
2015-11-20,68.79963684082031
2015-11-23,68.90339660644531
2015-11-24,69.38220977783203
2015-11-25,70.00469207763672
2015-11-27,69.90094757080078
2015-11-30,70.13238525390625
2015-12-01,70.73091125488281
2015-12-02,69.14281463623047
2015-12-03,68.52830505371094
2015-12-04,70.10843658447266
2015-12-07,69.05502319335938
2015-12-08,68.2330322265625
2015-12-09,67.35518646240234
2015-12-10,67.37113952636719
2015-12-11,65.43986511230469
2015-12-14,65.55957794189453
2015-12-15,66.77259826660156
2015-12-16,68.44051361083984
2015-12-17,66.60499572753906
2015-12-18,66.64492797851562
2015-12-21,67.07585906982422
2015-12-22,67.60257720947266
2015-12-23,69.52587127685547
2015-12-24,69.30240631103516
2015-12-28,69.57374572753906
2015-12-29,69.932861328125
2015-12-30,69.06299591064453
2015-12-31,68.41657257080078
2016-01-04,67.0279769897461
2016-01-05,65.16853332519531
2016-01-06,63.4367790222168
2016-01-07,59.88545608520508
2016-01-08,58.72030258178711
2016-01-11,60.523902893066406
2016-01-12,59.813629150390625
2016-01-13,55.98300552368164
2016-01-14,55.400428771972656
2016-01-15,53.84423828125
2016-01-19,53.74049758911133
2016-01-20,52.447654724121094
2016-01-21,51.95286178588867
