Date,CURY.L
2015-12-16,483.73126220703125
2015-12-17,486.623046875
2015-12-18,475.7538146972656
2015-12-21,482.6343688964844
2015-12-22,488.5176696777344
2015-12-23,496.2956848144531
2015-12-24,496.2956848144531
2015-12-29,498.58917236328125
2015-12-30,497.79144287109375
2015-12-31,498.6216735839844
2016-01-04,491.3417663574219
2016-01-05,488.9483642578125
2016-01-06,478.7765197753906
2016-01-07,469.2030029296875
2016-01-08,462.0227966308594
2016-01-11,462.62115478515625
2016-01-12,471.8955078125
2016-01-13,468.3054504394531
2016-01-14,453.6459655761719
2016-01-15,444.1721496582031
2016-01-18,440.8812255859375
2016-01-19,448.2608337402344
2016-01-20,427.5182189941406
2016-01-21,443.1749267578125
2016-01-22,463.6184387207031
2016-01-25,465.8123474121094
2016-01-26,455.2415466308594
2016-01-27,469.7015686035156
2016-01-28,461.923095703125
2016-01-29,472.3941650390625
2016-02-01,475.1864318847656
2016-02-02,463.3192443847656
2016-02-03,456.6376647949219
2016-02-04,447.46307373046875
2016-02-05,438.8868103027344
2016-02-08,422.9309387207031
2016-02-09,421.7342224121094
2016-02-10,435.7952880859375
2016-02-11,423.7286682128906
2016-02-12,429.91162109375
2016-02-15,435.8950500488281
2016-02-16,429.4129638671875
2016-02-17,442.9754333496094
2016-02-18,445.06964111328125
2016-02-19,447.1639099121094
2016-02-22,438.9864501953125
2016-02-23,428.91436767578125
2016-02-24,418.34356689453125
2016-02-25,435.7952880859375
2016-02-26,432.1054992675781
2016-02-29,434.4989318847656
2016-03-01,440.98101806640625
2016-03-02,444.37158203125
2016-03-03,434.6983642578125
2016-03-04,434.7980651855469
2016-03-07,429.91162109375
2016-03-08,429.91162109375
2016-03-09,429.1136779785156
2016-03-10,420.7369689941406
2016-03-11,422.4322814941406
2016-03-14,429.8118591308594
2016-03-15,433.50164794921875
2016-03-16,434.6983642578125
2016-03-17,433.50164794921875
2016-03-18,439.78436279296875
2016-03-21,436.7925720214844
2016-03-22,430.1109924316406
2016-03-23,427.8173828125
2016-03-24,416.3490295410156
2016-03-29,425.32427978515625
2016-03-30,426.8201599121094
2016-03-31,425.12481689453125
2016-04-01,423.62896728515625
2016-04-04,421.93365478515625
2016-04-05,417.9446716308594
2016-04-06,421.33526611328125
2016-04-07,420.0389099121094
2016-04-08,420.836669921875
2016-04-11,413.85601806640625
2016-04-12,410.5650939941406
2016-04-13,419.34075927734375
2016-04-14,420.9364013671875
2016-04-15,412.1606140136719
2016-04-18,407.2741394042969
2016-04-19,412.8587646484375
2016-04-20,414.055419921875
2016-04-21,417.9446716308594
2016-04-22,419.34075927734375
2016-04-25,429.1136779785156
2016-04-26,431.9060974121094
2016-04-27,438.28839111328125
2016-04-28,435.09716796875
2016-04-29,424.02789306640625
2016-05-03,418.7424621582031
2016-05-04,417.3462829589844
2016-05-05,416.9474792480469
2016-05-06,410.26593017578125
2016-05-09,416.7479553222656
2016-05-10,417.446044921875
2016-05-11,413.5567932128906
2016-05-12,414.853271484375
2016-05-13,412.8587646484375
2016-05-16,413.3573303222656
2016-05-17,420.0389099121094
2016-05-18,429.313232421875
2016-05-19,428.8145751953125
2016-05-20,438.08892822265625
2016-05-23,437.8894958496094
2016-05-24,446.8647155761719
2016-05-25,446.3660583496094
2016-05-26,444.1721496582031
2016-05-27,444.6708068847656
2016-05-31,438.7870788574219
2016-06-01,426.8201599121094
2016-06-02,429.4129638671875
2016-06-03,431.2080078125
2016-06-06,431.3077087402344
2016-06-07,431.3077087402344
2016-06-08,421.83392333984375
2016-06-09,421.4350280761719
2016-06-10,411.26318359375
2016-06-13,403.9832458496094
2016-06-14,393.6119079589844
2016-06-15,395.4069519042969
2016-06-16,389.0246276855469
2016-06-17,395.10784912109375
2016-06-20,419.44061279296875
2016-06-21,417.446044921875
2016-06-22,422.531982421875
2016-06-23,425.922607421875
2016-06-24,369.977294921875
2016-06-27,329.0903015136719
2016-06-28,341.0572204589844
2016-06-29,334.47540283203125
2016-06-30,319.1178283691406
2016-07-01,321.91009521484375
2016-07-04,309.1454162597656
2016-07-05,285.90966796875
2016-07-06,280.82373046875
2016-07-07,297.1784973144531
2016-07-08,314.4307556152344
2016-07-11,318.320068359375
2016-07-12,328.29248046875
2016-07-13,326.3977355957031
2016-07-14,328.99053955078125
2016-07-15,326.99603271484375
2016-07-18,332.08203125
2016-07-19,340.85772705078125
2016-07-20,347.539306640625
2016-07-21,339.6610412597656
2016-07-22,337.16796875
2016-07-25,342.6528015136719
2016-07-26,335.1734924316406
2016-07-27,351.42852783203125
2016-07-28,345.1459655761719
2016-07-29,348.5365295410156
2016-08-01,344.24835205078125
2016-08-02,340.55865478515625
2016-08-03,337.16796875
2016-08-04,341.8550109863281
2016-08-05,345.046142578125
2016-08-08,351.92718505859375
2016-08-09,358.9078674316406
2016-08-10,360.10455322265625
2016-08-11,358.6086730957031
2016-08-12,366.4869384765625
2016-08-15,366.6863708496094
2016-08-16,361.9992980957031
2016-08-17,363.69464111328125
2016-08-18,368.9800109863281
2016-08-19,368.3816223144531
2016-08-22,374.86376953125
2016-08-23,383.5397644042969
2016-08-24,385.9331359863281
2016-08-25,373.3307800292969
2016-08-26,370.4383850097656
2016-08-30,367.4461975097656
2016-08-31,369.74017333984375
2016-09-01,376.2233581542969
2016-09-02,377.71954345703125
2016-09-05,375.1262512207031
2016-09-06,379.1158752441406
2016-09-07,373.23114013671875
2016-09-08,387.9927978515625
2016-09-09,381.6094055175781
2016-09-12,371.7350769042969
2016-09-13,371.5355529785156
2016-09-14,364.85284423828125
2016-09-15,366.64825439453125
2016-09-16,361.1624755859375
2016-09-19,365.5510559082031
2016-09-20,364.3541564941406
2016-09-21,362.359375
2016-09-22,366.7479553222656
2016-09-23,372.23370361328125
2016-09-26,359.76611328125
2016-09-27,355.6767272949219
2016-09-28,364.7531433105469
2016-09-29,364.0549621582031
2016-09-30,367.5458679199219
2016-10-03,369.93963623046875
2016-10-04,373.53033447265625
2016-10-05,364.5536804199219
2016-10-06,361.860595703125
2016-10-07,340.2168884277344
2016-10-10,337.025146484375
2016-10-11,341.114501953125
2016-10-12,332.4369812011719
2016-10-13,326.7518005371094
2016-10-14,329.14556884765625
2016-10-17,323.06134033203125
2016-10-18,333.13519287109375
2016-10-19,335.728515625
2016-10-20,333.4344177246094
2016-10-21,330.1429748535156
2016-10-24,326.1533203125
2016-10-25,322.16375732421875
2016-10-26,320.3683776855469
2016-10-27,314.6831359863281
2016-10-28,318.572998046875
2016-10-31,313.88519287109375
2016-11-01,323.1611633300781
2016-11-02,325.554931640625
2016-11-03,340.6158447265625
2016-11-04,322.8619079589844
2016-11-07,321.4654541015625
2016-11-08,319.271240234375
2016-11-09,320.6676025390625
2016-11-10,321.0665283203125
2016-11-11,325.6546325683594
2016-11-14,335.9279479980469
2016-11-15,334.3321533203125
2016-11-16,329.9435119628906
2016-11-17,335.9279479980469
2016-11-18,339.31915283203125
2016-11-21,333.13519287109375
2016-11-22,337.3243713378906
2016-11-23,332.4369812011719
2016-11-24,331.2400817871094
2016-11-25,331.1404113769531
2016-11-28,328.6468200683594
2016-11-29,334.5315856933594
2016-11-30,330.9409484863281
2016-12-01,343.5082702636719
2016-12-02,345.4033203125
2016-12-05,341.114501953125
2016-12-06,350.7894287109375
2016-12-07,357.07305908203125
2016-12-08,353.18316650390625
2016-12-09,359.26739501953125
2016-12-12,355.6767272949219
2016-12-13,365.75054931640625
2016-12-14,341.712890625
2016-12-15,345.00439453125
2016-12-16,343.2091064453125
2016-12-19,343.9072570800781
2016-12-20,342.21173095703125
2016-12-21,344.0069580078125
2016-12-22,348.69488525390625
2016-12-23,348.7945556640625
2016-12-28,351.7868347167969
2016-12-29,348.13092041015625
2016-12-30,353.71697998046875
2017-01-03,340.1508483886719
2017-01-04,331.1733093261719
2017-01-05,340.0510559082031
2017-01-06,336.9588623046875
2017-01-09,339.7518615722656
2017-01-10,343.7419128417969
2017-01-11,356.1109924316406
2017-01-12,345.9364013671875
2017-01-13,350.0261535644531
2017-01-16,342.6446228027344
2017-01-17,345.6371765136719
2017-01-18,350.0261535644531
2017-01-19,348.03118896484375
2017-01-20,344.1409606933594
2017-01-23,335.2630615234375
2017-01-24,314.2156066894531
2017-01-25,316.80914306640625
2017-01-26,319.8016052246094
2017-01-27,316.41015625
2017-01-30,315.213134765625
2017-01-31,315.1133728027344
2017-02-01,311.7218017578125
2017-02-02,312.71929931640625
2017-02-03,303.841552734375
2017-02-06,304.5397644042969
2017-02-07,312.6195983886719
2017-02-08,310.923828125
2017-02-09,310.5247802734375
2017-02-10,308.4300537109375
2017-02-13,310.7242736816406
2017-02-14,312.2206115722656
2017-02-15,304.0409851074219
2017-02-16,301.9462585449219
2017-02-17,300.4499816894531
2017-02-20,298.6544494628906
2017-02-21,300.3502197265625
2017-02-22,302.74420166015625
2017-02-23,298.25543212890625
2017-02-24,299.8514709472656
2017-02-27,296.659423828125
2017-02-28,302.2455139160156
2017-03-01,309.22802734375
2017-03-02,298.25543212890625
2017-03-03,297.0584411621094
2017-03-06,302.8439636230469
2017-03-07,303.7417297363281
2017-03-08,301.8464660644531
2017-03-09,305.936279296875
2017-03-10,304.0409851074219
2017-03-13,304.2404479980469
2017-03-14,303.3427734375
2017-03-15,303.0434265136719
2017-03-16,304.0409851074219
2017-03-17,300.9487609863281
2017-03-20,308.8290710449219
2017-03-21,309.0285339355469
2017-03-22,301.7467346191406
2017-03-23,314.0160827636719
2017-03-24,312.3203430175781
2017-03-27,313.3177795410156
2017-03-28,314.6145935058594
2017-03-29,310.3253479003906
2017-03-30,315.911376953125
2017-03-31,316.80914306640625
2017-04-03,307.43255615234375
2017-04-04,302.9437561035156
2017-04-05,309.22802734375
2017-04-06,311.2230529785156
2017-04-07,312.4201354980469
2017-04-10,315.213134765625
2017-04-11,312.3203430175781
2017-04-12,314.4151306152344
2017-04-13,316.41015625
2017-04-18,318.9039001464844
2017-04-19,332.1707763671875
2017-04-20,322.99365234375
2017-04-21,318.30535888671875
2017-04-24,325.9862060546875
2017-04-25,323.3927001953125
2017-04-26,325.9862060546875
2017-04-27,332.47003173828125
2017-04-28,334.6645202636719
2017-05-02,333.96630859375
2017-05-03,332.56976318359375
2017-05-04,327.282958984375
2017-05-05,323.8914489746094
2017-05-08,325.08843994140625
2017-05-09,324.39019775390625
2017-05-10,333.56732177734375
2017-05-11,325.1882019042969
2017-05-12,324.5896911621094
2017-05-15,320.9986877441406
2017-05-16,320.40020751953125
2017-05-17,319.6021423339844
2017-05-18,323.59222412109375
2017-05-19,326.2854309082031
2017-05-22,329.3777770996094
2017-05-23,325.7867126464844
2017-05-24,341.14837646484375
2017-05-25,334.3653259277344
2017-05-26,330.77423095703125
2017-05-30,326.6844787597656
2017-05-31,327.78173828125
2017-06-01,326.1856689453125
2017-06-02,322.1956787109375
2017-06-05,322.3952331542969
2017-06-06,312.2206115722656
2017-06-07,317.50738525390625
2017-06-08,316.41015625
2017-06-09,312.9188232421875
2017-06-12,312.1208190917969
2017-06-13,316.21063232421875
2017-06-14,319.5023193359375
2017-06-15,302.6445007324219
2017-06-16,305.7367858886719
2017-06-19,307.9312744140625
2017-06-20,300.5496826171875
2017-06-21,299.45245361328125
2017-06-22,298.7542419433594
2017-06-23,300.74920654296875
2017-06-26,301.15423583984375
2017-06-27,296.8868713378906
2017-06-28,292.9686279296875
2017-06-29,288.18060302734375
2017-06-30,282.893798828125
2017-07-03,284.39007568359375
2017-07-04,285.3875732421875
2017-07-05,286.2853088378906
2017-07-06,287.2828674316406
2017-07-07,284.1905517578125
2017-07-10,277.3077392578125
2017-07-11,277.3077392578125
2017-07-12,260.7490539550781
2017-07-13,263.84136962890625
2017-07-14,259.3525695800781
2017-07-17,262.5445556640625
2017-07-18,266.0358581542969
2017-07-19,262.8439025878906
2017-07-20,269.5271911621094
2017-07-21,267.033447265625
2017-07-24,263.9410705566406
2017-07-25,264.8388671875
2017-07-26,265.93609619140625
2017-07-27,267.8313903808594
2017-07-28,267.6318664550781
2017-07-31,268.33013916015625
2017-08-01,267.033447265625
2017-08-02,269.3276672363281
2017-08-03,267.8313903808594
2017-08-04,268.9286193847656
2017-08-07,264.9386291503906
2017-08-08,267.033447265625
2017-08-09,265.5371398925781
2017-08-10,265.0383605957031
2017-08-11,246.08567810058594
2017-08-14,247.3824462890625
2017-08-15,249.27767944335938
2017-08-16,248.37994384765625
2017-08-17,249.6767578125
2017-08-18,244.88865661621094
2017-08-21,246.08567810058594
2017-08-22,241.29763793945312
2017-08-23,234.7140350341797
2017-08-24,180.40919494628906
2017-08-25,182.1055145263672
2017-08-29,179.41136169433594
2017-08-30,175.32020568847656
2017-08-31,173.0251922607422
2017-09-01,170.03167724609375
2017-09-04,169.4329833984375
2017-09-05,166.23992919921875
2017-09-06,172.22694396972656
2017-09-07,169.63253784179688
2017-09-08,168.03599548339844
2017-09-11,164.24423217773438
2017-09-12,168.13580322265625
2017-09-13,170.1314697265625
2017-09-14,173.0251922607422
2017-09-15,172.62603759765625
2017-09-18,173.3245391845703
2017-09-19,171.6282196044922
2017-09-20,176.21827697753906
2017-09-21,174.52195739746094
2017-09-22,176.5176239013672
2017-09-25,179.5111541748047
2017-09-26,178.91244506835938
2017-09-27,187.39407348632812
2017-09-28,185.79754638671875
2017-09-29,192.98193359375
2017-10-02,192.7823944091797
2017-10-03,194.6782989501953
2017-10-04,194.4787139892578
2017-10-05,195.47653198242188
2017-10-06,197.0730743408203
2017-10-09,194.57850646972656
2017-10-10,193.381103515625
2017-10-11,193.18153381347656
2017-10-12,188.9906005859375
2017-10-13,186.79534912109375
2017-10-16,182.90379333496094
2017-10-17,182.1055145263672
2017-10-18,189.19020080566406
2017-10-19,183.7020721435547
2017-10-20,184.60011291503906
2017-10-23,181.70640563964844
2017-10-24,179.71070861816406
2017-10-25,181.70640563964844
2017-10-26,178.1141815185547
2017-10-27,177.1163330078125
2017-10-30,174.32237243652344
2017-10-31,173.0251922607422
2017-11-01,168.6347198486328
2017-11-02,167.73666381835938
2017-11-03,162.64768981933594
2017-11-06,160.9513397216797
2017-11-07,156.26153564453125
2017-11-08,152.17037963867188
2017-11-09,154.46542358398438
2017-11-10,151.6714630126953
2017-11-13,149.17686462402344
2017-11-14,149.5760040283203
2017-11-15,148.77772521972656
2017-11-16,153.56732177734375
2017-11-17,152.4697265625
2017-11-20,155.76260375976562
2017-11-21,152.17037963867188
2017-11-22,156.36129760742188
2017-11-23,157.15956115722656
2017-11-24,155.4632568359375
2017-11-27,156.95999145507812
2017-11-28,153.66714477539062
2017-11-29,164.24423217773438
2017-11-30,158.55653381347656
2017-12-01,162.34835815429688
2017-12-04,165.1422882080078
2017-12-05,161.05111694335938
2017-12-06,164.04464721679688
2017-12-07,164.74314880371094
2017-12-08,167.73666381835938
2017-12-11,167.63687133789062
2017-12-12,167.0381622314453
2017-12-13,181.2074737548828
2017-12-14,189.58932495117188
2017-12-15,189.19020080566406
2017-12-18,191.78456115722656
2017-12-19,192.18370056152344
2017-12-20,193.08175659179688
2017-12-21,197.57200622558594
2017-12-22,199.56768798828125
2017-12-27,200.56552124023438
2017-12-28,199.60244750976562
2017-12-29,198.60443115234375
2018-01-02,202.59649658203125
2018-01-03,202.69630432128906
2018-01-04,200.99966430664062
2018-01-05,202.59649658203125
2018-01-08,201.3988800048828
2018-01-09,202.8958740234375
2018-01-10,202.09747314453125
2018-01-11,198.80401611328125
2018-01-12,200.80006408691406
2018-01-15,200.6004638671875
2018-01-16,198.7042236328125
2018-01-17,196.35891723632812
2018-01-18,194.5125732421875
2018-01-19,187.576416015625
2018-01-22,200.40084838867188
2018-01-23,206.68833923339844
2018-01-24,204.59249877929688
2018-01-25,202.09747314453125
2018-01-26,204.29310607910156
2018-01-29,202.7960662841797
2018-01-30,198.60443115234375
2018-01-31,195.31097412109375
2018-02-01,196.10940551757812
2018-02-02,191.46865844726562
2018-02-05,189.4726104736328
2018-02-06,189.1732177734375
2018-02-07,194.9117889404297
2018-02-08,191.21914672851562
2018-02-09,191.56845092773438
2018-02-12,190.8199462890625
2018-02-13,192.76605224609375
2018-02-14,195.95973205566406
2018-02-15,195.0115966796875
2018-02-16,199.80203247070312
2018-02-19,196.30899047851562
2018-02-20,197.2571258544922
2018-02-21,194.61236572265625
2018-02-22,193.71417236328125
2018-02-23,196.0594940185547
2018-02-26,193.61436462402344
2018-02-27,194.81199645996094
2018-02-28,196.20919799804688
2018-03-01,193.41476440429688
2018-03-02,189.72215270996094
2018-03-05,190.52052307128906
2018-03-06,194.5125732421875
2018-03-07,191.76805114746094
2018-03-08,189.92173767089844
2018-03-09,187.92572021484375
2018-03-12,186.17919921875
2018-03-13,183.8338623046875
2018-03-14,186.22909545898438
2018-03-15,188.7740020751953
2018-03-16,188.62429809570312
2018-03-19,187.77598571777344
2018-03-20,181.6382293701172
2018-03-21,176.54837036132812
2018-03-22,172.85569763183594
2018-03-23,177.6461639404297
2018-03-26,176.99746704101562
2018-03-27,179.64219665527344
2018-03-28,183.13525390625
2018-03-29,186.17919921875
2018-04-03,188.82391357421875
2018-04-04,191.56845092773438
2018-04-05,196.75811767578125
2018-04-06,196.80799865722656
2018-04-09,191.61834716796875
2018-04-10,191.61834716796875
2018-04-11,191.61834716796875
2018-04-12,198.80401611328125
2018-04-13,199.3030242919922
2018-04-16,197.9058380126953
2018-04-17,203.59449768066406
2018-04-18,208.28517150878906
2018-04-19,209.3829803466797
2018-04-20,209.78216552734375
2018-04-23,207.78616333007812
2018-04-24,200.6004638671875
2018-04-25,199.15335083007812
2018-04-26,203.09548950195312
2018-04-27,203.69430541992188
2018-04-30,202.59649658203125
2018-05-01,202.09747314453125
2018-05-02,203.1953125
2018-05-03,203.59449768066406
2018-05-04,213.77423095703125
2018-05-08,218.8640899658203
2018-05-09,221.15953063964844
2018-05-10,220.95989990234375
2018-05-11,222.45692443847656
2018-05-14,224.3531494140625
2018-05-15,222.9559326171875
2018-05-16,221.9579315185547
2018-05-17,227.44699096679688
2018-05-18,228.84423828125
2018-05-21,233.1356658935547
2018-05-22,234.23345947265625
2018-05-23,230.84022521972656
2018-05-24,226.8481903076172
2018-05-25,232.9360809326172
2018-05-29,184.63226318359375
2018-05-30,180.6402130126953
2018-05-31,184.63226318359375
2018-06-01,189.62232971191406
2018-06-04,191.26902770996094
2018-06-05,191.1193389892578
2018-06-06,194.76206970214844
2018-06-07,194.11337280273438
2018-06-08,193.11537170410156
2018-06-11,194.46270751953125
2018-06-12,197.35693359375
2018-06-13,191.91775512695312
2018-06-14,199.70223999023438
2018-06-15,194.81199645996094
2018-06-18,195.85992431640625
2018-06-19,196.60841369628906
2018-06-20,190.37083435058594
2018-06-21,194.86190795898438
2018-06-22,196.60841369628906
2018-06-25,199.50262451171875
2018-06-26,193.41476440429688
2018-06-27,189.22314453125
2018-06-28,187.37680053710938
2018-06-29,186.22909545898438
2018-07-02,186.62828063964844
2018-07-03,184.33285522460938
2018-07-04,185.8298797607422
2018-07-05,187.32688903808594
2018-07-06,183.4845733642578
2018-07-09,188.67420959472656
2018-07-10,189.0235137939453
2018-07-11,185.8298797607422
2018-07-12,185.97958374023438
2018-07-13,189.72215270996094
2018-07-16,183.66720581054688
2018-07-17,181.03941345214844
2018-07-18,181.987548828125
2018-07-19,180.54042053222656
2018-07-20,179.3927001953125
2018-07-23,175.94956970214844
2018-07-24,178.943603515625
2018-07-25,177.29685974121094
2018-07-26,178.2449951171875
2018-07-27,178.8437957763672
2018-07-30,175.74996948242188
2018-07-31,176.54837036132812
2018-08-01,172.05731201171875
2018-08-02,169.66209411621094
2018-08-03,170.6601104736328
2018-08-06,170.01138305664062
2018-08-07,173.6541290283203
2018-08-08,177.39666748046875
2018-08-09,179.44259643554688
2018-08-10,175.60025024414062
2018-08-13,169.7119903564453
2018-08-14,166.41854858398438
2018-08-15,165.91954040527344
2018-08-16,168.2149658203125
2018-08-17,167.5662384033203
2018-08-20,168.3646697998047
2018-08-21,168.86367797851562
2018-08-22,169.21298217773438
2018-08-23,167.14364624023438
2018-08-24,167.34336853027344
2018-08-28,170.08912658691406
2018-08-29,168.2419891357422
2018-08-30,164.19815063476562
2018-08-31,165.04685974121094
2018-09-03,166.79417419433594
2018-09-04,162.900146484375
2018-09-05,163.8986053466797
2018-09-06,161.30259704589844
2018-09-07,161.452392578125
2018-09-10,162.70045471191406
2018-09-11,160.75344848632812
2018-09-12,161.4024658203125
2018-09-13,160.6536102294922
2018-09-14,161.50230407714844
2018-09-17,161.85177612304688
2018-09-18,162.900146484375
2018-09-19,167.9424285888672
2018-09-20,169.53997802734375
2018-09-21,171.5868377685547
2018-09-24,169.98927307128906
2018-09-25,168.2419891357422
2018-09-26,169.53997802734375
2018-09-27,171.48699951171875
2018-09-28,169.39019775390625
2018-10-01,167.34336853027344
2018-10-02,160.55377197265625
2018-10-03,159.9047393798828
2018-10-04,157.25881958007812
2018-10-05,154.7626495361328
2018-10-08,155.3118133544922
2018-10-09,153.26495361328125
2018-10-10,159.00613403320312
2018-10-11,156.90933227539062
2018-10-12,160.50384521484375
2018-10-15,158.5568389892578
2018-10-16,161.10292053222656
2018-10-17,161.4024658203125
2018-10-18,161.70199584960938
2018-10-19,157.30874633789062
2018-10-22,159.30564880371094
2018-10-23,158.05760192871094
2018-10-24,159.9047393798828
2018-10-25,160.45391845703125
2018-10-26,160.75344848632812
2018-10-29,165.89553833007812
2018-10-30,167.5929718017578
2018-10-31,169.19049072265625
2018-11-01,174.28269958496094
2018-11-02,178.27659606933594
2018-11-05,172.43553161621094
2018-11-06,171.73660278320312
2018-11-07,173.2343292236328
2018-11-08,175.0315704345703
2018-11-09,173.4340057373047
2018-11-12,168.74122619628906
2018-11-13,169.19049072265625
2018-11-14,166.79417419433594
2018-11-15,160.50384521484375
2018-11-16,161.30259704589844
2018-11-19,163.3993682861328
2018-11-20,165.49618530273438
2018-11-21,166.94395446777344
2018-11-22,163.14979553222656
2018-11-23,162.15130615234375
2018-11-26,161.252685546875
2018-11-27,158.95620727539062
2018-11-28,161.75192260742188
2018-11-29,162.70045471191406
2018-11-30,161.452392578125
2018-12-03,162.15130615234375
2018-12-04,160.4039764404297
2018-12-05,160.8533172607422
2018-12-06,157.2089080810547
2018-12-07,156.6098175048828
2018-12-10,148.72189331054688
2018-12-11,150.7687530517578
2018-12-12,141.7825469970703
2018-12-13,144.82786560058594
2018-12-14,136.79022216796875
2018-12-17,134.7433319091797
2018-12-18,131.9476318359375
2018-12-19,128.8523712158203
2018-12-20,124.95835876464844
2018-12-21,125.25788879394531
2018-12-24,122.36233520507812
2018-12-27,116.04335021972656
2018-12-28,122.08521270751953
2018-12-31,119.93811798095703
2019-01-02,119.83824157714844
2019-01-03,119.48871612548828
2019-01-04,118.49005889892578
2019-01-07,117.19181060791016
2019-01-08,116.29300689697266
2019-01-09,122.83419799804688
2019-01-10,126.82879638671875
2019-01-11,131.62234497070312
2019-01-14,128.27682495117188
2019-01-15,125.83014678955078
2019-01-16,127.57779693603516
2019-01-17,130.72354125976562
2019-01-18,135.1675567626953
2019-01-21,137.36459350585938
2019-01-22,142.75729370117188
2019-01-23,140.80992126464844
2019-01-24,139.1621551513672
2019-01-25,142.00830078125
2019-01-28,144.1554412841797
2019-01-29,145.55352783203125
2019-01-30,143.8558349609375
2019-01-31,137.7640380859375
2019-02-01,139.26202392578125
2019-02-04,135.36727905273438
2019-02-05,134.0190887451172
2019-02-06,132.571044921875
2019-02-07,129.9246368408203
2019-02-08,128.9759063720703
2019-02-11,130.62368774414062
2019-02-12,132.12167358398438
2019-02-13,132.571044921875
2019-02-14,130.7734832763672
2019-02-15,130.32408142089844
2019-02-18,131.82205200195312
2019-02-19,132.82070922851562
2019-02-20,131.4725341796875
2019-02-21,131.2228546142578
2019-02-22,129.42529296875
2019-02-25,130.62368774414062
2019-02-26,134.66824340820312
2019-02-27,132.62098693847656
2019-02-28,132.571044921875
2019-03-01,136.2660675048828
2019-03-04,138.36325073242188
2019-03-05,136.81532287597656
2019-03-06,135.2174835205078
2019-03-07,131.2228546142578
2019-03-08,128.9759063720703
2019-03-11,128.576416015625
2019-03-12,132.571044921875
2019-03-13,132.77076721191406
2019-03-14,137.81396484375
2019-03-15,147.15138244628906
2019-03-18,146.30252075195312
2019-03-19,146.7019805908203
2019-03-20,143.4064178466797
2019-03-21,142.35784912109375
2019-03-22,141.2593231201172
2019-03-25,141.2593231201172
2019-03-26,142.2579803466797
2019-03-27,145.40371704101562
2019-03-28,145.3538055419922
2019-03-29,146.55218505859375
2019-04-01,144.55487060546875
2019-04-02,141.60885620117188
2019-04-03,146.8018341064453
2019-04-04,147.95028686523438
2019-04-05,143.60614013671875
2019-04-08,140.51034545898438
2019-04-09,139.4617462158203
2019-04-10,138.16351318359375
2019-04-11,144.50494384765625
2019-04-12,144.8544921875
2019-04-15,146.15272521972656
2019-04-16,149.24855041503906
2019-04-17,149.7978057861328
2019-04-18,149.29847717285156
2019-04-23,146.20263671875
2019-04-24,146.8018341064453
2019-04-25,145.25392150878906
2019-04-26,144.954345703125
2019-04-29,145.7532501220703
2019-04-30,144.90440368652344
2019-05-01,141.3592071533203
2019-05-02,137.1648712158203
2019-05-03,134.46849060058594
2019-05-07,132.62098693847656
2019-05-08,131.92193603515625
2019-05-09,129.22555541992188
2019-05-10,128.52650451660156
2019-05-13,124.73163604736328
