Date,CAP.SN
2015-08-24,937.7276611328125
2015-08-25,958.7523803710938
2015-08-26,935.1290283203125
2015-08-27,987.3365478515625
2015-08-28,994.6597900390625
2015-08-31,996.4907836914062
2015-09-01,1018.755615234375
2015-09-02,1053.7181396484375
2015-09-03,1049.8201904296875
2015-09-04,1027.79150390625
2015-09-07,1003.8137817382812
2015-09-08,1037.654052734375
2015-09-09,1047.753173828125
2015-09-10,1091.3382568359375
2015-09-11,1093.4051513671875
2015-09-14,1093.6416015625
2015-09-15,1085.78662109375
2015-09-16,1099.3702392578125
2015-09-17,1094.999755859375
2015-09-21,1092.0469970703125
2015-09-22,1069.1322021484375
2015-09-23,1075.33349609375
2015-09-24,1072.4395751953125
2015-09-25,1074.9200439453125
2015-09-28,1055.96240234375
2015-09-29,1065.5296630859375
2015-09-30,1079.703857421875
2015-10-01,1116.7332763671875
2015-10-02,1158.3692626953125
2015-10-05,1150.3966064453125
2015-10-06,1155.41650390625
2015-10-07,1194.5718994140625
2015-10-08,1247.1929931640625
2015-10-09,1322.3743896484375
2015-10-13,1248.6103515625
2015-10-14,1248.669677734375
2015-10-15,1232.014892578125
2015-10-16,1238.1572265625
2015-10-19,1209.712646484375
2015-10-20,1222.410400390625
2015-10-21,1203.9246826171875
2015-10-22,1174.9857177734375
2015-10-23,1173.214111328125
2015-10-26,1100.275634765625
2015-10-27,1121.7142333984375
2015-10-28,1101.5748291015625
2015-10-29,1075.175537109375
2015-10-30,1079.6048583984375
2015-11-02,1112.7962646484375
2015-11-03,1108.189697265625
2015-11-04,1117.2257080078125
2015-11-05,1090.8262939453125
2015-11-06,1120.769287109375
2015-11-09,1120.0015869140625
2015-11-10,1134.6480712890625
2015-11-11,1143.6844482421875
2015-11-12,1147.9957275390625
2015-11-13,1151.71630859375
2015-11-16,1143.211669921875
2015-11-17,1106.8311767578125
2015-11-18,1110.729248046875
2015-11-19,1121.0054931640625
2015-11-20,1104.705322265625
2015-11-23,1122.7183837890625
2015-11-24,1117.7572021484375
2015-11-25,1104.5870361328125
2015-11-26,1115.099609375
2015-11-27,1118.7022705078125
2015-11-30,1107.776123046875
2015-12-01,1070.2735595703125
2015-12-02,1056.39453125
2015-12-03,1018.7737426757812
2015-12-04,1000.6427612304688
2015-12-07,989.1851806640625
2015-12-09,992.2561645507812
2015-12-10,988.1220092773438
2015-12-11,988.3580932617188
2015-12-14,955.1669311523438
2015-12-15,980.3854370117188
2015-12-16,999.4614868164062
2015-12-17,1013.399658203125
2015-12-18,974.3611450195312
2015-12-21,954.9898071289062
2015-12-22,964.7345581054688
2015-12-23,1006.4304809570312
2015-12-24,1004.0088500976562
2015-12-28,971.9988403320312
2015-12-29,996.4494018554688
2015-12-30,1012.0999755859375
2015-12-31,1012.0999755859375
2016-01-04,992.197021484375
2016-01-05,984.755615234375
2016-01-06,977.077880859375
2016-01-07,965.030029296875
2016-01-08,947.1939086914062
2016-01-11,952.6864013671875
2016-01-12,915.0065307617188
2016-01-13,865.2195434570312
2016-01-14,893.6862182617188
2016-01-15,859.3135986328125
2016-01-18,883.8231201171875
2016-01-19,885.4769287109375
2016-01-20,869.5308837890625
2016-01-21,881.5198974609375
2016-01-22,888.7841186523438
2016-01-25,884.5908813476562
2016-01-26,874.84619140625
2016-01-27,871.4208374023438
2016-01-28,867.759033203125
2016-01-29,868.1726684570312
2016-02-01,879.9843139648438
2016-02-02,874.0781860351562
2016-02-03,860.7310180664062
2016-02-04,914.5340576171875
2016-02-05,916.0106201171875
2016-02-08,923.5701904296875
2016-02-09,920.9714965820312
2016-02-10,933.1378173828125
2016-02-11,927.2318115234375
2016-02-12,914.12060546875
2016-02-15,933.1378173828125
2016-02-16,960.0687255859375
2016-02-17,969.8726806640625
2016-02-18,967.7464599609375
2016-02-19,976.133056640625
2016-02-22,1015.8798828125
2016-02-23,981.9207763671875
2016-02-24,976.0148315429688
2016-02-25,974.6566162109375
2016-02-26,992.1380004882812
2016-02-29,994.3822631835938
2016-03-01,998.1029052734375
2016-03-02,1012.8677978515625
2016-03-03,1011.0372314453125
2016-03-04,1098.7991943359375
2016-03-07,1251.2315673828125
2016-03-08,1200.971923828125
2016-03-09,1122.7183837890625
2016-03-10,1182.4273681640625
2016-03-11,1182.19091796875
2016-03-14,1205.4012451171875
2016-03-15,1168.0167236328125
2016-03-16,1182.663330078125
2016-03-17,1254.18408203125
2016-03-18,1192.6444091796875
2016-03-21,1204.8697509765625
2016-03-22,1223.591552734375
2016-03-23,1182.7225341796875
2016-03-24,1178.9427490234375
2016-03-28,1173.3912353515625
2016-03-29,1155.4959716796875
2016-03-30,1179.8876953125
2016-03-31,1169.197998046875
2016-04-01,1171.0286865234375
2016-04-04,1193.4715576171875
2016-04-05,1187.03369140625
2016-04-06,1180.3602294921875
2016-04-07,1169.197998046875
2016-04-08,1182.8997802734375
2016-04-11,1228.552490234375
2016-04-12,1286.3126220703125
2016-04-13,1295.64404296875
2016-04-14,1293.8131103515625
2016-04-15,1280.406494140625
2016-04-18,1356.002685546875
2016-04-19,1421.027099609375
2016-04-20,1483.8662109375
2016-04-21,1468.45166015625
2016-04-22,1405.612548828125
2016-04-25,1354.13134765625
2016-04-26,1336.767578125
2016-04-27,1407.9349365234375
2016-04-28,1459.0220947265625
2016-04-29,1391.3392333984375
2016-05-02,1444.43408203125
2016-05-03,1427.7203369140625
2016-05-04,1405.6907958984375
2016-05-05,1437.5240478515625
2016-05-06,1399.8438720703125
2016-05-09,1338.8936767578125
2016-05-10,1343.3232421875
2016-05-11,1367.419921875
2016-05-12,1338.7164306640625
2016-05-13,1333.2828369140625
2016-05-16,1307.1783447265625
2016-05-17,1306.115478515625
2016-05-18,1309.5408935546875
2016-05-19,1282.66845703125
2016-05-20,1277.82568359375
2016-05-23,1222.30908203125
2016-05-24,1248.76806640625
2016-05-25,1309.0684814453125
2016-05-26,1308.182373046875
2016-05-27,1281.5462646484375
2016-05-30,1265.7772216796875
2016-05-31,1271.3880615234375
2016-06-01,1256.3865966796875
2016-06-02,1241.4444580078125
2016-06-03,1295.0711669921875
2016-06-06,1395.7686767578125
2016-06-07,1378.464111328125
2016-06-08,1381.3580322265625
2016-06-09,1353.5406494140625
2016-06-10,1329.5621337890625
2016-06-13,1345.331298828125
2016-06-14,1322.8883056640625
2016-06-15,1337.0628662109375
2016-06-16,1350.2333984375
