Date,GL
2015-08-03,57.27952194213867
2015-08-04,57.29789733886719
2015-08-05,57.619590759277344
2015-08-06,57.15083312988281
2015-08-07,56.957820892333984
2015-08-10,58.01481628417969
2015-08-11,57.775856018066406
2015-08-12,57.41737747192383
2015-08-13,57.169219970703125
2015-08-14,57.44495391845703
2015-08-17,57.63796615600586
2015-08-18,57.56444549560547
2015-08-19,57.46334457397461
2015-08-20,56.18575668334961
2015-08-21,54.54971694946289
2015-08-24,51.86591720581055
2015-08-25,51.12140655517578
2015-08-26,52.89530944824219
2015-08-27,54.06259536743164
2015-08-28,54.154510498046875
2015-08-31,53.73172378540039
2015-09-01,52.086483001708984
2015-09-02,52.78501892089844
2015-09-03,53.014801025390625
2015-09-04,52.29789352416992
2015-09-08,53.115901947021484
2015-09-09,52.50929260253906
2015-09-10,52.57362365722656
2015-09-11,52.95964431762695
2015-09-14,52.71149826049805
2015-09-15,53.53868865966797
2015-09-16,53.82363510131836
2015-09-17,53.07913589477539
2015-09-18,52.077293395996094
2015-09-21,52.858558654785156
2015-09-22,52.150840759277344
2015-09-23,52.288692474365234
2015-09-24,52.25192642211914
2015-09-25,52.748260498046875
2015-09-28,51.69126510620117
2015-09-29,52.086483001708984
2015-09-30,51.96210479736328
2015-10-01,51.96210479736328
2015-10-02,52.06346130371094
2015-10-05,52.772857666015625
2015-10-06,52.560977935791016
2015-10-07,53.10454177856445
2015-10-08,53.344078063964844
2015-10-09,53.344078063964844
2015-10-12,53.48228073120117
2015-10-13,52.892642974853516
2015-10-14,52.22929382324219
2015-10-15,53.012413024902344
2015-10-16,53.50992202758789
2015-10-19,53.399375915527344
2015-10-20,53.50071716308594
2015-10-21,53.086097717285156
2015-10-22,53.79552459716797
2015-10-23,54.385162353515625
2015-10-26,53.85079574584961
2015-10-27,52.29377746582031
2015-10-28,53.83237075805664
2015-10-29,54.09956741333008
2015-10-30,53.44541931152344
2015-11-02,54.36674499511719
2015-11-03,54.127193450927734
2015-11-04,53.81394577026367
2015-11-05,53.9521598815918
2015-11-06,55.05772399902344
2015-11-09,54.67997360229492
2015-11-10,55.32490921020508
2015-11-11,55.07615280151367
2015-11-12,54.11799240112305
2015-11-13,53.94293975830078
2015-11-16,54.836612701416016
2015-11-17,54.95638656616211
2015-11-18,55.260414123535156
2015-11-19,55.48152542114258
2015-11-20,55.76713562011719
2015-11-23,55.70264434814453
2015-11-24,56.07117462158203
2015-11-25,55.92375946044922
2015-11-27,56.15409851074219
2015-11-30,55.85004425048828
2015-12-01,56.37520217895508
2015-12-02,56.015892028808594
2015-12-03,55.251197814941406
2015-12-04,56.181732177734375
2015-12-07,55.94218063354492
2015-12-08,55.44467544555664
2015-12-09,54.84581756591797
2015-12-10,54.89188766479492
2015-12-11,53.87845230102539
2015-12-14,52.772857666015625
2015-12-15,53.30722427368164
2015-12-16,53.684974670410156
2015-12-17,52.505672454833984
2015-12-18,51.003936767578125
2015-12-21,51.37247085571289
2015-12-22,52.174015045166016
2015-12-23,52.73600387573242
2015-12-24,52.76366424560547
2015-12-28,52.782081604003906
2015-12-29,53.2888069152832
2015-12-30,53.05847930908203
2015-12-31,52.66230392456055
2016-01-04,52.011253356933594
2016-01-05,52.648460388183594
2016-01-06,51.63261413574219
2016-01-07,50.7645263671875
2016-01-08,50.25661087036133
2016-01-11,50.27507019042969
2016-01-12,50.45053482055664
2016-01-13,49.425453186035156
2016-01-14,49.78562545776367
2016-01-15,48.89906692504883
2016-01-19,48.825172424316406
2016-01-20,47.707759857177734
2016-01-21,47.83705520629883
2016-01-22,49.03759765625
2016-01-25,48.22491455078125
2016-01-26,48.85289001464844
2016-01-27,48.49272918701172
2016-01-28,48.9544792175293
2016-01-29,50.1827278137207
2016-02-01,50.17349624633789
2016-02-02,48.723602294921875
2016-02-03,48.243385314941406
2016-02-04,48.372676849365234
2016-02-05,48.77900314331055
2016-02-08,47.319889068603516
2016-02-09,47.199851989746094
2016-02-10,47.14442825317383
2016-02-11,44.8633918762207
2016-02-12,46.285579681396484
2016-02-16,47.18136215209961
2016-02-17,48.28031921386719
2016-02-18,48.08638381958008
2016-02-19,47.910919189453125
2016-02-22,48.47425842285156
2016-02-23,47.85551452636719
2016-02-24,46.765785217285156
2016-02-25,47.47687911987305
2016-02-26,48.178749084472656
2016-02-29,47.30141830444336
2016-03-01,48.91753387451172
2016-03-02,49.35158157348633
2016-03-03,49.21304702758789
2016-03-04,49.35158157348633
2016-03-07,49.58244323730469
2016-03-08,48.5850715637207
2016-03-09,48.825172424316406
2016-03-10,48.871360778808594
2016-03-11,50.625999450683594
2016-03-14,50.51518249511719
2016-03-15,50.404354095458984
2016-03-16,50.79222106933594
2016-03-17,51.48485565185547
2016-03-18,51.44791030883789
2016-03-21,51.19855880737305
2016-03-22,50.893821716308594
2016-03-23,50.51518249511719
2016-03-24,49.98878860473633
2016-03-28,50.25661087036133
2016-03-29,50.099605560302734
2016-03-30,50.60752487182617
2016-03-31,50.14461135864258
2016-04-01,50.63530731201172
2016-04-04,50.05202102661133
2016-04-05,49.62611770629883
2016-04-06,49.96868896484375
2016-04-07,48.913211822509766
2016-04-08,49.43168640136719
2016-04-11,49.61686325073242
2016-04-12,50.70012664794922
2016-04-13,51.29266357421875
2016-04-14,51.33896255493164
2016-04-15,51.44081497192383
2016-04-18,51.66301345825195
2016-04-19,52.144466400146484
2016-04-20,52.774044036865234
2016-04-21,52.107425689697266
2016-04-22,52.89442443847656
2016-04-25,52.81108474731445
2016-04-26,52.931434631347656
2016-04-27,54.023956298828125
2016-04-28,53.71842956542969
2016-04-29,53.59807205200195
2016-05-02,53.690650939941406
2016-05-03,53.30179214477539
2016-05-04,53.523990631103516
2016-05-05,53.65361022949219
2016-05-06,53.829524993896484
2016-05-09,53.88507843017578
2016-05-10,54.431339263916016
