Date,ARE
2015-08-03,67.1660385131836
2015-08-04,66.57417297363281
2015-08-05,65.99658203125
2015-08-06,65.76123046875
2015-08-07,66.03935241699219
2015-08-10,65.71845245361328
2015-08-11,65.9181137084961
2015-08-12,65.74696350097656
2015-08-13,65.79690551757812
2015-08-14,66.85940551757812
2015-08-17,67.59388732910156
2015-08-18,67.65090942382812
2015-08-19,67.42985534667969
2015-08-20,67.35855865478516
2015-08-21,65.76835632324219
2015-08-24,62.880367279052734
2015-08-25,61.233116149902344
2015-08-26,62.431114196777344
2015-08-27,62.95166015625
2015-08-28,63.065757751464844
2015-08-31,61.318668365478516
2015-09-01,60.070770263671875
2015-09-02,60.855159759521484
2015-09-03,60.89795684814453
2015-09-04,59.47177505493164
2015-09-08,60.22053146362305
2015-09-09,60.056522369384766
2015-09-10,60.170597076416016
2015-09-11,61.489830017089844
2015-09-14,61.739410400390625
2015-09-15,62.50954055786133
2015-09-16,63.315345764160156
2015-09-17,63.85729217529297
2015-09-18,63.40803909301758
2015-09-21,63.714664459228516
2015-09-22,62.25996017456055
2015-09-23,63.85729217529297
2015-09-24,63.27967834472656
2015-09-25,62.687828063964844
2015-09-28,61.472049713134766
2015-09-29,61.5943603515625
2015-09-30,60.910926818847656
2015-10-01,60.78142166137695
2015-10-02,61.62311935424805
2015-10-05,63.061893463134766
2015-10-06,63.040321350097656
2015-10-07,63.57986831665039
2015-10-08,65.27043914794922
2015-10-09,64.70211791992188
2015-10-12,65.03304290771484
2015-10-13,66.36389923095703
2015-10-14,66.1480712890625
2015-10-15,66.493408203125
2015-10-16,66.93223571777344
2015-10-19,67.91780853271484
2015-10-20,67.88185119628906
2015-10-21,67.61566162109375
2015-10-22,65.212890625
2015-10-23,65.03304290771484
2015-10-26,64.1625747680664
2015-10-27,64.40717315673828
2015-10-28,65.04740905761719
2015-10-29,64.96827697753906
2015-10-30,64.55824279785156
2015-11-02,65.75963592529297
2015-11-03,65.63731384277344
2015-11-04,65.57977294921875
2015-11-05,66.68045043945312
2015-11-06,64.30647277832031
2015-11-09,63.01873779296875
2015-11-10,63.88920593261719
2015-11-11,64.10504150390625
2015-11-12,63.84604263305664
2015-11-13,62.93961715698242
2015-11-16,63.78847885131836
2015-11-17,63.62303161621094
2015-11-18,64.24890899658203
2015-11-19,65.04023742675781
2015-11-20,65.53660583496094
2015-11-23,65.81717681884766
2015-11-24,65.78119659423828
2015-11-25,65.83155822753906
2015-11-27,66.52220916748047
2015-11-30,66.24880981445312
2015-12-01,66.93943786621094
2015-12-02,65.47907257080078
2015-12-03,64.27050018310547
2015-12-04,65.31361389160156
2015-12-07,64.7668685913086
2015-12-08,65.05460357666016
2015-12-09,64.19136810302734
2015-12-10,63.81727600097656
2015-12-11,63.84604263305664
2015-12-14,63.83165740966797
2015-12-15,64.49348449707031
2015-12-16,65.4358901977539
2015-12-17,65.36395263671875
2015-12-18,65.1049575805664
2015-12-21,65.63731384277344
2015-12-22,65.42871856689453
2015-12-23,65.59416961669922
2015-12-24,65.45028686523438
2015-12-28,66.01142120361328
2015-12-29,66.74413299560547
2015-12-30,66.30158996582031
2015-12-31,65.5543441772461
2016-01-04,64.64752197265625
2016-01-05,65.53984069824219
2016-01-06,65.09729766845703
2016-01-07,62.9426383972168
2016-01-08,62.07931137084961
2016-01-11,61.30303955078125
2016-01-12,60.60660171508789
2016-01-13,58.96701431274414
2016-01-14,58.77112579345703
2016-01-15,58.154483795166016
2016-01-19,58.306827545166016
2016-01-20,55.462947845458984
2016-01-21,55.44117736816406
2016-01-22,56.80508041381836
2016-01-25,56.20290756225586
2016-01-26,57.073486328125
2016-01-27,56.45683670043945
2016-01-28,56.340763092041016
2016-01-29,57.4434928894043
2016-02-01,56.69624328613281
2016-02-02,55.32508850097656
2016-02-03,55.281551361083984
2016-02-04,55.79667663574219
2016-02-05,55.53547286987305
2016-02-08,54.12804412841797
2016-02-09,52.30707931518555
2016-02-10,52.8511962890625
2016-02-11,51.980628967285156
2016-02-12,52.125736236572266
2016-02-16,53.68550491333008
2016-02-17,53.93217468261719
2016-02-18,54.23687744140625
2016-02-19,54.389244079589844
2016-02-22,55.35411071777344
2016-02-23,55.35411071777344
2016-02-24,55.35411071777344
2016-02-25,56.950172424316406
2016-02-26,57.12428665161133
2016-02-29,57.42900466918945
2016-03-01,58.974273681640625
2016-03-02,58.86543273925781
2016-03-03,60.01893615722656
2016-03-04,60.700904846191406
2016-03-07,60.48326110839844
2016-03-08,60.27287673950195
2016-03-09,60.686378479003906
2016-03-10,60.91128158569336
2016-03-11,61.95597457885742
2016-03-14,62.21714401245117
2016-03-15,63.10224533081055
2016-03-16,63.530277252197266
2016-03-17,64.81438446044922
2016-03-18,64.07440185546875
2016-03-21,63.842227935791016
2016-03-22,64.26300048828125
2016-03-23,64.20497131347656
2016-03-24,64.2194595336914
2016-03-28,65.34396362304688
2016-03-29,66.5224609375
2016-03-30,66.13451385498047
2016-03-31,66.52979278564453
2016-04-01,66.28821563720703
2016-04-04,66.62495422363281
2016-04-05,66.61031341552734
2016-04-06,66.12718200683594
2016-04-07,65.72461700439453
2016-04-08,66.58831787109375
2016-04-11,66.45658874511719
2016-04-12,67.73023986816406
2016-04-13,67.37887573242188
2016-04-14,67.64239501953125
2016-04-15,68.7037582397461
2016-04-18,68.65252685546875
2016-04-19,68.66716766357422
2016-04-20,67.34961700439453
2016-04-21,66.6761474609375
2016-04-22,67.85468292236328
2016-04-25,68.22797393798828
2016-04-26,68.42561340332031
2016-04-27,68.60859680175781
2016-04-28,68.68912506103516
2016-04-29,68.03765106201172
2016-05-02,68.92337036132812
2016-05-03,68.57933044433594
2016-05-04,69.83101654052734
2016-05-05,69.98472595214844
2016-05-06,70.01399230957031
2016-05-09,70.6069107055664
2016-05-10,70.29216766357422
2016-05-11,68.7916030883789
2016-05-12,68.60130310058594
2016-05-13,69.42841339111328
2016-05-16,70.49710083007812
2016-05-17,69.42111206054688
2016-05-18,69.01852416992188
2016-05-19,68.46222686767578
2016-05-20,69.99938201904297
2016-05-23,70.06523895263672
2016-05-24,71.73416137695312
2016-05-25,71.92446899414062
2016-05-26,70.6142349243164
2016-05-27,70.69475555419922
2016-05-31,70.92900085449219
2016-06-01,70.6142349243164
2016-06-02,71.2144546508789
2016-06-03,71.48530578613281
2016-06-06,70.64352416992188
2016-06-07,70.66546630859375
2016-06-08,71.06806945800781
2016-06-09,71.85131072998047
2016-06-10,72.17334747314453
2016-06-13,72.11479949951172
2016-06-14,71.65365600585938
2016-06-15,72.07088470458984
2016-06-16,72.1806640625
2016-06-17,71.81468963623047
2016-06-20,71.67561340332031
2016-06-21,71.67561340332031
2016-06-22,72.07088470458984
2016-06-23,72.6418228149414
2016-06-24,72.72966766357422
2016-06-27,72.56132507324219
2016-06-28,73.69036102294922
2016-06-29,75.11457061767578
2016-06-30,76.39120483398438
2016-07-01,76.92251586914062
2016-07-05,77.5054702758789
2016-07-06,77.72686767578125
2016-07-07,74.73084259033203
2016-07-08,75.85250854492188
2016-07-11,76.54618072509766
2016-07-12,76.0738525390625
2016-07-13,77.05535888671875
2016-07-14,76.56829833984375
2016-07-15,76.50189971923828
2016-07-18,77.1364974975586
2016-07-19,77.42430114746094
2016-07-20,78.45004272460938
2016-07-21,79.09943389892578
2016-07-22,80.29487609863281
2016-07-25,80.64910888671875
2016-07-26,80.62696075439453
2016-07-27,80.28751373291016
2016-07-28,81.93307495117188
2016-07-29,82.87028503417969
2016-08-01,83.05476379394531
2016-08-02,80.78932189941406
2016-08-03,81.74124145507812
2016-08-04,82.9292984008789
2016-08-05,82.21351623535156
2016-08-08,82.752197265625
2016-08-09,83.17285919189453
2016-08-10,81.9995346069336
2016-08-11,81.70433807373047
2016-08-12,82.98096466064453
2016-08-15,81.72647857666016
2016-08-16,81.05493927001953
2016-08-17,80.83356475830078
2016-08-18,81.32062530517578
2016-08-19,80.64169311523438
2016-08-22,81.0992202758789
2016-08-23,80.93687438964844
2016-08-24,80.4424819946289
2016-08-25,80.6122055053711
2016-08-26,79.89640045166016
2016-08-29,80.98116302490234
2016-08-30,81.38701629638672
2016-08-31,81.2394790649414
2016-09-01,81.16565704345703
2016-09-02,82.5382080078125
2016-09-06,82.95144653320312
2016-09-07,84.50849914550781
2016-09-08,83.82221221923828
2016-09-09,78.45004272460938
2016-09-12,80.30227661132812
2016-09-13,77.0627212524414
2016-09-14,77.61615753173828
2016-09-15,77.97776794433594
2016-09-16,78.40576934814453
2016-09-19,79.69715118408203
2016-09-20,79.74140930175781
2016-09-21,81.43869018554688
2016-09-22,83.40898895263672
2016-09-23,83.67463684082031
2016-09-26,83.98456573486328
2016-09-27,83.04737854003906
2016-09-28,83.83518981933594
2016-09-29,81.59809875488281
2016-09-30,80.84003448486328
2016-10-03,79.01172637939453
2016-10-04,78.43199920654297
2016-10-05,76.878662109375
2016-10-06,77.31715393066406
2016-10-07,77.20567321777344
2016-10-10,77.44351959228516
2016-10-11,75.74895477294922
2016-10-12,76.73744201660156
2016-10-13,77.22053527832031
2016-10-14,77.19824981689453
2016-10-17,77.4137954711914
2016-10-18,78.07526397705078
2016-10-19,78.24620056152344
2016-10-20,79.0191421508789
2016-10-21,79.33872985839844
2016-10-24,79.31642150878906
2016-10-25,79.77721405029297
2016-10-26,78.90023040771484
2016-10-27,78.12728118896484
2016-10-28,77.97119903564453
2016-10-31,80.12651062011719
2016-11-01,79.78466796875
2016-11-02,77.70364379882812
2016-11-03,76.18003845214844
2016-11-04,76.55165100097656
2016-11-07,78.80359649658203
2016-11-08,79.58397674560547
2016-11-09,81.0555648803711
2016-11-10,78.72929382324219
2016-11-11,77.63674926757812
2016-11-14,78.95967864990234
2016-11-15,79.22723388671875
2016-11-16,79.45018005371094
2016-11-17,79.75492858886719
2016-11-18,79.82180786132812
2016-11-21,80.67652893066406
2016-11-22,82.54942321777344
2016-11-23,82.21498107910156
2016-11-25,83.21088409423828
2016-11-28,83.32981872558594
2016-11-29,83.03253173828125
2016-11-30,81.44947814941406
2016-12-01,79.6434555053711
2016-12-02,80.96638488769531
2016-12-05,81.80621337890625
2016-12-06,82.49740600585938
2016-12-07,82.49740600585938
2016-12-08,82.21498107910156
2016-12-09,81.6947250366211
2016-12-12,81.55352020263672
2016-12-13,81.0035400390625
2016-12-14,79.42790985107422
2016-12-15,78.78130340576172
2016-12-16,80.24544525146484
2016-12-19,81.49405670166016
2016-12-20,82.50483703613281
2016-12-21,81.03326416015625
2016-12-22,80.65422821044922
2016-12-23,81.23395538330078
2016-12-27,81.47919464111328
2016-12-28,81.28447723388672
2016-12-29,82.7148666381836
2016-12-30,83.22410583496094
2017-01-03,82.81224060058594
2017-01-04,84.90909576416016
2017-01-05,84.60205078125
2017-01-06,84.03289794921875
2017-01-09,83.1642074584961
2017-01-10,83.01441192626953
