Date,BHARTIARTL.NS
2015-08-21,315.4754943847656
2015-08-24,297.33489990234375
2015-08-25,297.3775634765625
2015-08-26,289.56646728515625
2015-08-27,296.481201171875
2015-08-28,309.4570007324219
2015-08-31,302.4569396972656
2015-09-01,294.8592529296875
2015-09-02,293.02386474609375
2015-09-03,296.0116882324219
2015-09-04,298.7861328125
2015-09-07,296.3104248046875
2015-09-08,296.8653869628906
2015-09-09,302.627685546875
2015-09-10,299.17022705078125
2015-09-11,297.6763610839844
2015-09-14,302.32891845703125
2015-09-15,299.6398010253906
2015-09-16,306.89605712890625
2015-09-18,304.6765441894531
2015-09-21,300.7496337890625
2015-09-22,293.4933776855469
2015-09-23,288.45672607421875
2015-09-24,284.23101806640625
2015-09-28,279.66387939453125
2015-09-29,275.4380798339844
2015-09-30,288.4140319824219
2015-10-01,289.7798767089844
2015-10-05,295.5848693847656
2015-10-06,297.8043518066406
2015-10-07,292.5116271972656
2015-10-08,291.5726318359375
2015-10-09,296.7373046875
2015-10-12,298.3592834472656
2015-10-13,294.90185546875
2015-10-14,295.62750244140625
2015-10-15,299.85321044921875
2015-10-16,298.4873046875
2015-10-19,310.48150634765625
2015-10-20,308.90216064453125
2015-10-21,317.1401672363281
2015-10-23,306.5545654296875
2015-10-26,300.66424560546875
2015-10-27,301.04840087890625
2015-10-28,305.8716125488281
2015-10-29,303.3959655761719
2015-10-30,297.9751892089844
2015-11-02,298.9141845703125
2015-11-03,296.7799987792969
2015-11-04,295.71295166015625
2015-11-05,287.30419921875
2015-11-06,289.56646728515625
2015-11-09,286.19439697265625
2015-11-10,283.12115478515625
2015-11-13,285.0419616699219
2015-11-16,286.6212463378906
2015-11-17,285.55413818359375
2015-11-18,285.0845642089844
2015-11-19,289.86529541015625
2015-11-20,291.40185546875
2015-11-23,289.3957214355469
2015-11-24,291.5726318359375
2015-11-26,292.0847473144531
2015-11-27,292.1275329589844
2015-11-30,285.42608642578125
2015-12-01,275.52349853515625
2015-12-02,275.65155029296875
2015-12-03,272.791748046875
2015-12-04,274.28564453125
2015-12-07,273.26129150390625
2015-12-08,271.3405456542969
2015-12-09,265.3647766113281
2015-12-10,266.9013977050781
2015-12-11,264.2549743652344
2015-12-14,261.3525085449219
2015-12-15,263.95623779296875
2015-12-16,273.4746398925781
2015-12-17,275.2247314453125
2015-12-18,272.36492919921875
2015-12-21,273.9442138671875
2015-12-22,275.9076843261719
2015-12-23,283.7187194824219
2015-12-24,288.9261779785156
2015-12-28,283.2065734863281
2015-12-29,286.19439697265625
2015-12-30,284.3590393066406
2015-12-31,290.5908203125
2016-01-01,290.6762390136719
2016-01-04,278.9809265136719
2016-01-05,276.1210632324219
2016-01-06,275.0539855957031
2016-01-07,275.18206787109375
2016-01-08,276.46258544921875
2016-01-11,274.15765380859375
2016-01-12,269.2490234375
2016-01-13,263.4440612792969
2016-01-14,263.5720520019531
2016-01-15,261.3097839355469
2016-01-18,256.3158874511719
2016-01-19,264.895263671875
2016-01-20,264.29766845703125
2016-01-21,264.04156494140625
2016-01-22,254.99264526367188
2016-01-25,253.9682159423828
2016-01-27,254.2243194580078
2016-01-28,248.76083374023438
2016-01-29,247.48025512695312
2016-02-01,253.199951171875
2016-02-02,257.98052978515625
2016-02-03,255.9317169189453
2016-02-04,259.7305603027344
2016-02-05,262.24884033203125
2016-02-08,265.49285888671875
2016-02-09,266.5599060058594
2016-02-10,265.74896240234375
2016-02-11,263.5293884277344
2016-02-12,277.06011962890625
2016-02-15,272.23687744140625
2016-02-16,269.1636047363281
2016-02-17,272.791748046875
2016-02-18,274.20025634765625
2016-02-19,278.3406066894531
2016-02-22,280.94439697265625
2016-02-23,274.28564453125
2016-02-24,276.54791259765625
2016-02-25,275.35272216796875
2016-02-26,271.4258728027344
2016-02-29,269.33441162109375
2016-03-01,273.7734375
2016-03-02,278.59674072265625
2016-03-03,284.61517333984375
2016-03-04,281.0723876953125
2016-03-08,282.9931335449219
2016-03-09,285.6395263671875
2016-03-10,287.09075927734375
2016-03-11,287.9018249511719
2016-03-14,290.8896484375
2016-03-15,292.7250671386719
2016-03-16,288.9689025878906
2016-03-17,290.8896484375
2016-03-18,293.92022705078125
2016-03-21,301.9020080566406
2016-03-22,299.5544128417969
2016-03-23,305.7862548828125
2016-03-28,298.61541748046875
2016-03-29,302.627685546875
2016-03-30,302.03009033203125
2016-03-31,299.46905517578125
2016-04-01,286.3652038574219
2016-04-04,297.5056457519531
2016-04-05,282.13946533203125
2016-04-06,285.55413818359375
2016-04-07,282.7797546386719
2016-04-08,285.6395263671875
2016-04-11,297.292236328125
2016-04-12,298.8714904785156
2016-04-13,299.85321044921875
2016-04-18,306.8106994628906
2016-04-20,304.4631042480469
2016-04-21,304.9752502441406
2016-04-22,301.43255615234375
2016-04-25,306.4265441894531
2016-04-26,307.6643371582031
2016-04-27,318.46331787109375
2016-04-28,318.16455078125
2016-04-29,310.3961181640625
2016-05-02,305.44482421875
2016-05-03,314.45111083984375
2016-05-04,308.5606689453125
2016-05-05,302.54229736328125
2016-05-06,306.5545654296875
2016-05-09,313.1279296875
2016-05-10,314.8779296875
2016-05-11,306.3838195800781
2016-05-12,309.1156311035156
2016-05-13,302.9691162109375
2016-05-16,301.7313232421875
2016-05-17,299.8105163574219
2016-05-18,299.85321044921875
2016-05-19,294.34698486328125
2016-05-20,291.9140625
2016-05-23,295.2433776855469
2016-05-24,294.64581298828125
2016-05-25,300.1947326660156
2016-05-26,301.2191467285156
2016-05-27,299.85321044921875
2016-05-30,303.82281494140625
2016-05-31,299.9812927246094
2016-06-01,310.0973205566406
2016-06-02,312.61566162109375
2016-06-03,305.74359130859375
2016-06-06,297.7190856933594
2016-06-07,298.0605163574219
2016-06-08,301.04840087890625
2016-06-09,299.85321044921875
2016-06-10,299.7252197265625
2016-06-13,292.2982482910156
2016-06-14,292.5116271972656
2016-06-15,300.40814208984375
2016-06-16,295.79827880859375
2016-06-17,304.76190185546875
2016-06-20,311.1644287109375
2016-06-21,309.200927734375
2016-06-22,309.9265441894531
2016-06-23,311.4205017089844
2016-06-24,303.7801513671875
2016-06-27,299.7678527832031
2016-06-28,304.84722900390625
2016-06-29,304.0788879394531
2016-06-30,313.1279296875
2016-07-01,314.45111083984375
2016-07-04,318.7194519042969
2016-07-05,312.35955810546875
2016-07-07,310.1827087402344
2016-07-08,303.0971984863281
2016-07-11,307.1947937011719
2016-07-12,310.1400146484375
2016-07-13,310.48150634765625
2016-07-14,313.25592041015625
2016-07-15,323.4573059082031
2016-07-18,309.5850830078125
2016-07-19,310.99365234375
2016-07-20,310.2253723144531
2016-07-21,314.0242919921875
2016-07-22,313.5973815917969
2016-07-25,317.5242919921875
2016-07-26,315.7315673828125
2016-07-27,318.0365295410156
2016-07-28,317.48162841796875
2016-07-29,309.0729064941406
2016-08-01,310.7375793457031
2016-08-02,305.44482421875
2016-08-03,306.3410949707031
2016-08-04,312.65838623046875
2016-08-05,310.7375793457031
2016-08-08,300.1093444824219
2016-08-09,298.31658935546875
2016-08-10,295.755615234375
2016-08-11,296.83544921875
2016-08-12,298.078125
2016-08-16,293.4930114746094
2016-08-17,296.2355041503906
