Date,OIL.NS
2015-08-21,88.63287353515625
2015-08-24,83.38314819335938
2015-08-25,86.14409637451172
2015-08-26,87.37877655029297
2015-08-27,88.42871856689453
2015-08-28,91.01469421386719
2015-08-31,87.38850402832031
2015-09-01,87.96206665039062
2015-09-02,88.51620483398438
2015-09-03,89.04118347167969
2015-09-04,84.72474670410156
2015-09-07,84.13169860839844
2015-09-08,84.5594711303711
2015-09-09,84.95804595947266
2015-09-10,86.33854675292969
2015-09-11,86.40657806396484
2015-09-14,86.86351776123047
2015-09-15,87.10657501220703
2015-09-16,87.8722152709961
2015-09-18,86.50993347167969
2015-09-21,86.42044830322266
2015-09-22,86.29117584228516
2015-09-23,85.05817413330078
2015-09-24,85.97297668457031
2015-09-28,83.9046859741211
2015-09-29,84.95873260498047
2015-09-30,84.19305419921875
2015-10-01,85.76416778564453
2015-10-05,87.63359069824219
2015-10-06,88.46882629394531
2015-10-07,90.576904296875
2015-10-08,92.15795135498047
2015-10-09,90.46752166748047
2015-10-12,88.9560775756836
2015-10-13,89.35384368896484
2015-10-14,88.27989959716797
2015-10-15,87.8921127319336
2015-10-16,88.09098815917969
2015-10-19,88.09098815917969
2015-10-20,87.27561950683594
2015-10-21,86.57953643798828
2015-10-23,86.4602279663086
2015-10-26,82.96006774902344
2015-10-27,81.170166015625
2015-10-28,79.72836303710938
2015-10-29,80.17579650878906
2015-10-30,80.72271728515625
2015-11-02,79.93719482421875
2015-11-03,80.35479736328125
2015-11-04,80.43435668945312
2015-11-05,80.50395965576172
2015-11-06,79.95704650878906
2015-11-09,79.33061981201172
2015-11-10,77.74955749511719
2015-11-13,73.41412353515625
2015-11-16,71.22650146484375
2015-11-17,72.23082733154297
2015-11-18,72.45952606201172
2015-11-19,72.20098114013672
2015-11-20,72.17115020751953
2015-11-23,73.55333709716797
2015-11-24,73.77208709716797
2015-11-26,75.65145874023438
2015-11-27,75.29346466064453
2015-11-30,75.0747299194336
2015-12-01,77.2225570678711
2015-12-02,76.71540832519531
2015-12-03,76.86457061767578
2015-12-04,78.45555877685547
2015-12-07,76.98389434814453
2015-12-08,74.4184341430664
2015-12-09,74.21955871582031
2015-12-10,72.95671844482422
2015-12-11,74.33889770507812
2015-12-14,73.1158218383789
2015-12-15,72.19104766845703
2015-12-16,74.81617736816406
2015-12-17,74.90569305419922
2015-12-18,74.60736083984375
2015-12-21,74.7863540649414
2015-12-22,74.37865447998047
2015-12-23,74.86591339111328
2015-12-24,77.0733871459961
2015-12-28,79.48970794677734
2015-12-29,77.75950622558594
2015-12-30,78.13737487792969
2015-12-31,76.16852569580078
2016-01-01,77.37171173095703
2016-01-04,79.34056854248047
2016-01-05,80.00678253173828
2016-01-06,79.49964904785156
2016-01-07,77.24243927001953
2016-01-08,78.3263168334961
2016-01-11,74.82612609863281
2016-01-12,74.45820617675781
2016-01-13,72.15129089355469
2016-01-14,71.20662689208984
2016-01-15,70.62989807128906
2016-01-18,69.00907897949219
2016-01-19,69.8538818359375
2016-01-20,69.18212127685547
2016-01-21,67.93016052246094
2016-01-22,70.02690124511719
2016-01-25,70.44422149658203
2016-01-27,70.64778900146484
2016-01-28,70.8920669555664
2016-01-29,71.56385803222656
2016-02-01,72.47988891601562
2016-02-02,70.71903991699219
2016-02-03,69.19229125976562
2016-02-04,69.52818298339844
2016-02-05,69.51798248291016
2016-02-08,68.36782836914062
2016-02-09,69.0294189453125
2016-02-10,67.51287078857422
2016-02-11,66.51538848876953
2016-02-12,64.27615356445312
2016-02-15,65.75200653076172
2016-02-16,64.8359603881836
2016-02-17,64.25579071044922
2016-02-18,65.84361267089844
2016-02-19,65.4670181274414
2016-02-22,65.22273254394531
2016-02-23,65.02934265136719
2016-02-24,64.81560516357422
2016-02-25,64.69346618652344
2016-02-26,64.91739654541016
