Date,MAKEINDIA.NS
2023-08-29,97.94999694824219
2023-08-30,98.26000213623047
2023-08-31,98.38999938964844
2023-09-01,99.22000122070312
2023-09-04,99.83000183105469
2023-09-05,100.26000213623047
2023-09-06,100.13999938964844
2023-09-07,100.66000366210938
2023-09-08,101.19000244140625
2023-09-11,101.97000122070312
2023-09-12,100.0199966430664
2023-09-13,100.05000305175781
2023-09-14,100.83999633789062
2023-09-15,101.06999969482422
2023-09-18,101.12000274658203
2023-09-20,100.37999725341797
2023-09-21,99.41999816894531
2023-09-22,98.8499984741211
2023-09-25,98.69999694824219
2023-09-26,98.87000274658203
2023-09-27,99.31999969482422
2023-09-28,98.02999877929688
2023-09-29,99.29000091552734
2023-10-03,98.51000213623047
2023-10-04,97.33999633789062
2023-10-05,97.52999877929688
2023-10-06,97.98999786376953
2023-10-09,97.08000183105469
2023-10-10,98.06999969482422
2023-10-11,98.7300033569336
2023-10-12,98.87999725341797
2023-10-13,99.37000274658203
2023-10-16,99.55000305175781
2023-10-17,99.86000061035156
2023-10-18,99.75
2023-10-19,99.41999816894531
2023-10-20,98.4800033569336
2023-10-23,96.62999725341797
2023-10-25,96.19000244140625
2023-10-26,94.9000015258789
2023-10-27,96.01000213623047
2023-10-30,95.87999725341797
2023-10-31,95.47000122070312
2023-11-01,95.22000122070312
2023-11-02,96.02999877929688
2023-11-03,96.69999694824219
2023-11-06,97.62999725341797
2023-11-07,97.93000030517578
2023-11-08,98.4000015258789
2023-11-09,98.63999938964844
2023-11-10,98.44000244140625
2023-11-13,98.66999816894531
2023-11-15,100.12000274658203
2023-11-16,100.93000030517578
2023-11-17,101.19999694824219
2023-11-20,100.91999816894531
2023-11-21,101.36000061035156
2023-11-22,101.73999786376953
2023-11-23,101.86000061035156
2023-11-24,102.05999755859375
2023-11-28,102.30999755859375
2023-11-29,103.20999908447266
2023-11-30,104.33999633789062
2023-12-01,104.7699966430664
2023-12-04,105.83000183105469
2023-12-05,106.33000183105469
2023-12-06,106.58000183105469
2023-12-07,106.98999786376953
2023-12-08,106.3499984741211
2023-12-11,106.91999816894531
2023-12-12,106.36000061035156
2023-12-13,106.91000366210938
2023-12-14,107.54000091552734
2023-12-15,108.22000122070312
2023-12-18,108.83000183105469
2023-12-19,108.69999694824219
2023-12-20,106.08000183105469
2023-12-21,107.1500015258789
2023-12-22,108.19000244140625
2023-12-26,109.48999786376953
2023-12-27,110.16999816894531
2023-12-28,111.25
2023-12-29,111.72000122070312
2024-01-01,111.61000061035156
2024-01-02,111.5199966430664
2024-01-03,111.2300033569336
2024-01-04,111.48999786376953
2024-01-05,111.58000183105469
2024-01-08,110.80000305175781
2024-01-09,111.20999908447266
2024-01-10,111.69000244140625
2024-01-11,112.25
2024-01-12,111.94999694824219
2024-01-15,112.66000366210938
2024-01-16,112.4800033569336
2024-01-17,110.94999694824219
2024-01-19,112.25
2024-01-23,109.94999694824219
2024-01-24,111.63999938964844
2024-01-25,111.37999725341797
2024-01-29,112.83999633789062
2024-01-30,112.36000061035156
2024-01-31,114.0
2024-02-01,113.70999908447266
2024-02-02,115.0
2024-02-05,115.26000213623047
2024-02-06,116.86000061035156
2024-02-07,117.12999725341797
2024-02-08,116.7699966430664
2024-02-09,116.2300033569336
2024-02-12,115.0999984741211
2024-02-13,115.18000030517578
2024-02-14,116.26000213623047
2024-02-15,117.02999877929688
2024-02-16,118.2699966430664
2024-02-19,118.80999755859375
2024-02-20,118.52999877929688
2024-02-21,118.22000122070312
2024-02-22,119.16000366210938
2024-02-23,119.69999694824219
2024-02-26,119.63999938964844
2024-02-27,119.95999908447266
2024-02-28,118.47000122070312
2024-02-29,118.91999816894531
2024-03-01,120.69000244140625
2024-03-04,121.13999938964844
2024-03-05,122.12000274658203
2024-03-06,122.4000015258789
2024-03-07,122.76000213623047
2024-03-11,122.62000274658203
2024-03-12,121.2300033569336
2024-03-13,117.2300033569336
2024-03-14,119.2300033569336
2024-03-15,117.98999786376953
2024-03-18,118.87999725341797
2024-03-19,117.69999694824219
2024-03-20,117.94999694824219
2024-03-21,120.16999816894531
2024-03-22,121.37000274658203
2024-03-26,121.95999908447266
2024-03-27,122.56999969482422
2024-03-28,123.91999816894531
2024-04-01,124.95999908447266
2024-04-02,126.47000122070312
2024-04-03,126.66000366210938
2024-04-04,126.27999877929688
2024-04-05,126.51000213623047
2024-04-08,127.62999725341797
2024-04-09,127.52999877929688
2024-04-10,128.1300048828125
2024-04-12,127.44000244140625
2024-04-15,126.30999755859375
2024-04-16,126.61000061035156
2024-04-18,126.12000274658203
2024-04-19,126.19000244140625
2024-04-22,127.52999877929688
2024-04-23,127.66000366210938
2024-04-24,128.52999877929688
2024-04-25,129.97999572753906
2024-04-26,130.25999450683594
2024-04-29,131.0
2024-04-30,131.17999267578125
2024-05-02,132.22000122070312
2024-05-03,131.75
2024-05-06,131.75
2024-05-07,129.44000244140625
2024-05-08,131.05999755859375
2024-05-09,129.38999938964844
2024-05-10,131.16000366210938
2024-05-13,131.50999450683594
2024-05-14,133.0500030517578
2024-05-15,133.82000732421875
2024-05-16,135.07000732421875
2024-05-17,137.1999969482422
2024-05-21,138.5800018310547
2024-05-22,139.88999938964844
2024-05-23,140.9600067138672
2024-05-24,141.2899932861328
2024-05-27,141.10000610351562
2024-05-28,140.39999389648438
2024-05-29,140.5500030517578
2024-05-30,138.41000366210938
2024-05-31,138.47999572753906
2024-06-03,142.72999572753906
2024-06-04,133.99000549316406
2024-06-05,138.7899932861328
2024-06-06,140.77999877929688
2024-06-07,142.9499969482422
2024-06-10,143.80999755859375
2024-06-11,144.4499969482422
2024-06-12,145.25
2024-06-13,146.60000610351562
2024-06-14,148.5399932861328
2024-06-18,149.02999877929688
2024-06-19,146.9499969482422
2024-06-20,147.50999450683594
2024-06-21,146.86000061035156
2024-06-24,147.97999572753906
2024-06-25,147.5399932861328
2024-06-26,146.82000732421875
2024-06-27,147.33999633789062
2024-06-28,147.8000030517578
2024-07-01,148.88999938964844
2024-07-02,147.41000366210938
2024-07-03,149.00999450683594
2024-07-04,150.27000427246094
2024-07-05,151.25
2024-07-08,150.55999755859375
2024-07-09,151.7899932861328
2024-07-10,150.88999938964844
2024-07-11,150.72999572753906
2024-07-12,150.25999450683594
2024-07-15,150.99000549316406
2024-07-16,150.47999572753906
2024-07-18,149.66000366210938
2024-07-19,145.92999267578125
2024-07-22,147.19000244140625
2024-07-23,146.66000366210938
2024-07-24,147.14999389648438
2024-07-25,147.83999633789062
2024-07-26,150.8000030517578
2024-07-29,152.44000244140625
2024-07-30,152.8300018310547
2024-07-31,153.57000732421875
2024-08-01,152.9499969482422
2024-08-02,150.41000366210938
2024-08-05,145.50999450683594
2024-08-06,144.97000122070312
2024-08-07,148.02999877929688
2024-08-08,147.97999572753906
2024-08-09,148.94000244140625
2024-08-12,149.25999450683594
2024-08-13,148.16000366210938
2024-08-14,147.3699951171875
2024-08-16,149.36000061035156
2024-08-19,150.10000610351562
2024-08-20,150.97999572753906
2024-08-21,151.74000549316406
2024-08-22,152.10000610351562
2024-08-23,152.3300018310547
2024-08-26,153.11000061035156
