Date,MAKEINDIA.NS
2024-08-28,153.0800018310547
2024-08-29,153.0
2024-08-30,153.52999877929688
2024-09-02,153.22000122070312
2024-09-03,153.05999755859375
2024-09-04,152.99000549316406
2024-09-05,152.66000366210938
2024-09-06,151.0500030517578
2024-09-09,150.6300048828125
2024-09-10,150.91000366210938
2024-09-11,150.8699951171875
2024-09-12,153.5
2024-09-13,153.8800048828125
2024-09-16,153.8000030517578
2024-09-17,153.72999572753906
2024-09-18,152.7100067138672
2024-09-19,152.3000030517578
2024-09-20,154.2899932861328
2024-09-23,155.66000366210938
2024-09-24,156.41000366210938
2024-09-25,156.58999633789062
2024-09-26,157.83999633789062
2024-09-27,159.35000610351562
2024-09-30,158.22000122070312
2024-10-01,158.3699951171875
2024-10-03,155.16000366210938
2024-10-04,153.25999450683594
2024-10-07,151.2100067138672
2024-10-08,153.2100067138672
2024-10-09,155.17999267578125
2024-10-10,154.80999755859375
2024-10-11,155.42999267578125
2024-10-14,155.52000427246094
2024-10-15,154.6199951171875
2024-10-16,154.3699951171875
2024-10-17,151.2100067138672
2024-10-18,151.97000122070312
2024-10-21,150.75
2024-10-22,147.38999938964844
2024-10-23,146.49000549316406
2024-10-24,146.0399932861328
2024-10-25,143.60000610351562
2024-10-28,144.6699981689453
2024-10-29,144.30999755859375
2024-10-31,143.9499969482422
2024-11-01,145.19000244140625
2024-11-04,143.05999755859375
2024-11-06,146.92999267578125
2024-11-07,144.83999633789062
2024-11-08,144.05999755859375
2024-11-11,143.22000122070312
2024-11-12,140.75
2024-11-13,137.5800018310547
2024-11-14,137.52000427246094
2024-11-18,138.0
2024-11-19,138.85000610351562
2024-11-21,138.00999450683594
2024-11-22,140.11000061035156
2024-11-25,142.0500030517578
2024-11-26,141.50999450683594
2024-11-27,142.2899932861328
2024-11-28,141.13999938964844
2024-11-29,142.74000549316406
2024-12-02,144.24000549316406
2024-12-03,145.14999389648438
2024-12-04,144.7100067138672
2024-12-05,145.05999755859375
2024-12-06,145.89999389648438
2024-12-09,146.02000427246094
2024-12-10,145.91000366210938
2024-12-11,146.38999938964844
2024-12-12,145.3800048828125
2024-12-13,145.67999267578125
2024-12-16,145.94000244140625
2024-12-17,143.9199981689453
2024-12-18,143.05999755859375
2024-12-19,142.27999877929688
2024-12-20,139.5800018310547
2024-12-23,139.8000030517578
2024-12-24,139.27999877929688
2024-12-26,139.83999633789062
2024-12-27,140.47000122070312
2024-12-30,139.24000549316406
2024-12-31,139.66000366210938
2025-01-01,140.75999450683594
2025-01-02,142.9499969482422
2025-01-03,142.3300018310547
2025-01-06,139.13999938964844
2025-01-07,139.8000030517578
2025-01-08,139.27000427246094
2025-01-09,138.5500030517578
2025-01-10,136.24000549316406
2025-01-13,131.9600067138672
2025-01-14,134.72999572753906
2025-01-15,134.5
2025-01-16,135.3699951171875
2025-01-17,136.66000366210938
2025-01-20,137.30999755859375
2025-01-21,134.7899932861328
2025-01-22,133.83999633789062
2025-01-23,134.97000122070312
2025-01-24,132.94000244140625
2025-01-27,130.25
2025-01-28,129.5399932861328
2025-01-29,132.14999389648438
2025-01-30,132.72000122070312
2025-01-31,134.77000427246094
2025-02-01,134.2899932861328
2025-02-03,133.22999572753906
2025-02-04,135.3699951171875
2025-02-05,136.0500030517578
2025-02-06,135.25999450683594
2025-02-07,135.52999877929688
2025-02-10,133.5399932861328
2025-02-11,130.6999969482422
2025-02-12,129.50999450683594
2025-02-13,130.3300018310547
2025-02-14,127.91000366210938
2025-02-17,128.22999572753906
2025-02-18,127.37999725341797
2025-02-19,128.24000549316406
2025-02-20,128.7100067138672
2025-02-21,128.8300018310547
2025-02-24,127.95999908447266
2025-02-25,127.33999633789062
2025-02-27,125.80000305175781
2025-02-28,122.7699966430664
2025-03-03,123.68000030517578
2025-03-04,123.37000274658203
2025-03-05,126.52999877929688
2025-03-06,128.5800018310547
2025-03-07,128.77000427246094
2025-03-10,127.44000244140625
2025-03-11,127.94000244140625
2025-03-12,128.0500030517578
2025-03-13,127.22000122070312
2025-03-17,128.5800018310547
2025-03-18,130.77000427246094
2025-03-19,132.30999755859375
2025-03-20,133.6999969482422
2025-03-21,134.36000061035156
2025-03-24,135.6699981689453
2025-03-25,134.60000610351562
2025-03-26,133.47000122070312
2025-03-27,133.8800048828125
2025-03-28,132.36000061035156
2025-04-01,131.17999267578125
2025-04-02,132.47000122070312
2025-04-03,132.4499969482422
2025-04-04,127.41999816894531
2025-04-07,122.75
2025-04-08,124.73999786376953
2025-04-09,124.06999969482422
2025-04-11,127.33999633789062
2025-04-15,130.9600067138672
2025-04-16,130.86000061035156
2025-04-17,132.0800018310547
2025-04-21,134.67999267578125
2025-04-22,135.0
2025-04-23,136.75
2025-04-24,136.80999755859375
2025-04-25,133.83999633789062
2025-04-28,136.7899932861328
2025-04-29,136.89999389648438
2025-04-30,136.72000122070312
2025-05-02,135.92999267578125
2025-05-05,138.10000610351562
2025-05-06,136.3300018310547
2025-05-07,137.13999938964844
2025-05-08,135.14999389648438
2025-05-09,135.19000244140625
2025-05-12,138.8699951171875
2025-05-13,138.55999755859375
2025-05-14,141.1699981689453
2025-05-15,143.07000732421875
2025-05-16,144.11000061035156
2025-05-19,144.25
2025-05-20,141.85000610351562
2025-05-21,143.3300018310547
2025-05-22,142.6300048828125
2025-05-23,143.41000366210938
2025-05-26,144.49000549316406
2025-05-27,143.4600067138672
2025-05-28,143.4499969482422
2025-05-29,143.8800048828125
2025-05-30,143.27999877929688
2025-06-02,143.13999938964844
2025-06-03,142.52000427246094
2025-06-04,142.7899932861328
2025-06-05,143.6999969482422
2025-06-06,144.6199951171875
2025-06-09,145.63999938964844
2025-06-10,145.97000122070312
2025-06-11,146.19000244140625
2025-06-12,143.77999877929688
2025-06-13,143.57000732421875
2025-06-16,144.60000610351562
2025-06-17,143.60000610351562
2025-06-18,143.35000610351562
2025-06-19,142.17999267578125
2025-06-20,143.55999755859375
2025-06-23,143.94000244140625
2025-06-24,144.47999572753906
2025-06-25,145.0
2025-06-26,146.07000732421875
2025-06-27,147.17999267578125
2025-06-30,147.1699981689453
2025-07-01,147.52999877929688
2025-07-02,147.5399932861328
2025-07-03,147.82000732421875
2025-07-04,147.9600067138672
2025-07-07,147.82000732421875
2025-07-08,147.32000732421875
2025-07-09,147.42999267578125
2025-07-10,146.5500030517578
2025-07-11,145.52000427246094
2025-07-14,145.47999572753906
2025-07-15,146.99000549316406
2025-07-16,146.72999572753906
2025-07-17,146.80999755859375
2025-07-18,146.1300048828125
2025-07-21,146.5500030517578
2025-07-22,145.4600067138672
2025-07-23,146.30999755859375
2025-07-24,146.22999572753906
2025-07-25,144.6199951171875
2025-07-28,144.47000122070312
2025-07-29,145.49000549316406
2025-07-30,145.33999633789062
2025-07-31,144.0399932861328
2025-08-01,142.1699981689453
