Date,TTML.NS
2015-08-21,6.7458109855651855
2015-08-24,5.9803290367126465
2015-08-25,5.932486057281494
2015-08-26,6.076014041900635
2015-08-27,6.171699047088623
2015-08-28,6.315227031707764
2015-08-31,6.219542026519775
2015-09-01,5.9803290367126465
2015-09-02,5.932486057281494
2015-09-03,5.9803290367126465
2015-09-04,5.884643077850342
2015-09-07,5.9803290367126465
2015-09-08,5.9803290367126465
2015-09-09,6.315227031707764
2015-09-10,6.219542026519775
2015-09-11,6.123856067657471
2015-09-14,6.219542026519775
2015-09-15,6.123856067657471
2015-09-16,6.028171062469482
2015-09-18,5.884643077850342
2015-09-21,6.076014041900635
2015-09-22,5.9803290367126465
2015-09-23,5.932486057281494
2015-09-24,5.9803290367126465
2015-09-28,5.884643077850342
2015-09-29,5.884643077850342
2015-09-30,5.932486057281494
2015-10-01,5.932486057281494
2015-10-05,6.028171062469482
2015-10-06,6.123856067657471
2015-10-07,6.363070011138916
2015-10-08,6.554440021514893
2015-10-09,6.458755016326904
2015-10-12,6.554440021514893
2015-10-13,6.9850239753723145
2015-10-14,6.841495990753174
2015-10-15,6.7458109855651855
2015-10-16,6.937180995941162
2015-10-19,6.889338970184326
2015-10-20,7.319921970367432
2015-10-21,7.128551959991455
2015-10-23,7.03286600112915
2015-10-26,6.9850239753723145
2015-10-27,6.889338970184326
2015-10-28,6.7936530113220215
2015-10-29,6.7936530113220215
2015-10-30,6.7458109855651855
2015-11-02,6.650125026702881
2015-11-03,6.650125026702881
2015-11-04,6.554440021514893
2015-11-05,6.171699047088623
2015-11-06,6.219542026519775
2015-11-09,6.267384052276611
2015-11-10,6.219542026519775
2015-11-13,6.315227031707764
2015-11-16,6.363070011138916
2015-11-17,6.267384052276611
2015-11-18,6.315227031707764
2015-11-19,6.458755016326904
2015-11-20,6.650125026702881
2015-11-23,6.554440021514893
2015-11-24,6.602283000946045
2015-11-26,6.7458109855651855
2015-11-27,6.602283000946045
2015-11-30,6.410912036895752
2015-12-01,6.650125026702881
2015-12-02,7.176393985748291
2015-12-03,7.94187593460083
2015-12-04,8.037562370300293
2015-12-07,8.324618339538574
2015-12-08,8.37246036529541
2015-12-09,7.5591349601745605
2015-12-10,7.846190929412842
2015-12-11,7.606977939605713
2015-12-14,7.606977939605713
2015-12-15,7.463449954986572
2015-12-16,7.511292934417725
2015-12-17,7.606977939605713
2015-12-18,7.7505059242248535
2015-12-21,7.894033908843994
2015-12-22,8.037562370300293
2015-12-23,8.324618339538574
2015-12-24,8.37246036529541
2015-12-28,8.037562370300293
2015-12-29,7.989718914031982
2015-12-30,7.846190929412842
2015-12-31,7.846190929412842
2016-01-01,8.085404396057129
2016-01-04,7.846190929412842
2016-01-05,7.846190929412842
2016-01-06,7.7505059242248535
2016-01-07,7.41560697555542
2016-01-08,7.463449954986572
2016-01-11,7.463449954986572
2016-01-12,7.41560697555542
2016-01-13,7.080708980560303
2016-01-14,6.937180995941162
2016-01-15,6.650125026702881
2016-01-18,6.267384052276611
2016-01-19,6.458755016326904
2016-01-20,6.267384052276611
2016-01-21,6.50659704208374
2016-01-22,6.602283000946045
2016-01-25,6.554440021514893
2016-01-27,6.458755016326904
2016-01-28,6.410912036895752
2016-01-29,6.410912036895752
2016-02-01,6.50659704208374
2016-02-02,6.363070011138916
2016-02-03,6.315227031707764
2016-02-04,6.410912036895752
2016-02-05,6.410912036895752
2016-02-08,6.363070011138916
2016-02-09,6.123856067657471
2016-02-10,6.123856067657471
2016-02-11,5.836801052093506
2016-02-12,5.836801052093506
2016-02-15,5.9803290367126465
2016-02-16,5.7889580726623535
2016-02-17,5.741115093231201
2016-02-18,5.5975871086120605
2016-02-19,5.645430088043213
2016-02-22,5.9803290367126465
2016-02-23,5.884643077850342
2016-02-24,5.7889580726623535
2016-02-25,5.741115093231201
2016-02-26,5.645430088043213
2016-02-29,5.645430088043213
2016-03-01,5.693273067474365
2016-03-02,5.7889580726623535
2016-03-03,5.9803290367126465
2016-03-04,6.076014041900635
2016-03-08,5.932486057281494
2016-03-09,5.9803290367126465
2016-03-10,5.884643077850342
2016-03-11,5.884643077850342
2016-03-14,5.836801052093506
2016-03-15,5.7889580726623535
2016-03-16,5.7889580726623535
2016-03-17,5.7889580726623535
2016-03-18,5.836801052093506
2016-03-21,6.410912036895752
2016-03-22,6.458755016326904
2016-03-23,6.650125026702881
2016-03-28,6.315227031707764
2016-03-29,6.267384052276611
2016-03-30,6.410912036895752
2016-03-31,6.315227031707764
2016-04-01,6.50659704208374
2016-04-04,6.650125026702881
2016-04-05,6.267384052276611
2016-04-06,6.410912036895752
2016-04-07,6.315227031707764
2016-04-08,6.363070011138916
2016-04-11,6.363070011138916
2016-04-12,6.363070011138916
2016-04-13,6.363070011138916
2016-04-18,6.410912036895752
2016-04-20,6.410912036895752
2016-04-21,6.363070011138916
2016-04-22,6.315227031707764
2016-04-25,6.267384052276611
2016-04-26,6.315227031707764
2016-04-27,6.937180995941162
2016-04-28,6.554440021514893
2016-04-29,6.50659704208374
2016-05-02,6.50659704208374
2016-05-03,6.363070011138916
2016-05-04,6.315227031707764
2016-05-05,6.554440021514893
2016-05-06,6.50659704208374
2016-05-09,6.458755016326904
2016-05-10,6.410912036895752
2016-05-11,6.410912036895752
2016-05-12,6.410912036895752
2016-05-13,6.267384052276611
2016-05-16,6.363070011138916
2016-05-17,6.363070011138916
2016-05-18,6.363070011138916
2016-05-19,6.315227031707764
2016-05-20,6.219542026519775
2016-05-23,6.171699047088623
2016-05-24,5.9803290367126465
2016-05-25,6.219542026519775
2016-05-26,6.219542026519775
2016-05-27,6.219542026519775
2016-05-30,6.219542026519775
2016-05-31,6.171699047088623
2016-06-01,6.123856067657471
2016-06-02,6.076014041900635
2016-06-03,6.076014041900635
2016-06-06,5.932486057281494
2016-06-07,6.028171062469482
2016-06-08,6.028171062469482
2016-06-09,6.219542026519775
2016-06-10,6.363070011138916
2016-06-13,6.315227031707764
2016-06-14,6.554440021514893
2016-06-15,6.50659704208374
2016-06-16,6.363070011138916
2016-06-17,6.410912036895752
2016-06-20,6.458755016326904
2016-06-21,6.7458109855651855
2016-06-22,6.363070011138916
2016-06-23,6.363070011138916
2016-06-24,6.171699047088623
2016-06-27,6.267384052276611
2016-06-28,6.363070011138916
2016-06-29,6.7458109855651855
2016-06-30,6.602283000946045
2016-07-01,6.554440021514893
2016-07-04,6.554440021514893
2016-07-05,6.841495990753174
2016-07-07,6.937180995941162
2016-07-08,6.650125026702881
2016-07-11,6.697968006134033
2016-07-12,6.889338970184326
2016-07-13,6.697968006134033
2016-07-14,6.7458109855651855
2016-07-15,6.697968006134033
2016-07-18,6.602283000946045
2016-07-19,6.554440021514893
2016-07-20,6.650125026702881
2016-07-21,6.50659704208374
2016-07-22,6.458755016326904
2016-07-25,6.50659704208374
2016-07-26,6.554440021514893
2016-07-27,6.50659704208374
2016-07-28,6.554440021514893
