Date,BMY
2015-08-03,47.0490837097168
2015-08-04,46.689048767089844
2015-08-05,46.84745788574219
2015-08-06,45.752967834472656
2015-08-07,45.65935516357422
2015-08-10,46.004981994628906
2015-08-11,45.11931610107422
2015-08-12,44.92489242553711
2015-08-13,44.94648742675781
2015-08-14,45.42173767089844
2015-08-17,45.70256805419922
2015-08-18,46.28581619262695
2015-08-19,46.17061233520508
2015-08-20,45.155311584472656
2015-08-21,43.974403381347656
2015-08-24,42.23184585571289
2015-08-25,41.67739486694336
2015-08-26,43.22553253173828
2015-08-27,43.79438018798828
2015-08-28,43.6431770324707
2015-08-31,42.822303771972656
2015-09-01,41.907833099365234
2015-09-02,42.923095703125
2015-09-03,42.30384826660156
2015-09-04,41.25975799560547
2015-09-08,42.47665786743164
2015-09-09,41.78540802001953
2015-09-10,42.30384826660156
2015-09-11,42.64228057861328
2015-09-14,42.60627746582031
2015-09-15,43.26873779296875
2015-09-16,44.36323165893555
2015-09-17,44.7808723449707
2015-09-18,46.329002380371094
2015-09-21,45.16250991821289
2015-09-22,44.70886993408203
2015-09-23,44.45683670043945
2015-09-24,44.50006103515625
2015-09-25,43.376739501953125
2015-09-28,41.37496566772461
2015-09-29,42.44785690307617
2015-09-30,42.89712142944336
2015-10-01,43.5130615234375
2015-10-02,45.092708587646484
2015-10-05,44.90431213378906
2015-10-06,43.38985824584961
2015-10-07,43.87535095214844
2015-10-08,43.846370697021484
2015-10-09,44.520263671875
2015-10-12,45.44051742553711
2015-10-13,45.17241287231445
2015-10-14,44.984012603759766
2015-10-15,46.09990692138672
2015-10-16,46.73031997680664
2015-10-19,47.15786361694336
2015-10-20,46.29555892944336
2015-10-21,45.295597076416016
2015-10-22,45.78108215332031
2015-10-23,47.215816497802734
2015-10-26,46.77382278442383
2015-10-27,48.40420150756836
2015-10-28,48.97663116455078
2015-10-29,48.77375030517578
2015-10-30,47.78826904296875
2015-11-02,47.64333724975586
2015-11-03,47.88246154785156
2015-11-04,47.549137115478516
2015-11-05,47.498416900634766
2015-11-06,47.42595291137695
2015-11-09,47.09263610839844
2015-11-10,47.136112213134766
2015-11-11,46.5491828918457
2015-11-12,46.1723747253418
2015-11-13,46.48395919799805
2015-11-16,47.114376068115234
2015-11-17,47.62884521484375
2015-11-18,48.991127014160156
2015-11-19,48.505638122558594
2015-11-20,49.143287658691406
2015-11-23,49.26647186279297
2015-11-24,49.143287658691406
2015-11-25,49.33169174194336
2015-11-27,49.16501998901367
2015-11-30,48.55635070800781
2015-12-01,49.46211624145508
2015-12-02,49.114322662353516
2015-12-03,48.150577545166016
2015-12-04,50.078041076660156
2015-12-07,49.882408142089844
2015-12-08,50.288185119628906
2015-12-09,49.679508209228516
2015-12-10,49.954856872558594
2015-12-11,48.998374938964844
2015-12-14,49.737483978271484
2015-12-15,50.88237762451172
2015-12-16,51.237422943115234
2015-12-17,50.20121383666992
2015-12-18,49.01287078857422
2015-12-21,49.302711486816406
2015-12-22,49.49834442138672
2015-12-23,49.991092681884766
2015-12-24,49.976600646972656
2015-12-28,50.121517181396484
2015-12-29,50.53456497192383
2015-12-30,50.651126861572266
2015-12-31,50.11927032470703
2016-01-04,48.83695602416992
2016-01-05,49.79869079589844
2016-01-06,48.92438888549805
2016-01-07,47.5692253112793
2016-01-08,46.359771728515625
2016-01-11,45.88619613647461
2016-01-12,46.22133255004883
2016-01-13,44.64759826660156
2016-01-14,46.27233123779297
2016-01-15,45.7404670715332
2016-01-19,46.05376052856445
2016-01-20,46.30147933959961
2016-01-21,45.99546813964844
2016-01-22,46.920780181884766
2016-01-25,45.84246826171875
2016-01-26,45.674903869628906
2016-01-27,44.960880279541016
2016-01-28,44.5601692199707
2016-01-29,45.28874969482422
2016-02-01,44.31245040893555
2016-02-02,42.891719818115234
2016-02-03,43.80244064331055
2016-02-04,43.49644470214844
2016-02-05,43.445438385009766
2016-02-08,44.23958969116211
2016-02-09,44.458160400390625
2016-02-10,44.50187683105469
2016-02-11,43.365291595458984
2016-02-12,43.8607292175293
2016-02-16,45.30332946777344
2016-02-17,46.57106018066406
2016-02-18,46.1339111328125
2016-02-19,46.48362731933594
2016-02-22,46.4107666015625
2016-02-23,45.223175048828125
2016-02-24,45.339752197265625
2016-02-25,45.92262268066406
2016-02-26,45.35432815551758
2016-02-29,45.12118148803711
2016-03-01,46.789634704589844
2016-03-02,47.28507614135742
2016-03-03,47.357933044433594
2016-03-04,47.14664077758789
2016-03-07,48.443511962890625
2016-03-08,48.27595138549805
2016-03-09,47.75135803222656
2016-03-10,47.31421661376953
2016-03-11,47.32878494262695
2016-03-14,46.716773986816406
2016-03-15,46.39619445800781
2016-03-16,45.63847732543945
2016-03-17,44.78602600097656
2016-03-18,45.77690124511719
2016-03-21,45.682193756103516
2016-03-22,45.75504684448242
2016-03-23,45.41989517211914
2016-03-24,45.55104064941406
2016-03-28,45.733177185058594
2016-03-29,46.76777648925781
2016-03-30,46.49658966064453
2016-03-31,46.81908416748047
2016-04-01,47.57399368286133
2016-04-04,48.350887298583984
2016-04-05,48.196983337402344
2016-04-06,48.76865005493164
2016-04-07,48.578094482421875
2016-04-08,48.42417907714844
2016-04-11,48.35822677612305
2016-04-12,48.988521575927734
2016-04-13,49.52356719970703
2016-04-14,49.74345397949219
2016-04-15,49.87535858154297
2016-04-18,50.46903610229492
2016-04-19,50.50568771362305
2016-04-20,50.740211486816406
2016-04-21,51.421836853027344
2016-04-22,51.80292510986328
2016-04-25,51.76630401611328
2016-04-26,51.934879302978516
2016-04-27,51.47314453125
2016-04-28,52.960960388183594
2016-04-29,52.90232849121094
2016-05-02,52.741085052490234
2016-05-03,52.13276672363281
2016-05-04,51.876243591308594
2016-05-05,52.147430419921875
2016-05-06,52.19873809814453
2016-05-09,52.28667449951172
2016-05-10,52.425933837890625
2016-05-11,51.898223876953125
2016-05-12,52.242706298828125
2016-05-13,52.16941833496094
2016-05-16,53.378746032714844
2016-05-17,52.191402435302734
2016-05-18,52.103450775146484
2016-05-19,51.54644775390625
2016-05-20,51.86891555786133
