Date,LTF.NS
2015-08-21,55.794063568115234
2015-08-24,49.7893180847168
2015-08-25,51.49900436401367
2015-08-26,51.874298095703125
2015-08-27,52.41638946533203
2015-08-28,53.375484466552734
2015-08-31,53.583980560302734
2015-09-01,52.992828369140625
2015-09-02,52.866146087646484
2015-09-03,53.75288009643555
2015-09-04,53.33062744140625
2015-09-07,52.65502166748047
2015-09-08,53.583984375
2015-09-09,53.964012145996094
2015-09-10,54.21736526489258
2015-09-11,54.09068298339844
2015-09-14,56.58198165893555
2015-09-15,56.11750411987305
2015-09-16,56.624202728271484
2015-09-18,58.102088928222656
2015-09-21,56.58198165893555
2015-09-22,55.610801696777344
2015-09-23,55.610801696777344
2015-09-24,55.39967346191406
2015-09-28,55.35744857788086
2015-09-29,55.14632034301758
2015-09-30,56.370853424072266
2015-10-01,56.75088882446289
2015-10-05,57.17313766479492
2015-10-06,57.25758361816406
2015-10-07,57.21536636352539
2015-10-08,57.51094436645508
2015-10-09,57.67984390258789
2015-10-12,57.46870803833008
2015-10-13,57.51094436645508
2015-10-14,57.89097213745117
2015-10-15,58.31321716308594
2015-10-16,58.22877502441406
2015-10-19,58.01764678955078
2015-10-20,58.144325256347656
2015-10-21,58.18653869628906
2015-10-23,57.89097213745117
2015-10-26,57.342041015625
2015-10-27,57.25758361816406
2015-10-28,57.088687896728516
2015-10-29,56.70866012573242
2015-10-30,56.4553108215332
2015-11-02,56.03304672241211
2015-11-03,55.8641471862793
2015-11-04,56.370853424072266
2015-11-05,55.821929931640625
2015-11-06,54.977413177490234
2015-11-09,55.230770111083984
2015-11-10,54.85074234008789
2015-11-13,54.68184280395508
2015-11-16,55.568572998046875
2015-11-17,55.39967346191406
2015-11-18,54.9351921081543
2015-11-19,55.061866760253906
2015-11-20,55.31521987915039
2015-11-23,55.061866760253906
2015-11-24,55.821929931640625
2015-11-26,55.73747253417969
2015-11-27,55.94860076904297
2015-11-30,56.539756774902344
2015-12-01,56.07527160644531
2015-12-02,55.27299118041992
2015-12-03,56.75088882446289
2015-12-04,57.76428985595703
2015-12-07,57.67984390258789
2015-12-08,57.04646301269531
2015-12-09,54.977413177490234
2015-12-10,55.104087829589844
2015-12-11,54.21736526489258
2015-12-14,54.428489685058594
2015-12-15,54.59738540649414
2015-12-16,54.47071838378906
2015-12-17,55.18854522705078
2015-12-18,54.80851745605469
