Date,HEROMOTOCO.NS
2016-06-30,2376.3798828125
2016-07-01,2382.211669921875
2016-07-04,2362.584716796875
2016-07-05,2326.171630859375
2016-07-07,2319.89111328125
2016-07-08,2368.566650390625
2016-07-11,2425.9521484375
2016-07-12,2428.718994140625
2016-07-13,2426.9619140625
2016-07-14,2438.252197265625
2016-07-15,2425.615966796875
2016-07-18,2429.802490234375
2016-07-19,2415.970947265625
2016-07-20,2448.906982421875
2016-07-21,2442.21533203125
2016-07-22,2438.14013671875
2016-07-25,2452.49609375
2016-07-26,2400.194091796875
2016-07-27,2396.118896484375
2016-07-28,2390.62353515625
2016-07-29,2394.997314453125
2016-08-01,2403.895751953125
2016-08-02,2438.775634765625
2016-08-03,2415.8212890625
2016-08-04,2449.69189453125
2016-08-05,2575.04345703125
2016-08-08,2585.0634765625
2016-08-09,2551.005859375
2016-08-10,2480.347412109375
2016-08-11,2471.0390625
2016-08-12,2475.599609375
2016-08-16,2460.90771484375
2016-08-17,2511.340087890625
2016-08-18,2518.592529296875
2016-08-19,2510.592041015625
2016-08-22,2494.703369140625
2016-08-23,2473.31884765625
2016-08-24,2475.412841796875
2016-08-25,2470.851806640625
2016-08-26,2471.0390625
2016-08-29,2551.155029296875
2016-08-30,2600.129150390625
2016-08-31,2647.8701171875
2016-09-01,2652.543212890625
2016-09-02,2675.048828125
2016-09-06,2702.638916015625
2016-09-07,2696.844970703125
2016-09-08,2769.29638671875
2016-09-09,2707.573974609375
2016-09-12,2641.476806640625
2016-09-14,2684.3955078125
2016-09-15,2658.1796875
2016-09-16,2707.4052734375
2016-09-19,2688.80859375
2016-09-20,2615.138916015625
2016-09-21,2609.8583984375
2016-09-22,2669.571044921875
2016-09-23,2664.74169921875
2016-09-26,2614.837158203125
2016-09-27,2603.709716796875
2016-09-28,2603.897705078125
2016-09-29,2586.357666015625
2016-09-30,2575.380615234375
2016-10-03,2656.44384765625
2016-10-04,2666.402587890625
2016-10-05,2633.886474609375
2016-10-06,2621.06103515625
2016-10-07,2621.0234375
2016-10-10,2632.075927734375
2016-10-13,2640.903076171875
2016-10-14,2626.6064453125
2016-10-17,2569.194580078125
2016-10-18,2572.17431640625
2016-10-19,2536.33935546875
2016-10-20,2536.376708984375
2016-10-21,2534.75537109375
2016-10-24,2515.89453125
2016-10-25,2531.5107421875
2016-10-26,2579.417236328125
2016-10-27,2499.900146484375
2016-10-28,2528.719482421875
2016-11-01,2542.5634765625
2016-11-02,2509.896728515625
2016-11-03,2548.8251953125
2016-11-04,2480.474609375
2016-11-07,2533.812255859375
2016-11-08,2544.2607421875
2016-11-09,2441.244140625
2016-11-10,2372.968505859375
2016-11-11,2244.64111328125
2016-11-15,2181.6845703125
2016-11-16,2195.037109375
2016-11-17,2169.311767578125
2016-11-18,2214.53955078125
2016-11-21,2207.33447265625
2016-11-22,2261.5400390625
2016-11-23,2273.4599609375
2016-11-24,2302.4677734375
2016-11-25,2297.94091796875
2016-11-28,2343.546142578125
2016-11-29,2386.43505859375
2016-11-30,2388.547607421875
2016-12-01,2406.95556640625
2016-12-02,2401.825439453125
2016-12-05,2432.530029296875
2016-12-06,2411.859375
2016-12-07,2435.434814453125
2016-12-08,2501.862548828125
2016-12-09,2472.514892578125
2016-12-12,2423.55322265625
2016-12-13,2422.232421875
2016-12-14,2383.681640625
2016-12-15,2391.112548828125
2016-12-16,2359.765625
2016-12-19,2344.111572265625
2016-12-20,2307.74853515625
2016-12-21,2279.68408203125
2016-12-22,2262.370361328125
2016-12-23,2293.528076171875
2016-12-26,2269.009033203125
2016-12-27,2289.64208984375
2016-12-28,2264.48291015625
2016-12-29,2290.698974609375
2016-12-30,2296.2060546875
2017-01-02,2286.322998046875
2017-01-03,2253.128173828125
2017-01-04,2266.971923828125
2017-01-05,2317.405517578125
2017-01-06,2314.23681640625
2017-01-09,2287.001953125
2017-01-10,2307.78662109375
2017-01-11,2326.835205078125
2017-01-12,2326.043212890625
2017-01-13,2298.3935546875
2017-01-16,2332.49365234375
2017-01-17,2363.349609375
2017-01-18,2328.193603515625
2017-01-19,2340.49072265625
2017-01-20,2301.448974609375
2017-01-23,2336.303466796875
2017-01-24,2364.5947265625
2017-01-25,2449.95751953125
2017-01-27,2426.1181640625
2017-01-30,2410.162109375
2017-01-31,2393.301025390625
2017-02-01,2479.757568359375
2017-02-02,2435.85009765625
2017-02-03,2424.721923828125
2017-02-06,2467.309326171875
2017-02-07,2459.274658203125
2017-02-08,2431.172607421875
2017-02-09,2463.273193359375
2017-02-10,2465.9140625
2017-02-13,2434.1904296875
2017-02-14,2386.208984375
2017-02-15,2337.095703125
2017-02-16,2357.163330078125
2017-02-17,2329.0615234375
2017-02-20,2340.302001953125
2017-02-21,2358.181884765625
2017-02-22,2388.660400390625
2017-02-23,2396.61962890625
2017-02-27,2395.978271484375
2017-02-28,2367.461181640625
2017-03-01,2397.676025390625
2017-03-02,2436.264892578125
2017-03-03,2469.119873046875
2017-03-06,2504.540283203125
2017-03-07,2493.71435546875
2017-03-08,2469.0068359375
2017-03-09,2481.3037109375
2017-03-10,2497.938720703125
2017-03-14,2532.9443359375
2017-03-15,2565.875
2017-03-16,2567.331787109375
2017-03-17,2565.875
2017-03-20,2561.388427734375
2017-03-21,2557.13330078125
2017-03-22,2541.720458984375
2017-03-23,2582.20849609375
2017-03-24,2588.228271484375
2017-03-27,2563.651123046875
2017-03-28,2551.15234375
2017-03-29,2472.552001953125
2017-03-30,2478.111328125
2017-03-31,2470.674072265625
2017-04-03,2455.490478515625
2017-04-05,2452.346435546875
2017-04-06,2458.673095703125
2017-04-07,2465.57421875
2017-04-10,2453.382080078125
2017-04-11,2455.529052734375
2017-04-12,2474.58447265625
2017-04-13,2472.62890625
2017-04-17,2484.629638671875
2017-04-18,2473.970947265625
2017-04-19,2453.649658203125
2017-04-20,2452.61474609375
2017-04-21,2456.295654296875
2017-04-24,2457.2158203125
2017-04-25,2534.511962890625
2017-04-26,2540.531494140625
2017-04-27,2531.137939453125
2017-04-28,2544.787353515625
2017-05-02,2571.127197265625
2017-05-03,2589.1865234375
2017-05-04,2603.87158203125
2017-05-05,2589.22509765625
2017-05-08,2608.165283203125
2017-05-09,2516.98974609375
2017-05-10,2548.8134765625
2017-05-11,2654.596923828125
2017-05-12,2715.712890625
2017-05-15,2695.73681640625
2017-05-16,2775.4482421875
2017-05-17,2795.807861328125
2017-05-18,2754.475830078125
2017-05-19,2738.832763671875
2017-05-22,2731.77783203125
2017-05-23,2749.070068359375
2017-05-24,2735.726806640625
2017-05-25,2780.394287109375
2017-05-26,2774.681640625
2017-05-29,2811.029296875
2017-05-30,2868.196044921875
2017-05-31,2872.106689453125
2017-06-01,2862.828369140625
2017-06-02,2952.0869140625
2017-06-05,2940.7373046875
2017-06-06,2913.8994140625
2017-06-07,2947.1025390625
2017-06-08,2902.0126953125
2017-06-09,2898.677978515625
2017-06-12,2893.424560546875
2017-06-13,2877.512939453125
2017-06-14,2905.54052734375
2017-06-15,2896.8369140625
2017-06-16,2901.32275390625
2017-06-19,2933.45263671875
2017-06-20,2911.63671875
2017-06-21,2890.357421875
2017-06-22,2860.79638671875
2017-06-23,2806.658203125
2017-06-27,2833.57373046875
2017-06-28,2828.39794921875
2017-06-29,2849.7919921875
2017-06-30,2861.38818359375
2017-07-03,2919.17529296875
2017-07-04,2862.934326171875
2017-07-05,2867.8818359375
2017-07-06,2879.942138671875
2017-07-07,2846.158935546875
2017-07-10,2884.309814453125
2017-07-11,2897.68359375
2017-07-12,2874.83935546875
2017-07-13,2899.732421875
2017-07-14,2905.22119140625
2017-07-17,2910.091552734375
2017-07-18,2925.24365234375
2017-07-19,2914.96142578125
2017-07-20,2883.459228515625
2017-07-21,2846.42919921875
2017-07-24,2854.391845703125
2017-07-25,2867.3408203125
2017-07-26,2873.834228515625
2017-07-27,2863.0888671875
2017-07-28,2806.461669921875
2017-07-31,2826.13671875
2017-08-01,2881.875
2017-08-02,2939.66064453125
2017-08-03,2967.29833984375
2017-08-04,3058.6748046875
2017-08-07,3055.6982421875
2017-08-08,3025.316650390625
2017-08-09,3002.39501953125
2017-08-10,3006.87890625
2017-08-11,2969.269287109375
2017-08-14,3059.061279296875
2017-08-16,3109.34912109375
2017-08-17,3090.602294921875
2017-08-18,3081.982666015625
2017-08-21,3070.6572265625
2017-08-22,3005.71923828125
2017-08-23,3006.377197265625
2017-08-24,3001.544921875
2017-08-28,3060.723388671875
2017-08-29,3050.286865234375
2017-08-30,3083.06494140625
2017-08-31,3088.4765625
2017-09-01,3130.10595703125
2017-09-04,3075.952880859375
2017-09-05,3069.420166015625
2017-09-06,3054.11376953125
2017-09-07,3079.044921875
2017-09-08,3058.288330078125
2017-09-11,3049.359375
2017-09-12,3029.56884765625
2017-09-13,3009.971435546875
2017-09-14,3008.193115234375
2017-09-15,3005.680908203125
2017-09-18,3053.53369140625
2017-09-19,3049.166015625
2017-09-20,2980.9814453125
2017-09-21,3012.1748046875
2017-09-22,2930.809814453125
2017-09-25,2903.597412109375
2017-09-26,2928.1806640625
2017-09-27,2881.526611328125
2017-09-28,2891.305908203125
2017-09-29,2917.9765625
2017-10-03,2942.482666015625
2017-10-04,2933.70849609375
2017-10-05,2903.2109375
2017-10-06,2863.398193359375
2017-10-09,2842.1005859375
2017-10-10,2856.672119140625
2017-10-11,2852.265869140625
2017-10-12,2899.770751953125
2017-10-13,2909.704833984375
2017-10-16,2919.60009765625
2017-10-17,2929.1865234375
2017-10-18,2901.317138671875
2017-10-19,2887.865478515625
2017-10-23,2930.88720703125
2017-10-24,2903.17236328125
2017-10-25,2914.1884765625
2017-10-26,2899.655029296875
2017-10-27,2927.330810546875
2017-10-30,2963.162353515625
2017-10-31,2976.226806640625
2017-11-01,2952.609619140625
2017-11-02,2888.058837890625
2017-11-03,2851.879638671875
2017-11-06,2851.72509765625
2017-11-07,2846.043212890625
2017-11-08,2800.470703125
2017-11-09,2781.298095703125
2017-11-10,2786.98046875
2017-11-13,2767.49951171875
2017-11-14,2825.7109375
2017-11-15,2838.5439453125
2017-11-16,2827.102294921875
2017-11-17,2807.118896484375
2017-11-20,2828.340087890625
2017-11-21,2843.916748046875
2017-11-22,2830.427001953125
2017-11-23,2842.834716796875
2017-11-24,2824.20361328125
2017-11-27,2831.7412109375
2017-11-28,2839.93603515625
2017-11-29,2826.561279296875
2017-11-30,2809.051025390625
2017-12-01,2786.169189453125
2017-12-04,2784.120361328125
2017-12-05,2721.61767578125
2017-12-06,2710.060546875
2017-12-07,2745.235107421875
2017-12-08,2720.8447265625
2017-12-11,2717.211669921875
2017-12-12,2660.6611328125
2017-12-13,2643.46044921875
2017-12-14,2675.23388671875
2017-12-15,2708.05029296875
2017-12-18,2733.059814453125
2017-12-19,2861.117431640625
2017-12-20,2898.379150390625
2017-12-21,2942.250732421875
2017-12-22,2932.085205078125
2017-12-26,2948.320068359375
2017-12-27,2927.330810546875
2017-12-28,2873.2158203125
2017-12-29,2926.171630859375
2018-01-01,2898.30224609375
2018-01-02,2894.243896484375
2018-01-03,2903.017822265625
2018-01-04,2890.416748046875
2018-01-05,2894.862060546875
2018-01-08,2927.408203125
2018-01-09,2898.572265625
2018-01-10,2888.870849609375
2018-01-11,2864.7119140625
2018-01-12,2850.565185546875
2018-01-15,2805.302490234375
2018-01-16,2772.29248046875
2018-01-17,2757.4111328125
2018-01-18,2777.897216796875
2018-01-19,2775.1142578125
2018-01-22,2785.318603515625
2018-01-23,2806.22998046875
2018-01-24,2818.212646484375
2018-01-25,2760.7734375
2018-01-29,2815.31298828125
2018-01-30,2850.95166015625
2018-01-31,2853.73486328125
2018-02-01,2885.816650390625
2018-02-02,2801.165771484375
2018-02-05,2811.177490234375
2018-02-06,2738.083984375
2018-02-07,2757.06298828125
2018-02-08,2769.27734375
2018-02-09,2741.369873046875
2018-02-12,2792.2373046875
2018-02-14,2779.984619140625
2018-02-15,2769.150146484375
2018-02-16,2743.203369140625
2018-02-19,2720.828857421875
2018-02-20,2730.05322265625
2018-02-21,2740.495361328125
2018-02-22,2732.997314453125
2018-02-23,2743.596435546875
2018-02-26,2777.471923828125
2018-02-27,2814.88037109375
2018-02-28,2823.673828125
2018-03-01,2808.12939453125
2018-03-05,2792.074462890625
2018-03-06,2796.35302734375
2018-03-07,2790.46484375
2018-03-08,2815.82275390625
2018-03-09,2815.54833984375
2018-03-12,2900.45361328125
2018-03-13,2905.713623046875
2018-03-14,2857.156982421875
2018-03-15,2858.29541015625
2018-03-16,2783.94921875
2018-03-19,2759.76904296875
2018-03-20,2758.591552734375
2018-03-21,2719.18017578125
2018-03-22,2710.309326171875
2018-03-23,2680.04443359375
2018-03-26,2733.39013671875
2018-03-27,2720.043701171875
2018-03-28,2781.358154296875
2018-04-02,2862.3779296875
2018-04-03,2861.553466796875
2018-04-04,2878.98193359375
2018-04-05,2969.265625
2018-04-06,2967.14599609375
2018-04-09,2982.25830078125
2018-04-10,2919.138671875
2018-04-11,2935.664794921875
2018-04-12,2943.59326171875
2018-04-13,2925.10498046875
2018-04-16,2985.751953125
2018-04-17,2958.94189453125
2018-04-18,2934.44775390625
2018-04-19,2923.299560546875
2018-04-20,2938.294189453125
2018-04-23,2919.060302734375
2018-04-24,2918.03955078125
2018-04-25,2918.275146484375
2018-04-26,2953.328369140625
2018-04-27,2915.36962890625
2018-04-30,2930.090576171875
2018-05-02,2876.587890625
2018-05-03,2869.9150390625
2018-05-04,2873.172119140625
2018-05-07,2863.987548828125
2018-05-08,2871.2490234375
2018-05-09,2868.97216796875
2018-05-10,2862.3779296875
2018-05-11,2840.63134765625
2018-05-14,2864.183349609375
2018-05-15,2865.203857421875
2018-05-16,2807.02978515625
2018-05-17,2790.5830078125
2018-05-18,2795.68603515625
2018-05-21,2742.18310546875
2018-05-22,2747.6787109375
2018-05-23,2734.37109375
2018-05-24,2739.828369140625
2018-05-25,2789.248046875
2018-05-28,2826.107421875
2018-05-29,2834.42919921875
2018-05-30,2827.402587890625
2018-05-31,2783.0068359375
2018-06-01,2846.911865234375
2018-06-04,2836.94140625
2018-06-05,2834.42919921875
2018-06-06,2853.89892578125
2018-06-07,2866.695556640625
2018-06-08,2853.859619140625
2018-06-11,2835.9208984375
2018-06-12,2895.23291015625
2018-06-13,2902.259521484375
2018-06-14,2901.317626953125
2018-06-15,2899.825927734375
2018-06-18,2878.197021484375
2018-06-19,2867.67724609375
2018-06-20,2870.072265625
2018-06-21,2853.89892578125
2018-06-22,2855.822265625
2018-06-25,2815.940673828125
2018-06-26,2800.23974609375
2018-06-27,2777.589599609375
2018-06-28,2760.357421875
2018-06-29,2726.95263671875
2018-07-02,2681.339599609375
2018-07-03,2706.657958984375
2018-07-04,2715.412109375
2018-07-05,2752.271484375
2018-07-06,2855.390625
2018-07-09,2835.29296875
2018-07-10,2813.310791015625
2018-07-11,2807.832275390625
2018-07-12,2777.861572265625
2018-07-13,2743.76171875
2018-07-16,2720.02294921875
2018-07-17,2769.723876953125
2018-07-18,2783.6572265625
2018-07-19,2739.950927734375
2018-07-20,2681.080322265625
2018-07-23,2513.1630859375
2018-07-24,2467.75
2018-07-25,2469.178955078125
2018-07-26,2490.376953125
2018-07-27,2543.72998046875
2018-07-30,2548.493408203125
2018-07-31,2615.5810546875
2018-08-01,2604.426513671875
2018-08-02,2591.167236328125
2018-08-03,2580.72705078125
2018-08-06,2617.684814453125
2018-08-07,2618.201171875
2018-08-08,2619.233154296875
2018-08-09,2605.1806640625
2018-08-10,2635.3896484375
2018-08-13,2626.49755859375
2018-08-14,2593.271484375
2018-08-16,2606.212890625
2018-08-17,2574.177001953125
2018-08-20,2623.1630859375
2018-08-21,2633.2861328125
2018-08-23,2607.879638671875
2018-08-24,2550.359375
2018-08-27,2559.44970703125
2018-08-28,2566.5947265625
2018-08-29,2577.194091796875
2018-08-30,2559.410400390625
2018-08-31,2583.30810546875
2018-09-03,2574.296142578125
2018-09-04,2528.010009765625
2018-09-05,2497.245361328125
2018-09-06,2512.687255859375
2018-09-07,2643.289306640625
2018-09-10,2602.759033203125
2018-09-11,2528.04931640625
2018-09-12,2511.81396484375
2018-09-14,2529.994873046875
2018-09-17,2483.350830078125
2018-09-18,2470.291015625
2018-09-19,2504.033203125
2018-09-21,2520.904296875
2018-09-24,2469.29833984375
2018-09-25,2471.20361328125
2018-09-26,2461.240234375
2018-09-27,2451.75244140625
2018-09-28,2328.811767578125
2018-10-01,2360.37060546875
2018-10-03,2313.130859375
2018-10-04,2194.040771484375
2018-10-05,2175.97900390625
2018-10-08,2281.0166015625
2018-10-09,2295.863525390625
2018-10-10,2318.37109375
2018-10-11,2279.388916015625
2018-10-12,2297.609619140625
2018-10-15,2287.526611328125
2018-10-16,2298.6015625
2018-10-17,2229.013916015625
2018-10-19,2153.74853515625
2018-10-22,2168.873291015625
2018-10-23,2162.87890625
2018-10-24,2144.93603515625
2018-10-25,2139.735595703125
2018-10-26,2147.8740234375
2018-10-29,2183.2041015625
2018-10-30,2202.298095703125
2018-10-31,2193.127685546875
2018-11-01,2216.866455078125
2018-11-02,2299.713623046875
2018-11-05,2260.969970703125
2018-11-06,2267.519775390625
2018-11-07,2293.322265625
2018-11-09,2347.428955078125
2018-11-12,2254.260986328125
2018-11-13,2286.2958984375
2018-11-14,2260.771484375
2018-11-15,2319.998779296875
2018-11-16,2351.5576171875
2018-11-19,2366.444091796875
2018-11-20,2350.128662109375
2018-11-21,2311.97998046875
2018-11-22,2316.505859375
2018-11-26,2442.14599609375
2018-11-27,2348.58056640625
2018-11-28,2381.1318359375
2018-11-29,2395.14501953125
2018-11-30,2425.6318359375
2018-12-03,2413.484619140625
2018-12-04,2436.707275390625
2018-12-05,2423.48828125
2018-12-06,2403.045166015625
2018-12-07,2434.84130859375
2018-12-10,2418.724365234375
2018-12-11,2412.611083984375
2018-12-12,2587.15771484375
2018-12-13,2634.4765625
2018-12-14,2631.618896484375
2018-12-17,2608.951904296875
2018-12-18,2618.439208984375
2018-12-19,2624.11572265625
2018-12-20,2668.69580078125
2018-12-21,2639.16064453125
2018-12-24,2515.505126953125
2018-12-26,2520.904296875
2018-12-27,2484.065673828125
2018-12-28,2479.1435546875
2018-12-31,2464.574462890625
2019-01-01,2483.113037109375
2019-01-02,2418.7646484375
2019-01-03,2393.43798828125
2019-01-04,2372.16015625
2019-01-07,2348.421630859375
2019-01-08,2358.226806640625
2019-01-09,2332.14599609375
2019-01-10,2317.89501953125
2019-01-11,2301.81787109375
2019-01-14,2276.212890625
2019-01-15,2311.10693359375
2019-01-16,2286.4150390625
2019-01-17,2305.271240234375
2019-01-18,2301.420654296875
2019-01-21,2218.454345703125
2019-01-22,2242.78857421875
2019-01-23,2219.804443359375
2019-01-24,2215.239013671875
2019-01-25,2119.927001953125
2019-01-28,2063.121337890625
2019-01-29,2090.67041015625
2019-01-30,2072.96533203125
2019-01-31,2075.30810546875
2019-02-01,2228.775634765625
2019-02-04,2207.259521484375
2019-02-05,2266.32861328125
2019-02-06,2286.573974609375
2019-02-07,2333.416259765625
2019-02-08,2333.2578125
2019-02-11,2337.46484375
2019-02-12,2265.052490234375
2019-02-14,2246.16015625
2019-02-15,2181.63623046875
2019-02-18,2171.19921875
2019-02-19,2133.41552734375
2019-02-20,2122.81640625
2019-02-21,2136.9755859375
2019-02-22,2168.205810546875
2019-02-25,2194.622314453125
2019-02-26,2175.649169921875
2019-02-27,2167.15380859375
2019-02-28,2126.3359375
2019-03-01,2164.767333984375
2019-03-05,2261.89697265625
2019-03-06,2237.786376953125
2019-03-07,2208.862060546875
2019-03-08,2217.15478515625
2019-03-11,2277.350341796875
2019-03-12,2272.253173828125
2019-03-13,2268.369140625
2019-03-14,2226.33837890625
2019-03-15,2213.51416015625
2019-03-18,2159.83154296875
2019-03-19,2114.96826171875
2019-03-20,2111.004150390625
2019-03-22,2106.27099609375
2019-03-25,2083.940185546875
2019-03-26,2082.928955078125
2019-03-27,2057.6455078125
2019-03-28,2043.5264892578125
2019-04-01,2070.024169921875
2019-04-02,2079.288330078125
2019-04-03,2087.783447265625
2019-04-04,2133.69873046875
2019-04-05,2118.48779296875
2019-04-08,2092.96142578125
2019-04-09,2122.736083984375
2019-04-10,2099.0703125
2019-04-11,2104.490966796875
2019-04-12,2135.8828125
2019-04-15,2185.0751953125
2019-04-16,2216.58837890625
2019-04-18,2218.1259765625
2019-04-22,2176.013427734375
2019-04-23,2134.38623046875
2019-04-24,2113.22900390625
2019-04-25,2113.51220703125
2019-04-26,2106.83740234375
2019-04-30,2032.281005859375
2019-05-02,2064.52294921875
2019-05-03,2075.607177734375
2019-05-06,2048.017333984375
2019-05-07,2044.8212890625
2019-05-08,2022.4505615234375
2019-05-09,2053.236083984375
2019-05-10,2028.5989990234375
2019-05-13,2031.3907470703125
2019-05-14,2030.5816650390625
2019-05-15,2017.35302734375
2019-05-16,2039.1177978515625
2019-05-17,2121.845458984375
2019-05-20,2195.390380859375
2019-05-21,2149.88037109375
2019-05-22,2184.225341796875
2019-05-23,2219.703369140625
2019-05-24,2288.434326171875
2019-05-27,2282.569091796875
2019-05-28,2219.3798828125
2019-05-29,2205.14013671875
2019-05-30,2196.806396484375
2019-05-31,2168.529296875
2019-06-03,2297.98193359375
2019-06-04,2227.147216796875
2019-06-06,2256.314697265625
2019-06-07,2235.318359375
2019-06-10,2220.9169921875
2019-06-11,2246.119873046875
