Date,VOLV-B.ST
2015-08-24,67.18120574951172
2015-08-25,69.50173950195312
2015-08-26,67.90399169921875
2015-08-27,70.03431701660156
2015-08-28,70.03431701660156
2015-08-31,70.0723648071289
2015-09-01,68.01812744140625
2015-09-02,67.86595153808594
2015-09-03,68.93111419677734
2015-09-04,66.99100494384766
2015-09-07,67.48553466796875
2015-09-08,68.3985366821289
2015-09-09,69.76802825927734
2015-09-10,69.00719451904297
2015-09-11,67.9800796508789
2015-09-14,67.67574310302734
2015-09-15,67.78986358642578
2015-09-16,68.5887451171875
2015-09-17,68.17027282714844
2015-09-18,65.35521697998047
2015-09-21,65.05089569091797
2015-09-22,62.768402099609375
2015-09-23,63.83356475830078
2015-09-24,61.09457778930664
2015-09-25,61.85540771484375
2015-09-28,59.1925048828125
2015-09-29,59.91529083251953
2015-09-30,60.94239807128906
2015-10-01,60.40983581542969
2015-10-02,60.371788024902344
2015-10-05,63.60531234741211
2015-10-06,63.71943283081055
2015-10-07,63.90964889526367
2015-10-08,63.985721588134766
2015-10-09,65.73564147949219
2015-10-12,65.58346557617188
2015-10-13,64.7085189819336
2015-10-14,64.36614227294922
2015-10-15,64.63243865966797
2015-10-16,63.71943283081055
2015-10-19,63.52922821044922
2015-10-20,63.52922821044922
2015-10-21,63.87160110473633
2015-10-22,66.34429931640625
2015-10-23,68.17027282714844
2015-10-26,68.51265716552734
2015-10-27,67.4094467163086
2015-10-28,68.62678527832031
2015-10-29,66.61058044433594
2015-10-30,67.52359008789062
2015-11-02,68.13224029541016
2015-11-03,68.66482543945312
2015-11-04,70.49080657958984
2015-11-05,70.52886199951172
2015-11-06,71.28968048095703
2015-11-09,69.9582290649414
2015-11-10,69.46369171142578
2015-11-11,69.8441162109375
2015-11-12,68.8169937133789
2015-11-13,68.3604965209961
2015-11-16,68.3604965209961
2015-11-17,68.62678527832031
2015-11-18,69.00719451904297
2015-11-19,67.1431655883789
2015-11-20,67.18120574951172
2015-11-23,67.18120574951172
2015-11-24,65.43130493164062
2015-11-25,66.11604309082031
2015-11-26,66.76275634765625
2015-11-27,66.76275634765625
2015-11-30,68.62678527832031
2015-12-01,67.90399169921875
2015-12-02,67.37142944335938
2015-12-03,64.7085189819336
2015-12-04,63.262939453125
2015-12-07,63.985721588134766
2015-12-08,62.04561996459961
2015-12-09,61.28477478027344
2015-12-10,60.714168548583984
2015-12-11,58.507747650146484
2015-12-14,57.89909744262695
2015-12-15,58.65991973876953
2015-12-16,58.926204681396484
2015-12-17,60.02942657470703
2015-12-18,59.344669342041016
2015-12-21,59.23054122924805
2015-12-22,59.38272476196289
2015-12-23,60.90436935424805
2015-12-28,60.10549545288086
2015-12-29,60.63806915283203
2015-12-30,60.63806915283203
2016-01-04,58.16539001464844
2016-01-05,57.67083740234375
2016-01-07,57.176307678222656
2016-01-08,57.02414321899414
2016-01-11,57.21434020996094
2016-01-12,56.87197494506836
2016-01-13,57.937129974365234
2016-01-14,56.98609924316406
2016-01-15,55.65464782714844
2016-01-18,55.692684173583984
2016-01-19,56.87197494506836
2016-01-20,55.122066497802734
2016-01-21,57.5186767578125
2016-01-22,59.95332717895508
2016-01-25,58.73600769042969
2016-01-26,60.523956298828125
2016-01-27,61.246742248535156
2016-01-28,58.81208419799805
2016-01-29,59.00230407714844
2016-02-01,58.16539001464844
2016-02-02,57.21434020996094
2016-02-03,56.64371871948242
2016-02-04,59.87724685668945
2016-02-05,60.90436935424805
2016-02-08,59.11642074584961
2016-02-09,59.38272476196289
2016-02-10,60.79024887084961
2016-02-11,58.96425247192383
2016-02-12,60.90436935424805
2016-02-15,63.71943283081055
2016-02-16,62.92056655883789
2016-02-17,65.20305633544922
2016-02-18,65.50737762451172
2016-02-19,65.12696838378906
2016-02-22,66.15409088134766
2016-02-23,65.35521697998047
2016-02-24,63.377071380615234
2016-02-25,64.67047119140625
2016-02-26,65.65955352783203
2016-02-29,65.73564147949219
2016-03-01,66.53450775146484
2016-03-02,66.03995513916016
2016-03-03,66.38233947753906
2016-03-04,67.78986358642578
2016-03-07,67.56163024902344
2016-03-08,66.68668365478516
2016-03-09,66.99100494384766
2016-03-10,65.73564147949219
2016-03-11,67.29534149169922
2016-03-14,67.33336639404297
2016-03-15,65.8497543334961
2016-03-16,64.89872741699219
2016-03-17,66.19212341308594
2016-03-18,66.68668365478516
2016-03-21,66.03995513916016
2016-03-22,66.87686920166016
2016-03-23,67.1431655883789
2016-03-24,65.69758605957031
2016-03-29,65.50737762451172
2016-03-30,67.63770294189453
2016-03-31,67.78986358642578
2016-04-01,68.3604965209961
2016-04-04,68.47461700439453
2016-04-05,67.02904510498047
2016-04-06,66.9149169921875
2016-04-07,66.63922882080078
2016-04-08,69.59310150146484
2016-04-11,69.90815734863281
2016-04-12,69.86878204345703
2016-04-13,71.44417572021484
2016-04-14,71.12911224365234
2016-04-15,71.48357391357422
2016-04-18,71.75926208496094
2016-04-19,73.45281219482422
2016-04-20,74.43742370605469
2016-04-21,74.43742370605469
2016-04-22,78.10023498535156
2016-04-25,77.548828125
2016-04-26,76.87928771972656
2016-04-27,76.28852081298828
2016-04-28,76.682373046875
2016-04-29,74.0435791015625
2016-05-02,73.76788330078125
2016-05-03,72.54694366455078
2016-05-04,71.87741088867188
2016-05-06,72.15310668945312
2016-05-09,72.07434844970703
2016-05-10,73.17711639404297
2016-05-11,73.0589599609375
2016-05-12,72.07434844970703
2016-05-13,72.4288101196289
2016-05-16,73.4922103881836
2016-05-17,73.4922103881836
2016-05-18,72.4288101196289
2016-05-19,71.2866439819336
2016-05-20,71.64109802246094
2016-05-23,71.87741088867188
2016-05-24,71.60172271728516
2016-05-25,72.8620376586914
2016-05-26,73.09835052490234
2016-05-27,72.8620376586914
2016-05-30,72.8620376586914
2016-05-31,73.13773345947266
2016-06-01,72.2712631225586
2016-06-02,72.8620376586914
2016-06-03,73.09835052490234
