Date,NN.AS
2015-08-24,13.984137535095215
2015-08-25,14.467934608459473
2015-08-26,14.227386474609375
2015-08-27,14.589556694030762
2015-08-28,14.451716423034668
2015-08-31,14.71658992767334
2015-09-01,14.305768013000488
2015-09-02,14.170629501342773
2015-09-03,14.103059768676758
2015-09-04,13.921975135803223
2015-09-07,14.003055572509766
2015-09-08,13.854402542114258
2015-09-09,13.748997688293457
2015-09-10,13.757105827331543
2015-09-11,13.821971893310547
2015-09-14,13.765213012695312
2015-09-15,13.911162376403809
2015-09-16,13.970625877380371
2015-09-17,14.043598175048828
2015-09-18,13.808456420898438
2015-09-21,13.797646522521973
2015-09-22,13.640887260437012
2015-09-23,13.716562271118164
2015-09-24,13.603048324584961
2015-09-25,13.984137535095215
2015-09-28,13.843592643737793
2015-09-29,13.665214538574219
2015-09-30,13.848999977111816
2015-10-01,13.757105827331543
2015-10-02,14.054411888122559
2015-10-05,14.378746032714844
2015-10-06,14.486854553222656
2015-10-07,14.751723289489746
2015-10-08,14.794968605041504
2015-10-09,14.90307903289795
2015-10-12,14.811186790466309
2015-10-13,14.981462478637695
2015-10-14,14.849026679992676
2015-10-15,14.813884735107422
2015-10-16,14.98686695098877
2015-10-19,15.081461906433105
2015-10-20,15.135517120361328
2015-10-21,15.138216972351074
2015-10-22,15.313902854919434
2015-10-23,15.432823181152344
2015-10-26,15.332822799682617
2015-10-27,15.227413177490234
2015-10-28,15.308494567871094
2015-10-29,15.313902854919434
2015-10-30,15.443635940551758
2015-11-02,15.549040794372559
2015-11-03,15.48687744140625
2015-11-04,15.724722862243652
2015-11-05,16.013919830322266
2015-11-06,15.976078987121582
2015-11-09,16.122034072875977
2015-11-10,16.095001220703125
2015-11-11,16.411224365234375
2015-11-12,16.313926696777344
2015-11-13,16.15176010131836
2015-11-16,16.100404739379883
2015-11-17,16.35446548461914
2015-11-18,16.27878761291504
2015-11-19,17.09502601623535
2015-11-20,17.37881851196289
2015-11-23,17.595041275024414
2015-11-24,17.581525802612305
2015-11-25,18.043699264526367
2015-11-26,17.584226608276367
2015-11-27,17.732881546020508
2015-11-30,17.476118087768555
2015-12-01,17.3355770111084
2015-12-02,17.359901428222656
2015-12-03,17.046377182006836
2015-12-04,17.062597274780273
2015-12-07,17.205842971801758
2015-12-08,17.016643524169922
2015-12-09,17.376117706298828
2015-12-10,17.2977352142334
2015-12-11,17.05718994140625
2015-12-14,16.90853500366211
2015-12-15,17.21935272216797
2015-12-16,17.3355770111084
2015-12-17,17.357196807861328
2015-12-18,17.0274600982666
2015-12-21,17.17611312866211
2015-12-22,17.32206153869629
2015-12-23,17.435579299926758
2015-12-24,17.459901809692383
2015-12-28,17.2977352142334
2015-12-29,17.7382869720459
2015-12-30,17.724769592285156
2016-01-04,17.227462768554688
2016-01-05,16.865293502807617
2016-01-06,17.427473068237305
2016-01-07,17.35179328918457
2016-01-08,17.0274600982666
2016-01-11,17.19232749938965
2016-01-12,17.405847549438477
2016-01-13,17.60855484008789
2016-01-14,17.21935272216797
2016-01-15,16.8382625579834
2016-01-18,16.576095581054688
2016-01-19,16.90583038330078
2016-01-20,16.259870529174805
2016-01-21,16.48690414428711
2016-01-22,16.90853500366211
2016-01-25,16.800424575805664
2016-01-26,16.784208297729492
2016-01-27,16.813936233520508
2016-01-28,16.673397064208984
2016-01-29,16.843669891357422
2016-02-01,16.795019149780273
2016-02-02,16.62204360961914
2016-02-03,16.340953826904297
2016-02-04,16.15445899963379
2016-02-05,15.540933609008789
2016-02-08,14.708478927612305
2016-02-09,14.316577911376953
2016-02-10,14.973353385925293
2016-02-11,14.58415412902832
2016-02-12,14.973353385925293
2016-02-15,15.08686637878418
2016-02-16,15.00578498840332
2016-02-17,15.554447174072266
2016-02-18,15.311198234558105
2016-02-19,15.040921211242676
2016-02-22,15.327414512634277
2016-02-23,15.20849323272705
2016-02-24,15.073352813720703
2016-02-25,14.82199764251709
2016-02-26,15.435525894165039
2016-02-29,15.351743698120117
2016-03-01,15.48687744140625
2016-03-02,15.41390609741211
2016-03-03,15.32200813293457
2016-03-04,15.276060104370117
2016-03-07,15.019299507141113
2016-03-08,14.943623542785645
2016-03-09,15.08416748046875
2016-03-10,14.497665405273438
2016-03-11,15.111190795898438
2016-03-14,15.224706649780273
2016-03-15,15.478768348693848
2016-03-16,15.740941047668457
2016-03-17,15.794997215270996
2016-03-18,15.913917541503906
2016-03-21,15.754450798034668
2016-03-22,15.816614151000977
2016-03-23,15.943649291992188
2016-03-24,15.673370361328125
2016-03-29,15.908512115478516
2016-03-30,15.794997215270996
2016-03-31,15.5436372756958
2016-04-01,15.53282642364502
2016-04-04,15.57066535949707
2016-04-05,15.549040794372559
2016-04-06,15.549040794372559
2016-04-07,15.459851264953613
2016-04-08,15.53823184967041
2016-04-11,15.551743507385254
2016-04-12,15.838236808776855
2016-04-13,16.646366119384766
2016-04-14,16.611230850219727
2016-04-15,16.17068099975586
2016-04-18,16.213924407958984
2016-04-19,16.378793716430664
2016-04-20,16.46257972717285
2016-04-21,16.524742126464844
2016-04-22,16.61663818359375
2016-04-25,16.567989349365234
2016-04-26,16.75718116760254
2016-04-27,16.440954208374023
2016-04-28,16.5490665435791
2016-04-29,16.357168197631836
2016-05-02,16.48690414428711
2016-05-03,16.143653869628906
2016-05-04,16.116622924804688
2016-05-05,15.857157707214355
2016-05-06,15.854453086853027
2016-05-09,15.892289161682129
2016-05-10,16.10581398010254
2016-05-11,16.03824234008789
2016-05-12,16.027429580688477
2016-05-13,15.74904727935791
2016-05-16,15.776073455810547
2016-05-17,15.48687744140625
2016-05-18,15.622015953063965
2016-05-19,15.578770637512207
2016-05-20,15.703100204467773
2016-05-23,15.740941047668457
2016-05-24,16.311222076416016
2016-05-25,16.44906234741211
2016-05-26,15.513907432556152
2016-05-27,15.757158279418945
2016-05-30,15.943649291992188
2016-05-31,16.2247314453125
2016-06-01,16.297710418701172
2016-06-02,16.103113174438477
2016-06-03,15.930131912231445
2016-06-06,16.157163619995117
2016-06-07,16.3924617767334
2016-06-08,16.117950439453125
2016-06-09,15.921866416931152
2016-06-10,15.333623886108398
2016-06-13,14.949857711791992
2016-06-14,14.672545433044434
2016-06-15,14.54369068145752
2016-06-16,14.288780212402344
2016-06-17,14.249566078186035
2016-06-20,14.731368064880371
2016-06-21,14.882633209228516
2016-06-22,14.882633209228516
2016-06-23,15.243982315063477
2016-06-24,14.019871711730957
2016-06-27,13.109488487243652
2016-06-28,13.395209312438965
2016-06-29,13.905022621154785
2016-06-30,13.891019821166992
2016-07-01,13.829390525817871
2016-07-04,13.451231956481934
2016-07-05,12.913407325744629
2016-07-06,12.52124309539795
2016-07-07,12.64449405670166
2016-07-08,12.857383728027344
2016-07-11,13.148704528808594
2016-07-12,13.473640441894531
2016-07-13,13.493249893188477
2016-07-14,13.571683883666992
2016-07-15,13.45683479309082
2016-07-18,13.473640441894531
2016-07-19,13.465240478515625
2016-07-20,13.661319732666016
2016-07-21,13.546469688415527
2016-07-22,13.327980995178223
2016-07-25,13.355992317199707
2016-07-26,13.204726219177246
2016-07-27,13.496050834655762
2016-07-28,13.36159896850586
2016-07-29,13.515663146972656
2016-08-01,13.459638595581055
2016-08-02,13.269156455993652
2016-08-03,13.137503623962402
2016-08-04,13.297167778015137
2016-08-05,13.45683479309082
2016-08-08,13.739754676818848
2016-08-09,13.823786735534668
2016-08-10,13.851800918579102
2016-08-11,13.680931091308594
2016-08-12,13.591289520263672
2016-08-15,13.683730125427246
2016-08-16,13.613700866699219
2016-08-17,13.67532730102539
2016-08-18,14.87423038482666
2016-08-19,14.493270874023438
2016-08-22,14.791508674621582
2016-08-23,14.997979164123535
2016-08-24,15.141365051269531
2016-08-25,14.791508674621582
2016-08-26,14.868936538696289
2016-08-29,14.84599781036377
2016-08-30,15.038127899169922
2016-08-31,15.299086570739746
2016-09-01,15.347840309143066
2016-09-02,15.439603805541992
2016-09-05,15.468280792236328
2016-09-06,15.548578262329102
2016-09-07,15.766520500183105
2016-09-08,15.841080665588379
2016-09-09,15.964391708374023
2016-09-12,15.772254943847656
2016-09-13,15.571517944335938
2016-09-14,15.476884841918945
2016-09-15,15.571517944335938
2016-09-16,15.5342378616333
2016-09-19,15.78659725189209
2016-09-20,15.7120361328125
2016-09-21,15.944314956665039
2016-09-22,15.981596946716309
2016-09-23,15.829611778259277
2016-09-26,15.591590881347656
2016-09-27,15.445343017578125
2016-09-28,15.772254943847656
2016-09-29,15.69482707977295
2016-09-30,15.686226844787598
2016-10-03,15.571517944335938
2016-10-04,15.525635719299316
2016-10-05,16.053287506103516
2016-10-06,16.073362350463867
2016-10-07,16.02747917175293
2016-10-10,15.766520500183105
2016-10-11,15.671886444091797
2016-10-12,15.829611778259277
2016-10-13,15.577253341674805
2016-10-14,15.849684715270996
2016-10-17,15.795199394226074
2016-10-18,15.907036781311035
2016-10-19,15.952919006347656
2016-10-20,15.872623443603516
2016-10-21,15.818138122558594
2016-10-24,15.975863456726074
2016-10-25,15.995936393737793
2016-10-26,16.033212661743164
