Date,TAEE11.SA
2015-08-24,6.5795392990112305
2015-08-25,6.565158843994141
2015-08-26,6.572351932525635
2015-08-27,6.6945929527282715
2015-08-28,6.5795392990112305
2015-08-31,6.651448726654053
2015-09-01,6.381797790527344
2015-09-02,6.399773597717285
2015-09-03,6.4896559715271
2015-09-04,6.3134846687316895
2015-09-08,6.220004081726074
2015-09-09,6.3098883628845215
2015-09-10,6.327866554260254
2015-09-11,6.4249420166015625
2015-09-14,6.62987756729126
2015-09-15,6.8060503005981445
2015-09-16,6.967842102050781
2015-09-17,6.982223033905029
2015-09-18,7.087778091430664
2015-09-21,7.001066207885742
2015-09-22,7.076467990875244
2015-09-23,7.080238342285156
2015-09-24,6.9972991943359375
2015-09-25,6.7333903312683105
2015-09-28,6.876654148101807
2015-09-29,7.038766860961914
2015-09-30,7.18956995010376
2015-10-01,7.072697162628174
2015-10-02,7.313985347747803
2015-10-05,7.483640670776367
2015-10-06,7.596741676330566
2015-10-07,7.641984939575195
2015-10-08,7.717384338378906
2015-10-09,7.928510665893555
2015-10-13,7.8606486320495605
2015-10-14,7.898348808288574
2015-10-15,7.751314163208008
2015-10-16,7.898348808288574
2015-10-19,7.645750999450684
2015-10-20,7.46478796005249
2015-10-21,7.389383792877197
2015-10-22,7.502488613128662
2015-10-23,7.510030269622803
2015-10-26,7.483640670776367
2015-10-27,7.540192127227783
2015-10-28,7.468558311462402
2015-10-29,7.261205196380615
2015-10-30,7.502488613128662
2015-11-03,7.559040546417236
2015-11-04,7.672143459320068
2015-11-05,7.7060770988464355
2015-11-06,7.42708683013916
2015-11-09,7.200883388519287
2015-11-10,7.332835674285889
2015-11-11,7.287593364715576
2015-11-12,7.332835674285889
2015-11-13,7.408236980438232
2015-11-16,7.268744468688965
2015-11-17,7.313985347747803
2015-11-18,7.30644416809082
2015-11-19,7.16317892074585
2015-11-23,7.212191581726074
2015-11-24,7.072697162628174
2015-11-25,6.910583972930908
2015-11-26,6.97467565536499
2015-11-27,6.7333903312683105
2015-11-30,6.642906188964844
2015-12-01,6.63159704208374
2015-12-02,6.68060827255249
2015-12-03,6.786172866821289
2015-12-04,6.786172866821289
2015-12-07,6.789942741394043
2015-12-08,6.533576965332031
2015-12-09,6.484563827514648
2015-12-10,6.484563827514648
2015-12-11,6.409161567687988
2015-12-14,6.412932395935059
2015-12-15,6.3035993576049805
2015-12-16,6.409161567687988
2015-12-17,6.356379508972168
2015-12-18,6.296058177947998
2015-12-21,6.207653522491455
2015-12-22,6.2883758544921875
2015-12-23,6.388311862945557
2015-12-28,6.380624771118164
2015-12-29,6.380624771118164
2015-12-30,6.4382781982421875
2016-01-04,6.207653522491455
2016-01-05,6.111559867858887
2016-01-06,6.13077974319458
2016-01-07,5.927061080932617
2016-01-08,6.18074893951416
2016-01-11,6.246091842651367
2016-01-12,6.219186305999756
2016-01-13,6.246091842651367
2016-01-14,6.292215824127197
2016-01-15,6.015467166900635
2016-01-18,5.996250152587891
2016-01-19,6.053906440734863
2016-01-20,5.804060459136963
2016-01-21,5.919373512268066
2016-01-22,5.9578118324279785
2016-01-26,6.042375564575195
2016-01-27,6.330654621124268
2016-01-28,6.453653812408447
2016-01-29,6.6842803955078125
2016-02-01,6.814966678619385
2016-02-02,6.542062282562256
2016-02-03,6.51515531539917
2016-02-04,6.803436756134033
2016-02-05,6.861093044281006
2016-02-10,6.841873645782471
2016-02-11,6.799593925476074
2016-02-12,6.822655200958252
2016-02-15,6.7649993896484375
2016-02-16,6.841873645782471
2016-02-17,7.003310680389404
2016-02-18,7.099405765533447
2016-02-19,7.103248596191406
2016-02-22,7.057123184204102
2016-02-23,7.145528793334961
2016-02-24,6.945655822753906
2016-02-25,7.064810752868652
2016-02-26,7.157059192657471
2016-02-29,7.249311923980713
2016-03-01,7.322342872619629
2016-03-02,6.957187652587891
2016-03-03,7.034059524536133
2016-03-04,7.14168643951416
2016-03-07,6.9956231117248535
2016-03-08,6.899529933929443
2016-03-09,6.991781711578369
2016-03-10,6.991781711578369
2016-03-11,6.887998104095459
2016-03-14,7.037904739379883
2016-03-15,6.9187493324279785
2016-03-16,6.941811561584473
2016-03-17,7.28774881362915
2016-03-18,7.276217460632324
2016-03-21,7.4684062004089355
2016-03-22,7.42996883392334
2016-03-23,7.502997398376465
2016-03-24,7.414589881896973
2016-03-28,7.533747673034668
2016-03-29,7.706715106964111
2016-03-30,7.656749248504639
2016-03-31,7.718250274658203
2016-04-01,7.541438102722168
2016-04-04,7.591402530670166
2016-04-05,7.495312213897705
2016-04-06,7.533747673034668
2016-04-07,7.50684118270874
2016-04-08,7.649062633514404
2016-04-11,7.668280601501465
2016-04-12,8.048810958862305
2016-04-13,7.93350076675415
2016-04-14,7.956560134887695
2016-04-15,8.071873664855957
2016-04-18,7.956560134887695
2016-04-19,8.23298168182373
2016-04-20,8.011555671691895
2016-04-22,8.051815032958984
2016-04-25,7.939088344573975
2016-04-26,8.067919731140137
2016-04-27,8.132331848144531
2016-04-28,8.152463912963867
2016-04-29,7.874673843383789
2016-05-02,7.939088344573975
2016-05-03,8.027657508850098
2016-05-04,7.959218978881836
2016-05-05,7.951167106628418
2016-05-06,7.705588340759277
2016-05-09,7.729742050170898
2016-05-10,7.850518226623535
2016-05-11,7.898830890655518
2016-05-12,8.015582084655762
2016-05-13,7.7740278244018555
2016-05-16,7.721689701080322
2016-05-17,7.729742050170898
2016-05-18,7.878700256347656
2016-05-19,7.649224281311035
2016-05-20,7.826362609863281
2016-05-23,7.721689701080322
2016-05-24,7.705588340759277
2016-05-25,7.631898880004883
2016-05-27,7.686056613922119
2016-05-30,7.623566150665283
2016-05-31,7.852692127227783
2016-06-01,7.581907272338867
2016-06-02,7.402778625488281
2016-06-03,7.581907272338867
2016-06-06,7.31529426574707
2016-06-07,7.511088848114014
2016-06-08,7.665225505828857
2016-06-09,7.448599815368652
2016-06-10,7.377781391143799
2016-06-13,7.523589611053467
2016-06-14,7.506922721862793
2016-06-15,7.623566150665283
2016-06-16,7.661063194274902
2016-06-17,7.594406604766846
2016-06-20,7.706883907318115
2016-06-21,7.786040306091309
2016-06-22,7.769374370574951
2016-06-23,7.956839084625244
2016-06-24,7.80686616897583
2016-06-27,7.706883907318115
2016-06-28,7.823527812957764
2016-06-29,7.92350959777832
2016-06-30,7.99849796295166
2016-07-01,8.18596363067627
2016-07-04,8.310940742492676
2016-07-05,8.4525785446167
2016-07-06,8.248451232910156
2016-07-07,8.165130615234375
2016-07-08,8.310940742492676
2016-07-11,8.581720352172852
2016-07-12,8.560894012451172
2016-07-13,8.665040016174316
2016-07-14,8.419252395629883
2016-07-15,8.406754493713379
2016-07-18,8.585887908935547
2016-07-19,8.869165420532227
2016-07-20,9.081626892089844
2016-07-21,8.939987182617188
2016-07-22,8.91499137878418
2016-07-25,8.994145393371582
2016-07-26,9.302420616149902
2016-07-27,9.719009399414062
2016-07-28,9.923135757446289
2016-07-29,10.789643287658691
2016-08-01,10.368887901306152
2016-08-02,9.877312660217285
2016-08-03,9.777328491210938
2016-08-04,8.964982032775879
2016-08-05,9.248262405395508
2016-08-08,9.781495094299316
2016-08-09,9.998124122619629
2016-08-10,10.064775466918945
2016-08-11,9.998124122619629
2016-08-12,9.727340698242188
2016-08-15,9.614861488342285
2016-08-16,9.785662651062012
2016-08-17,9.893976211547852
2016-08-18,10.246766090393066
2016-08-19,10.05036735534668
2016-08-22,9.832624435424805
2016-08-23,9.649041175842285
2016-08-24,9.584993362426758
2016-08-25,9.742964744567871
2016-08-26,9.555107116699219
2016-08-29,9.75577449798584
2016-08-30,9.657576560974121
2016-08-31,9.905207633972168
2016-09-01,9.435561180114746
2016-09-02,9.713079452514648
2016-09-05,9.50814437866211
2016-09-06,9.935091018676758
2016-09-08,9.691734313964844
2016-09-09,9.39286994934082
2016-09-12,9.602072715759277
2016-09-13,9.397136688232422
2016-09-14,9.478256225585938
2016-09-15,9.606342315673828
2016-09-16,9.644766807556152
2016-09-19,9.725886344909668
2016-09-20,9.56364631652832
2016-09-21,9.478256225585938
2016-09-22,9.414215087890625
2016-09-23,9.307476997375488
2016-09-26,9.200739860534668
2016-09-27,9.316018104553223
2016-09-28,9.183663368225098
2016-09-29,9.11108112335205
2016-09-30,8.957378387451172
2016-10-03,8.923226356506348
2016-10-04,8.9317626953125
2016-10-05,8.884798049926758
2016-10-06,8.906146049499512
2016-10-07,8.927495956420898
2016-10-10,9.072653770446777
2016-10-11,9.089734077453613
2016-10-13,9.136697769165039
2016-10-14,8.98726749420166
2016-10-17,8.965916633605957
2016-10-18,8.760984420776367
2016-10-19,8.923226356506348
2016-10-20,9.136697769165039
2016-10-21,9.162313461303711
2016-10-24,9.094002723693848
2016-10-25,9.06838607788086
2016-10-26,9.008614540100098
2016-10-27,9.085465431213379
2016-10-28,8.85918140411377
2016-10-31,8.85918140411377
2016-11-01,8.752446174621582
2016-11-03,8.756714820861816
2016-11-04,8.829296112060547
2016-11-07,8.923226356506348
2016-11-08,8.923226356506348
2016-11-09,8.6670560836792
2016-11-10,8.329766273498535
2016-11-11,7.966859340667725
2016-11-14,7.962589263916016
2016-11-16,7.932703018188477
2016-11-17,8.06932544708252
2016-11-18,8.047978401184082
2016-11-21,8.231569290161133
2016-11-22,8.052250862121582
2016-11-23,8.116291046142578
2016-11-24,8.317649841308594
2016-11-25,8.317649841308594
2016-11-28,8.229723930358887
2016-11-29,8.067066192626953
2016-11-30,8.154989242553711
2016-12-01,7.957160949707031
2016-12-02,8.176968574523926
2016-12-05,8.242915153503418
2016-12-06,8.133008003234863
2016-12-07,8.089046478271484
2016-12-08,8.335235595703125
2016-12-09,8.506688117980957
2016-12-12,8.616591453552246
2016-12-13,8.572630882263184
2016-12-14,8.572630882263184
2016-12-15,8.563838958740234
2016-12-16,8.660554885864258
2016-12-19,8.801234245300293
2016-12-20,8.77046012878418
2016-12-21,8.941911697387695
2016-12-22,9.078194618225098
2016-12-23,9.012253761291504
2016-12-26,8.871572494506836
2016-12-27,8.924327850341797
2016-12-28,9.034234046936035
2016-12-29,9.11776351928711
2017-01-02,9.407912254333496
2017-01-03,9.425496101379395
2017-01-04,9.341967582702637
2017-01-05,9.385931968688965
2017-01-06,9.30679702758789
2017-01-09,9.13974380493164
2017-01-10,9.394725799560547
2017-01-11,9.258442878723145
2017-01-12,9.487044334411621
2017-01-13,9.645307540893555
2017-01-16,9.627724647521973
2017-01-17,9.64970588684082
2017-01-18,9.715646743774414
2017-01-19,9.574968338012695
2017-01-20,9.671686172485352
2017-01-23,9.539798736572266
2017-01-24,9.56617546081543
2017-01-26,9.605741500854492
2017-01-27,9.676080703735352
2017-01-30,9.517821311950684
2017-01-31,9.434288024902344
2017-02-01,9.561776161193848
2017-02-02,9.640912055969238
2017-02-03,9.658495903015137
2017-02-06,9.535402297973633
2017-02-07,9.473855018615723
2017-02-08,9.355157852172852
2017-02-09,9.372743606567383
2017-02-10,9.363950729370117
2017-02-13,9.610140800476074
2017-02-14,9.429891586303711
2017-02-15,9.46945858001709
2017-02-16,9.596949577331543
2017-02-17,9.70246410369873
2017-02-20,9.728835105895996
2017-02-21,9.6936674118042
2017-02-22,9.75521469116211
2017-02-23,9.6936674118042
2017-02-24,9.676080703735352
2017-03-01,10.032175064086914
2017-03-02,9.931062698364258
2017-03-03,10.054157257080078
2017-03-06,10.10690975189209
2017-03-07,10.172856330871582
2017-03-08,9.900287628173828
2017-03-09,9.715646743774414
2017-03-10,10.080535888671875
2017-03-13,9.983817100524902
2017-03-14,9.777195930480957
2017-03-15,9.869513511657715
2017-03-16,9.49583911895752
2017-03-17,9.491442680358887
2017-03-20,9.539798736572266
2017-03-21,9.627724647521973
2017-03-22,9.610140800476074
2017-03-23,9.513419151306152
2017-03-24,9.654098510742188
2017-03-27,9.6936674118042
2017-03-28,9.860721588134766
2017-03-29,10.001402854919434
2017-03-30,10.023384094238281
2017-03-31,10.089326858520508
2017-04-03,10.177250862121582
2017-04-04,10.186043739318848
2017-04-05,10.102514266967773
2017-04-06,9.935461044311523
2017-04-07,9.878310203552246
2017-04-10,9.9926118850708
2017-04-11,10.12889289855957
2017-04-12,10.194835662841797
2017-04-13,10.062950134277344
2017-04-17,10.120097160339355
2017-04-18,10.247591018676758
2017-04-19,10.397062301635742
2017-04-20,10.3135347366333
2017-04-24,9.939854621887207
2017-04-25,10.177250862121582
2017-04-26,10.13328742980957
2017-04-27,10.243194580078125
2017-04-28,10.115706443786621
2017-05-02,10.304740905761719
2017-05-03,10.137686729431152
2017-05-04,10.023384094238281
2017-05-05,10.11652946472168
2017-05-08,10.341343879699707
2017-05-09,10.611114501953125
2017-05-10,10.696544647216797
2017-05-11,10.759492874145508
2017-05-12,10.79096794128418
2017-05-15,10.781970977783203
2017-05-16,10.970813751220703
2017-05-17,10.87189769744873
2017-05-18,10.251415252685547
2017-05-19,10.521191596984863
2017-05-22,10.296379089355469
2017-05-23,10.419269561767578
2017-05-24,10.437673568725586
2017-05-25,10.364073753356934
2017-05-26,10.630875587463379
2017-05-29,10.630875587463379
2017-05-30,10.787281036376953
2017-05-31,10.442273139953613
2017-06-01,10.30427074432373
2017-06-02,10.2766695022583
2017-06-05,10.097262382507324
2017-06-06,10.30427074432373
2017-06-07,10.295068740844727
2017-06-08,10.120261192321777
2017-06-09,10.051264762878418
2017-06-12,10.152466773986816
2017-06-13,10.051264762878418
2017-06-14,10.019061088562012
2017-06-15,10.019061088562012
2017-06-16,10.028260231018066
2017-06-19,9.91786003112793
2017-06-20,9.881057739257812
2017-06-21,9.908661842346191
2017-06-22,9.931660652160645
2017-06-23,9.936257362365723
2017-06-26,10.134066581726074
2017-06-27,10.000662803649902
2017-06-28,9.890254974365234
2017-06-29,10.07886028289795
2017-06-30,10.138664245605469
2017-07-03,10.249066352844238
2017-07-04,10.410072326660156
2017-07-05,10.21226692199707
2017-07-06,9.982263565063477
2017-07-07,10.175469398498535
2017-07-10,10.561875343322754
2017-07-11,10.543475151062012
2017-07-12,10.557278633117676
2017-07-13,10.727479934692383
2017-07-14,10.50207233428955
2017-07-17,10.410072326660156
2017-07-18,10.396273612976074
2017-07-19,10.35947322845459
2017-07-20,10.396273612976074
2017-07-21,10.47907543182373
2017-07-24,10.575675964355469
2017-07-25,10.759682655334473
2017-07-26,10.64927864074707
2017-07-27,10.78268051147461
2017-07-28,10.690683364868164
2017-07-31,10.681479454040527
2017-08-01,10.879286766052246
2017-08-02,10.672277450561523
2017-08-03,10.7642822265625
2017-08-04,10.925287246704102
2017-08-07,11.11388874053955
2017-08-08,10.925287246704102
2017-08-09,10.96668815612793
2017-08-10,10.7642822265625
2017-08-11,10.658480644226074
2017-08-14,10.548075675964355
2017-08-15,10.612475395202637
2017-08-16,10.53427505493164
2017-08-17,10.535606384277344
2017-08-18,10.535606384277344
2017-08-21,10.442782402038574
2017-08-22,10.628429412841797
2017-08-23,10.679485321044922
2017-08-24,10.535606384277344
2017-08-25,10.582015037536621
2017-08-28,10.628429412841797
2017-08-29,10.535606384277344
2017-08-30,10.349955558776855
2017-08-31,10.442782402038574
2017-09-01,10.837285041809082
2017-09-04,10.651638984680176
2017-09-05,10.707328796386719
2017-09-06,10.572736740112305
2017-09-07,10.572736740112305
2017-09-08,10.674844741821289
2017-09-11,10.767666816711426
2017-09-12,10.69340991973877
2017-09-13,10.679485321044922
2017-09-14,10.679485321044922
2017-09-15,10.828003883361816
2017-09-18,10.814079284667969
2017-09-19,10.521681785583496
2017-09-20,10.535606384277344
2017-09-21,10.382441520690918
2017-09-22,10.41029167175293
