Date,LREN3.SA
2015-08-24,10.4285306930542
2015-08-25,10.564671516418457
2015-08-26,10.890327453613281
2015-08-27,11.163698196411133
2015-08-28,11.000325202941895
2015-08-31,10.730220794677734
2015-09-01,10.433978080749512
2015-09-02,10.18347454071045
2015-09-03,10.466649055480957
2015-09-04,10.139902114868164
2015-09-08,10.020102500915527
2015-09-09,10.052775382995605
2015-09-10,10.32506275177002
2015-09-11,10.356646537780762
2015-09-14,10.74764633178711
2015-09-15,10.620219230651855
2015-09-16,11.022111892700195
2015-09-17,10.950231552124023
2015-09-18,10.545069694519043
2015-09-21,10.684477806091309
2015-09-22,10.472095489501953
2015-09-23,10.318526268005371
2015-09-24,10.170395851135254
2015-09-25,10.246827125549316
2015-09-28,9.990246772766113
2015-09-29,10.039377212524414
2015-09-30,10.04483699798584
2015-10-01,10.126723289489746
2015-10-02,10.58528995513916
2015-10-05,10.45427417755127
2015-10-06,10.645345687866211
2015-10-07,10.91830062866211
2015-10-08,10.912842750549316
2015-10-09,10.661723136901855
2015-10-13,10.45427417755127
2015-10-14,10.372386932373047
2015-10-15,10.645345687866211
2015-10-16,10.96743392944336
2015-10-19,11.153043746948242
2015-10-20,10.94559383392334
2015-10-21,10.809118270874023
2015-10-22,11.082074165344238
2015-10-23,10.443353652954102
2015-10-26,10.235907554626465
2015-10-27,10.426976203918457
2015-10-28,10.181315422058105
2015-10-29,9.930196762084961
2015-10-30,10.0994291305542
2015-11-03,10.257742881774902
2015-11-04,10.437894821166992
2015-11-05,10.37784481048584
2015-11-06,10.197693824768066
2015-11-09,9.875603675842285
2015-11-10,10.137641906738281
2015-11-11,10.536158561706543
2015-11-12,10.508866310119629
2015-11-13,10.487030982971191
2015-11-16,10.366927146911621
2015-11-17,10.601668357849121
2015-11-18,10.6671781539917
2015-11-19,10.770904541015625
2015-11-23,10.836413383483887
2015-11-24,10.841872215270996
2015-11-25,10.37784481048584
2015-11-26,10.263204574584961
2015-11-27,9.962947845458984
2015-11-30,9.553513526916504
2015-12-01,9.553513526916504
2015-12-02,9.26963996887207
2015-12-03,9.81009578704834
2015-12-04,9.553513526916504
2015-12-07,9.782797813415527
2015-12-08,9.558971405029297
2015-12-09,10.072132110595703
2015-12-10,9.78825855255127
2015-12-11,9.83738899230957
2015-12-14,9.71182918548584
2015-12-15,9.553513526916504
2015-12-16,9.553513526916504
2015-12-17,9.755500793457031
2015-12-18,9.591804504394531
2015-12-21,9.471360206604004
2015-12-22,9.224996566772461
2015-12-23,9.307119369506836
2015-12-28,9.290694236755371
2015-12-29,9.493260383605957
2015-12-30,9.361865043640137
2016-01-04,8.841761589050293
2016-01-05,9.471360206604004
2016-01-06,9.41661548614502
2016-01-07,9.263319969177246
2016-01-08,9.24142074584961
2016-01-11,8.978630065917969
2016-01-12,9.186671257019043
2016-01-13,9.219521522521973
2016-01-14,9.159300804138184
2016-01-15,9.082653045654297
2016-01-18,8.792491912841797
2016-01-19,9.000530242919922
2016-01-20,8.978630065917969
2016-01-21,9.060752868652344
2016-01-22,9.142875671386719
2016-01-26,8.907458305358887
2016-01-27,9.279746055603027
2016-01-28,9.279746055603027
2016-01-29,9.712249755859375
2016-02-01,9.887442588806152
2016-02-02,9.619180679321289
2016-02-03,9.903870582580566
2016-02-04,9.745097160339355
2016-02-05,9.197623252868652
2016-02-10,8.896509170532227
2016-02-11,8.770588874816895
2016-02-12,8.869134902954102
2016-02-15,8.95125675201416
2016-02-16,9.142875671386719
2016-02-17,9.433036804199219
2016-02-18,9.531583786010742
2016-02-19,9.580857276916504
2016-02-22,9.854597091674805
2016-02-23,9.580857276916504
2016-02-24,9.53705883026123
2016-02-25,9.71772575378418
2016-02-26,9.50421142578125
2016-02-29,9.854597091674805
2016-03-01,10.139284133911133
2016-03-02,10.467768669128418
2016-03-03,10.670337677001953
2016-03-04,11.163065910339355
2016-03-07,11.371109008789062
2016-03-08,11.387535095214844
2016-03-09,11.49155330657959
2016-03-10,11.64484977722168
2016-03-11,11.360159873962402
2016-03-14,11.431329727172852
2016-03-15,11.316360473632812
2016-03-16,11.455656051635742
2016-03-17,12.076218605041504
2016-03-18,11.856551170349121
2016-03-21,12.015807151794434
2016-03-22,12.235475540161133
2016-03-23,11.938926696777344
2016-03-24,11.807124137878418
2016-03-28,11.99384593963623
2016-03-29,11.812618255615234
2016-03-30,12.021303176879883
2016-03-31,11.417213439941406
2016-04-01,11.642375946044922
2016-04-04,11.307379722595215
2016-04-05,11.24148178100586
2016-04-06,10.884520530700684
2016-04-07,11.19754409790039
2016-04-08,11.642375946044922
2016-04-11,11.214021682739258
2016-04-12,11.488609313964844
2016-04-13,11.949910163879395
2016-04-14,11.900483131408691
2016-04-15,11.944416999816895
2016-04-18,11.752209663391113
2016-04-19,11.730241775512695
2016-04-20,11.450165748596191
2016-04-22,10.910463333129883
2016-04-25,10.777471542358398
2016-04-26,10.965869903564453
2016-04-27,11.381453514099121
2016-04-28,11.519980430603027
2016-04-29,11.508903503417969
2016-05-02,11.675135612487793
2016-05-03,11.636346817016602
2016-05-04,11.7637939453125
2016-05-05,11.519980430603027
2016-05-06,11.386996269226074
2016-05-09,11.364832878112793
2016-05-10,11.780412673950195
2016-05-11,11.802578926086426
2016-05-12,12.30128002166748
2016-05-13,12.340068817138672
2016-05-16,12.328988075256348
2016-05-17,12.107340812683105
2016-05-18,11.952188491821289
2016-05-19,11.7637939453125
2016-05-20,11.941107749938965
2016-05-23,11.913403511047363
2016-05-24,11.857991218566895
2016-05-25,11.470111846923828
2016-05-27,11.392539024353027
2016-05-30,11.359289169311523
2016-05-31,11.580934524536133
2016-06-01,11.774872779846191
2016-06-02,12.135047912597656
2016-06-03,12.218165397644043
2016-06-06,12.30128002166748
2016-06-07,12.467512130737305
2016-06-08,12.550628662109375
2016-06-09,12.528468132019043
2016-06-10,12.351153373718262
2016-06-13,12.328988075256348
2016-06-14,12.112882614135742
2016-06-15,12.29019832611084
2016-06-16,12.43426513671875
2016-06-17,12.70578384399414
2016-06-20,12.788900375366211
2016-06-21,13.160157203674316
2016-06-22,12.816605567932129
2016-06-23,13.05785846710205
2016-06-24,12.763361930847168
2016-06-27,12.513320922851562
2016-06-28,12.652233123779297
2016-06-29,12.957841873168945
2016-06-30,13.163433074951172
2016-07-01,13.363469123840332
2016-07-04,13.602396965026855
2016-07-05,13.474601745605469
2016-07-06,13.463485717773438
2016-07-07,13.58573055267334
2016-07-08,14.16916561126709
2016-07-11,14.446990966796875
2016-07-12,14.502558708190918
2016-07-13,14.446990966796875
2016-07-14,14.335861206054688
2016-07-15,14.474775314331055
2016-07-18,14.758157730102539
2016-07-19,14.724820137023926
2016-07-20,14.874848365783691
2016-07-21,14.752603530883789
2016-07-22,15.002647399902344
2016-07-25,14.474775314331055
2016-07-26,14.480327606201172
2016-07-27,14.8081693649292
2016-07-28,15.008200645446777
2016-07-29,15.147114753723145
2016-08-01,15.263802528381348
2016-08-02,15.058211326599121
2016-08-03,14.880401611328125
2016-08-04,15.113774299621582
2016-08-05,15.024874687194824
2016-08-08,14.947084426879883
2016-08-09,14.997092247009277
2016-08-10,14.8192777633667
2016-08-11,15.002647399902344
2016-08-12,15.008200645446777
2016-08-15,15.058211326599121
2016-08-16,14.880401611328125
2016-08-17,14.669252395629883
2016-08-18,14.319193840026855
2016-08-19,14.258071899414062
2016-08-22,14.224735260009766
2016-08-23,13.641292572021484
2016-08-24,13.807991981506348
2016-08-25,14.25251293182373
2016-08-26,14.058034896850586
2016-08-29,14.274737358093262
2016-08-30,14.16916561126709
2016-08-31,14.241400718688965
2016-09-01,13.969132423400879
2016-09-02,14.37475872039795
2016-09-05,14.302523612976074
2016-09-06,14.558123588562012
2016-09-08,14.391426086425781
2016-09-09,13.891342163085938
2016-09-12,14.002470016479492
