Date,IMCD.AS
2015-08-24,26.66184425354004
2015-08-25,27.366371154785156
2015-08-26,27.617355346679688
2015-08-27,29.176118850708008
2015-08-28,28.88990592956543
2015-08-31,29.23776626586914
2015-09-01,28.933937072753906
2015-09-02,28.89430809020996
2015-09-03,28.766611099243164
2015-09-04,28.66973876953125
2015-09-07,28.841468811035156
2015-09-08,28.828258514404297
2015-09-09,27.74064826965332
2015-09-10,27.542503356933594
2015-09-11,27.520483016967773
2015-09-14,27.51607894897461
2015-09-15,27.46764373779297
2015-09-16,27.564517974853516
2015-09-17,27.67459487915039
2015-09-18,27.37957763671875
2015-09-21,27.564517974853516
2015-09-22,27.080156326293945
2015-09-23,26.82036781311035
2015-09-24,25.684316635131836
2015-09-25,27.564517974853516
2015-09-28,26.424068450927734
2015-09-29,26.415266036987305
2015-09-30,27.15060806274414
2015-10-01,27.1021728515625
2015-10-02,26.82036781311035
2015-10-05,27.31793212890625
2015-10-06,27.291513442993164
2015-10-07,26.961267471313477
2015-10-08,26.41966438293457
2015-10-09,26.886411666870117
2015-10-12,27.28270721435547
2015-10-13,27.29591941833496
2015-10-14,27.177030563354492
2015-10-15,27.56011199951172
2015-10-16,27.74505043029785
2015-10-19,27.806697845458984
2015-10-20,28.198589324951172
2015-10-21,28.77541732788086
2015-10-22,29.823402404785156
2015-10-23,30.453067779541016
2015-10-26,30.395822525024414
2015-10-27,30.166852951049805
2015-10-28,29.849817276000977
2015-10-29,30.118417739868164
2015-10-30,29.95990562438965
2015-11-02,30.043561935424805
2015-11-03,29.849817276000977
2015-11-04,29.026403427124023
2015-11-05,29.04842185974121
2015-11-06,28.863483428955078
2015-11-09,28.832660675048828
2015-11-10,28.176572799682617
2015-11-11,28.726978302001953
2015-11-12,28.58167266845703
2015-11-13,28.577272415161133
2015-11-16,28.630109786987305
2015-11-17,29.28179359436035
2015-11-18,29.193729400634766
2015-11-19,29.506364822387695
2015-11-20,29.53278160095215
2015-11-23,29.6208438873291
2015-11-24,29.501956939697266
2015-11-25,29.757352828979492
2015-11-26,29.770559310913086
2015-11-27,30.188865661621094
2015-11-30,30.470678329467773
2015-12-01,31.15319061279297
2015-12-02,29.76615333557129
2015-12-03,29.6252498626709
2015-12-04,29.823402404785156
2015-12-07,29.854223251342773
2015-12-08,29.59882926940918
2015-12-09,29.60323715209961
2015-12-10,29.708913803100586
2015-12-11,29.537189483642578
2015-12-14,29.41829490661621
2015-12-15,29.387474060058594
2015-12-16,29.6252498626709
2015-12-17,29.479944229125977
2015-12-18,29.044015884399414
2015-12-21,28.60369110107422
2015-12-22,28.75340461730957
2015-12-23,29.145296096801758
2015-12-24,29.28179359436035
2015-12-28,29.28179359436035
2015-12-29,29.34344482421875
2015-12-30,29.325828552246094
2016-01-04,29.607633590698242
2016-01-05,29.76615333557129
2016-01-06,28.973567962646484
2016-01-07,28.572866439819336
2016-01-08,29.118873596191406
2016-01-11,28.903112411499023
2016-01-12,28.713773727416992
2016-01-13,29.057226181030273
2016-01-14,28.841468811035156
2016-01-15,28.18097686767578
2016-01-18,27.49406623840332
2016-01-19,27.965211868286133
2016-01-20,27.771472930908203
2016-01-21,27.670196533203125
2016-01-22,28.916324615478516
2016-01-25,28.740192413330078
2016-01-26,28.167768478393555
2016-01-27,28.409944534301758
2016-01-28,28.062088012695312
2016-01-29,28.83706283569336
2016-02-01,29.321422576904297
2016-02-02,29.14969825744629
2016-02-03,28.991178512573242
2016-02-04,29.01759910583496
2016-02-05,29.114469528198242
2016-02-08,28.590478897094727
2016-02-09,27.445632934570312
2016-02-10,27.19464111328125
2016-02-11,27.088964462280273
2016-02-12,26.956865310668945
2016-02-15,27.643775939941406
2016-02-16,27.74064826965332
2016-02-17,28.42315673828125
2016-02-18,28.955957412719727
2016-02-19,28.46718978881836
2016-02-22,28.784223556518555
2016-02-23,28.55084800720215
2016-02-24,28.431962966918945
2016-02-25,29.132081985473633
2016-02-26,29.14969825744629
2016-02-29,29.629653930664062
2016-03-01,29.6252498626709
2016-03-02,29.51076316833496
2016-03-03,29.563602447509766
2016-03-04,29.880647659301758
2016-03-07,30.021547317504883
2016-03-08,29.929075241088867
2016-03-09,30.021547317504883
2016-03-10,29.559200286865234
2016-03-11,29.86302947998047
2016-03-14,29.70010757446289
2016-03-15,29.678091049194336
2016-03-16,28.973567962646484
2016-03-17,28.687353134155273
2016-03-18,28.832660675048828
2016-03-21,28.77541732788086
2016-03-22,28.088504791259766
2016-03-23,28.12813949584961
2016-03-24,27.99603843688965
2016-03-29,27.67459487915039
2016-03-30,27.99603843688965
2016-03-31,28.947145462036133
2016-04-01,29.044015884399414
2016-04-04,29.942289352416992
2016-04-05,29.942289352416992
2016-04-06,30.025951385498047
2016-04-07,30.15804672241211
2016-04-08,30.646808624267578
2016-04-11,30.668825149536133
2016-04-12,30.77010154724121
2016-04-13,30.875789642333984
2016-04-14,31.22364044189453
2016-04-15,31.14438247680664
2016-04-18,31.19281768798828
2016-04-19,31.073932647705078
2016-04-20,30.7921199798584
2016-04-21,30.818540573120117
2016-04-22,30.677631378173828
2016-04-25,30.646808624267578
2016-04-26,30.646808624267578
2016-04-27,31.078336715698242
2016-04-28,31.078336715698242
2016-04-29,31.051908493041992
2016-05-02,30.7877197265625
2016-05-03,30.510313034057617
2016-05-04,30.224096298217773
2016-05-05,30.21969223022461
2016-05-06,30.95504379272461
2016-05-09,30.39141845703125
2016-05-10,30.378211975097656
2016-05-11,30.400230407714844
2016-05-12,31.08713722229004
2016-05-13,30.866975784301758
2016-05-16,31.214797973632812
2016-05-17,31.254932403564453
2016-05-18,31.732067108154297
2016-05-19,31.66071891784668
2016-05-20,32.04421615600586
2016-05-23,32.53473663330078
2016-05-24,33.20808410644531
2016-05-25,32.80229187011719
2016-05-26,32.695274353027344
2016-05-27,33.109981536865234
2016-05-30,33.002960205078125
2016-05-31,33.234840393066406
2016-06-01,33.225921630859375
2016-06-02,33.36861801147461
2016-06-03,33.123355865478516
2016-06-06,33.453346252441406
2016-06-07,33.894813537597656
2016-06-08,33.747657775878906
2016-06-09,33.61833572387695
2016-06-10,33.27943801879883
2016-06-13,32.820125579833984
2016-06-14,32.347450256347656
2016-06-15,32.59716796875
2016-06-16,31.580459594726562
2016-06-17,31.91935920715332
2016-06-20,33.002960205078125
2016-06-21,33.46226501464844
2016-06-22,34.26939010620117
2016-06-23,33.75657272338867
2016-06-24,31.64288902282715
2016-06-27,29.600542068481445
2016-06-28,30.180253982543945
2016-06-29,31.44668197631836
2016-06-30,31.727611541748047
2016-07-01,31.914901733398438
2016-07-04,31.09440040588379
2016-07-05,30.773334503173828
2016-07-06,30.813467025756836
2016-07-07,32.383121490478516
2016-07-08,33.02080535888672
2016-07-11,33.9349479675293
2016-07-12,33.92156982421875
2016-07-13,34.224796295166016
2016-07-14,34.40316390991211
2016-07-15,34.15345001220703
2016-07-18,34.612754821777344
2016-07-19,34.24708938598633
2016-07-20,34.67518997192383
2016-07-21,34.56815719604492
2016-07-22,34.291690826416016
2016-07-25,34.376407623291016
2016-07-26,34.24708938598633
2016-07-27,34.33627700805664
2016-07-28,34.108856201171875
2016-07-29,33.82346725463867
2016-08-01,34.60383987426758
2016-08-02,34.32735824584961
2016-08-03,34.33627700805664
2016-08-04,34.05979919433594
2016-08-05,34.291690826416016
2016-08-08,34.71531295776367
2016-08-09,35.245967864990234
2016-08-10,35.138946533203125
2016-08-11,34.86247253417969
2016-08-12,35.228126525878906
2016-08-15,35.34407043457031
2016-08-16,34.884769439697266
2016-08-17,34.40762710571289
2016-08-18,35.023006439208984
2016-08-19,34.960567474365234
2016-08-22,34.64842224121094
2016-08-23,34.068721771240234
2016-08-24,33.90818786621094
2016-08-25,33.845760345458984
2016-08-26,33.70751953125
2016-08-29,33.75211715698242
2016-08-30,33.729820251464844
2016-08-31,32.989585876464844
2016-09-01,32.994041442871094
2016-09-02,32.85133743286133
2016-09-05,33.185787200927734
2016-09-06,33.15903091430664
2016-09-07,33.24821853637695
2016-09-08,33.31956100463867
2016-09-09,32.641761779785156
2016-09-12,32.276100158691406
2016-09-13,32.17354202270508
2016-09-14,32.79783630371094
2016-09-15,32.85133743286133
2016-09-16,32.289485931396484
2016-09-19,32.6551399230957
2016-09-20,33.092140197753906
2016-09-21,33.41767120361328
2016-09-22,34.03750991821289
2016-09-23,35.0452995300293
2016-09-26,35.38866424560547
2016-09-27,35.11219024658203
2016-09-28,35.067596435546875
2016-09-29,34.840171813964844
2016-09-30,34.8669319152832
2016-10-03,35.23258590698242
2016-10-04,35.62946319580078
2016-10-05,35.48230743408203
2016-10-06,35.366363525390625
2016-10-07,35.473388671875
2016-10-10,35.21475601196289
2016-10-11,35.08097457885742
2016-10-12,35.138946533203125
2016-10-13,35.13448715209961
2016-10-14,35.995121002197266
2016-10-17,36.03971481323242
2016-10-18,36.11997985839844
2016-10-19,36.03080368041992
2016-10-20,36.075382232666016
2016-10-21,36.23591613769531
2016-10-24,36.03971481323242
2016-10-25,35.5313606262207
2016-10-26,35.156776428222656
2016-10-27,35.12110900878906
2016-10-28,35.23704528808594
2016-10-31,35.14339828491211
2016-11-01,35.540279388427734
2016-11-02,35.18799591064453
2016-11-03,34.376407623291016
2016-11-04,34.35857391357422
2016-11-07,34.71531295776367
2016-11-08,34.48789596557617
2016-11-09,34.33627700805664
