Date,BRBY.L
2017-11-13,1736.8193359375
2017-11-14,1741.8099365234375
2017-11-15,1716.855712890625
2017-11-16,1735.8211669921875
2017-11-17,1745.802734375
2017-11-20,1745.802734375
2017-11-21,1757.781005859375
2017-11-22,1732.8265380859375
2017-11-23,1744.8045654296875
2017-11-24,1736.8193359375
2017-11-27,1745.802734375
2017-11-28,1735.8211669921875
2017-11-29,1720.8485107421875
2017-11-30,1712.863037109375
2017-12-01,1699.886962890625
2017-12-04,1716.855712890625
2017-12-05,1724.84130859375
2017-12-06,1735.8211669921875
2017-12-07,1716.855712890625
2017-12-08,1732.8265380859375
2017-12-11,1734.8228759765625
2017-12-12,1722.844970703125
2017-12-13,1725.83935546875
2017-12-14,1727.8355712890625
2017-12-15,1719.8504638671875
2017-12-18,1752.7899169921875
2017-12-19,1757.781005859375
2017-12-20,1755.7845458984375
2017-12-21,1750.903076171875
2017-12-22,1755.8944091796875
2017-12-27,1788.8359375
2017-12-28,1786.8397216796875
2017-12-29,1788.8359375
2018-01-02,1779.8519287109375
2018-01-03,1786.3404541015625
2018-01-04,1750.4039306640625
2018-01-05,1779.352783203125
2018-01-08,1766.8748779296875
2018-01-09,1773.8626708984375
2018-01-10,1776.3577880859375
2018-01-11,1776.3577880859375
2018-01-12,1787.837890625
2018-01-15,1767.8731689453125
2018-01-16,1781.848388671875
2018-01-17,1616.1414794921875
2018-01-18,1585.6953125
2018-01-19,1593.68115234375
2018-01-22,1596.6756591796875
2018-01-23,1622.6298828125
2018-01-24,1618.13818359375
2018-01-25,1599.6705322265625
2018-01-26,1608.65478515625
2018-01-29,1611.150390625
2018-01-30,1588.1910400390625
2018-01-31,1576.2119140625
2018-02-01,1564.2333984375
2018-02-02,1559.7413330078125
2018-02-05,1550.7572021484375
2018-02-06,1538.2789306640625
2018-02-07,1567.2281494140625
2018-02-08,1540.77490234375
2018-02-09,1495.3551025390625
2018-02-12,1517.3162841796875
2018-02-13,1506.8348388671875
2018-02-14,1540.2757568359375
2018-02-15,1552.2545166015625
2018-02-16,1549.259521484375
2018-02-19,1538.2789306640625
2018-02-20,1557.7449951171875
2018-02-21,1562.7359619140625
2018-02-22,1549.759033203125
2018-02-23,1537.780029296875
2018-02-26,1543.76953125
2018-02-27,1535.2843017578125
2018-02-28,1530.7926025390625
2018-03-01,1589.18896484375
2018-03-02,1631.614013671875
2018-03-05,1647.585693359375
2018-03-06,1644.0919189453125
2018-03-07,1635.10791015625
2018-03-08,1641.09716796875
2018-03-09,1664.5556640625
2018-03-12,1657.069091796875
2018-03-13,1646.0885009765625
2018-03-14,1651.07958984375
2018-03-15,1654.074462890625
2018-03-16,1666.0531005859375
2018-03-19,1667.0516357421875
2018-03-20,1675.536376953125
2018-03-21,1675.536376953125
2018-03-22,1653.076171875
2018-03-23,1650.0814208984375
2018-03-26,1650.0814208984375
2018-03-27,1667.0516357421875
2018-03-28,1694.5029296875
2018-03-29,1693.00537109375
2018-04-03,1698.49560546875
2018-04-04,1701.989501953125
2018-04-05,1701.4906005859375
2018-04-06,1673.539794921875
2018-04-09,1689.0125732421875
2018-04-10,1711.971923828125
2018-04-11,1716.963134765625
2018-04-12,1714.966552734375
2018-04-13,1729.441162109375
2018-04-16,1720.4569091796875
2018-04-17,1722.4534912109375
2018-04-18,1726.9456787109375
2018-04-19,1711.4727783203125
2018-04-20,1731.936767578125
2018-04-23,1734.9312744140625
2018-04-24,1756.892578125
2018-04-25,1757.3916015625
2018-04-26,1764.8785400390625
2018-04-27,1818.7830810546875
2018-04-30,1820.2803955078125
2018-05-01,1838.747802734375
2018-05-02,1846.733642578125
2018-05-03,1830.2626953125
2018-05-04,1871.6895751953125
2018-05-08,1881.1728515625
2018-05-09,1766.8748779296875
2018-05-10,1788.8359375
2018-05-11,1802.3121337890625
2018-05-14,1803.3104248046875
2018-05-15,1800.3155517578125
2018-05-16,1864.7017822265625
2018-05-17,1924.595703125
2018-05-18,1928.5889892578125
2018-05-21,1996.4686279296875
2018-05-22,2006.451171875
2018-05-23,1999.4637451171875
2018-05-24,1966.5218505859375
2018-05-25,2001.4599609375
2018-05-29,1990.9783935546875
2018-05-30,2025.41748046875
2018-05-31,2065.34716796875
2018-06-01,2073.33251953125
2018-06-04,2087.307861328125
2018-06-05,2137.219482421875
2018-06-06,2173.15625
2018-06-07,2112.263671875
2018-06-08,2110.267333984375
2018-06-11,2107.272705078125
2018-06-12,2102.2822265625
2018-06-13,2133.22705078125
2018-06-14,2159.181396484375
2018-06-15,2146.203857421875
2018-06-18,2161.177490234375
2018-06-19,2081.318603515625
2018-06-20,2113.262451171875
2018-06-21,2101.283203125
2018-06-22,2158.182373046875
2018-06-25,2122.24609375
2018-06-26,2147.202392578125
2018-06-27,2141.212890625
2018-06-28,2135.525146484375
2018-06-29,2156.49072265625
2018-07-02,2144.510498046875
2018-07-03,2087.602783203125
2018-07-04,2050.6630859375
2018-07-05,2034.6890869140625
2018-07-06,2066.637451171875
2018-07-09,2067.635498046875
2018-07-10,2097.5869140625
2018-07-11,2012.7247314453125
2018-07-12,2052.66015625
2018-07-13,2104.575439453125
2018-07-16,2094.591796875
2018-07-17,2135.525146484375
2018-07-18,2163.4794921875
2018-07-19,2144.510498046875
2018-07-20,2148.50390625
2018-07-23,2119.55078125
2018-07-24,2131.531494140625
2018-07-25,2152.49755859375
2018-07-26,2134.5263671875
2018-07-27,2109.5673828125
2018-07-30,2085.6064453125
2018-07-31,2103.576904296875
2018-08-01,2081.612548828125
2018-08-02,2079.615966796875
2018-08-03,2122.546142578125
2018-08-06,2124.542724609375
2018-08-07,2171.466552734375
2018-08-08,2203.414794921875
2018-08-09,2221.385498046875
2018-08-10,2215.39501953125
2018-08-13,2246.3447265625
2018-08-14,2270.3056640625
2018-08-15,2214.396484375
2018-08-16,2255.330322265625
2018-08-17,2240.354736328125
2018-08-20,2242.35107421875
2018-08-21,2229.37255859375
2018-08-22,2235.362548828125
2018-08-23,2258.3251953125
2018-08-24,2261.3203125
2018-08-28,2321.22265625
2018-08-29,2306.246826171875
2018-08-30,2303.251953125
2018-08-31,2232.36767578125
2018-09-03,2252.334716796875
2018-09-04,2196.42578125
2018-09-05,2112.562255859375
2018-09-06,2090.598388671875
2018-09-07,2088.601318359375
2018-09-10,2075.62255859375
2018-09-11,2079.615966796875
2018-09-12,2118.552490234375
2018-09-13,2079.615966796875
2018-09-14,2149.502685546875
2018-09-17,2105.57373046875
2018-09-18,2126.53955078125
2018-09-19,2107.5703125
2018-09-20,2004.73779296875
2018-09-21,2008.7314453125
2018-09-24,2007.73291015625
2018-09-25,1992.2581787109375
2018-09-26,2011.7264404296875
2018-09-27,2016.7183837890625
2018-09-28,2011.7264404296875
2018-10-01,2046.6697998046875
2018-10-02,2032.6922607421875
2018-10-03,2024.70556640625
2018-10-04,1909.892333984375
2018-10-05,1900.9068603515625
2018-10-08,1845.99609375
2018-10-09,1876.9459228515625
2018-10-10,1725.1927490234375
2018-10-11,1737.6724853515625
2018-10-12,1758.638427734375
2018-10-15,1731.68212890625
2018-10-16,1767.124267578125
2018-10-17,1724.1943359375
2018-10-18,1716.207275390625
2018-10-19,1668.7845458984375
2018-10-22,1706.72265625
2018-10-23,1667.7860107421875
2018-10-24,1669.28369140625
2018-10-25,1714.709716796875
2018-10-26,1717.7049560546875
2018-10-29,1735.1763916015625
2018-10-30,1738.171630859375
2018-10-31,1808.0576171875
2018-11-01,1814.0482177734375
2018-11-02,1861.969970703125
2018-11-05,1797.0755615234375
2018-11-06,1790.58642578125
2018-11-07,1813.0498046875
2018-11-08,1861.47119140625
2018-11-09,1770.618896484375
2018-11-12,1737.173095703125
2018-11-13,1775.610595703125
2018-11-14,1773.61376953125
2018-11-15,1802.56689453125
2018-11-16,1814.5472412109375
2018-11-19,1779.10498046875
2018-11-20,1726.19091796875
2018-11-21,1751.64990234375
2018-11-22,1816.0447998046875
2018-11-23,1846.99462890625
2018-11-26,1821.5360107421875
2018-11-27,1816.0447998046875
2018-11-28,1838.009033203125
2018-11-29,1825.5294189453125
2018-11-30,1773.61376953125
2018-12-03,1854.9815673828125
2018-12-04,1807.5587158203125
2018-12-05,1767.124267578125
2018-12-06,1711.714599609375
2018-12-07,1727.688720703125
2018-12-10,1693.24462890625
2018-12-11,1724.1943359375
2018-12-12,1763.6300048828125
2018-12-13,1775.111572265625
2018-12-14,1748.1552734375
2018-12-17,1707.7213134765625
2018-12-18,1718.203857421875
2018-12-19,1729.1859130859375
2018-12-20,1703.835693359375
2018-12-21,1709.8265380859375
2018-12-24,1667.8919677734375
2018-12-27,1665.3958740234375
2018-12-28,1716.815673828125
2018-12-31,1732.7906494140625
2019-01-02,1722.80615234375
2019-01-03,1620.965576171875
2019-01-04,1695.34912109375
2019-01-07,1697.3460693359375
2019-01-08,1733.7890625
2019-01-09,1787.20556640625
2019-01-10,1739.280517578125
2019-01-11,1748.765869140625
2019-01-14,1755.255615234375
2019-01-15,1760.746826171875
2019-01-16,1755.255615234375
2019-01-17,1757.7515869140625
2019-01-18,1784.70947265625
2019-01-21,1782.2135009765625
2019-01-22,1773.227294921875
2019-01-23,1825.1463623046875
2019-01-24,1819.6549072265625
2019-01-25,1782.7125244140625
2019-01-28,1755.255615234375
2019-01-29,1755.255615234375
2019-01-30,1808.672119140625
2019-01-31,1798.6876220703125
2019-02-01,1828.6407470703125
2019-02-04,1805.17724609375
2019-02-05,1875.068115234375
2019-02-06,1865.582763671875
2019-02-07,1842.618896484375
2019-02-08,1866.0823974609375
2019-02-11,1905.5203857421875
2019-02-12,1932.4783935546875
2019-02-13,1958.9371337890625
2019-02-14,1952.9462890625
2019-02-15,1949.950927734375
2019-02-18,1951.4488525390625
2019-02-19,1956.4407958984375
2019-02-20,1944.4595947265625
2019-02-21,1933.4766845703125
2019-02-22,1953.4454345703125
2019-02-25,1972.9151611328125
2019-02-26,1953.4454345703125
2019-02-27,1919.4986572265625
2019-02-28,1886.55029296875
2019-03-01,1944.4595947265625
2019-03-04,1949.950927734375
2019-03-05,1950.4501953125
2019-03-06,1871.5736083984375
2019-03-07,1858.0948486328125
2019-03-08,1838.1258544921875
2019-03-11,1851.604736328125
2019-03-12,1857.09619140625
2019-03-13,1854.100830078125
2019-03-14,1856.097900390625
2019-03-15,1849.60791015625
2019-03-18,1861.5892333984375
2019-03-19,1892.04150390625
2019-03-20,1888.5469970703125
2019-03-21,1886.051025390625
2019-03-22,1836.1292724609375
2019-03-25,1841.6207275390625
2019-03-26,1874.56884765625
