Date,EICHERMOT.NS
2016-01-19,1466.8179931640625
2016-01-20,1440.408447265625
2016-01-21,1441.64599609375
2016-01-22,1526.95068359375
2016-01-25,1521.7318115234375
2016-01-27,1504.6708984375
2016-01-28,1479.3504638671875
2016-01-29,1533.8240966796875
2016-02-01,1582.6988525390625
2016-02-02,1594.1234130859375
2016-02-03,1553.0682373046875
2016-02-04,1566.0596923828125
2016-02-05,1679.595458984375
2016-02-08,1704.215576171875
2016-02-09,1684.8465576171875
2016-02-10,1660.202880859375
2016-02-11,1633.260498046875
2016-02-12,1667.9664306640625
2016-02-15,1740.1358642578125
2016-02-16,1732.539306640625
2016-02-17,1742.9398193359375
2016-02-18,1732.9378662109375
2016-02-19,1726.620361328125
2016-02-22,1753.70654296875
2016-02-23,1761.599853515625
2016-02-24,1770.021240234375
2016-02-25,1750.93505859375
2016-02-26,1750.638427734375
2016-02-29,1752.03369140625
2016-03-01,1778.33642578125
2016-03-02,1791.086669921875
2016-03-03,1791.6893310546875
2016-03-04,1785.209716796875
2016-03-08,1835.5953369140625
2016-03-09,1847.8037109375
2016-03-10,1835.40087890625
2016-03-11,1854.3155517578125
2016-03-14,1840.026123046875
2016-03-15,1812.073486328125
2016-03-16,1732.8311767578125
2016-03-17,1671.9058837890625
2016-03-18,1706.8759765625
2016-03-21,1701.5831298828125
2016-03-22,1699.75146484375
2016-03-23,1729.3302001953125
2016-03-28,1715.9317626953125
2016-03-29,1736.73046875
2016-03-30,1746.3634033203125
2016-03-31,1787.7276611328125
2016-04-01,1794.57373046875
2016-04-04,1817.86083984375
2016-04-05,1746.242431640625
2016-04-06,1787.65771484375
2016-04-07,1760.092529296875
2016-04-08,1787.78369140625
2016-04-11,1807.1422119140625
2016-04-12,1822.88916015625
2016-04-13,1854.4345703125
2016-04-18,1889.111328125
2016-04-20,1911.7462158203125
2016-04-21,1894.74560546875
2016-04-22,1879.9400634765625
2016-04-25,1859.0108642578125
2016-04-26,1877.9312744140625
2016-04-27,1874.753173828125
2016-04-28,1891.404296875
2016-04-29,1867.36181640625
2016-05-02,1850.5245361328125
2016-05-03,1862.375732421875
2016-05-04,1841.8096923828125
2016-05-05,1834.8941650390625
2016-05-06,1884.2230224609375
2016-05-09,1909.1412353515625
2016-05-10,1886.39453125
2016-05-11,1861.9422607421875
2016-05-12,1841.0830078125
2016-05-13,1770.2239990234375
2016-05-16,1776.7808837890625
2016-05-17,1733.7667236328125
2016-05-18,1744.7974853515625
2016-05-19,1696.396240234375
2016-05-20,1703.847900390625
2016-05-23,1702.67822265625
2016-05-24,1694.215087890625
2016-05-25,1727.1490478515625
2016-05-26,1714.4453125
2016-05-27,1746.8758544921875
2016-05-30,1746.8201904296875
2016-05-31,1722.9736328125
2016-06-01,1744.168212890625
2016-06-02,1752.8924560546875
2016-06-03,1751.042236328125
2016-06-06,1770.424072265625
2016-06-07,1754.8685302734375
2016-06-08,1754.5419921875
2016-06-09,1732.12158203125
2016-06-10,1735.4908447265625
2016-06-13,1719.4130859375
2016-06-14,1747.9337158203125
2016-06-15,1737.0799560546875
2016-06-16,1754.8310546875
2016-06-17,1750.30126953125
2016-06-20,1739.2611083984375
2016-06-21,1744.168212890625
2016-06-22,1751.098388671875
2016-06-23,1739.154052734375
2016-06-24,1739.41015625
2016-06-27,1743.92578125
2016-06-28,1786.399658203125
2016-06-29,1781.720703125
2016-06-30,1791.62353515625
2016-07-01,1785.35107421875
2016-07-04,1816.7703857421875
2016-07-05,1811.103515625
2016-07-07,1826.1746826171875
2016-07-08,1812.986328125
2016-07-11,1821.7894287109375
2016-07-12,1834.0040283203125
2016-07-13,1820.9039306640625
2016-07-14,1819.091064453125
2016-07-15,1843.6925048828125
2016-07-18,1859.8310546875
2016-07-19,1837.0657958984375
2016-07-20,1850.1004638671875
2016-07-21,1841.264404296875
2016-07-22,1846.6239013671875
2016-07-25,1861.4947509765625
2016-07-26,1874.557373046875
2016-07-27,1895.7662353515625
2016-07-28,1966.6065673828125
2016-07-29,2093.463134765625
2016-08-01,2080.8203125
2016-08-02,2036.1982421875
2016-08-03,1991.641845703125
2016-08-04,1994.95947265625
2016-08-05,2071.30859375
2016-08-08,2090.741455078125
2016-08-09,2058.189697265625
2016-08-10,2026.2484130859375
2016-08-11,2075.516845703125
2016-08-12,2080.484375
2016-08-16,2093.537841796875
2016-08-17,2082.949462890625
2016-08-18,2066.80224609375
2016-08-19,2029.7528076171875
2016-08-22,2031.40283203125
2016-08-23,2051.427734375
2016-08-24,2062.836181640625
2016-08-25,2058.954345703125
2016-08-26,2081.360595703125
2016-08-29,2079.2216796875
2016-08-30,2147.732177734375
2016-08-31,2120.502197265625
2016-09-01,2122.673828125
2016-09-02,2126.65869140625
2016-09-06,2138.896240234375
2016-09-07,2141.175048828125
2016-09-08,2182.78173828125
2016-09-09,2136.728759765625
2016-09-12,2119.6123046875
2016-09-14,2106.260498046875
2016-09-15,2091.52490234375
2016-09-16,2156.32080078125
2016-09-19,2155.76171875
2016-09-20,2183.587890625
2016-09-21,2255.43505859375
2016-09-22,2312.318115234375
2016-09-23,2316.4423828125
2016-09-26,2301.585205078125
2016-09-27,2296.87353515625
2016-09-28,2403.43505859375
2016-09-29,2322.5146484375
2016-09-30,2314.07470703125
2016-10-03,2404.33935546875
2016-10-04,2408.645263671875
2016-10-05,2449.55322265625
2016-10-06,2445.778076171875
2016-10-07,2405.66259765625
2016-10-10,2405.117431640625
2016-10-13,2404.987060546875
2016-10-14,2367.4208984375
2016-10-17,2297.26123046875
2016-10-18,2336.5654296875
2016-10-19,2328.09326171875
2016-10-20,2329.0625
2016-10-21,2341.509521484375
2016-10-24,2322.146240234375
2016-10-25,2295.732421875
2016-10-26,2275.953857421875
2016-10-27,2282.762451171875
2016-10-28,2238.784423828125
2016-11-01,2360.043212890625
2016-11-02,2309.59619140625
2016-11-03,2288.126708984375
2016-11-04,2230.372314453125
2016-11-07,2238.928466796875
2016-11-08,2261.884521484375
2016-11-09,2174.5888671875
2016-11-10,2149.8896484375
2016-11-11,2021.1690673828125
2016-11-15,1890.3045654296875
2016-11-16,1968.1817626953125
2016-11-17,1960.6600341796875
2016-11-18,2031.150634765625
2016-11-21,1897.8028564453125
2016-11-22,1924.96728515625
2016-11-23,1953.609130859375
2016-11-24,1897.336669921875
2016-11-25,1884.8426513671875
2016-11-28,1884.0364990234375
2016-11-29,1984.7120361328125
2016-11-30,2015.0733642578125
2016-12-01,2069.360595703125
2016-12-02,2120.991455078125
2016-12-05,2120.259521484375
2016-12-06,2093.151123046875
2016-12-07,2179.31884765625
2016-12-08,2167.002197265625
2016-12-09,2129.20751953125
2016-12-12,2067.21240234375
2016-12-13,2081.644775390625
2016-12-14,2032.0133056640625
2016-12-15,2005.3333740234375
2016-12-16,2028.0565185546875
2016-12-19,2013.3026123046875
2016-12-20,1971.863525390625
2016-12-21,1985.704345703125
2016-12-22,1985.764892578125
2016-12-23,1950.025390625
2016-12-26,1889.5262451171875
2016-12-27,1929.4412841796875
2016-12-28,1946.5675048828125
2016-12-29,2003.0919189453125
2016-12-30,2032.153076171875
2017-01-02,2099.34423828125
2017-01-03,2097.177490234375
2017-01-04,2068.824462890625
2017-01-05,2080.74072265625
2017-01-06,2117.40771484375
2017-01-09,2143.710205078125
2017-01-10,2144.180908203125
2017-01-11,2158.75390625
2017-01-12,2127.54345703125
2017-01-13,2124.47216796875
2017-01-16,2082.50732421875
2017-01-17,2083.145263671875
2017-01-18,2092.447509765625
2017-01-19,2127.129150390625
2017-01-20,2124.0625
2017-01-23,2119.197265625
2017-01-24,2143.7802734375
2017-01-25,2142.870849609375
2017-01-27,2188.7001953125
2017-01-30,2165.561767578125
2017-01-31,2146.36669921875
2017-02-01,2239.68359375
2017-02-02,2216.335693359375
2017-02-03,2179.682861328125
2017-02-06,2219.714599609375
2017-02-07,2216.778076171875
2017-02-08,2233.131103515625
2017-02-09,2226.969970703125
2017-02-10,2238.13623046875
2017-02-13,2316.96923828125
2017-02-14,2359.516845703125
2017-02-15,2306.864990234375
2017-02-16,2361.00341796875
2017-02-17,2333.88134765625
2017-02-20,2343.0849609375
2017-02-21,2353.752197265625
2017-02-22,2336.6767578125
2017-02-23,2318.725830078125
2017-02-27,2268.362548828125
2017-02-28,2249.046142578125
2017-03-01,2209.862548828125
2017-03-02,2185.5595703125
2017-03-03,2152.037841796875
2017-03-06,2149.4423828125
2017-03-07,2163.394775390625
2017-03-08,2185.503173828125
2017-03-09,2180.71240234375
2017-03-10,2176.947021484375
2017-03-14,2237.036376953125
2017-03-15,2249.353271484375
2017-03-16,2284.9013671875
2017-03-17,2301.36181640625
2017-03-20,2339.380126953125
2017-03-21,2326.578125
2017-03-22,2287.343505859375
2017-03-23,2271.736572265625
2017-03-24,2269.5556640625
2017-03-27,2252.172607421875
2017-03-28,2320.594482421875
2017-03-29,2335.353515625
2017-03-30,2391.5048828125
2017-03-31,2384.88232421875
2017-04-03,2380.79541015625
2017-04-05,2401.449951171875
2017-04-06,2385.70263671875
2017-04-07,2405.32763671875
2017-04-10,2384.020751953125
2017-04-11,2412.18701171875
2017-04-12,2462.708984375
2017-04-13,2431.312744140625
2017-04-17,2435.022216796875
2017-04-18,2379.765625
2017-04-19,2372.775390625
2017-04-20,2376.89501953125
2017-04-21,2387.031005859375
2017-04-24,2432.011962890625
2017-04-25,2431.000244140625
2017-04-26,2427.16552734375
2017-04-27,2420.89697265625
2017-04-28,2429.66796875
2017-05-02,2403.82666015625
2017-05-03,2415.403076171875
2017-05-04,2401.361083984375
2017-05-05,2407.8017578125
2017-05-08,2509.027099609375
2017-05-09,2528.51171875
2017-05-10,2597.5576171875
2017-05-11,2746.662353515625
2017-05-12,2719.567626953125
2017-05-15,2696.476806640625
2017-05-16,2736.731689453125
2017-05-17,2711.6640625
2017-05-18,2643.04150390625
2017-05-19,2603.779052734375
2017-05-22,2534.234375
2017-05-23,2572.294677734375
2017-05-24,2550.526611328125
2017-05-25,2610.620849609375
2017-05-26,2642.4873046875
2017-05-29,2625.7802734375
2017-05-30,2639.882568359375
2017-05-31,2650.28369140625
2017-06-01,2683.688720703125
2017-06-02,2719.73095703125
2017-06-05,2733.282958984375
2017-06-06,2720.765869140625
2017-06-07,2769.41845703125
2017-06-08,2767.35400390625
2017-06-09,2774.232421875
2017-06-12,2735.88818359375
2017-06-13,2714.245849609375
2017-06-14,2707.55810546875
2017-06-15,2681.69384765625
2017-06-16,2679.3544921875
2017-06-19,2651.23486328125
2017-06-20,2602.041015625
2017-06-21,2566.231689453125
2017-06-22,2579.993408203125
2017-06-23,2532.072021484375
2017-06-27,2484.94287109375
2017-06-28,2537.492431640625
2017-06-29,2548.22900390625
2017-06-30,2520.20703125
2017-07-03,2588.004150390625
2017-07-04,2595.847412109375
2017-07-05,2615.993896484375
2017-07-06,2580.76171875
2017-07-07,2595.96875
2017-07-10,2603.33642578125
2017-07-11,2621.9404296875
2017-07-12,2633.83349609375
2017-07-13,2614.95458984375
2017-07-14,2601.08544921875
2017-07-17,2615.2900390625
2017-07-18,2665.523193359375
2017-07-19,2722.983642578125
2017-07-20,2726.492919921875
2017-07-21,2693.91748046875
2017-07-24,2688.38134765625
2017-07-25,2647.71630859375
2017-07-26,2703.173095703125
2017-07-27,2712.475341796875
2017-07-28,2739.14599609375
2017-07-31,2813.291259765625
2017-08-01,2946.430419921875
2017-08-02,2913.603759765625
2017-08-03,2873.599365234375
2017-08-04,2958.817138671875
2017-08-07,2989.923583984375
2017-08-08,3004.04541015625
2017-08-09,2944.9619140625
2017-08-10,2816.14306640625
2017-08-11,2770.84521484375
2017-08-14,2841.75927734375
2017-08-16,2863.400634765625
2017-08-17,2892.486572265625
2017-08-18,2947.052734375
2017-08-21,2958.537109375
2017-08-22,2897.083251953125
2017-08-23,2866.3232421875
2017-08-24,2875.923095703125
2017-08-28,2926.1875
2017-08-29,2886.047119140625
2017-08-30,2897.723388671875
2017-08-31,2941.385009765625
2017-09-01,2971.45751953125
2017-09-04,2969.694091796875
2017-09-05,2986.6923828125
2017-09-06,3000.46826171875
2017-09-07,3073.355712890625
2017-09-08,3050.516845703125
2017-09-11,3039.3740234375
2017-09-12,3054.6416015625
2017-09-13,3013.916748046875
2017-09-14,2998.8408203125
2017-09-15,2993.487060546875
2017-09-18,3064.3916015625
2017-09-19,3030.521728515625
2017-09-20,3034.220947265625
2017-09-21,2976.311279296875
2017-09-22,2953.426513671875
2017-09-25,2897.335205078125
2017-09-26,2883.06396484375
2017-09-27,2849.671142578125
2017-09-28,2823.017333984375
2017-09-29,2919.168212890625
2017-10-03,2912.99609375
2017-10-04,2888.427001953125
2017-10-05,2879.45849609375
2017-10-06,2949.829833984375
2017-10-09,2980.973388671875
2017-10-10,2950.2041015625
2017-10-11,2921.96923828125
2017-10-12,2930.63916015625
2017-10-13,2936.55908203125
2017-10-16,2968.422607421875
2017-10-17,2979.977294921875
2017-10-18,2947.978271484375
2017-10-19,2944.9619140625
2017-10-23,2915.193603515625
2017-10-24,2944.419677734375
2017-10-25,2966.2197265625
2017-10-26,2956.975341796875
2017-10-27,2975.137451171875
2017-10-30,3027.44482421875
2017-10-31,3014.57177734375
2017-11-01,2892.654541015625
2017-11-02,2912.3505859375
2017-11-03,2921.20751953125
2017-11-06,2907.482666015625
2017-11-07,2914.16943359375
2017-11-08,2917.48486328125
2017-11-09,2885.50048828125
2017-11-10,2857.288818359375
2017-11-13,2860.323486328125
2017-11-14,2814.071533203125
2017-11-15,2850.901123046875
2017-11-16,2843.021484375
2017-11-17,2871.860107421875
2017-11-20,2865.52392578125
2017-11-21,2845.02783203125
2017-11-22,2822.3623046875
2017-11-23,2863.676513671875
2017-11-24,2881.67041015625
2017-11-27,2876.372314453125
2017-11-28,2855.876708984375
2017-11-29,2826.29541015625
2017-11-30,2800.464111328125
2017-12-01,2738.44873046875
2017-12-04,2749.9287109375
2017-12-05,2705.5146484375
2017-12-06,2633.408203125
2017-12-07,2694.45068359375
2017-12-08,2712.169189453125
2017-12-11,2735.358154296875
2017-12-12,2674.63818359375
2017-12-13,2686.103515625
2017-12-14,2687.736083984375
2017-12-15,2756.943359375
2017-12-18,2797.223388671875
2017-12-19,2882.69921875
2017-12-20,2822.025634765625
2017-12-21,2828.937255859375
2017-12-22,2829.14794921875
2017-12-26,2829.18505859375
2017-12-27,2823.52685546875
2017-12-28,2790.02685546875
2017-12-29,2837.57421875
2018-01-01,2795.7041015625
2018-01-02,2681.32470703125
2018-01-03,2694.810791015625
2018-01-04,2672.02880859375
2018-01-05,2734.338623046875
2018-01-08,2730.635009765625
2018-01-09,2674.47900390625
2018-01-10,2627.76904296875
2018-01-11,2660.239990234375
2018-01-12,2679.4169921875
2018-01-15,2616.920166015625
2018-01-16,2608.474853515625
2018-01-17,2639.491943359375
2018-01-18,2614.38525390625
2018-01-19,2619.5341796875
2018-01-22,2585.898681640625
2018-01-23,2531.79052734375
2018-01-24,2469.39208984375
2018-01-25,2480.1796875
2018-01-29,2567.5537109375
2018-01-30,2496.078857421875
2018-01-31,2517.98193359375
2018-02-01,2623.078857421875
2018-02-02,2601.044677734375
2018-02-05,2575.43798828125
2018-02-06,2579.300537109375
2018-02-07,2619.62744140625
2018-02-08,2637.16796875
2018-02-09,2595.077392578125
2018-02-12,2609.4287109375
2018-02-14,2621.231689453125
2018-02-15,2650.490478515625
2018-02-16,2555.816162109375
2018-02-19,2533.497314453125
2018-02-20,2517.308349609375
2018-02-21,2559.333251953125
2018-02-22,2512.828857421875
2018-02-23,2499.351806640625
2018-02-26,2542.517578125
2018-02-27,2539.590576171875
2018-02-28,2566.066650390625
2018-03-01,2594.553955078125
2018-03-05,2576.410888671875
2018-03-06,2570.80859375
2018-03-07,2574.521484375
2018-03-08,2591.70166015625
2018-03-09,2615.269287109375
2018-03-12,2648.28759765625
2018-03-13,2698.084228515625
2018-03-14,2697.831787109375
2018-03-15,2683.70068359375
2018-03-16,2626.052490234375
2018-03-19,2562.821533203125
2018-03-20,2652.360595703125
2018-03-21,2616.859375
2018-03-22,2621.5029296875
2018-03-23,2608.93310546875
2018-03-26,2606.777099609375
2018-03-27,2658.3134765625
2018-03-28,2653.501708984375
2018-04-02,2645.655029296875
2018-04-03,2617.71484375
2018-04-04,2706.0244140625
2018-04-05,2775.55859375
2018-04-06,2786.91259765625
2018-04-09,2787.52978515625
2018-04-10,2803.082763671875
2018-04-11,2869.76904296875
2018-04-12,2869.4375
2018-04-13,2932.23388671875
2018-04-16,2927.206787109375
2018-04-17,2901.801513671875
2018-04-18,2887.427001953125
2018-04-19,2891.752197265625
2018-04-20,2913.127197265625
2018-04-23,2905.317626953125
2018-04-24,2912.00927734375
2018-04-25,2875.553955078125
2018-04-26,2918.410888671875
2018-04-27,2955.26806640625
2018-04-30,2916.8583984375
2018-05-02,2854.53955078125
2018-05-03,2794.32421875
2018-05-04,2731.6640625
2018-05-07,2783.8916015625
2018-05-08,2845.635498046875
2018-05-09,2835.217529296875
2018-05-10,2866.253173828125
2018-05-11,2887.3427734375
2018-05-14,2852.013916015625
2018-05-15,2877.97607421875
2018-05-16,2858.60302734375
2018-05-17,2852.079345703125
2018-05-18,2813.758056640625
2018-05-21,2752.66015625
2018-05-22,2799.10791015625
2018-05-23,2748.839111328125
2018-05-24,2760.375244140625
2018-05-25,2824.72412109375
2018-05-28,2869.5498046875
2018-05-29,2853.458984375
2018-05-30,2818.44384765625
2018-05-31,2878.705810546875
2018-06-01,2793.421875
2018-06-04,2747.492919921875
2018-06-05,2734.277587890625
2018-06-06,2800.95068359375
2018-06-07,2778.7998046875
2018-06-08,2760.15087890625
2018-06-11,2775.48876953125
2018-06-12,2731.6640625
2018-06-13,2754.12841796875
2018-06-14,2762.367431640625
2018-06-15,2765.83251953125
2018-06-18,2818.350341796875
2018-06-19,2800.98779296875
2018-06-20,2787.48779296875
2018-06-21,2751.911376953125
2018-06-22,2725.327392578125
2018-06-25,2753.323974609375
2018-06-26,2715.489013671875
2018-06-27,2653.426513671875
2018-06-28,2658.44921875
2018-06-29,2673.870849609375
2018-07-02,2636.199951171875
2018-07-03,2626.03857421875
2018-07-04,2640.908935546875
2018-07-05,2608.175537109375
2018-07-06,2583.700439453125
2018-07-09,2584.281005859375
2018-07-10,2645.6787109375
2018-07-11,2633.66064453125
2018-07-12,2618.21533203125
2018-07-13,2574.614990234375
2018-07-16,2564.80859375
2018-07-17,2539.501708984375
2018-07-18,2545.940673828125
2018-07-19,2523.3173828125
2018-07-20,2529.625732421875
2018-07-23,2527.320068359375
2018-07-24,2590.387451171875
2018-07-25,2552.08984375
2018-07-26,2643.494384765625
2018-07-27,2707.14208984375
2018-07-30,2674.26416015625
2018-07-31,2599.81005859375
2018-08-01,2553.062744140625
2018-08-02,2531.6669921875
2018-08-03,2534.939697265625
2018-08-06,2538.864501953125
2018-08-07,2584.50537109375
2018-08-08,2591.041259765625
2018-08-09,2576.542724609375
2018-08-10,2722.9306640625
2018-08-13,2667.42529296875
2018-08-14,2722.428466796875
2018-08-16,2704.727294921875
2018-08-17,2673.956298828125
2018-08-20,2665.1904296875
2018-08-21,2686.633056640625
2018-08-23,2701.258056640625
2018-08-24,2710.92041015625
2018-08-27,2721.4609375
2018-08-28,2692.9052734375
2018-08-29,2646.96875
2018-08-30,2591.88623046875
2018-08-31,2634.85546875
2018-09-03,2712.42724609375
2018-09-04,2705.04248046875
2018-09-05,2728.311279296875
2018-09-06,2708.511962890625
2018-09-07,2693.3046875
2018-09-10,2687.75
2018-09-11,2635.7802734375
2018-09-12,2705.51171875
2018-09-14,2759.181396484375
2018-09-17,2785.46923828125
2018-09-18,2713.7890625
2018-09-19,2667.79150390625
2018-09-21,2623.629150390625
2018-09-24,2427.61962890625
2018-09-25,2403.852783203125
2018-09-26,2364.5126953125
2018-09-27,2338.3564453125
2018-09-28,2271.0478515625
2018-10-01,2324.01806640625
2018-10-03,2181.874267578125
2018-10-04,2057.181884765625
2018-10-05,1989.8170166015625
2018-10-08,2078.488525390625
2018-10-09,1979.981201171875
2018-10-10,2120.518798828125
2018-10-11,2099.400146484375
2018-10-12,2244.6005859375
2018-10-15,2200.537109375
2018-10-16,2159.938720703125
2018-10-17,2063.779052734375
2018-10-19,2030.6502685546875
2018-10-22,2105.7529296875
2018-10-23,2090.076171875
2018-10-24,2124.495361328125
2018-10-25,2074.4931640625
2018-10-26,2047.6558837890625
2018-10-29,2015.30712890625
2018-10-30,1974.3890380859375
2018-10-31,2053.120849609375
2018-11-01,2065.093505859375
2018-11-02,2129.13427734375
2018-11-05,2117.692626953125
2018-11-06,2118.387451171875
2018-11-07,2126.8994140625
2018-11-09,2112.339599609375
2018-11-12,2059.595458984375
2018-11-13,2182.447021484375
2018-11-14,2182.282470703125
2018-11-15,2248.5068359375
2018-11-16,2322.656494140625
2018-11-19,2337.87744140625
2018-11-20,2309.5849609375
2018-11-21,2273.958740234375
2018-11-22,2263.87841796875
2018-11-26,2239.39404296875
2018-11-27,2235.567138671875
2018-11-28,2170.19287109375
2018-11-29,2208.687255859375
2018-11-30,2197.795166015625
2018-12-03,2213.007080078125
2018-12-04,2197.4287109375
2018-12-05,2140.341552734375
2018-12-06,2085.681396484375
2018-12-07,2100.50830078125
2018-12-10,2103.8515625
2018-12-11,2125.98876953125
2018-12-12,2227.53369140625
2018-12-13,2188.414306640625
2018-12-14,2226.984130859375
2018-12-17,2225.261474609375
2018-12-18,2241.02294921875
2018-12-19,2249.47900390625
2018-12-20,2262.27734375
2018-12-21,2215.852294921875
2018-12-24,2179.521728515625
2018-12-26,2167.375732421875
2018-12-27,2159.219970703125
2018-12-28,2171.389892578125
2018-12-31,2174.60595703125
2019-01-01,2178.056884765625
2019-01-02,1987.174072265625
2019-01-03,1897.8876953125
2019-01-04,1887.7601318359375
2019-01-07,1862.1064453125
2019-01-08,1882.224609375
2019-01-09,1905.3619384765625
2019-01-10,1930.2508544921875
2019-01-11,1925.6966552734375
2019-01-14,1923.1424560546875
2019-01-15,1937.955322265625
2019-01-16,1947.1156005859375
2019-01-17,1912.77099609375
2019-01-18,1889.55859375
2019-01-21,1880.6612548828125
2019-01-22,1880.2481689453125
2019-01-23,1886.4033203125
2019-01-24,1888.8870849609375
2019-01-25,1882.722412109375
2019-01-28,1876.84912109375
2019-01-29,1772.6041259765625
2019-01-30,1776.5384521484375
2019-01-31,1784.6702880859375
2019-02-01,1846.4246826171875
2019-02-04,1890.0794677734375
2019-02-05,1923.072021484375
2019-02-06,1981.722900390625
2019-02-07,2056.83935546875
2019-02-08,1957.6043701171875
2019-02-11,1948.75390625
2019-02-12,1984.84521484375
2019-02-14,1879.5718994140625
2019-02-15,1900.0145263671875
2019-02-18,1892.605712890625
2019-02-19,1916.512939453125
2019-02-20,1927.6636962890625
2019-02-21,1920.0482177734375
2019-02-22,1933.945556640625
2019-02-25,1944.2138671875
2019-02-26,1936.2509765625
2019-02-27,1916.3204345703125
2019-02-28,1865.7403564453125
2019-03-01,1873.210205078125
2019-03-05,2019.3916015625
2019-03-06,2019.2552490234375
2019-03-07,2020.9033203125
2019-03-08,2053.726806640625
2019-03-11,2157.150146484375
2019-03-12,2109.212890625
2019-03-13,2138.820068359375
2019-03-14,2124.044677734375
2019-03-15,2123.3359375
2019-03-18,2089.44189453125
2019-03-19,2043.2142333984375
2019-03-20,2003.6724853515625
2019-03-22,2013.893798828125
2019-03-25,1986.1458740234375
2019-03-26,2007.803955078125
2019-03-27,1969.5062255859375
2019-03-28,1962.4493408203125
2019-04-01,1882.576904296875
2019-04-02,1932.8238525390625
2019-04-03,1897.06591796875
2019-04-04,1924.0018310546875
2019-04-05,1970.0838623046875
2019-04-08,1935.560791015625
2019-04-09,1966.96630859375
2019-04-10,1969.468505859375
2019-04-11,1971.759765625
2019-04-12,2005.84619140625
2019-04-15,2003.1041259765625
2019-04-16,1997.3387451171875
2019-04-18,1974.177734375
2019-04-22,1915.67236328125
2019-04-23,1907.6015625
2019-04-24,1927.9453125
2019-04-25,1909.9775390625
2019-04-26,1909.0806884765625
2019-04-30,1912.615966796875
2019-05-02,1931.0960693359375
2019-05-03,1911.1182861328125
2019-05-06,1910.88818359375
2019-05-07,1911.197998046875
2019-05-08,1909.6346435546875
2019-05-09,1911.921142578125
2019-05-10,1911.273193359375
