Date,EPAM
2015-08-03,73.83000183105469
2015-08-04,72.98999786376953
2015-08-05,70.13999938964844
2015-08-06,70.01000213623047
2015-08-07,70.86000061035156
2015-08-10,70.76000213623047
2015-08-11,69.58000183105469
2015-08-12,68.7699966430664
2015-08-13,68.55000305175781
2015-08-14,69.0199966430664
2015-08-17,68.80999755859375
2015-08-18,69.22000122070312
2015-08-19,69.51000213623047
2015-08-20,68.9800033569336
2015-08-21,68.75
2015-08-24,66.66999816894531
2015-08-25,67.94000244140625
2015-08-26,69.62999725341797
2015-08-27,72.06999969482422
2015-08-28,71.8499984741211
2015-08-31,70.61000061035156
2015-09-01,69.08999633789062
2015-09-02,69.44000244140625
2015-09-03,69.36000061035156
2015-09-04,68.95999908447266
2015-09-08,72.56999969482422
2015-09-09,71.72000122070312
2015-09-10,73.56999969482422
2015-09-11,74.3499984741211
2015-09-14,73.52999877929688
2015-09-15,74.12000274658203
2015-09-16,74.61000061035156
2015-09-17,74.70999908447266
2015-09-18,75.31999969482422
2015-09-21,74.76000213623047
2015-09-22,72.37999725341797
2015-09-23,72.77999877929688
2015-09-24,72.4800033569336
2015-09-25,72.01000213623047
2015-09-28,70.44000244140625
2015-09-29,69.79000091552734
2015-09-30,74.5199966430664
2015-10-01,75.19000244140625
2015-10-02,75.63999938964844
2015-10-05,78.44999694824219
2015-10-06,77.83999633789062
2015-10-07,80.9800033569336
2015-10-08,80.47000122070312
2015-10-09,81.05000305175781
2015-10-12,80.88999938964844
2015-10-13,76.4000015258789
2015-10-14,76.5199966430664
2015-10-15,78.69999694824219
2015-10-16,79.20999908447266
2015-10-19,78.19000244140625
2015-10-20,77.73999786376953
2015-10-21,77.81999969482422
2015-10-22,77.80999755859375
2015-10-23,79.5
2015-10-26,78.66999816894531
2015-10-27,79.30000305175781
2015-10-28,79.44000244140625
2015-10-29,77.52999877929688
2015-10-30,77.3499984741211
2015-11-02,78.11000061035156
2015-11-03,78.7300033569336
2015-11-04,75.56999969482422
2015-11-05,71.69000244140625
2015-11-06,71.61000061035156
2015-11-09,71.87000274658203
2015-11-10,72.7699966430664
2015-11-11,74.41999816894531
2015-11-12,73.6500015258789
2015-11-13,71.44999694824219
2015-11-16,71.83000183105469
2015-11-17,74.19999694824219
2015-11-18,74.25
2015-11-19,74.55000305175781
2015-11-20,77.41999816894531
2015-11-23,77.05000305175781
2015-11-24,77.51000213623047
2015-11-25,79.08000183105469
2015-11-27,79.44999694824219
2015-11-30,78.7300033569336
2015-12-01,79.77999877929688
2015-12-02,78.68000030517578
2015-12-03,79.18000030517578
2015-12-04,80.7699966430664
2015-12-07,81.66000366210938
2015-12-08,82.5
2015-12-09,82.0199966430664
2015-12-10,81.56999969482422
2015-12-11,78.56999969482422
2015-12-14,79.22000122070312
2015-12-15,81.47000122070312
2015-12-16,81.69999694824219
2015-12-17,82.06999969482422
2015-12-18,78.91000366210938
2015-12-21,79.18000030517578
2015-12-22,80.19000244140625
2015-12-23,79.86000061035156
2015-12-24,79.73999786376953
2015-12-28,79.37000274658203
2015-12-29,80.11000061035156
2015-12-30,79.23999786376953
2015-12-31,78.62000274658203
2016-01-04,75.12999725341797
2016-01-05,75.11000061035156
2016-01-06,74.31999969482422
2016-01-07,72.27999877929688
2016-01-08,70.48999786376953
2016-01-11,70.19999694824219
2016-01-12,70.47000122070312
2016-01-13,70.19999694824219
2016-01-14,72.77999877929688
2016-01-15,69.05999755859375
2016-01-19,67.83999633789062
2016-01-20,68.7699966430664
2016-01-21,70.18000030517578
2016-01-22,72.12000274658203
2016-01-25,72.48999786376953
2016-01-26,70.98999786376953
2016-01-27,70.66999816894531
2016-01-28,71.5
2016-01-29,74.9000015258789
2016-02-01,75.86000061035156
2016-02-02,75.19999694824219
2016-02-03,71.70999908447266
2016-02-04,68.86000061035156
2016-02-05,60.91999816894531
2016-02-08,59.77000045776367
2016-02-09,58.689998626708984
