Date,TVSMOTOR.NS
2015-08-03,216.81509399414062
2015-08-04,219.830322265625
2015-08-05,221.43214416503906
2015-08-06,224.07049560546875
2015-08-07,225.76661682128906
2015-08-10,220.44277954101562
2015-08-11,210.360595703125
2015-08-12,210.5018768310547
2015-08-13,212.52780151367188
2015-08-14,216.90931701660156
2015-08-17,216.95639038085938
2015-08-18,217.52178955078125
2015-08-19,216.62660217285156
2015-08-20,218.3226776123047
2015-08-21,216.24972534179688
2015-08-24,203.2935791015625
2015-08-25,210.83169555664062
2015-08-26,215.16607666015625
2015-08-27,213.4228973388672
2015-08-28,208.33470153808594
2015-08-31,210.7374725341797
2015-09-01,204.33009338378906
2015-09-02,208.8058319091797
2015-09-03,208.7587127685547
2015-09-04,210.31344604492188
2015-09-07,205.7434844970703
2015-09-08,207.95779418945312
2015-09-09,213.98829650878906
2015-09-10,216.01412963867188
2015-09-11,220.8197021484375
2015-09-14,218.3226776123047
2015-09-15,218.8880615234375
2015-09-16,219.9245147705078
2015-09-18,222.2330780029297
2015-09-21,220.30140686035156
2015-09-22,217.47467041015625
2015-09-23,217.0506591796875
2015-09-24,222.32733154296875
2015-09-28,218.7467041015625
2015-09-29,216.24972534179688
2015-09-30,216.76795959472656
2015-10-01,216.3910675048828
2015-10-05,216.34397888183594
2015-10-06,216.95639038085938
2015-10-07,227.46266174316406
2015-10-08,226.56752014160156
2015-10-09,225.53103637695312
2015-10-12,225.05990600585938
2015-10-13,228.9702911376953
2015-10-14,228.54629516601562
2015-10-15,229.15875244140625
2015-10-16,233.25758361816406
2015-10-19,232.69219970703125
2015-10-20,231.7499542236328
2015-10-21,238.6284942626953
2015-10-23,235.8488006591797
2015-10-26,230.6192626953125
2015-10-27,260.86590576171875
2015-10-28,256.0132751464844
2015-10-29,248.7578582763672
2015-10-30,250.1712646484375
2015-11-02,257.9449157714844
2015-11-03,271.2779541015625
2015-11-04,269.2049560546875
2015-11-05,264.9647521972656
2015-11-06,266.9434814453125
2015-11-09,273.0211486816406
2015-11-10,279.47564697265625
2015-11-13,279.3343200683594
2015-11-16,278.7218322753906
2015-11-17,277.02581787109375
2015-11-18,269.6761474609375
2015-11-19,277.1671142578125
2015-11-20,276.3661804199219
2015-11-23,276.9316101074219
2015-11-24,273.5865478515625
2015-11-26,280.8890686035156
2015-11-27,287.67333984375
2015-11-30,289.2752990722656
2015-12-01,286.5896911621094
2015-12-02,272.5029296875
2015-12-03,267.1319885253906
2015-12-04,267.46173095703125
2015-12-07,265.4830627441406
2015-12-08,259.26409912109375
2015-12-09,255.0709686279297
2015-12-10,262.65618896484375
2015-12-11,258.1805114746094
2015-12-14,258.98138427734375
2015-12-15,268.59246826171875
2015-12-16,265.6243591308594
2015-12-17,270.94818115234375
2015-12-18,269.5347595214844
2015-12-21,272.2673645019531
2015-12-22,271.41925048828125
2015-12-23,273.4923095703125
2015-12-24,268.9693908691406
2015-12-28,269.3934326171875
2015-12-29,276.2248229980469
2015-12-30,273.4923095703125
2015-12-31,273.0682678222656
2016-01-01,270.1001281738281
2016-01-04,270.3828125
2016-01-05,270.5713195800781
2016-01-06,269.91168212890625
2016-01-07,261.6669006347656
2016-01-08,268.6396789550781
2016-01-11,269.2049560546875
2016-01-12,273.3981018066406
2016-01-13,270.94818115234375
2016-01-14,266.28399658203125
2016-01-15,262.326416015625
2016-01-18,258.3689880371094
2016-01-19,266.3782043457031
2016-01-20,258.9342956542969
2016-01-21,258.27471923828125
2016-01-22,269.1578369140625
2016-01-25,271.1837158203125
2016-01-27,273.4450988769531
2016-01-28,274.9527587890625
2016-01-29,275.3768310546875
2016-02-01,278.39208984375
2016-02-02,276.413330078125
2016-02-03,271.1366271972656
2016-02-04,265.65240478515625
2016-02-05,273.5951232910156
2016-02-08,271.231201171875
2016-02-09,270.3329162597656
2016-02-10,271.4202880859375
2016-02-11,263.8558654785156
2016-02-12,261.16107177734375
2016-02-15,269.4346618652344
2016-02-16,261.20831298828125
2016-02-17,266.7870788574219
2016-02-18,269.48187255859375
2016-02-19,272.0821838378906
2016-02-22,271.32574462890625
2016-02-23,265.13238525390625
2016-02-24,255.7714080810547
2016-02-25,253.07659912109375
2016-02-26,250.00357055664062
2016-02-29,253.5493621826172
2016-03-01,268.3472900390625
2016-03-02,272.7440185546875
2016-03-03,271.4202880859375
2016-03-04,272.554931640625
2016-03-08,267.5435485839844
2016-03-09,269.2927551269531
2016-03-10,268.3472900390625
2016-03-11,272.2712707519531
2016-03-14,272.7440185546875
2016-03-15,270.23834228515625
2016-03-16,268.39447021484375
2016-03-17,269.8203430175781
2016-03-18,273.1949157714844
2016-03-21,290.21014404296875
2016-03-22,301.5695495605469
2016-03-23,294.15509033203125
2016-03-28,299.5733947753906
2016-03-29,300.09619140625
2016-03-30,305.2767333984375
2016-03-31,306.84515380859375
2016-04-01,308.5087585449219
2016-04-04,308.31866455078125
2016-04-05,298.7178039550781
2016-04-06,300.09619140625
2016-04-07,298.2425537109375
2016-04-08,297.5295715332031
2016-04-11,299.478271484375
2016-04-12,303.04290771484375
2016-04-13,310.5999755859375
2016-04-18,317.4441833496094
2016-04-20,318.63238525390625
2016-04-21,308.7463684082031
2016-04-22,315.0677490234375
2016-04-25,307.22552490234375
2016-04-26,313.8794860839844
2016-04-27,311.6456298828125
2016-04-28,302.947998046875
2016-04-29,303.993408203125
2016-05-02,303.185546875
2016-05-03,273.2425231933594
2016-05-04,276.3318176269531
2016-05-05,281.5600891113281
2016-05-06,285.5998840332031
2016-05-09,286.40789794921875
2016-05-10,284.316650390625
2016-05-11,282.2729187011719
2016-05-12,281.8450927734375
2016-05-13,281.5124206542969
2016-05-16,280.65692138671875
2016-05-17,279.6112976074219
2016-05-18,282.9383239746094
2016-05-19,281.7976379394531
2016-05-20,282.79571533203125
2016-05-23,280.5143737792969
2016-05-24,279.801513671875
2016-05-25,281.5600891113281
2016-05-26,284.316650390625
2016-05-27,276.7121276855469
2016-05-30,273.71771240234375
2016-05-31,270.58087158203125
2016-06-01,274.6208190917969
2016-06-02,281.94024658203125
2016-06-03,282.8432312011719
2016-06-06,280.22918701171875
2016-06-07,279.32611083984375
2016-06-08,275.3812561035156
2016-06-09,275.57135009765625
2016-06-10,272.529541015625
2016-06-13,273.6226806640625
2016-06-14,275.9040832519531
2016-06-15,277.6151428222656
2016-06-16,277.7576904296875
2016-06-17,278.80328369140625
2016-06-20,278.850830078125
2016-06-21,281.6075134277344
2016-06-22,280.4192199707031
2016-06-23,280.7519836425781
2016-06-24,282.5105895996094
2016-06-27,281.7026062011719
2016-06-28,281.8450927734375
2016-06-29,285.457275390625
2016-06-30,294.20257568359375
2016-07-01,296.1988830566406
2016-07-04,298.0999450683594
2016-07-05,291.255859375
2016-07-07,284.4117736816406
2016-07-08,282.1778259277344
2016-07-11,283.7938232421875
2016-07-12,289.782470703125
2016-07-13,293.156982421875
2016-07-14,289.44976806640625
2016-07-15,292.1589050292969
2016-07-18,286.93072509765625
2016-07-19,285.7900390625
2016-07-20,286.978271484375
2016-07-21,285.5048522949219
2016-07-22,286.0752258300781
2016-07-25,286.02764892578125
2016-07-26,276.85467529296875
2016-07-27,273.90789794921875
2016-07-28,275.9040832519531
2016-07-29,277.3299255371094
2016-08-01,280.4192199707031
2016-08-02,285.0771179199219
2016-08-03,283.60369873046875
2016-08-04,284.4117736816406
2016-08-05,288.16650390625
2016-08-08,289.44976806640625
2016-08-09,284.3642272949219
