Date,TSCO
2015-08-03,15.75391674041748
2015-08-04,15.91431999206543
2015-08-05,16.1005916595459
2015-08-06,15.724593162536621
2015-08-07,15.81600570678711
2015-08-10,16.05919647216797
2015-08-11,16.121288299560547
2015-08-12,15.998831748962402
2015-08-13,16.10944938659668
2015-08-14,16.092166900634766
2015-08-17,16.23736572265625
2015-08-18,16.263290405273438
2015-08-19,16.13538360595703
2015-08-20,15.495838165283203
2015-08-21,14.79407787322998
2015-08-24,14.446653366088867
2015-08-25,14.353316307067871
2015-08-26,14.699010848999023
2015-08-27,15.058534622192383
2015-08-28,14.759505271911621
2015-08-31,14.745677947998047
2015-09-01,14.21330738067627
2015-09-02,14.465667724609375
2015-09-03,14.51060962677002
2015-09-04,14.379240036010742
2015-09-08,14.927172660827637
2015-09-09,14.830375671386719
2015-09-10,14.984212875366211
2015-09-11,15.203725814819336
2015-09-14,14.88395881652832
2015-09-15,14.951364517211914
2015-09-16,15.203725814819336
2015-09-17,15.036064147949219
2015-09-18,14.911613464355469
2015-09-21,14.673083305358887
2015-09-22,14.313558578491211
2015-09-23,14.353316307067871
2015-09-24,14.234047889709473
2015-09-25,14.514062881469727
2015-09-28,14.118244171142578
2015-09-29,14.227137565612793
2015-09-30,14.574562072753906
2015-10-01,14.856306076049805
2015-10-02,15.00667667388916
2015-10-05,15.281505584716797
2015-10-06,14.963469505310059
2015-10-07,15.316082954406738
2015-10-08,15.418057441711426
2015-10-09,15.494110107421875
2015-10-12,14.820000648498535
2015-10-13,14.598758697509766
2015-10-14,14.545172691345215
2015-10-15,14.638516426086426
2015-10-16,14.728394508361816
2015-10-19,15.032608985900879
2015-10-20,14.942728996276855
2015-10-21,14.908160209655762
2015-10-22,15.732645988464355
2015-10-23,15.630664825439453
2015-10-26,15.8536376953125
2015-10-27,15.672142028808594
2015-10-28,15.829442024230957
2015-10-29,15.753390312194824
2015-10-30,15.969444274902344
2015-11-02,15.915861129760742
2015-11-03,15.988458633422852
2015-11-04,16.028215408325195
2015-11-05,16.18723487854004
2015-11-06,16.14057159423828
2015-11-09,15.907221794128418
2015-11-10,15.896851539611816
2015-11-11,15.79487133026123
2015-11-12,15.550622940063477
2015-11-13,14.758967399597168
2015-11-16,15.062114715576172
2015-11-17,14.92353630065918
2015-11-18,15.269989013671875
2015-11-19,15.458805084228516
2015-11-20,15.730775833129883
2015-11-23,15.843376159667969
2015-11-24,15.763684272766113
2015-11-25,15.787944793701172
2015-11-27,15.834711074829102
2015-11-30,15.477861404418945
2015-12-01,15.531559944152832
2015-12-02,15.486523628234863
2015-12-03,14.838654518127441
2015-12-04,15.250935554504395
2015-12-07,15.23188591003418
2015-12-08,15.595659255981445
2015-12-09,15.399909019470215
2015-12-10,15.391249656677246
2015-12-11,15.226682662963867
2015-12-14,15.282118797302246
2015-12-15,15.101963996887207
2015-12-16,15.25959587097168
2015-12-17,14.875033378601074
2015-12-18,14.847312927246094
2015-12-21,14.68274974822998
2015-12-22,14.793611526489258
2015-12-23,14.907943725585938
2015-12-24,14.840385437011719
2015-12-28,14.895813941955566
2015-12-29,15.103690147399902
2015-12-30,14.94778823852539
2015-12-31,14.81093978881836
2016-01-04,14.507793426513672
2016-01-05,14.497398376464844
2016-01-06,14.298185348510742
2016-01-07,14.287790298461914
2016-01-08,14.180387496948242
2016-01-11,14.317240715026855
2016-01-12,14.665425300598145
2016-01-13,14.126689910888672
2016-01-14,14.377869606018066
2016-01-15,14.116297721862793
2016-01-19,14.457560539245605
2016-01-20,14.116297721862793
2016-01-21,14.429840087890625
2016-01-22,14.696608543395996
2016-01-25,14.467945098876953
2016-01-26,14.843852043151855
