Date,JWL.NS
2015-08-21,18.763883590698242
2015-08-24,16.083328247070312
2015-08-25,16.62936782836914
2015-08-26,17.373966217041016
2015-08-27,17.721445083618164
2015-08-28,17.721445083618164
2015-08-31,18.41640281677246
2015-09-01,17.12576675415039
2015-09-02,16.480445861816406
2015-09-03,16.679006576538086
2015-09-04,16.43080711364746
2015-09-07,16.033689498901367
2015-09-08,16.381168365478516
2015-09-09,16.679006576538086
2015-09-10,16.33152961730957
2015-09-11,16.679006576538086
2015-09-14,16.827930450439453
2015-09-15,16.728649139404297
2015-09-16,16.530086517333984
2015-09-18,16.679006576538086
2015-09-21,16.381168365478516
2015-09-22,16.381168365478516
2015-09-23,16.33152961730957
2015-09-24,16.232248306274414
2015-09-28,16.28188705444336
2015-09-29,16.13296890258789
2015-09-30,16.13296890258789
2015-10-01,16.033689498901367
2015-10-05,17.076126098632812
2015-10-06,16.8775691986084
2015-10-07,17.32432746887207
2015-10-08,18.863162994384766
2015-10-09,18.217845916748047
2015-10-12,18.41640281677246
2015-10-13,18.91280174255371
2015-10-14,19.012081146240234
2015-10-15,18.962444305419922
2015-10-16,20.302722930908203
2015-10-19,19.955242156982422
2015-10-20,20.600561141967773
2015-10-21,19.558124542236328
2015-10-23,19.65740394592285
2015-10-26,19.061723709106445
2015-10-27,18.61496353149414
2015-10-28,18.16820526123047
2015-10-29,18.16820526123047
2015-10-30,18.317123413085938
2015-11-02,17.77108383178711
2015-11-03,17.62216567993164
2015-11-04,17.671804428100586
2015-11-05,19.359561920166016
2015-11-06,18.714242935180664
2015-11-09,18.61496353149414
2015-11-10,18.366764068603516
2015-11-13,20.054521560668945
2015-11-16,23.181835174560547
2015-11-17,22.13939666748047
2015-11-18,21.196239471435547
2015-11-19,21.990478515625
2015-11-20,21.742277145385742
2015-11-23,20.948040008544922
2015-11-24,20.699840545654297
2015-11-26,20.799121856689453
2015-11-27,21.543720245361328
2015-11-30,23.479673385620117
2015-12-01,26.11058807373047
2015-12-02,26.11058807373047
2015-12-03,25.564550399780273
2015-12-04,25.068151473999023
2015-12-07,24.9688720703125
2015-12-08,22.288318634033203
2015-12-09,20.9976806640625
2015-12-10,21.79191780090332
2015-12-11,21.841556549072266
2015-12-14,21.692638397216797
2015-12-15,21.79191780090332
2015-12-16,21.742277145385742
2015-12-17,23.032917022705078
2015-12-18,22.536516189575195
2015-12-21,22.486875534057617
2015-12-22,24.174633026123047
2015-12-23,23.62859535217285
2015-12-24,24.07535171508789
2015-12-28,25.31635093688965
2015-12-29,24.919233322143555
2015-12-30,24.62139129638672
2015-12-31,24.62139129638672
2016-01-01,24.869590759277344
2016-01-04,23.976072311401367
2016-01-05,26.65662956237793
2016-01-06,27.550148010253906
2016-01-07,25.862390518188477
2016-01-08,26.706268310546875
2016-01-11,26.9544677734375
2016-01-12,26.755910873413086
2016-01-13,24.869590759277344
2016-01-14,24.273914337158203
2016-01-15,23.479673385620117
2016-01-18,21.047319412231445
2016-01-19,22.040117263793945
2016-01-20,21.49407958984375
2016-01-21,20.799121856689453
2016-01-22,22.13939666748047
2016-01-25,22.288318634033203
2016-01-27,22.586156845092773
2016-01-28,22.33795738220215
2016-01-29,22.536516189575195
2016-02-01,22.735074996948242
2016-02-02,22.68543815612793
2016-02-03,20.35236358642578
2016-02-04,19.955242156982422
2016-02-05,20.302722930908203
2016-02-08,20.45163917541504
2016-02-09,20.302722930908203
2016-02-10,19.756681442260742
2016-02-11,17.671804428100586
2016-02-12,17.423606872558594
2016-02-15,19.855960845947266
2016-02-16,18.66460418701172
2016-02-17,18.863162994384766
2016-02-18,18.91280174255371
2016-02-19,19.508481979370117
2016-02-22,19.955242156982422
2016-02-23,18.962444305419922
2016-02-24,19.260284423828125
2016-02-25,18.863162994384766
2016-02-26,18.267484664916992
2016-02-29,17.721445083618164
2016-03-01,18.217845916748047
2016-03-02,18.66460418701172
2016-03-03,18.81352424621582
2016-03-04,18.962444305419922
2016-03-08,18.61496353149414
2016-03-09,18.366764068603516
2016-03-10,17.870365142822266
2016-03-11,17.473247528076172
2016-03-14,17.82072639465332
2016-03-15,17.32432746887207
2016-03-16,17.373966217041016
2016-03-17,17.175405502319336
2016-03-18,16.92720603942871
2016-03-21,16.728649139404297
2016-03-22,16.97684669494629
2016-03-23,16.827930450439453
2016-03-28,16.728649139404297
2016-03-29,16.381168365478516
2016-03-30,16.480445861816406
2016-03-31,16.97684669494629
2016-04-01,18.118566513061523
2016-04-04,18.019287109375
2016-04-05,17.12576675415039
2016-04-06,17.423606872558594
2016-04-07,17.026485443115234
2016-04-08,17.274686813354492
2016-04-11,17.175405502319336
2016-04-12,17.274686813354492
2016-04-13,18.366764068603516
2016-04-18,20.253082275390625
2016-04-20,20.054521560668945
2016-04-21,19.260284423828125
2016-04-22,18.763883590698242
2016-04-25,18.068927764892578
2016-04-26,18.41640281677246
2016-04-27,18.118566513061523
2016-04-28,18.068927764892578
2016-04-29,18.91280174255371
2016-05-02,19.061723709106445
2016-05-03,19.40920066833496
2016-05-04,18.714242935180664
2016-05-05,18.91280174255371
2016-05-06,19.061723709106445
2016-05-09,18.16820526123047
2016-05-10,17.969646453857422
2016-05-11,17.920005798339844
2016-05-12,17.52288818359375
2016-05-13,17.870365142822266
2016-05-16,17.52288818359375
2016-05-17,17.62216567993164
2016-05-18,17.671804428100586
2016-05-19,17.62216567993164
2016-05-20,17.373966217041016
2016-05-23,16.92720603942871
2016-05-24,16.92720603942871
2016-05-25,16.97684669494629
2016-05-26,17.026485443115234
2016-05-27,17.52288818359375
2016-05-30,17.52288818359375
2016-05-31,14.941612243652344
2016-06-01,14.246652603149414
2016-06-02,14.345932006835938
2016-06-03,14.147372245788574
