Date,CL
2015-08-03,54.15394973754883
2015-08-04,54.17770004272461
2015-08-05,54.67634963989258
2015-08-06,54.33600997924805
2015-08-07,54.20937728881836
2015-08-10,54.407230377197266
2015-08-11,54.02732467651367
2015-08-12,53.82151794433594
2015-08-13,53.552433013916016
2015-08-14,53.65532302856445
2015-08-17,53.552433013916016
2015-08-18,53.57617950439453
2015-08-19,52.82425308227539
2015-08-20,52.230621337890625
2015-08-21,51.43122482299805
2015-08-24,49.032997131347656
2015-08-25,47.78245162963867
2015-08-26,49.2546272277832
2015-08-27,49.93531799316406
2015-08-28,50.141082763671875
2015-08-31,49.713680267333984
2015-09-01,48.49477767944336
2015-09-02,49.21504592895508
2015-09-03,49.80076217651367
2015-09-04,48.64517593383789
2015-09-08,50.20441436767578
2015-09-09,49.38126754760742
2015-09-10,49.01716613769531
2015-09-11,49.009246826171875
2015-09-14,49.159645080566406
2015-09-15,49.41292190551758
2015-09-16,49.919464111328125
2015-09-17,50.0777702331543
2015-09-18,49.61869430541992
2015-09-21,49.94321060180664
2015-09-22,49.199222564697266
2015-09-23,49.1517219543457
2015-09-24,49.270442962646484
2015-09-25,49.974884033203125
2015-09-28,49.199222564697266
2015-09-29,49.919464111328125
2015-09-30,50.228145599365234
2015-10-01,50.4339485168457
2015-10-02,50.87717819213867
2015-10-05,51.72407150268555
2015-10-06,51.28084182739258
2015-10-07,51.72407150268555
2015-10-08,52.15939712524414
2015-10-09,52.50765609741211
2015-10-12,52.43642044067383
2015-10-13,52.214805603027344
2015-10-14,52.040679931640625
2015-10-15,52.6896858215332
2015-10-16,53.12502670288086
2015-10-19,53.227901458740234
2015-10-20,53.077537536621094
2015-10-21,53.19694137573242
2015-10-22,54.637691497802734
2015-10-23,54.87649154663086
2015-10-26,54.701385498046875
2015-10-27,54.88446044921875
2015-10-28,54.7889404296875
2015-10-29,55.10735321044922
2015-10-30,52.81486511230469
2015-11-02,53.722286224365234
2015-11-03,54.12823486328125
2015-11-04,53.714351654052734
2015-11-05,53.80986022949219
2015-11-06,52.392974853515625
2015-11-09,52.35317611694336
2015-11-10,52.8387336730957
2015-11-11,52.89445114135742
2015-11-12,51.955162048339844
2015-11-13,51.38999938964844
2015-11-16,52.1939582824707
2015-11-17,51.99496078491211
2015-11-18,52.584007263183594
2015-11-19,52.8387336730957
2015-11-20,52.6158447265625
2015-11-23,53.24470901489258
2015-11-24,53.18896484375
2015-11-25,52.8785285949707
2015-11-27,52.98200988769531
2015-11-30,52.28152847290039
2015-12-01,52.40093231201172
2015-12-02,52.28152847290039
2015-12-03,52.201934814453125
2015-12-04,52.80689239501953
2015-12-07,52.80689239501953
2015-12-08,52.67951965332031
2015-12-09,52.59993362426758
2015-12-10,52.63972854614258
2015-12-11,51.90740203857422
2015-12-14,52.41683578491211
2015-12-15,53.14120101928711
2015-12-16,54.39093780517578
2015-12-17,53.59493637084961
2015-12-18,52.1939582824707
2015-12-21,52.52033615112305
2015-12-22,52.997920989990234
2015-12-23,53.4596061706543
2015-12-24,53.32429122924805
2015-12-28,53.24470901489258
2015-12-29,53.84965515136719
2015-12-30,53.75412368774414
2015-12-31,53.02977752685547
2016-01-04,51.509403228759766
2016-01-05,51.7402458190918
2016-01-06,51.055686950683594
2016-01-07,50.156192779541016
2016-01-08,49.790035247802734
2016-01-11,49.99699020385742
2016-01-12,50.45071792602539
2016-01-13,50.07659149169922
2016-01-14,50.57011795043945
2016-01-15,50.42683029174805
2016-01-19,51.17508316040039
2016-01-20,49.7104377746582
2016-01-21,50.97581100463867
2016-01-22,51.74465560913086
2016-01-25,51.2000617980957
2016-01-26,51.52042770385742
2016-01-27,51.49638748168945
2016-01-28,52.07301330566406
2016-01-29,54.083213806152344
2016-02-01,53.01805114746094
2016-02-02,52.34532165527344
2016-02-03,52.88190460205078
2016-02-04,52.84986114501953
2016-02-05,53.01005935668945
2016-02-08,52.913936614990234
2016-02-09,52.76176452636719
2016-02-10,52.705711364746094
2016-02-11,51.608516693115234
2016-02-12,52.61762237548828
2016-02-16,52.705711364746094
2016-02-17,53.706809997558594
2016-02-18,53.8349494934082
2016-02-19,54.02717590332031
2016-02-22,54.14729690551758
2016-02-23,53.818931579589844
2016-02-24,53.1141471862793
2016-02-25,53.99512481689453
2016-02-26,53.08212661743164
2016-02-29,52.56956100463867
2016-03-01,53.92304992675781
2016-03-02,53.722835540771484
2016-03-03,54.14729690551758
2016-03-04,54.5877799987793
2016-03-07,54.11526107788086
2016-03-08,54.083213806152344
2016-03-09,54.443607330322266
2016-03-10,54.64384841918945
2016-03-11,54.75596237182617
2016-03-14,54.651832580566406
2016-03-15,54.93214797973633
2016-03-16,55.00423049926758
2016-03-17,55.94926452636719
2016-03-18,56.44580078125
2016-03-21,56.4057731628418
2016-03-22,55.70901107788086
2016-03-23,55.901206970214844
2016-03-24,55.989322662353516
2016-03-28,55.989322662353516
2016-03-29,56.46982955932617
2016-03-30,56.638031005859375
2016-03-31,56.58195877075195
2016-04-01,57.022438049316406
2016-04-04,56.99041748046875
2016-04-05,56.97438430786133
2016-04-06,57.190608978271484
2016-04-07,56.5739631652832
2016-04-08,56.91834259033203
2016-04-11,56.8142204284668
2016-04-12,57.04645919799805
2016-04-13,56.726131439208984
2016-04-14,56.70209503173828
2016-04-15,57.0624885559082
2016-04-18,57.11854553222656
2016-04-19,57.39084243774414
2016-04-20,56.61777877807617
2016-04-21,55.546791076660156
2016-04-22,55.61122512817383
2016-04-25,55.9011116027832
2016-04-26,55.53070068359375
2016-04-27,55.81253433227539
2016-04-28,57.30227279663086
2016-04-29,57.1090087890625
2016-05-02,58.2766227722168
2016-05-03,57.85787582397461
2016-05-04,57.88205337524414
2016-05-05,57.55189514160156
2016-05-06,57.83372497558594
2016-05-09,57.78541946411133
2016-05-10,58.13973617553711
2016-05-11,57.96260070800781
2016-05-12,58.50210189819336
2016-05-13,57.71293640136719
2016-05-16,57.994789123535156
2016-05-17,57.052642822265625
2016-05-18,56.472843170166016
2016-05-19,56.71442413330078
2016-05-20,56.38426971435547
2016-05-23,56.432586669921875
2016-05-24,57.06875228881836
2016-05-25,56.907684326171875
2016-05-26,56.76273727416992
2016-05-27,56.8432731628418
2016-05-31,56.69832229614258
2016-06-01,57.334476470947266
2016-06-02,57.51163101196289
2016-06-03,57.65658187866211
2016-06-06,57.84983825683594
2016-06-07,57.64854049682617
2016-06-08,57.97868347167969
2016-06-09,58.25247573852539
2016-06-10,58.075321197509766
2016-06-13,57.71293640136719
2016-06-14,58.051170349121094
2016-06-15,57.75320816040039
2016-06-16,57.97868347167969
2016-06-17,57.527748107910156
2016-06-20,57.68878173828125
2016-06-21,57.817630767822266
2016-06-22,58.179988861083984
2016-06-23,58.518211364746094
2016-06-24,56.8352165222168
2016-06-27,56.36009979248047
2016-06-28,57.27810287475586
2016-06-29,57.86593246459961
2016-06-30,58.94498825073242
2016-07-01,58.74368667602539
2016-07-05,59.00942611694336
2016-07-06,59.00942611694336
2016-07-07,59.10606384277344
2016-07-08,59.790504455566406
2016-07-11,59.983787536621094
2016-07-12,59.548919677734375
2016-07-13,59.96768569946289
2016-07-14,60.16094207763672
2016-07-15,60.16897964477539
2016-07-18,59.9918327331543
2016-07-19,60.04015350341797
2016-07-20,59.999698638916016
2016-07-21,59.79729080200195
2016-07-22,60.39632797241211
2016-07-25,60.08871841430664
2016-07-26,59.88632583618164
2016-07-27,59.319705963134766
2016-07-28,59.295433044433594
2016-07-29,60.25061798095703
2016-08-01,60.801090240478516
2016-08-02,60.606807708740234
2016-08-03,59.96730041503906
2016-08-04,60.533939361572266
2016-08-05,60.37205123901367
2016-08-08,60.25061798095703
2016-08-09,60.533939361572266
2016-08-10,60.582515716552734
2016-08-11,60.622989654541016
2016-08-12,60.68773651123047
2016-08-15,60.47727966308594
2016-08-16,60.16157531738281
2016-08-17,60.37205123901367
2016-08-18,60.380130767822266
2016-08-19,60.299190521240234
2016-08-22,60.30727767944336
2016-08-23,60.33967590332031
2016-08-24,60.193939208984375
2016-08-25,60.41250991821289
2016-08-26,60.28300476074219
2016-08-29,60.55821990966797
2016-08-30,60.30727767944336
2016-08-31,60.177738189697266
2016-09-01,60.12110137939453
2016-09-02,60.622989654541016
2016-09-06,60.93058776855469
2016-09-07,59.70824432373047
2016-09-08,59.084930419921875
2016-09-09,57.36073303222656
2016-09-12,58.914939880371094
2016-09-13,58.15402603149414
2016-09-14,58.16210174560547
2016-09-15,58.36450958251953
2016-09-16,58.251163482666016
2016-09-19,58.43736267089844
2016-09-20,58.672115325927734
2016-09-21,59.0930290222168
2016-09-22,59.522071838378906
2016-09-23,59.295433044433594
2016-09-26,59.18210220336914
2016-09-27,59.465423583984375
2016-09-28,59.57875061035156
2016-09-29,59.32779312133789
2016-09-30,60.0158576965332
2016-10-03,59.594932556152344
2016-10-04,58.9311408996582
2016-10-05,59.06874084472656
2016-10-06,59.319705963134766
2016-10-07,59.133506774902344
2016-10-10,58.777339935302734
2016-10-11,58.44544219970703
2016-10-12,58.63162612915039
2016-10-13,58.41305923461914
2016-10-14,58.534488677978516
2016-10-17,58.34830856323242
2016-10-18,58.22688674926758
2016-10-19,58.040706634521484
2016-10-20,57.72327423095703
2016-10-21,57.72327423095703
2016-10-24,57.81279373168945
2016-10-25,58.04069519042969
2016-10-26,58.00001525878906
2016-10-27,57.43838119506836
2016-10-28,57.926753997802734
2016-10-31,58.081417083740234
2016-11-01,57.780235290527344
2016-11-02,57.93488311767578
2016-11-03,57.43838119506836
2016-11-04,56.62446975708008
2016-11-07,57.41396713256836
2016-11-08,58.26860427856445
2016-11-09,57.27560043334961
2016-11-10,54.69547653198242
2016-11-11,54.874549865722656
2016-11-14,54.19084930419922
2016-11-15,54.19899368286133
2016-11-16,54.32108688354492
2016-11-17,53.710636138916016
2016-11-18,53.604827880859375
2016-11-21,53.89784622192383
2016-11-22,53.98736572265625
2016-11-23,53.710636138916016
2016-11-25,54.1501579284668
2016-11-28,54.068756103515625
2016-11-29,54.1501579284668
2016-11-30,53.092071533203125
2016-12-01,52.969974517822266
2016-12-02,52.67695617675781
2016-12-05,52.60371398925781
2016-12-06,52.92927932739258
2016-12-07,53.66179275512695
2016-12-08,53.47460174560547
2016-12-09,53.954803466796875
2016-12-12,54.3292236328125
2016-12-13,54.443180084228516
2016-12-14,53.64552688598633
2016-12-15,53.905982971191406
2016-12-16,53.905982971191406
2016-12-19,53.76761245727539
2016-12-20,54.03620529174805
2016-12-21,53.75947952270508
2016-12-22,54.019935607910156
2016-12-23,53.938533782958984
2016-12-27,53.72692108154297
2016-12-28,53.40135192871094
2016-12-29,53.62925338745117
2016-12-30,53.26297378540039
2017-01-03,53.34437561035156
2017-01-04,53.9304084777832
2017-01-05,54.410606384277344
2017-01-06,54.82571029663086
2017-01-09,54.06062698364258
2017-01-10,53.2222900390625
2017-01-11,53.15716552734375
2017-01-12,53.59669494628906
2017-01-13,53.6211051940918
2017-01-17,54.614078521728516
2017-01-18,55.2326774597168
2017-01-19,54.88066101074219
2017-01-20,55.625614166259766
2017-01-23,55.298160552978516
2017-01-24,55.879390716552734
2017-01-25,56.0185546875
2017-01-26,55.86299514770508
2017-01-27,52.94871520996094
2017-01-30,52.82590103149414
2017-01-31,52.86686325073242
2017-02-01,52.981468200683594
2017-02-02,53.76732635498047
2017-02-03,54.00473403930664
2017-02-06,53.611812591552734
2017-02-07,54.48772430419922
2017-02-08,54.51228332519531
2017-02-09,54.520469665527344
2017-02-10,55.43733596801758
2017-02-13,55.42912673950195
2017-02-14,55.45369338989258
2017-02-15,56.16591262817383
2017-02-16,56.485164642333984
2017-02-17,58.9246826171875
2017-02-21,59.90703201293945
2017-02-22,60.16081619262695
2017-02-23,60.938499450683594
2017-02-24,60.04618835449219
2017-02-27,59.47316360473633
