Date,PAGE.L
2016-03-22,422.7065124511719
2016-03-23,421.4098815917969
2016-03-24,416.7220153808594
2016-03-29,423.6042785644531
2016-03-30,431.2843017578125
2016-03-31,425.6988525390625
2016-04-01,425.8982849121094
2016-04-04,424.8011169433594
2016-04-05,415.8243103027344
2016-04-06,415.7246398925781
2016-04-07,412.8320617675781
2016-04-08,420.0135192871094
2016-04-11,415.7246398925781
2016-04-12,416.9215087890625
2016-04-13,423.5044250488281
2016-04-14,421.9085388183594
2016-04-15,415.525146484375
2016-04-18,418.2181396484375
2016-04-19,423.9034729003906
2016-04-20,421.0108642578125
2016-04-21,412.73236083984375
2016-04-22,413.8294982910156
2016-04-25,416.22332763671875
2016-04-26,409.9395751953125
2016-04-27,409.2413635253906
2016-04-28,412.43310546875
2016-04-29,405.451171875
2016-05-03,400.6636047363281
2016-05-04,401.3617858886719
2016-05-05,401.3617858886719
2016-05-06,400.06512451171875
2016-05-09,404.2542724609375
2016-05-10,405.3514404296875
2016-05-11,400.86297607421875
2016-05-12,386.9989013671875
2016-05-13,384.50537109375
2016-05-16,387.7968444824219
2016-05-17,391.8861999511719
2016-05-18,396.6739501953125
2016-05-19,385.9784851074219
2016-05-20,388.6719970703125
2016-05-23,391.7646484375
2016-05-24,396.0543212890625
2016-05-25,400.6434326171875
2016-05-26,402.5388488769531
2016-05-27,400.8428955078125
2016-05-31,396.0543212890625
2016-06-01,392.56268310546875
2016-06-02,392.8619384765625
2016-06-03,388.87152099609375
2016-06-06,392.263427734375
2016-06-07,395.9546203613281
2016-06-08,399.14697265625
2016-06-09,398.0496826171875
2016-06-10,371.9120178222656
2016-06-13,367.4226989746094
2016-06-14,360.638916015625
2016-06-15,365.1282043457031
2016-06-16,357.0475158691406
2016-06-17,364.13055419921875
2016-06-20,383.58416748046875
2016-06-21,385.4796142578125
2016-06-22,384.5817565917969
2016-06-23,395.9546203613281
2016-06-24,310.5584716796875
2016-06-27,264.2690124511719
2016-06-28,272.4494934082031
2016-06-29,288.3116149902344
2016-06-30,296.392333984375
2016-07-01,295.7938232421875
2016-07-04,289.90777587890625
2016-07-05,288.710693359375
2016-07-06,289.0099792480469
2016-07-07,290.00762939453125
2016-07-08,299.7842102050781
2016-07-11,309.06207275390625
2016-07-12,317.2425231933594
2016-07-13,315.14752197265625
2016-07-14,319.23779296875
2016-07-15,319.1380310058594
2016-07-18,321.9313049316406
2016-07-19,323.9266052246094
2016-07-20,329.2138977050781
2016-07-21,333.7032165527344
2016-07-22,323.72705078125
2016-07-25,332.9051513671875
2016-07-26,330.8101806640625
2016-07-27,341.78399658203125
2016-07-28,336.8956604003906
2016-07-29,337.3944396972656
2016-08-01,339.19012451171875
2016-08-02,336.2970275878906
2016-08-03,338.3919982910156
2016-08-04,345.17584228515625
2016-08-05,343.2803649902344
2016-08-08,341.68414306640625
2016-08-09,348.5677185058594
2016-08-10,349.5653381347656
2016-08-11,348.2684326171875
2016-08-12,366.52490234375
2016-08-15,357.54632568359375
2016-08-16,354.85272216796875
2016-08-17,353.1567687988281
2016-08-18,353.55584716796875
2016-08-19,346.5725402832031
2016-08-22,350.9620361328125
2016-08-23,358.3445129394531
2016-08-24,359.14251708984375
2016-08-25,353.55584716796875
2016-08-26,351.361083984375
2016-08-30,351.660400390625
2016-08-31,346.1734619140625
2016-09-01,352.6579895019531
2016-09-02,355.7505798339844
2016-09-05,355.05230712890625
2016-09-06,353.7553405761719
2016-09-07,357.94537353515625
2016-09-08,360.4770202636719
2016-09-09,350.8989562988281
2016-09-12,342.61785888671875
2016-09-13,339.2255859375
2016-09-14,339.4252014160156
2016-09-15,342.3184509277344
2016-09-16,340.2233581542969
2016-09-19,339.2255859375
2016-09-20,338.9263000488281
2016-09-21,340.6224670410156
2016-09-22,344.2142028808594
2016-09-23,343.3162841796875
2016-09-26,330.24609375
2016-09-27,324.259765625
2016-09-28,333.7380676269531
2016-09-29,331.4433898925781
2016-09-30,335.4342041015625
2016-10-03,342.61785888671875
2016-10-04,347.8059387207031
2016-10-05,343.51580810546875
2016-10-06,339.2255859375
2016-10-07,339.12579345703125
2016-10-10,348.005615234375
2016-10-11,367.06201171875
2016-10-12,379.03466796875
2016-10-13,377.8374328613281
2016-10-14,377.3385009765625
2016-10-17,374.84429931640625
2016-10-18,379.13446044921875
2016-10-19,379.13446044921875
2016-10-20,376.0415344238281
2016-10-21,377.23883056640625
2016-10-24,374.1458740234375
2016-10-25,373.8465270996094
2016-10-26,372.4497375488281
2016-10-27,367.46112060546875
2016-10-28,369.7559509277344
2016-10-31,362.2729797363281
2016-11-01,365.96453857421875
2016-11-02,363.0711364746094
2016-11-03,367.56085205078125
2016-11-04,361.8739013671875
2016-11-07,365.4656677246094
2016-11-08,363.6697998046875
2016-11-09,366.7627258300781
2016-11-10,369.9554138183594
2016-11-11,363.0711364746094
2016-11-14,366.36370849609375
2016-11-15,364.5677490234375
2016-11-16,359.1800231933594
2016-11-17,366.0643005371094
2016-11-18,363.8692932128906
2016-11-21,368.6584167480469
2016-11-22,375.84197998046875
2016-11-23,366.96221923828125
2016-11-24,371.6515808105469
2016-11-25,370.7536315917969
2016-11-28,369.1571960449219
2016-11-29,369.1571960449219
2016-11-30,369.7559509277344
2016-12-01,367.9599609375
2016-12-02,367.56085205078125
2016-12-05,367.361328125
2016-12-06,369.7559509277344
2016-12-07,371.2524719238281
2016-12-08,386.1185302734375
2016-12-09,383.025634765625
2016-12-12,383.22515869140625
2016-12-13,386.9167175292969
2016-12-14,386.6174011230469
2016-12-15,388.3135681152344
2016-12-16,387.9143981933594
2016-12-19,388.0141296386719
2016-12-20,387.6150817871094
2016-12-21,385.8191833496094
2016-12-22,387.1162109375
2016-12-23,387.41552734375
2016-12-28,391.9052429199219
2016-12-29,389.5108337402344
2016-12-30,389.6105651855469
2017-01-03,393.70123291015625
2017-01-04,393.4019470214844
2017-01-05,397.6921081542969
2017-01-06,396.99365234375
2017-01-09,392.2046203613281
2017-01-10,392.10491943359375
2017-01-11,420.739501953125
2017-01-12,428.6214904785156
2017-01-13,425.0296936035156
2017-01-16,429.8187561035156
2017-01-17,422.73492431640625
2017-01-18,424.2315673828125
2017-01-19,423.7326965332031
2017-01-20,426.62603759765625
2017-01-23,428.2223815917969
2017-01-24,428.9207763671875
2017-01-25,434.9071960449219
2017-01-26,438.69854736328125
2017-01-27,432.1134948730469
2017-01-30,433.2110900878906
2017-01-31,430.41741943359375
2017-02-01,431.4151306152344
2017-02-02,431.0160217285156
2017-02-03,429.51947021484375
2017-02-06,426.725830078125
2017-02-07,428.9207763671875
2017-02-08,426.725830078125
2017-02-09,424.929931640625
2017-02-10,422.93450927734375
2017-02-13,423.03424072265625
2017-02-14,428.0228576660156
2017-02-15,427.3244323730469
2017-02-16,425.528564453125
2017-02-17,425.7281188964844
2017-02-20,426.5263366699219
2017-02-21,427.025146484375
2017-02-22,416.6488952636719
2017-02-23,416.0501708984375
2017-02-24,416.84832763671875
2017-02-27,419.0433654785156
2017-02-28,423.93218994140625
2017-03-01,428.1226806640625
2017-03-02,425.3290100097656
2017-03-03,417.94586181640625
2017-03-06,417.4469909667969
2017-03-07,419.242919921875
2017-03-08,427.52398681640625
2017-03-09,430.6169738769531
2017-03-10,433.310791015625
2017-03-13,436.9025573730469
2017-03-14,435.1067199707031
2017-03-15,436.303955078125
2017-03-16,434.5080871582031
2017-03-17,431.4151306152344
2017-03-20,428.3221740722656
2017-03-21,423.63287353515625
2017-03-22,420.34039306640625
2017-03-23,426.0274658203125
2017-03-24,424.0319519042969
2017-03-27,420.5399475097656
2017-03-28,425.0296936035156
2017-03-29,425.1295166015625
2017-03-30,428.1226806640625
2017-03-31,426.92535400390625
2017-04-03,426.725830078125
2017-04-04,424.63055419921875
2017-04-05,429.22015380859375
2017-04-06,429.8187561035156
2017-04-07,427.42425537109375
2017-04-10,433.4104919433594
2017-04-11,442.8889465332031
2017-04-12,474.3172607421875
2017-04-13,489.1832275390625
2017-04-18,489.58233642578125
2017-04-19,489.8816833496094
2017-04-20,489.7818603515625
2017-04-21,488.2852783203125
2017-04-24,488.48480224609375
2017-04-25,497.0652770996094
2017-04-26,496.3668212890625
2017-04-27,493.1741638183594
2017-04-28,498.861083984375
2017-05-02,501.8543701171875
2017-05-03,494.47119140625
2017-05-04,496.4665832519531
2017-05-05,501.8543701171875
2017-05-08,504.84747314453125
2017-05-09,501.8543701171875
2017-05-10,501.8543701171875
2017-05-11,502.35321044921875
2017-05-12,498.46209716796875
2017-05-15,497.0652770996094
2017-05-16,499.36004638671875
2017-05-17,488.2852783203125
2017-05-18,485.5733337402344
2017-05-19,472.5009460449219
2017-05-22,477.8896179199219
2017-05-23,475.5944519042969
2017-05-24,475.6942138671875
2017-05-25,474.69635009765625
2017-05-26,475.89373779296875
2017-05-30,473.9978332519531
2017-05-31,469.9064025878906
2017-06-01,470.10601806640625
2017-06-02,472.7005615234375
2017-06-05,466.51361083984375
2017-06-06,461.3246154785156
2017-06-07,467.1124267578125
2017-06-08,475.79400634765625
2017-06-09,471.5030517578125
2017-06-12,464.0188293457031
2017-06-13,464.0188293457031
2017-06-14,468.50946044921875
2017-06-15,459.5284118652344
2017-06-16,469.6070861816406
2017-06-19,471.10394287109375
2017-06-20,470.4053649902344
2017-06-21,469.7069091796875
2017-06-22,476.7918701171875
2017-06-23,470.7047424316406
2017-06-26,476.4266357421875
2017-06-27,478.1250915527344
2017-06-28,479.1868591308594
2017-06-29,477.09124755859375
2017-06-30,474.796142578125
2017-07-03,474.99566650390625
2017-07-04,475.49462890625
2017-07-05,480.5838928222656
2017-07-06,478.38848876953125
2017-07-07,474.4967041015625
2017-07-10,488.1678466796875
2017-07-11,488.1678466796875
2017-07-12,473.4989013671875
2017-07-13,477.390625
2017-07-14,474.09759521484375
2017-07-17,472.0020446777344
2017-07-18,472.1017761230469
2017-07-19,477.789794921875
2017-07-20,489.06591796875
2017-07-21,485.2738952636719
2017-07-24,477.390625
2017-07-25,485.0743713378906
2017-07-26,488.06805419921875
2017-07-27,496.2507629394531
2017-07-28,491.8599853515625
2017-07-31,488.66680908203125
2017-08-01,495.2527770996094
2017-08-02,490.5627746582031
2017-08-03,488.2675476074219
2017-08-04,491.9598083496094
2017-08-07,491.9598083496094
2017-08-08,497.2486267089844
2017-08-09,499.4440002441406
2017-08-10,489.3653259277344
2017-08-11,483.67730712890625
2017-08-14,482.4798889160156
2017-08-15,487.569091796875
2017-08-16,493.0575256347656
2017-08-17,491.5606689453125
2017-08-18,489.06591796875
2017-08-21,487.3695068359375
2017-08-22,486.072265625
2017-08-23,486.87060546875
2017-08-24,487.86846923828125
2017-08-25,487.3695068359375
2017-08-29,484.6752014160156
2017-08-30,490.66253662109375
2017-08-31,509.42291259765625
2017-09-01,507.4270935058594
2017-09-04,508.42498779296875
2017-09-05,507.9260559082031
2017-09-06,500.4418029785156
2017-09-07,485.9105224609375
2017-09-08,482.8168029785156
2017-09-11,495.19158935546875
2017-09-12,493.79443359375
2017-09-13,489.2037658691406
2017-09-14,492.39727783203125
2017-09-15,489.0041809082031
2017-09-18,489.0041809082031
2017-09-19,494.69256591796875
2017-09-20,494.9919738769531
2017-09-21,489.3035583496094
2017-09-22,487.7068786621094
2017-09-25,492.4971008300781
2017-09-26,490.30157470703125
2017-09-27,483.6152038574219
2017-09-28,492.5968933105469
2017-09-29,496.8880920410156
2017-10-02,505.47064208984375
2017-10-03,502.9757080078125
2017-10-04,504.9716491699219
2017-10-05,502.9757080078125
2017-10-06,503.97369384765625
2017-10-09,513.4544677734375
2017-10-10,524.43212890625
2017-10-11,476.13043212890625
2017-10-12,474.93280029296875
2017-10-13,474.2342529296875
2017-10-16,459.2647705078125
2017-10-17,460.9613037109375
2017-10-18,466.25054931640625
2017-10-19,457.76776123046875
2017-10-20,461.959228515625
2017-10-23,453.077392578125
2017-10-24,457.9673767089844
2017-10-25,461.26068115234375
2017-10-26,463.15679931640625
2017-10-27,460.7616882324219
2017-10-30,464.85333251953125
2017-10-31,466.74957275390625
2017-11-01,470.04278564453125
2017-11-02,468.04681396484375
2017-11-03,471.0406799316406
2017-11-06,472.6374816894531
2017-11-07,469.5437927246094
2017-11-08,462.85736083984375
2017-11-09,458.66595458984375
2017-11-10,448.686279296875
2017-11-13,448.1873474121094
2017-11-14,451.6802062988281
2017-11-15,450.3828125
2017-11-16,458.7657775878906
2017-11-17,456.1710510253906
2017-11-20,465.4521789550781
2017-11-21,472.1385498046875
2017-11-22,466.54986572265625
2017-11-23,463.4562072753906
2017-11-24,463.85540771484375
2017-11-27,461.3604736328125
2017-11-28,471.4399719238281
2017-11-29,475.73126220703125
2017-11-30,470.04278564453125
2017-12-01,464.1548156738281
2017-12-04,461.56005859375
2017-12-05,461.8594055175781
2017-12-06,439.70458984375
2017-12-07,440.70257568359375
2017-12-08,447.48870849609375
2017-12-11,452.9775695800781
2017-12-12,457.6680908203125
2017-12-13,458.2997131347656
2017-12-14,449.2850341796875
2017-12-15,447.6883239746094
2017-12-18,454.37469482421875
2017-12-19,455.971435546875
2017-12-20,460.0631408691406
2017-12-21,462.0590515136719
2017-12-22,469.84320068359375
2017-12-27,465.0529479980469
2017-12-28,464.4541931152344
2017-12-29,466.54986572265625
2018-01-02,462.4582214355469
2018-01-03,441.90008544921875
2018-01-04,454.07525634765625
2018-01-05,462.6578063964844
2018-01-08,462.85736083984375
2018-01-09,469.84320068359375
2018-01-10,514.9513549804688
2018-01-11,534.4116821289062
2018-01-12,542.8943481445312
2018-01-15,548.3832397460938
2018-01-16,545.8882446289062
2018-01-17,532.914794921875
2018-01-18,528.9228515625
2018-01-19,530.9188232421875
2018-01-22,553.8720092773438
2018-01-23,546.3872680664062
2018-01-24,543.8923950195312
2018-01-25,553.8720092773438
2018-01-26,555.3690185546875
2018-01-29,558.8618774414062
2018-01-30,545.3893432617188
2018-01-31,542.8943481445312
2018-02-01,540.8983154296875
2018-02-02,528.9228515625
2018-02-05,531.4177856445312
2018-02-06,508.9635314941406
2018-02-07,524.43212890625
2018-02-08,514.9513549804688
2018-02-09,514.4523315429688
2018-02-12,521.9371337890625
2018-02-13,519.4421997070312
2018-02-14,525.4300537109375
2018-02-15,528.9228515625
2018-02-16,527.9248046875
2018-02-19,527.9248046875
2018-02-20,530.9188232421875
2018-02-21,537.4056396484375
2018-02-22,535.90869140625
2018-02-23,534.91064453125
2018-02-26,540.3994750976562
2018-02-27,540.3994750976562
2018-02-28,535.90869140625
2018-03-01,519.9412231445312
2018-03-02,522.43603515625
2018-03-05,525.4300537109375
2018-03-06,522.43603515625
2018-03-07,509.46258544921875
2018-03-08,527.9248046875
2018-03-09,525.928955078125
2018-03-12,529.4218139648438
2018-03-13,528.9228515625
2018-03-14,527.9248046875
2018-03-15,527.9248046875
2018-03-16,525.4300537109375
2018-03-19,529.9208984375
2018-03-20,533.9127197265625
2018-03-21,534.4116821289062
2018-03-22,527.426025390625
2018-03-23,515.9494018554688
2018-03-26,513.953369140625
2018-03-27,529.4218139648438
2018-03-28,521.9371337890625
2018-03-29,535.40966796875
2018-04-03,527.426025390625
2018-04-04,528.423828125
2018-04-05,538.4036865234375
2018-04-06,540.3994750976562
2018-04-09,539.9004516601562
2018-04-10,549.3812866210938
2018-04-11,538.902587890625
2018-04-12,534.91064453125
2018-04-13,528.423828125
2018-04-16,523.4340209960938
2018-04-17,530.4197998046875
2018-04-18,536.40771484375
2018-04-19,542.3953247070312
2018-04-20,542.3953247070312
2018-04-23,541.3975219726562
2018-04-24,531.4177856445312
2018-04-25,531.9168090820312
2018-04-26,533.9127197265625
2018-04-27,536.40771484375
2018-04-30,536.40771484375
2018-05-01,536.9066162109375
2018-05-02,538.902587890625
2018-05-03,533.4137573242188
2018-05-04,536.9066162109375
2018-05-08,532.415771484375
2018-05-09,540.8983154296875
2018-05-10,543.8923950195312
2018-05-11,549.8802490234375
2018-05-14,540.8983154296875
2018-05-15,544.391357421875
2018-05-16,547.8843383789062
2018-05-17,532.0001220703125
2018-05-18,532.998291015625
2018-05-21,540.484130859375
2018-05-22,544.9757080078125
2018-05-23,533.497314453125
2018-05-24,536.4917602539062
2018-05-25,538.488037109375
2018-05-29,529.0057373046875
2018-05-30,532.998291015625
2018-05-31,529.0057373046875
2018-06-01,537.4898071289062
2018-06-04,545.9737548828125
2018-06-05,546.9718627929688
2018-06-06,546.9718627929688
2018-06-07,544.4766845703125
2018-06-08,543.9776000976562
2018-06-11,544.4766845703125
2018-06-12,543.4784545898438
2018-06-13,543.9776000976562
2018-06-14,551.9625854492188
2018-06-15,546.472900390625
2018-06-18,543.4784545898438
2018-06-19,534.4954223632812
2018-06-20,544.9757080078125
2018-06-21,558.949462890625
2018-06-22,579.9100341796875
2018-06-25,557.4522705078125
2018-06-26,555.9551391601562
2018-06-27,554.95703125
2018-06-28,546.9718627929688
2018-06-29,562.4429931640625
2018-07-02,563.9400634765625
2018-07-03,565.437255859375
2018-07-04,559.947509765625
2018-07-05,564.439208984375
2018-07-06,570.4278564453125
2018-07-09,581.4072265625
2018-07-10,590.390380859375
2018-07-11,584.4017944335938
2018-07-12,576.9156494140625
2018-07-13,593.384765625
2018-07-16,587.39599609375
2018-07-17,601.3696899414062
2018-07-18,609.354736328125
2018-07-19,609.354736328125
2018-07-20,598.3754272460938
2018-07-23,599.3734741210938
2018-07-24,609.8538208007812
2018-07-25,601.8687744140625
2018-07-26,605.8612060546875
2018-07-27,608.3566284179688
2018-07-30,608.855712890625
2018-07-31,597.3773193359375
2018-08-01,598.3754272460938
2018-08-02,590.390380859375
2018-08-03,595.880126953125
2018-08-06,596.878173828125
2018-08-07,597.8763427734375
2018-08-08,596.878173828125
2018-08-09,604.3640747070312
2018-08-10,592.38671875
2018-08-13,595.3809814453125
2018-08-14,598.3754272460938
2018-08-15,599.87255859375
2018-08-16,606.3603515625
2018-08-17,603.864990234375
2018-08-20,607.3584594726562
2018-08-21,613.8462524414062
2018-08-22,616.8406372070312
2018-08-23,618.8368530273438
2018-08-24,616.8406372070312
2018-08-28,619.3359985351562
2018-08-29,622.3303833007812
2018-08-30,607.8576049804688
2018-08-31,608.3566284179688
2018-09-03,609.354736328125
2018-09-04,601.8687744140625
2018-09-05,598.3754272460938
2018-09-06,585.4398193359375
2018-09-07,575.9569091796875
2018-09-10,574.9586791992188
2018-09-11,570.9660034179688
2018-09-12,575.457763671875
2018-09-13,575.457763671875
2018-09-14,578.4525146484375
2018-09-17,577.4542236328125
2018-09-18,574.4595947265625
2018-09-19,563.4794921875
2018-09-20,553.9967041015625
2018-09-21,559.98583984375
2018-09-24,561.483154296875
2018-09-25,560.9841918945312
2018-09-26,562.4814453125
2018-09-27,573.4615478515625
2018-09-28,570.9660034179688
2018-10-01,582.4451293945312
2018-10-02,574.4595947265625
2018-10-03,580.44873046875
2018-10-04,568.9695434570312
2018-10-05,554.9949951171875
2018-10-08,545.5120239257812
2018-10-09,544.0148315429688
2018-10-10,532.0364990234375
2018-10-11,514.568115234375
2018-10-12,517.5626831054688
2018-10-15,511.07452392578125
2018-10-16,529.5409545898438
2018-10-17,519.0599975585938
2018-10-18,517.0634765625
2018-10-19,507.5807800292969
2018-10-22,507.0816650390625
2018-10-23,500.5934143066406
2018-10-24,507.0816650390625
2018-10-25,501.092529296875
2018-10-26,497.4990234375
2018-10-29,492.7077331542969
2018-10-30,497.8982849121094
2018-10-31,501.092529296875
2018-11-01,502.0907287597656
2018-11-02,501.092529296875
2018-11-05,493.3066711425781
2018-11-06,495.50262451171875
2018-11-07,500.0943298339844
2018-11-08,498.2975769042969
2018-11-09,499.59527587890625
2018-11-12,487.9163513183594
2018-11-13,487.3174743652344
2018-11-14,489.1142272949219
2018-11-15,476.9362487792969
2018-11-16,480.33013916015625
2018-11-19,476.5369873046875
2018-11-20,475.53875732421875
2018-11-21,478.3337707519531
2018-11-22,477.3355407714844
2018-11-23,482.72576904296875
2018-11-26,491.1106262207031
2018-11-27,485.7203674316406
2018-11-28,492.5080871582031
2018-11-29,493.3066711425781
2018-11-30,496.700439453125
2018-12-03,506.5826110839844
2018-12-04,505.5843811035156
2018-12-05,491.7095642089844
2018-12-06,480.1304931640625
2018-12-07,481.5279846191406
2018-12-10,476.7366638183594
2018-12-11,483.92364501953125
2018-12-12,493.50628662109375
2018-12-13,488.7149353027344
2018-12-14,486.31927490234375
2018-12-17,475.73846435546875
2018-12-18,470.7475280761719
2018-12-19,467.1540222167969
2018-12-20,459.5677490234375
2018-12-21,450.7836608886719
2018-12-24,451.7818603515625
2018-12-27,441.99957275390625
2018-12-28,450.18475341796875
2018-12-31,449.9850158691406
2019-01-02,446.990478515625
2019-01-03,440.0032043457031
2019-01-04,444.1955871582031
2019-01-07,446.79083251953125
2019-01-08,452.18115234375
2019-01-09,465.1576232910156
2019-01-10,461.7637634277344
2019-01-11,464.1593933105469
2019-01-14,431.4187316894531
2019-01-15,432.21728515625
2019-01-16,441.60028076171875
2019-01-17,454.57672119140625
2019-01-18,456.37353515625
2019-01-21,452.9796142578125
2019-01-22,449.18658447265625
2019-01-23,449.18658447265625
2019-01-24,452.3807678222656
2019-01-25,447.190185546875
2019-01-28,449.78546142578125
2019-01-29,455.3753356933594
2019-01-30,449.3861389160156
2019-01-31,440.8017578125
2019-02-01,446.79083251953125
2019-02-04,451.7818603515625
2019-02-05,459.3681335449219
2019-02-06,457.17205810546875
2019-02-07,453.9778747558594
2019-02-08,444.9941101074219
2019-02-11,447.9886779785156
2019-02-12,455.1756591796875
2019-02-13,463.1612243652344
2019-02-14,462.3626403808594
2019-02-15,461.5640869140625
2019-02-18,463.1612243652344
2019-02-19,448.78729248046875
2019-02-20,458.3699645996094
2019-02-21,448.98687744140625
2019-02-22,453.1793518066406
2019-02-25,447.58941650390625
2019-02-26,461.1648254394531
2019-02-27,443.99591064453125
2019-02-28,449.5857849121094
2019-03-01,454.3771667480469
2019-03-04,452.18115234375
2019-03-05,448.1883239746094
2019-03-06,444.5948791503906
2019-03-07,449.3861389160156
2019-03-08,446.5911865234375
2019-03-11,457.3717346191406
2019-03-12,472.9435119628906
2019-03-13,473.14312744140625
2019-03-14,475.53875732421875
2019-03-15,484.123291015625
2019-03-18,486.1196594238281
2019-03-19,490.51165771484375
2019-03-20,489.1142272949219
2019-03-21,492.5080871582031
2019-03-22,470.9471435546875
2019-03-25,458.5695495605469
2019-03-26,456.77276611328125
2019-03-27,462.761962890625
2019-03-28,465.1576232910156
2019-03-29,469.150390625
2019-04-01,474.3409729003906
2019-04-02,477.13592529296875
2019-04-03,488.7149353027344
2019-04-04,491.3102722167969
2019-04-05,490.9109802246094
2019-04-08,490.51165771484375
2019-04-09,492.3084716796875
2019-04-10,519.0599975585938
2019-04-11,534.0328369140625
2019-04-12,531.5374145507812
2019-04-15,529.0419311523438
2019-04-16,527.5447387695312
2019-04-17,522.0546264648438
2019-04-18,519.0599975585938
2019-04-23,517.0634765625
2019-04-24,536.029296875
2019-04-25,537.5265502929688
2019-04-26,534.5319213867188
2019-04-29,531.5374145507812
2019-04-30,537.0274658203125
2019-05-01,538.0256958007812
2019-05-02,532.0364990234375
2019-05-03,532.5355834960938
2019-05-07,522.0546264648438
2019-05-08,532.5355834960938
2019-05-09,521.0563354492188
2019-05-10,521.5555419921875
2019-05-13,513.5700073242188
2019-05-14,519.0599975585938
2019-05-15,517.0634765625
2019-05-16,513.1600341796875
2019-05-17,516.1549682617188
