Date,MOVALUE.NS
2022-08-26,48.630001068115234
2022-08-29,58.349998474121094
2022-08-30,50.790000915527344
2022-09-01,50.2599983215332
2022-09-02,47.47999954223633
2022-09-05,47.959999084472656
2022-09-06,47.439998626708984
2022-09-07,46.0
2022-09-08,51.0
2022-09-12,49.0
2022-09-13,50.560001373291016
2022-09-14,51.86000061035156
2022-09-15,52.0
2022-09-16,52.0099983215332
2022-09-19,51.33000183105469
2022-09-20,51.36000061035156
2022-09-21,51.119998931884766
2022-09-22,42.79999923706055
2022-09-23,42.209999084472656
2022-09-26,39.97999954223633
2022-09-27,40.93000030517578
2022-09-28,39.779998779296875
2022-09-29,39.459999084472656
2022-09-30,40.68000030517578
2022-10-03,40.5099983215332
2022-10-04,41.72999954223633
2022-10-06,42.29999923706055
2022-10-07,41.650001525878906
2022-10-10,41.95000076293945
2022-10-11,41.70000076293945
2022-10-12,40.939998626708984
2022-10-13,41.400001525878906
2022-10-14,41.630001068115234
2022-10-17,41.650001525878906
2022-10-18,41.75
2022-10-19,42.45000076293945
2022-10-20,42.04999923706055
2022-10-21,42.5
2022-10-24,42.849998474121094
2022-10-25,43.2400016784668
2022-10-27,42.0
2022-10-28,43.47999954223633
2022-10-31,43.58000183105469
2022-11-01,43.66999816894531
2022-11-02,44.5
2022-11-03,44.25
2022-11-04,45.04999923706055
2022-11-07,45.58000183105469
2022-11-09,46.04999923706055
2022-11-10,45.150001525878906
2022-11-11,46.0099983215332
2022-11-14,46.150001525878906
2022-11-15,45.90999984741211
2022-11-16,45.849998474121094
2022-11-17,45.849998474121094
2022-11-18,45.849998474121094
2022-11-21,45.7599983215332
2022-11-22,45.900001525878906
2022-11-23,46.18000030517578
2022-11-24,46.689998626708984
2022-11-25,47.40999984741211
2022-11-28,47.689998626708984
2022-11-29,47.790000915527344
2022-11-30,48.060001373291016
2022-12-01,48.7400016784668
2022-12-02,49.40999984741211
2022-12-05,49.599998474121094
2022-12-06,49.130001068115234
2022-12-07,49.720001220703125
2022-12-08,49.29999923706055
2022-12-09,48.720001220703125
2022-12-12,49.630001068115234
2022-12-13,49.45000076293945
2022-12-14,50.43000030517578
2022-12-15,49.939998626708984
2022-12-16,49.16999816894531
2022-12-19,49.0099983215332
2022-12-20,49.0
2022-12-21,48.58000183105469
2022-12-22,47.47999954223633
2022-12-23,45.77000045776367
2022-12-26,47.5
2022-12-27,48.47999954223633
2022-12-28,48.47999954223633
2022-12-29,48.560001373291016
2022-12-30,49.689998626708984
2023-01-02,50.45000076293945
2023-01-03,50.68000030517578
2023-01-04,49.81999969482422
2023-01-05,49.86000061035156
2023-01-06,49.459999084472656
2023-01-09,50.400001525878906
2023-01-10,49.689998626708984
2023-01-11,50.209999084472656
2023-01-12,49.88999938964844
2023-01-13,50.70000076293945
2023-01-16,50.290000915527344
2023-01-17,50.0
2023-01-18,50.63999938964844
2023-01-19,50.75
2023-01-20,50.90999984741211
2023-01-23,51.36000061035156
2023-01-24,50.70000076293945
2023-01-25,50.0099983215332
2023-01-27,50.7599983215332
2023-01-30,48.970001220703125
2023-01-31,49.900001525878906
2023-02-01,47.29999923706055
2023-02-02,48.599998474121094
2023-02-03,48.77000045776367
2023-02-06,48.790000915527344
2023-02-07,48.09000015258789
2023-02-08,48.689998626708984
2023-02-09,48.29999923706055
2023-02-10,48.22999954223633
2023-02-13,47.90999984741211
2023-02-14,48.15999984741211
2023-02-15,48.22999954223633
2023-02-16,48.90999984741211
2023-02-17,48.66999816894531
2023-02-20,48.209999084472656
2023-02-21,48.290000915527344
2023-02-22,47.630001068115234
2023-02-23,47.630001068115234
2023-02-24,47.45000076293945
2023-02-27,47.209999084472656
2023-02-28,46.7400016784668
2023-03-01,47.849998474121094
2023-03-02,47.959999084472656
2023-03-03,48.810001373291016
2023-03-06,49.2400016784668
2023-03-08,49.279998779296875
2023-03-09,49.34000015258789
2023-03-10,49.119998931884766
2023-03-13,48.150001525878906
2023-03-14,47.880001068115234
2023-03-15,48.400001525878906
2023-03-16,47.810001373291016
2023-03-17,48.38999938964844
2023-03-20,47.720001220703125
2023-03-21,47.720001220703125
2023-03-22,48.20000076293945
2023-03-23,47.66999816894531
2023-03-24,46.9900016784668
2023-03-27,46.790000915527344
2023-03-28,46.5
2023-03-29,47.4900016784668
2023-03-31,47.790000915527344
2023-04-03,47.9900016784668
2023-04-05,48.11000061035156
2023-04-06,48.11000061035156
2023-04-10,48.72999954223633
2023-04-11,48.9900016784668
2023-04-12,49.20000076293945
2023-04-13,48.72999954223633
2023-04-17,49.33000183105469
2023-04-18,49.77000045776367
2023-04-19,49.790000915527344
2023-04-20,49.869998931884766
2023-04-21,49.20000076293945
2023-04-24,49.95000076293945
2023-04-25,50.31999969482422
2023-04-26,50.0099983215332
2023-04-27,50.209999084472656
2023-04-28,50.43000030517578
2023-05-02,51.939998626708984
2023-05-03,51.2400016784668
2023-05-04,53.900001525878906
2023-05-05,51.2599983215332
2023-05-08,51.20000076293945
2023-05-09,51.0
2023-05-10,51.380001068115234
2023-05-11,51.09000015258789
2023-05-12,50.5
2023-05-15,50.779998779296875
2023-05-16,51.75
2023-05-17,50.9900016784668
2023-05-18,50.790000915527344
2023-05-19,50.52000045776367
2023-05-22,48.779998779296875
2023-05-23,51.18000030517578
2023-05-24,50.900001525878906
2023-05-25,51.13999938964844
2023-05-26,50.650001525878906
2023-05-29,51.66999816894531
2023-05-30,51.38999938964844
2023-05-31,51.15999984741211
2023-06-01,51.310001373291016
2023-06-02,51.75
2023-06-05,51.54999923706055
2023-06-06,51.65999984741211
2023-06-07,52.22999954223633
2023-06-08,51.939998626708984
2023-06-09,51.720001220703125
2023-06-12,52.5
2023-06-13,52.66999816894531
2023-06-14,52.88999938964844
2023-06-15,52.5099983215332
2023-06-16,53.0
2023-06-19,53.11000061035156
2023-06-20,53.31999969482422
2023-06-21,53.650001525878906
2023-06-22,53.25
2023-06-23,52.630001068115234
2023-06-26,52.56999969482422
2023-06-27,53.04999923706055
2023-06-28,53.47999954223633
2023-06-30,53.70000076293945
2023-07-03,54.810001373291016
2023-07-04,54.630001068115234
2023-07-05,54.630001068115234
2023-07-06,55.95000076293945
2023-07-07,55.72999954223633
2023-07-10,55.56999969482422
2023-07-11,55.970001220703125
2023-07-12,55.90999984741211
2023-07-13,55.36000061035156
2023-07-14,55.880001068115234
2023-07-17,56.0099983215332
2023-07-18,55.790000915527344
2023-07-19,55.790000915527344
2023-07-20,56.540000915527344
2023-07-21,56.59000015258789
2023-07-24,56.97999954223633
2023-07-25,57.369998931884766
2023-07-26,57.56999969482422
2023-07-27,58.040000915527344
2023-07-28,58.08000183105469
2023-07-31,58.869998931884766
2023-08-01,59.599998474121094
2023-08-02,58.2599983215332
2023-08-03,57.84000015258789
2023-08-04,57.810001373291016
2023-08-07,58.220001220703125
2023-08-08,58.220001220703125
2023-08-09,57.810001373291016
2023-08-10,58.849998474121094
2023-08-11,58.61000061035156
2023-08-14,59.22999954223633
2023-08-16,57.900001525878906
