Date,EXPN.L
2015-12-30,1220.1329345703125
2015-12-31,1199.24951171875
2016-01-04,1155.3138427734375
2016-01-05,1154.315185546875
2016-01-06,1144.329833984375
2016-01-07,1122.362060546875
2016-01-08,1109.3809814453125
2016-01-11,1099.3955078125
2016-01-12,1131.348876953125
2016-01-13,1141.3341064453125
2016-01-14,1130.35009765625
2016-01-15,1127.3548583984375
2016-01-18,1120.36474609375
2016-01-19,1150.3209228515625
2016-01-20,1103.3897705078125
2016-01-21,1121.36328125
2016-01-22,1149.322509765625
2016-01-25,1157.3109130859375
2016-01-26,1151.3194580078125
2016-01-27,1159.3079833984375
2016-01-28,1152.3182373046875
2016-01-29,1188.2655029296875
2016-02-01,1174.285888671875
2016-02-02,1168.294677734375
2016-02-03,1154.315185546875
2016-02-04,1160.306396484375
2016-02-05,1160.306396484375
2016-02-08,1110.3790283203125
2016-02-09,1092.4056396484375
2016-02-10,1105.3868408203125
2016-02-11,1071.436279296875
2016-02-12,1100.393798828125
2016-02-15,1117.368896484375
2016-02-16,1124.359130859375
2016-02-17,1160.306396484375
2016-02-18,1158.3094482421875
2016-02-19,1160.306396484375
2016-02-22,1182.274658203125
2016-02-23,1162.3035888671875
2016-02-24,1148.323974609375
2016-02-25,1166.2977294921875
2016-02-26,1170.291748046875
2016-02-29,1181.27587890625
2016-03-01,1202.2452392578125
2016-03-02,1192.2596435546875
2016-03-03,1188.2655029296875
2016-03-04,1201.2469482421875
2016-03-07,1200.248291015625
2016-03-08,1191.26123046875
2016-03-09,1199.24951171875
2016-03-10,1182.274658203125
2016-03-11,1204.2423095703125
2016-03-14,1213.229248046875
2016-03-15,1209.23486328125
2016-03-16,1206.2396240234375
2016-03-17,1206.2396240234375
2016-03-18,1204.2423095703125
2016-03-21,1200.248291015625
2016-03-22,1203.243896484375
2016-03-23,1218.2220458984375
2016-03-24,1211.232421875
2016-03-29,1227.208984375
2016-03-30,1244.1839599609375
2016-03-31,1243.1856689453125
2016-04-01,1249.176513671875
2016-04-04,1263.15625
2016-04-05,1248.1781005859375
2016-04-06,1264.155029296875
2016-04-07,1253.1710205078125
2016-04-08,1237.1943359375
2016-04-11,1231.2030029296875
2016-04-12,1230.204345703125
2016-04-13,1237.1943359375
2016-04-14,1249.176513671875
2016-04-15,1251.1739501953125
2016-04-18,1257.1651611328125
2016-04-19,1288.1199951171875
2016-04-20,1286.1229248046875
2016-04-21,1275.138916015625
2016-04-22,1254.1697998046875
2016-04-25,1257.1651611328125
2016-04-26,1258.163330078125
2016-04-27,1264.155029296875
2016-04-28,1269.1475830078125
2016-04-29,1249.176513671875
2016-05-03,1263.15625
2016-05-04,1264.155029296875
2016-05-05,1265.153564453125
2016-05-06,1249.176513671875
2016-05-09,1256.16650390625
2016-05-10,1268.148681640625
2016-05-11,1263.15625
2016-05-12,1256.16650390625
2016-05-13,1251.1739501953125
2016-05-16,1256.16650390625
2016-05-17,1265.153564453125
2016-05-18,1273.1417236328125
2016-05-19,1255.1678466796875
2016-05-20,1263.15625
2016-05-23,1270.1458740234375
2016-05-24,1286.1229248046875
2016-05-25,1269.1475830078125
2016-05-26,1285.1243896484375
2016-05-27,1289.118408203125
2016-05-31,1304.0966796875
2016-06-01,1291.11572265625
2016-06-02,1294.1112060546875
2016-06-03,1294.1112060546875
2016-06-06,1305.0953369140625
2016-06-07,1316.0792236328125
2016-06-08,1326.0645751953125
2016-06-09,1298.1053466796875
2016-06-10,1280.1317138671875
2016-06-13,1261.1595458984375
2016-06-14,1234.1986083984375
2016-06-15,1249.176513671875
2016-06-16,1233.2001953125
2016-06-17,1243.1856689453125
2016-06-20,1280.1317138671875
2016-06-21,1292.1141357421875
2016-06-22,1320.0736083984375
2016-06-23,1326.2725830078125
2016-06-24,1333.263671875
2016-06-27,1301.304931640625
2016-06-28,1320.2806396484375
2016-06-29,1357.2320556640625
2016-06-30,1410.1630859375
2016-07-01,1433.133544921875
2016-07-04,1428.1396484375
2016-07-05,1434.132080078125
2016-07-06,1423.146240234375
2016-07-07,1439.12548828125
2016-07-08,1447.1151123046875
2016-07-11,1483.0682373046875
2016-07-12,1465.091796875
2016-07-13,1461.096923828125
2016-07-14,1457.101806640625
2016-07-15,1470.0853271484375
2016-07-18,1460.0985107421875
2016-07-19,1463.0941162109375
2016-07-20,1468.087890625
2016-07-21,1467.08935546875
2016-07-22,1474.0799560546875
2016-07-25,1477.0760498046875
2016-07-26,1469.08642578125
2016-07-27,1470.0853271484375
2016-07-28,1474.0799560546875
2016-07-29,1475.0787353515625
2016-08-01,1476.077392578125
2016-08-02,1451.1099853515625
2016-08-03,1432.1346435546875
2016-08-04,1464.0928955078125
2016-08-05,1461.096923828125
2016-08-08,1470.0853271484375
2016-08-09,1489.060546875
2016-08-10,1501.044921875
2016-08-11,1525.0135498046875
2016-08-12,1532.0045166015625
2016-08-15,1538.99560546875
2016-08-16,1516.025634765625
2016-08-17,1504.041015625
2016-08-18,1511.03173828125
2016-08-19,1503.0421142578125
2016-08-22,1505.03955078125
2016-08-23,1518.022705078125
2016-08-24,1511.03173828125
2016-08-25,1508.035888671875
2016-08-26,1519.0213623046875
2016-08-30,1521.0191650390625
2016-08-31,1512.03076171875
2016-09-01,1499.0474853515625
2016-09-02,1542.990234375
2016-09-05,1535.0003662109375
2016-09-06,1522.0174560546875
2016-09-07,1540.9931640625
2016-09-08,1539.9942626953125
2016-09-09,1514.02783203125
2016-09-12,1507.037109375
2016-09-13,1501.044921875
2016-09-14,1512.03076171875
2016-09-15,1542.990234375
2016-09-16,1535.999267578125
2016-09-19,1561.96533203125
2016-09-20,1560.967041015625
2016-09-21,1555.97314453125
2016-09-22,1575.947509765625
2016-09-23,1566.9593505859375
2016-09-26,1547.983642578125
2016-09-27,1541.991455078125
2016-09-28,1548.982666015625
2016-09-29,1549.981201171875
2016-09-30,1541.991455078125
2016-10-03,1566.9593505859375
2016-10-04,1591.926513671875
2016-10-05,1569.9552001953125
2016-10-06,1583.936767578125
2016-10-07,1584.935546875
2016-10-10,1590.9278564453125
2016-10-11,1576.9462890625
2016-10-12,1559.9683837890625
2016-10-13,1569.9552001953125
2016-10-14,1588.930419921875
2016-10-17,1579.9423828125
2016-10-18,1574.94873046875
2016-10-19,1586.933349609375
2016-10-20,1585.93408203125
2016-10-21,1579.9423828125
2016-10-24,1560.967041015625
2016-10-25,1561.96533203125
2016-10-26,1557.970703125
2016-10-27,1565.960205078125
2016-10-28,1558.9693603515625
2016-10-31,1570.9539794921875
2016-11-01,1561.96533203125
2016-11-02,1528.009521484375
2016-11-03,1500.0465087890625
2016-11-04,1491.057861328125
2016-11-07,1503.0421142578125
2016-11-08,1515.026611328125
2016-11-09,1465.091796875
2016-11-10,1442.1219482421875
2016-11-11,1400.1763916015625
2016-11-14,1381.2012939453125
2016-11-15,1394.18408203125
2016-11-16,1400.1763916015625
2016-11-17,1423.146240234375
2016-11-18,1428.1396484375
2016-11-21,1447.1151123046875
2016-11-22,1450.1112060546875
2016-11-23,1455.104736328125
2016-11-24,1460.0985107421875
2016-11-25,1475.0787353515625
2016-11-28,1488.061767578125
2016-11-29,1498.048828125
2016-11-30,1508.035888671875
2016-12-01,1498.048828125
2016-12-02,1510.0330810546875
2016-12-05,1492.0567626953125
2016-12-06,1486.0643310546875
2016-12-07,1503.0421142578125
2016-12-08,1494.053955078125
2016-12-09,1505.03955078125
2016-12-12,1487.0631103515625
2016-12-13,1498.048828125
2016-12-14,1499.0474853515625
2016-12-15,1497.0501708984375
2016-12-16,1510.0330810546875
2016-12-19,1515.026611328125
2016-12-20,1507.037109375
2016-12-21,1523.0162353515625
2016-12-22,1542.990234375
2016-12-23,1550.97998046875
2016-12-28,1570.9539794921875
2016-12-29,1573.0567626953125
2016-12-30,1572.0579833984375
2017-01-03,1584.0430908203125
2017-01-04,1578.050537109375
2017-01-05,1567.064453125
2017-01-06,1567.064453125
2017-01-09,1577.05224609375
2017-01-10,1577.05224609375
2017-01-11,1581.046875
2017-01-12,1595.0296630859375
2017-01-13,1599.0247802734375
2017-01-16,1610.0111083984375
2017-01-17,1576.05322265625
2017-01-18,1549.086669921875
2017-01-19,1532.107421875
2017-01-20,1537.1014404296875
2017-01-23,1532.107421875
2017-01-24,1537.1014404296875
2017-01-25,1543.0938720703125
2017-01-26,1530.1097412109375
2017-01-27,1547.0888671875
2017-01-30,1545.091552734375
2017-01-31,1527.1134033203125
2017-02-01,1530.1097412109375
2017-02-02,1551.0841064453125
2017-02-03,1553.08154296875
2017-02-06,1556.07763671875
2017-02-07,1558.0753173828125
2017-02-08,1558.0753173828125
2017-02-09,1562.0701904296875
2017-02-10,1563.069091796875
2017-02-13,1566.0654296875
2017-02-14,1563.069091796875
2017-02-15,1575.054443359375
2017-02-16,1595.0296630859375
2017-02-17,1606.01611328125
2017-02-20,1606.01611328125
2017-02-21,1585.0419921875
2017-02-22,1600.0233154296875
2017-02-23,1591.03466796875
2017-02-24,1591.03466796875
2017-02-27,1599.0247802734375
2017-02-28,1595.0296630859375
2017-03-01,1617.00244140625
2017-03-02,1620.9976806640625
2017-03-03,1612.0087890625
2017-03-06,1603.019775390625
2017-03-07,1607.0147705078125
2017-03-08,1619.0
2017-03-09,1618.001220703125
2017-03-10,1623.9937744140625
2017-03-13,1635.97900390625
2017-03-14,1631.9840087890625
2017-03-15,1636.977783203125
2017-03-16,1628.9879150390625
2017-03-17,1639.97412109375
2017-03-20,1638.9754638671875
2017-03-21,1623.9937744140625
2017-03-22,1621.99658203125
2017-03-23,1625.9913330078125
2017-03-24,1633.9814453125
2017-03-27,1629.986572265625
2017-03-28,1621.99658203125
2017-03-29,1619.9989013671875
2017-03-30,1619.9989013671875
2017-03-31,1625.9913330078125
2017-04-03,1618.001220703125
2017-04-04,1618.001220703125
2017-04-05,1602.0211181640625
2017-04-06,1607.0147705078125
2017-04-07,1615.005126953125
2017-04-10,1600.0233154296875
2017-04-11,1612.0087890625
2017-04-12,1626.990234375
2017-04-13,1619.0
2017-04-18,1579.0496826171875
2017-04-19,1585.0419921875
2017-04-20,1583.04443359375
2017-04-21,1594.03076171875
2017-04-24,1638.9754638671875
2017-04-25,1647.96435546875
2017-04-26,1649.9620361328125
2017-04-27,1665.9423828125
2017-04-28,1656.9532470703125
2017-05-02,1682.921142578125
2017-05-03,1670.9359130859375
2017-05-04,1678.9261474609375
2017-05-05,1690.9110107421875
2017-05-08,1677.92724609375
2017-05-09,1686.9161376953125
2017-05-10,1671.9346923828125
2017-05-11,1668.9384765625
2017-05-12,1684.9185791015625
2017-05-15,1676.928466796875
2017-05-16,1702.8963623046875
2017-05-17,1691.9100341796875
2017-05-18,1657.9522705078125
2017-05-19,1628.9879150390625
2017-05-22,1643.9691162109375
2017-05-23,1655.9544677734375
2017-05-24,1663.9444580078125
2017-05-25,1643.9691162109375
2017-05-26,1638.9754638671875
2017-05-30,1613.0074462890625
2017-05-31,1616.00390625
2017-06-01,1609.012451171875
2017-06-02,1598.0260009765625
2017-06-05,1584.0430908203125
2017-06-06,1607.0147705078125
2017-06-07,1589.037109375
2017-06-08,1599.0247802734375
2017-06-09,1620.9976806640625
2017-06-12,1613.0074462890625
2017-06-13,1612.0087890625
2017-06-14,1618.001220703125
2017-06-15,1615.005126953125
2017-06-16,1612.0087890625
2017-06-19,1632.9830322265625
2017-06-20,1630.9852294921875
2017-06-21,1629.986572265625
2017-06-22,1607.2308349609375
2017-06-23,1617.2198486328125
2017-06-26,1622.7138671875
2017-06-27,1617.519775390625
2017-06-28,1611.2264404296875
2017-06-29,1575.2659912109375
2017-06-30,1573.2684326171875
2017-07-03,1575.2659912109375
2017-07-04,1568.274169921875
2017-07-05,1573.2684326171875
2017-07-06,1559.2838134765625
2017-07-07,1564.2783203125
2017-07-10,1571.2708740234375
2017-07-11,1542.3026123046875
2017-07-12,1568.274169921875
2017-07-13,1587.2530517578125
2017-07-14,1586.2540283203125
2017-07-17,1562.2802734375
2017-07-18,1530.315673828125
2017-07-19,1535.3099365234375
2017-07-20,1535.3099365234375
2017-07-21,1515.332275390625
2017-07-24,1512.3353271484375
2017-07-25,1520.32666015625
2017-07-26,1517.3299560546875
2017-07-27,1535.3099365234375
2017-07-28,1505.3431396484375
2017-07-31,1505.3431396484375
2017-08-01,1526.3203125
2017-08-02,1513.3345947265625
2017-08-03,1525.321044921875
2017-08-04,1532.3134765625
2017-08-07,1520.32666015625
2017-08-08,1529.3167724609375
2017-08-09,1530.315673828125
2017-08-10,1517.3299560546875
2017-08-11,1515.332275390625
2017-08-14,1493.3563232421875
2017-08-15,1514.3333740234375
2017-08-16,1527.31884765625
2017-08-17,1532.3134765625
2017-08-18,1513.3345947265625
2017-08-21,1512.3353271484375
2017-08-22,1522.32421875
2017-08-23,1520.32666015625
2017-08-24,1523.323486328125
2017-08-25,1518.3287353515625
2017-08-29,1513.3345947265625
2017-08-30,1522.32421875
2017-08-31,1552.2913818359375
2017-09-01,1548.2958984375
2017-09-04,1536.3089599609375
2017-09-05,1523.323486328125
2017-09-06,1518.3287353515625
2017-09-07,1518.3287353515625
2017-09-08,1508.33984375
2017-09-11,1519.32763671875
2017-09-12,1519.32763671875
2017-09-13,1531.314453125
2017-09-14,1457.395751953125
2017-09-15,1444.4100341796875
2017-09-18,1456.3970947265625
2017-09-19,1476.374755859375
2017-09-20,1480.37060546875
2017-09-21,1479.37158203125
2017-09-22,1494.3553466796875
2017-09-25,1483.3673095703125
2017-09-26,1488.3619384765625
2017-09-27,1493.3563232421875
2017-09-28,1499.349365234375
2017-09-29,1497.35205078125
2017-10-02,1505.3431396484375
2017-10-03,1514.3333740234375
2017-10-04,1524.322021484375
2017-10-05,1523.323486328125
2017-10-06,1542.3026123046875
2017-10-09,1536.3089599609375
2017-10-10,1548.2958984375
2017-10-11,1549.294677734375
2017-10-12,1562.2802734375
2017-10-13,1534.3115234375
2017-10-16,1542.3026123046875
2017-10-17,1535.3099365234375
2017-10-18,1553.2904052734375
2017-10-19,1560.2825927734375
2017-10-20,1564.2783203125
2017-10-23,1565.277099609375
2017-10-24,1553.2904052734375
2017-10-25,1538.306884765625
2017-10-26,1553.2904052734375
2017-10-27,1596.2431640625
2017-10-30,1584.256103515625
2017-10-31,1584.256103515625
2017-11-01,1561.2816162109375
2017-11-02,1577.2637939453125
2017-11-03,1602.2362060546875
2017-11-06,1610.2275390625
2017-11-07,1607.2308349609375
2017-11-08,1616.22119140625
2017-11-09,1627.209228515625
2017-11-10,1632.20361328125
2017-11-13,1621.2154541015625
2017-11-14,1606.2320556640625
2017-11-15,1582.2584228515625
2017-11-16,1545.2994384765625
2017-11-17,1556.2869873046875
2017-11-20,1553.2904052734375
2017-11-21,1548.2958984375
2017-11-22,1547.297119140625
2017-11-23,1550.293701171875
2017-11-24,1576.264892578125
2017-11-27,1570.2716064453125
2017-11-28,1588.251953125
2017-11-29,1556.2869873046875
2017-11-30,1536.3089599609375
2017-12-01,1525.321044921875
2017-12-04,1536.3089599609375
2017-12-05,1539.3056640625
2017-12-06,1549.294677734375
2017-12-07,1555.2882080078125
2017-12-08,1571.2708740234375
2017-12-11,1563.2794189453125
2017-12-12,1602.2362060546875
2017-12-13,1600.1956787109375
2017-12-14,1584.256103515625
2017-12-15,1599.2398681640625
2017-12-18,1596.2431640625
2017-12-19,1591.24853515625
2017-12-20,1592.24755859375
2017-12-21,1605.233154296875
2017-12-22,1595.244140625
2017-12-27,1620.2166748046875
2017-12-28,1617.2198486328125
2017-12-29,1634.2012939453125
2018-01-02,1597.741455078125
2018-01-03,1633.7017822265625
2018-01-04,1634.2998046875
2018-01-05,1647.2862548828125
2018-01-08,1648.285400390625
2018-01-09,1668.2647705078125
2018-01-10,1674.758056640625
2018-01-11,1664.268798828125
2018-01-12,1674.758056640625
2018-01-15,1660.7724609375
2018-01-16,1662.7705078125
2018-01-17,1660.2730712890625
2018-01-18,1643.789794921875
2018-01-19,1666.2664794921875
2018-01-22,1650.2833251953125
2018-01-23,1646.786865234375
2018-01-24,1629.8045654296875
2018-01-25,1616.31884765625
2018-01-26,1637.296630859375
2018-01-29,1636.79736328125
2018-01-30,1628.8055419921875
2018-01-31,1621.3131103515625
2018-02-01,1602.3330078125
2018-02-02,1594.34130859375
2018-02-05,1576.8599853515625
2018-02-06,1526.4122314453125
2018-02-07,1566.8701171875
2018-02-08,1532.40576171875
2018-02-09,1515.4237060546875
2018-02-12,1529.908447265625
2018-02-13,1516.4222412109375
2018-02-14,1526.4122314453125
2018-02-15,1544.892822265625
2018-02-16,1555.3819580078125
2018-02-19,1537.9000244140625
2018-02-20,1557.3797607421875
2018-02-21,1574.861572265625
2018-02-22,1561.8751220703125
2018-02-23,1561.375732421875
2018-02-26,1573.363037109375
2018-02-27,1555.881591796875
2018-02-28,1554.3826904296875
2018-03-01,1532.40576171875
2018-03-02,1518.9197998046875
2018-03-05,1514.424560546875
2018-03-06,1520.91796875
2018-03-07,1538.399658203125
2018-03-08,1561.375732421875
2018-03-09,1578.8577880859375
2018-03-12,1594.34130859375
2018-03-13,1586.849365234375
2018-03-14,1582.3538818359375
2018-03-15,1608.826416015625
2018-03-16,1603.33203125
2018-03-19,1599.336181640625
2018-03-20,1608.826416015625
2018-03-21,1590.8450927734375
2018-03-22,1557.3797607421875
2018-03-23,1538.899169921875
2018-03-26,1510.928466796875
2018-03-27,1543.893798828125
2018-03-28,1542.89501953125
2018-03-29,1535.9022216796875
2018-04-03,1520.4183349609375
2018-04-04,1506.4327392578125
2018-04-05,1542.89501953125
2018-04-06,1532.9051513671875
2018-04-09,1539.3985595703125
2018-04-10,1566.8701171875
2018-04-11,1550.88671875
2018-04-12,1543.3944091796875
2018-04-13,1547.8897705078125
2018-04-16,1548.38916015625
2018-04-17,1552.3851318359375
2018-04-18,1568.86767578125
2018-04-19,1573.363037109375
2018-04-20,1604.83056640625
2018-04-23,1638.295654296875
2018-04-24,1628.3060302734375
2018-04-25,1619.8150634765625
2018-04-26,1633.3006591796875
2018-04-27,1666.2664794921875
2018-04-30,1665.2677001953125
2018-05-01,1689.2427978515625
2018-05-02,1687.244873046875
2018-05-03,1687.244873046875
2018-05-04,1703.228271484375
2018-05-08,1716.714599609375
2018-05-09,1736.19384765625
2018-05-10,1756.173095703125
2018-05-11,1734.196044921875
2018-05-14,1713.2178955078125
2018-05-15,1709.7213134765625
2018-05-16,1707.2239990234375
2018-05-17,1802.62451171875
2018-05-18,1817.6094970703125
2018-05-21,1833.09326171875
2018-05-22,1848.07763671875
2018-05-23,1849.076416015625
2018-05-24,1863.5611572265625
2018-05-25,1858.067138671875
2018-05-29,1819.6072998046875
2018-05-30,1832.59375
2018-05-31,1839.58642578125
2018-06-01,1858.067138671875
2018-06-04,1876.0484619140625
2018-06-05,1877.04736328125
2018-06-06,1888.0361328125
2018-06-07,1886.53759765625
2018-06-08,1881.0433349609375
2018-06-11,1869.0556640625
2018-06-12,1858.067138671875
2018-06-13,1871.5531005859375
2018-06-14,1880.0438232421875
2018-06-15,1866.5582275390625
2018-06-18,1876.5479736328125
2018-06-19,1861.0638427734375
2018-06-20,1865.5594482421875
2018-06-21,1823.833984375
2018-06-22,1853.30712890625
2018-06-25,1826.831298828125
2018-06-26,1826.831298828125
2018-06-27,1852.3079833984375
2018-06-28,1861.7994384765625
2018-06-29,1872.78955078125
2018-07-02,1863.2979736328125
2018-07-03,1878.7838134765625
2018-07-04,1866.29541015625
2018-07-05,1888.275146484375
2018-07-06,1896.7674560546875
2018-07-09,1905.259521484375
2018-07-10,1920.245849609375
2018-07-11,1896.7674560546875
2018-07-12,1918.747314453125
2018-07-13,1905.259521484375
2018-07-16,1896.26806640625
2018-07-17,1906.2589111328125
2018-07-18,1922.244384765625
2018-07-19,1930.7362060546875
2018-07-20,1930.7362060546875
2018-07-23,1935.73193359375
2018-07-24,1928.2384033203125
2018-07-25,1905.259521484375
2018-07-26,1909.2559814453125
2018-07-27,1896.7674560546875
2018-07-30,1883.779541015625
2018-07-31,1872.2896728515625
2018-08-01,1839.8194580078125
2018-08-02,1845.314453125
2018-08-03,1863.79736328125
2018-08-06,1865.296142578125
2018-08-07,1865.7960205078125
2018-08-08,1887.2760009765625
2018-08-09,1899.764892578125
2018-08-10,1899.265380859375
2018-08-13,1900.26416015625
2018-08-14,1898.2662353515625
2018-08-15,1878.7838134765625
2018-08-16,1902.7618408203125
2018-08-17,1900.26416015625
2018-08-20,1898.2662353515625
2018-08-21,1887.775634765625
2018-08-22,1895.2689208984375
2018-08-23,1906.2589111328125
2018-08-24,1904.260498046875
2018-08-28,1923.2432861328125
2018-08-29,1940.727294921875
2018-08-30,1933.234130859375
2018-08-31,1918.2479248046875
2018-09-03,1930.237060546875
2018-09-04,1916.749267578125
2018-09-05,1892.271484375
2018-09-06,1880.2822265625
2018-09-07,1888.275146484375
2018-09-10,1918.2479248046875
2018-09-11,1930.237060546875
2018-09-12,1936.7308349609375
2018-09-13,1925.7410888671875
2018-09-14,1943.22509765625
2018-09-17,1918.747314453125
2018-09-18,1898.2662353515625
2018-09-19,1905.759033203125
2018-09-20,1922.244384765625
2018-09-21,1945.222900390625
2018-09-24,1942.725341796875
2018-09-25,1944.723876953125
2018-09-26,1958.211181640625
2018-09-27,1971.6990966796875
2018-09-28,1968.7017822265625
2018-10-01,1986.685302734375
2018-10-02,1965.205078125
2018-10-03,1966.2039794921875
2018-10-04,1933.73388671875
2018-10-05,1893.770263671875
2018-10-08,1859.3016357421875
2018-10-09,1869.2926025390625
2018-10-10,1763.38916015625
2018-10-11,1726.9224853515625
2018-10-12,1750.401123046875
2018-10-15,1731.41845703125
2018-10-16,1805.35107421875
2018-10-17,1805.8504638671875
2018-10-18,1782.371826171875
2018-10-19,1788.8658447265625
2018-10-22,1794.8607177734375
2018-10-23,1748.4029541015625
2018-10-24,1764.8880615234375
2018-10-25,1758.3939208984375
2018-10-26,1750.401123046875
2018-10-29,1778.37548828125
2018-10-30,1784.370361328125
2018-10-31,1800.8551025390625
2018-11-01,1777.376708984375
2018-11-02,1761.391357421875
2018-11-05,1770.3828125
2018-11-06,1789.3656005859375
2018-11-07,1823.3345947265625
2018-11-08,1818.83837890625
2018-11-09,1813.343505859375
2018-11-12,1791.3638916015625
2018-11-13,1871.7901611328125
2018-11-14,1829.3289794921875
2018-11-15,1841.8175048828125
2018-11-16,1877.28515625
2018-11-19,1843.31640625
2018-11-20,1797.3583984375
2018-11-21,1826.33154296875
2018-11-22,1831.3272705078125
2018-11-23,1847.8121337890625
2018-11-26,1868.29345703125
2018-11-27,1865.7960205078125
2018-11-28,1882.7801513671875
2018-11-29,1895.2689208984375
2018-11-30,1904.7601318359375
2018-12-03,1948.220458984375
2018-12-04,1946.2222900390625
2018-12-05,1882.28076171875
2018-12-06,1842.3170166015625
2018-12-07,1860.8001708984375
2018-12-10,1845.314453125
2018-12-11,1877.28515625
2018-12-12,1899.764892578125
2018-12-13,1897.7664794921875
2018-12-14,1893.770263671875
2018-12-17,1872.78955078125
2018-12-18,1857.3037109375
2018-12-19,1858.8021240234375
2018-12-20,1861.2998046875
2018-12-21,1853.30712890625
2018-12-24,1861.2998046875
2018-12-27,1841.318115234375
2018-12-28,1883.27978515625
2018-12-31,1903.261474609375
2019-01-02,1881.7811279296875
2019-01-03,1848.91845703125
2019-01-04,1888.8843994140625
2019-01-07,1877.8936767578125
2019-01-08,1885.88671875
2019-01-09,1899.3756103515625
2019-01-10,1910.8656005859375
2019-01-11,1910.8656005859375
2019-01-14,1875.3958740234375
2019-01-15,1875.8953857421875
2019-01-16,1872.89794921875
2019-01-17,1906.3695068359375
2019-01-18,1941.839111328125
2019-01-21,1955.826904296875
2019-01-22,1943.3377685546875
2019-01-23,1948.33349609375
2019-01-24,1920.3572998046875
2019-01-25,1903.371826171875
2019-01-28,1882.3900146484375
2019-01-29,1928.350341796875
2019-01-30,1926.851806640625
2019-01-31,1910.3658447265625
2019-02-01,1952.8294677734375
2019-02-04,1967.8167724609375
2019-02-05,2002.287353515625
2019-02-06,1982.803955078125
2019-02-07,1968.8160400390625
2019-02-08,1976.309326171875
2019-02-11,1998.290771484375
2019-02-12,2007.283203125
2019-02-13,2020.2720947265625
2019-02-14,2040.2547607421875
2019-02-15,2025.267578125
2019-02-18,2029.26416015625
2019-02-19,2016.275146484375
2019-02-20,2015.2762451171875
2019-02-21,2036.2584228515625
2019-02-22,2054.243408203125
2019-02-25,2055.241943359375
2019-02-26,2007.283203125
2019-02-27,1958.3248291015625
2019-02-28,1961.8218994140625
2019-03-01,1968.8160400390625
2019-03-04,1997.291748046875
2019-03-05,2011.2796630859375
2019-03-06,2011.2796630859375
2019-03-07,2031.2628173828125
2019-03-08,2018.27392578125
2019-03-11,2012.2786865234375
2019-03-12,2028.2652587890625
2019-03-13,2028.2652587890625
2019-03-14,2009.2811279296875
2019-03-15,2038.256591796875
2019-03-18,2044.2513427734375
2019-03-19,2039.2557373046875
2019-03-20,2032.261474609375
2019-03-21,2091.211181640625
2019-03-22,2027.2659912109375
