Date,INFRAIETF.NS
2024-10-25,89.37000274658203
2024-10-28,89.70999908447266
2024-10-29,90.04000091552734
2024-10-31,90.54000091552734
2024-11-01,92.08000183105469
2024-11-04,88.87000274658203
2024-11-06,90.80999755859375
2024-11-07,89.93000030517578
2024-11-08,89.23999786376953
2024-11-11,88.83000183105469
2024-11-12,87.5999984741211
2024-11-13,86.62000274658203
2024-11-14,86.58999633789062
2024-11-18,86.16000366210938
2024-11-19,86.1500015258789
2024-11-21,84.87999725341797
2024-11-22,87.58000183105469
2024-11-25,89.38999938964844
2024-11-26,88.83999633789062
2024-11-27,89.0999984741211
2024-11-28,88.41999816894531
2024-11-29,89.25
2024-12-02,89.9800033569336
2024-12-03,91.01000213623047
2024-12-04,90.83000183105469
2024-12-05,91.37000274658203
2024-12-06,91.56999969482422
2024-12-09,91.75
2024-12-10,91.26000213623047
2024-12-11,91.33000183105469
2024-12-12,90.73999786376953
2024-12-13,91.5999984741211
2024-12-16,91.48999786376953
2024-12-17,90.02999877929688
2024-12-18,89.16999816894531
2024-12-19,88.48999786376953
2024-12-20,86.80999755859375
2024-12-23,87.16999816894531
2024-12-24,87.1500015258789
2024-12-26,87.44000244140625
2024-12-27,87.12999725341797
2024-12-30,86.4000015258789
2024-12-31,86.77999877929688
2025-01-01,86.98999786376953
2025-01-02,88.22000122070312
2025-01-03,88.04000091552734
2025-01-06,86.08999633789062
2025-01-07,86.58999633789062
2025-01-08,86.51000213623047
2025-01-09,85.63999938964844
2025-01-10,84.68000030517578
2025-01-13,82.58999633789062
2025-01-14,83.01000213623047
2025-01-15,84.2300033569336
2025-01-16,85.05000305175781
2025-01-17,86.02999877929688
2025-01-20,86.63999938964844
2025-01-21,85.05000305175781
2025-01-22,85.51000213623047
2025-01-23,84.9800033569336
2025-01-24,84.44999694824219
2025-01-27,83.27999877929688
2025-01-28,83.19999694824219
2025-01-29,83.66999816894531
2025-01-30,84.25
2025-01-31,86.05999755859375
2025-02-01,84.6500015258789
2025-02-03,83.18000030517578
2025-02-04,84.95999908447266
2025-02-05,85.30000305175781
2025-02-06,84.62000274658203
2025-02-07,84.73999786376953
2025-02-10,83.76000213623047
2025-02-11,82.41999816894531
2025-02-12,82.19000244140625
2025-02-13,82.30000305175781
2025-02-14,81.47000122070312
2025-02-17,81.51000213623047
2025-02-18,81.63999938964844
2025-02-19,82.04000091552734
2025-02-20,82.5999984741211
2025-02-21,82.25
2025-02-24,81.06999969482422
2025-02-25,80.7699966430664
2025-02-27,80.30000305175781
2025-02-28,79.0999984741211
2025-03-03,78.79000091552734
2025-03-04,78.83999633789062
2025-03-05,80.48999786376953
2025-03-06,81.7699966430664
2025-03-07,81.98999786376953
2025-03-10,81.43000030517578
2025-03-11,81.62999725341797
2025-03-12,81.62999725341797
2025-03-13,81.30999755859375
2025-03-17,81.38999938964844
2025-03-18,82.22000122070312
2025-03-19,83.55999755859375
2025-03-20,84.69999694824219
2025-03-21,85.98999786376953
2025-03-24,86.98999786376953
2025-03-25,86.75
2025-03-26,86.18000030517578
2025-03-27,86.56999969482422
2025-03-28,86.5199966430664
2025-04-01,85.73999786376953
2025-04-02,86.30000305175781
2025-04-03,86.38999938964844
2025-04-04,84.12999725341797
2025-04-07,81.88999938964844
2025-04-08,83.36000061035156
2025-04-09,82.7300033569336
2025-04-11,84.5999984741211
2025-04-15,86.48999786376953
2025-04-16,86.95999908447266
2025-04-17,88.2300033569336
2025-04-21,89.19000244140625
2025-04-22,89.05000305175781
2025-04-23,89.37999725341797
2025-04-24,89.0999984741211
2025-04-25,87.75
2025-04-28,89.48999786376953
2025-04-29,89.56999969482422
2025-04-30,89.72000122070312
2025-05-02,89.86000061035156
2025-05-05,90.91000366210938
2025-05-06,90.08999633789062
2025-05-07,90.16999816894531
2025-05-08,89.16000366210938
2025-05-09,88.5
2025-05-12,91.75
2025-05-13,90.8499984741211
2025-05-14,91.25
2025-05-15,92.58999633789062
2025-05-16,92.48999786376953
2025-05-19,92.33000183105469
2025-05-20,91.44999694824219
2025-05-21,91.81999969482422
2025-05-22,91.29000091552734
2025-05-23,92.11000061035156
2025-05-26,92.43000030517578
2025-05-27,91.98999786376953
2025-05-28,91.87000274658203
2025-05-29,91.88999938964844
2025-05-30,91.79000091552734
2025-06-02,91.72000122070312
2025-06-03,91.13999938964844
2025-06-04,91.73999786376953
2025-06-05,92.2699966430664
2025-06-06,92.81999969482422
2025-06-09,93.5199966430664
2025-06-10,93.48999786376953
2025-06-11,93.69000244140625
2025-06-12,92.45999908447266
2025-06-13,91.80000305175781
2025-06-16,92.76000213623047
2025-06-17,92.36000061035156
2025-06-18,92.04000091552734
2025-06-19,91.9000015258789
2025-06-20,93.26000213623047
2025-06-23,92.95999908447266
2025-06-24,93.2699966430664
2025-06-25,94.0999984741211
2025-06-26,95.69000244140625
2025-06-27,96.63999938964844
2025-06-30,96.12000274658203
2025-07-01,96.58000183105469
2025-07-02,96.37000274658203
2025-07-03,96.12999725341797
2025-07-04,96.44000244140625
2025-07-07,96.62999725341797
2025-07-08,96.94000244140625
2025-07-09,96.31999969482422
2025-07-10,96.01000213623047
2025-07-11,95.0
2025-07-14,94.88999938964844
2025-07-15,95.29000091552734
2025-07-16,95.41000366210938
2025-07-17,94.80000305175781
2025-07-18,94.68000030517578
2025-07-21,94.47000122070312
2025-07-22,93.9000015258789
2025-07-23,94.55999755859375
2025-07-24,94.0999984741211
2025-07-25,93.16000366210938
2025-07-28,92.47000122070312
2025-07-29,93.08000183105469
2025-07-30,94.0199966430664
2025-07-31,93.0999984741211
2025-08-01,92.31999969482422
