Date,STAN.L
2016-08-17,635.8203735351562
2016-08-18,634.0239868164062
2016-08-19,623.5451049804688
2016-08-22,619.752685546875
2016-08-23,624.7427368164062
2016-08-24,622.9462280273438
2016-08-25,615.9603881835938
2016-08-26,621.6488647460938
2016-08-30,631.4293212890625
2016-08-31,640.7105712890625
2016-09-01,641.6087036132812
2016-09-02,660.0715942382812
2016-09-05,657.177490234375
2016-09-06,637.716552734375
2016-09-07,635.7206420898438
2016-09-08,639.5130004882812
2016-09-09,638.4151611328125
2016-09-12,617.5570678710938
2016-09-13,611.6689453125
2016-09-14,618.8545532226562
2016-09-15,622.9462280273438
2016-09-16,605.880615234375
2016-09-19,628.734619140625
2016-09-20,625.24169921875
2016-09-21,635.121826171875
2016-09-22,650.3911743164062
2016-09-23,637.8162841796875
2016-09-26,624.4432983398438
2016-09-27,608.8745727539062
2016-09-28,620.1519165039062
2016-09-29,629.5330200195312
2016-09-30,627.0379638671875
2016-10-03,632.9263305664062
2016-10-04,648.2952270507812
2016-10-05,660.0715942382812
2016-10-06,653.7841796875
2016-10-07,672.54638671875
2016-10-10,677.3368530273438
2016-10-11,667.3568725585938
2016-10-12,653.7841796875
2016-10-13,640.011962890625
2016-10-14,650.7901611328125
2016-10-17,657.0776977539062
2016-10-18,675.4406127929688
2016-10-19,683.923583984375
2016-10-20,697.795654296875
2016-10-21,704.1828002929688
2016-10-24,710.4700927734375
2016-10-25,703.983154296875
2016-10-26,696.5979614257812
2016-10-27,699.2925415039062
2016-10-28,701.1887817382812
2016-10-31,710.4700927734375
2016-11-01,671.9476318359375
2016-11-02,642.8062744140625
2016-11-03,644.2035522460938
2016-11-04,631.6287841796875
2016-11-07,647.8960571289062
2016-11-08,644.7025146484375
2016-11-09,652.287109375
2016-11-10,657.6763305664062
2016-11-11,615.9603881835938
2016-11-14,626.439208984375
2016-11-15,635.2216796875
2016-11-16,628.9342041015625
2016-11-17,638.3153076171875
2016-11-18,623.9443359375
2016-11-21,633.7245483398438
2016-11-22,644.1035766601562
2016-11-23,640.5109252929688
2016-11-24,635.5209350585938
2016-11-25,633.2256469726562
2016-11-28,628.734619140625
2016-11-29,630.0319213867188
2016-11-30,639.8123168945312
2016-12-01,648.6943969726562
2016-12-02,643.7045288085938
2016-12-05,641.5089111328125
2016-12-06,655.6803588867188
2016-12-07,683.3247680664062
2016-12-08,665.0614624023438
2016-12-09,656.1793823242188
2016-12-12,651.6885375976562
2016-12-13,666.8580322265625
2016-12-14,681.4285888671875
2016-12-15,686.2188720703125
2016-12-16,683.6242065429688
2016-12-19,664.3628540039062
2016-12-20,663.4647827148438
2016-12-21,665.760009765625
2016-12-22,662.466796875
2016-12-23,660.2710571289062
2016-12-28,658.3749389648438
2016-12-29,650.4908447265625
2016-12-30,662.2669677734375
2017-01-03,676.4386596679688
2017-01-04,681.8277587890625
2017-01-05,688.9134521484375
2017-01-06,694.3025512695312
2017-01-09,695.6997680664062
2017-01-10,699.2925415039062
2017-01-11,701.987060546875
2017-01-12,701.7875366210938
2017-01-13,717.0570678710938
2017-01-16,722.8451538085938
2017-01-17,743.2044067382812
2017-01-18,744.0026245117188
2017-01-19,746.4976196289062
2017-01-20,751.3878784179688
2017-01-23,748.0943603515625
2017-01-24,761.4675903320312
2017-01-25,787.2156982421875
2017-01-26,787.6148071289062
2017-01-27,780.030029296875
2017-01-30,767.655029296875
2017-01-31,772.5452270507812
2017-02-01,778.6328735351562
2017-02-02,789.710693359375
2017-02-03,799.8900756835938
2017-02-06,801.9859008789062
2017-02-07,789.5110473632812
2017-02-08,783.4232788085938
2017-02-09,795.29931640625
2017-02-10,793.6028442382812
2017-02-13,795.099853515625
2017-02-14,797.1956176757812
2017-02-15,816.2573852539062
2017-02-16,806.5767822265625
2017-02-17,771.4473876953125
2017-02-20,763.463623046875
2017-02-21,756.4774780273438
2017-02-22,758.6732177734375
2017-02-23,749.4915161132812
2017-02-24,729.0328369140625
2017-02-27,722.8451538085938
2017-02-28,720.9490966796875
2017-03-01,746.9966430664062
2017-03-02,739.5117797851562
2017-03-03,744.202392578125
2017-03-06,740.7091674804688
2017-03-07,742.6053466796875
2017-03-08,752.3858032226562
2017-03-09,738.4139404296875
2017-03-10,739.81103515625
2017-03-13,741.4078979492188
2017-03-14,732.62548828125
2017-03-15,738.3140869140625
2017-03-16,740.210205078125
2017-03-17,728.9329833984375
2017-03-20,730.8292236328125
2017-03-21,730.0308837890625
2017-03-22,723.5438232421875
2017-03-23,725.839111328125
2017-03-24,725.1405639648438
2017-03-27,721.5477905273438
2017-03-28,750.8888549804688
2017-03-29,754.4816284179688
2017-03-30,764.4614868164062
2017-03-31,761.4675903320312
2017-04-03,746.7970581054688
2017-04-04,743.4038696289062
2017-04-05,747.49560546875
2017-04-06,744.701171875
2017-04-07,740.5098266601562
2017-04-10,735.1204223632812
2017-04-11,725.1405639648438
2017-04-12,719.9511108398438
2017-04-13,708.074951171875
2017-04-18,694.8016967773438
2017-04-19,692.00732421875
2017-04-20,684.6221923828125
2017-04-21,684.5223388671875
2017-04-24,717.0570678710938
2017-04-25,726.6376342773438
2017-04-26,755.7789916992188
2017-04-27,739.81103515625
2017-04-28,719.75146484375
2017-05-02,707.575927734375
2017-05-03,713.9631958007812
2017-05-04,713.6637573242188
2017-05-05,716.0588989257812
2017-05-08,707.6756591796875
2017-05-09,719.4519653320312
2017-05-10,732.925048828125
2017-05-11,750.9885864257812
2017-05-12,744.1023559570312
2017-05-15,765.3596801757812
2017-05-16,761.5672607421875
2017-05-17,748.5934448242188
2017-05-18,737.5158081054688
2017-05-19,734.521728515625
2017-05-22,735.8191528320312
2017-05-23,732.1265869140625
2017-05-24,731.6275634765625
2017-05-25,726.5377807617188
2017-05-26,732.02685546875
2017-05-30,725.0407104492188
2017-05-31,730.4298095703125
2017-06-01,743.3040161132812
2017-06-02,743.5036010742188
2017-06-05,751.4876098632812
2017-06-06,750.6892700195312
2017-06-07,750.5894775390625
2017-06-08,757.4755249023438
2017-06-09,778.6328735351562
2017-06-12,778.0341186523438
2017-06-13,767.7548828125
2017-06-14,754.5813598632812
2017-06-15,749.890869140625
2017-06-16,748.5934448242188
2017-06-19,759.3717651367188
2017-06-20,752.1862182617188
2017-06-21,742.206298828125
2017-06-22,740.908935546875
2017-06-23,737.5158081054688
2017-06-26,745.2322387695312
2017-06-27,755.4635620117188
2017-06-28,761.9663696289062
2017-06-29,773.2437133789062
2017-06-30,775.638916015625
2017-07-03,784.4212646484375
2017-07-04,779.4312744140625
2017-07-05,788.1139526367188
2017-07-06,792.20556640625
2017-07-07,801.1876831054688
2017-07-10,810.7683715820312
2017-07-11,811.3671264648438
2017-07-12,815.6585083007812
2017-07-13,814.1614379882812
2017-07-14,806.8760375976562
2017-07-17,809.271240234375
2017-07-18,802.6845703125
2017-07-19,808.472900390625
2017-07-20,823.343017578125
2017-07-21,812.065673828125
2017-07-24,815.9578247070312
2017-07-25,839.5104370117188
2017-07-26,832.7240600585938
2017-07-27,837.5144653320312
2017-07-28,825.4386596679688
2017-07-31,844.9993896484375
2017-08-01,844.5004272460938
2017-08-02,793.4032592773438
2017-08-03,789.0121459960938
2017-08-04,800.8881225585938
2017-08-07,801.1876831054688
2017-08-08,802.38525390625
2017-08-09,781.5270385742188
2017-08-10,773.5432739257812
2017-08-11,752.0863647460938
2017-08-14,767.7548828125
2017-08-15,775.3395385742188
2017-08-16,774.5411987304688
2017-08-17,753.4835205078125
2017-08-18,749.890869140625
2017-08-21,756.3778076171875
2017-08-22,763.6629638671875
2017-08-23,765.45947265625
2017-08-24,775.14013671875
2017-08-25,775.5392456054688
2017-08-29,766.1581420898438
2017-08-30,770.9483642578125
2017-08-31,768.4534301757812
2017-09-01,772.3455810546875
2017-09-04,760.86865234375
2017-09-05,753.4835205078125
2017-09-06,747.7951049804688
2017-09-07,739.0126953125
2017-09-08,739.411865234375
2017-09-11,748.0943603515625
2017-09-12,752.3858032226562
2017-09-13,755.280029296875
2017-09-14,749.2920532226562
2017-09-15,733.3240966796875
2017-09-18,739.3121337890625
2017-09-19,734.62158203125
2017-09-20,730.3301391601562
2017-09-21,734.1224365234375
2017-09-22,728.5338134765625
2017-09-25,716.1585693359375
2017-09-26,716.9570922851562
2017-09-27,729.7313232421875
2017-09-28,737.6155395507812
2017-09-29,740.1105346679688
2017-10-02,753.6832275390625
2017-10-03,769.7508544921875
2017-10-04,773.2437133789062
2017-10-05,776.8364868164062
2017-10-06,771.3475952148438
2017-10-09,769.2517700195312
2017-10-10,765.7588500976562
2017-10-11,763.463623046875
2017-10-12,756.9765014648438
2017-10-13,744.6013793945312
2017-10-16,749.7909545898438
2017-10-17,749.2920532226562
2017-10-18,754.9805297851562
2017-10-19,747.1962890625
2017-10-20,770.5492553710938
2017-10-23,766.1581420898438
2017-10-24,781.7267456054688
2017-10-25,758.0743408203125
2017-10-26,759.8707275390625
2017-10-27,752.1862182617188
2017-10-30,749.4915161132812
2017-10-31,748.8927612304688
2017-11-01,703.5840454101562
2017-11-02,724.34228515625
2017-11-03,722.046875
2017-11-06,717.1565551757812
2017-11-07,721.4480590820312
2017-11-08,732.5256958007812
2017-11-09,731.1285400390625
2017-11-10,732.5256958007812
2017-11-13,726.43798828125
2017-11-14,719.851318359375
2017-11-15,721.9472045898438
2017-11-16,719.75146484375
2017-11-17,724.6416015625
2017-11-20,722.7454223632812
2017-11-21,721.5477905273438
2017-11-22,742.6053466796875
2017-11-23,734.62158203125
2017-11-24,738.4139404296875
2017-11-27,732.8252563476562
2017-11-28,741.0086669921875
2017-11-29,747.49560546875
2017-11-30,736.9169311523438
2017-12-01,721.4480590820312
2017-12-04,725.7394409179688
2017-12-05,747.6953125
2017-12-06,745.2999877929688
2017-12-07,750.3898315429688
2017-12-08,758.1741333007812
2017-12-11,770.6490478515625
2017-12-12,771.3475952148438
2017-12-13,772.405517578125
2017-12-14,757.874755859375
2017-12-15,755.5792846679688
2017-12-18,762.6651000976562
2017-12-19,769.451416015625
2017-12-20,766.8568115234375
2017-12-21,771.5473022460938
2017-12-22,766.8568115234375
2017-12-27,770.8487548828125
2017-12-28,772.2457885742188
2017-12-29,778.5331420898438
2018-01-02,776.1380004882812
2018-01-03,775.9384155273438
2018-01-04,790.010009765625
2018-01-05,792.4052124023438
2018-01-08,793.8025512695312
2018-01-09,791.2076416015625
2018-01-10,817.0556640625
2018-01-11,827.7342529296875
2018-01-12,831.326904296875
2018-01-15,814.4609375
2018-01-16,815.75830078125
2018-01-17,817.85400390625
2018-01-18,817.3550415039062
2018-01-19,817.3550415039062
2018-01-22,822.1453247070312
2018-01-23,831.9256591796875
2018-01-24,824.2410888671875
2018-01-25,831.326904296875
2018-01-26,847.494384765625
2018-01-29,837.0155639648438
2018-01-30,812.4649658203125
2018-01-31,817.953857421875
2018-02-01,821.94580078125
2018-02-02,812.2651977539062
2018-02-05,809.9697875976562
2018-02-06,783.4232788085938
2018-02-07,801.9859008789062
2018-02-08,795.8981323242188
2018-02-09,786.51708984375
2018-02-12,800.7883911132812
2018-02-13,802.185546875
2018-02-14,807.3750610351562
2018-02-15,815.8580322265625
2018-02-16,819.8499755859375
2018-02-19,817.1554565429688
2018-02-20,818.5526733398438
2018-02-21,829.7300415039062
2018-02-22,828.3328857421875
2018-02-23,827.9337158203125
2018-02-26,827.3349609375
2018-02-27,837.3148193359375
2018-02-28,809.1714477539062
2018-03-01,794.1019287109375
2018-03-02,778.433349609375
2018-03-05,773.5432739257812
2018-03-06,782.4253540039062
2018-03-07,780.1299438476562
2018-03-08,776.7152709960938
2018-03-09,777.4138793945312
2018-03-12,780.5079956054688
2018-03-13,775.5176391601562
2018-03-14,762.4425659179688
2018-03-15,767.832275390625
2018-03-16,765.9359130859375
2018-03-19,753.3599243164062
2018-03-20,748.2696533203125
2018-03-21,745.6744995117188
2018-03-22,725.7127685546875
2018-03-23,712.1387329101562
2018-03-26,705.152099609375
2018-03-27,717.8279418945312
2018-03-28,713.7357788085938
2018-03-29,711.3402099609375
2018-04-03,702.6568603515625
2018-04-04,699.4630126953125
2018-04-05,718.72607421875
2018-04-06,711.140625
2018-04-09,713.8355102539062
2018-04-10,723.6166381835938
2018-04-11,728.3078002929688
2018-04-12,731.701171875
2018-04-13,732.1005859375
2018-04-16,725.9122314453125
2018-04-17,726.6110229492188
2018-04-18,728.5075073242188
2018-04-19,743.8780517578125
2018-04-20,762.941650390625
2018-04-23,763.2410278320312
2018-04-24,767.7323608398438
2018-04-25,751.0643310546875
2018-04-26,747.371337890625
2018-04-27,760.2467041015625
2018-04-30,765.53662109375
2018-05-01,767.832275390625
2018-05-02,759.9473876953125
2018-05-03,740.983642578125
2018-05-04,746.5729370117188
2018-05-08,738.1888427734375
2018-05-09,747.7706909179688
2018-05-10,763.1411743164062
2018-05-11,767.43310546875
2018-05-14,760.3465576171875
2018-05-15,764.2391967773438
2018-05-16,759.9473876953125
2018-05-17,753.958740234375
2018-05-18,748.8684692382812
2018-05-21,752.5614013671875
2018-05-22,765.4368286132812
2018-05-23,768.8303833007812
2018-05-24,752.760986328125
2018-05-25,749.6670532226562
2018-05-29,738.2887573242188
2018-05-30,741.6821899414062
2018-05-31,753.1602172851562
2018-06-01,750.9645385742188
2018-06-04,752.5614013671875
2018-06-05,735.0947875976562
2018-06-06,745.175537109375
2018-06-07,742.4807739257812
2018-06-08,725.2136840820312
2018-06-11,744.2772827148438
2018-06-12,735.394287109375
2018-06-13,722.718505859375
2018-06-14,729.5055541992188
2018-06-15,710.142578125
2018-06-18,708.6453247070312
2018-06-19,709.0447998046875
2018-06-20,713.7357788085938
2018-06-21,701.7586059570312
2018-06-22,709.7432861328125
2018-06-25,691.4783325195312
2018-06-26,689.5816650390625
2018-06-27,692.576171875
2018-06-28,693.2748413085938
2018-06-29,691.2785034179688
2018-07-02,686.1882934570312
2018-07-03,687.086669921875
2018-07-04,686.3880004882812
2018-07-05,691.4783325195312
2018-07-06,692.9752807617188
2018-07-09,695.9696044921875
2018-07-10,690.0808715820312
2018-07-11,675.209228515625
2018-07-12,673.7120971679688
2018-07-13,669.7198486328125
2018-07-16,675.0097045898438
2018-07-17,668.0230102539062
2018-07-18,676.5068969726562
2018-07-19,672.8138427734375
2018-07-20,677.3052368164062
2018-07-23,674.7103271484375
2018-07-24,696.76806640625
2018-07-25,682.6949462890625
2018-07-26,692.87548828125
2018-07-27,701.3592529296875
2018-07-30,695.4705200195312
2018-07-31,686.6873168945312
2018-08-01,681.297607421875
2018-08-02,672.514404296875
2018-08-03,687.98486328125
2018-08-06,689.1826782226562
2018-08-07,685.98876953125
2018-08-08,695.3707885742188
2018-08-09,691.9230346679688
2018-08-10,678.6475830078125
2018-08-13,671.161376953125
2018-08-14,661.7787475585938
2018-08-15,645.5087890625
2018-08-16,649.900634765625
2018-08-17,643.6123046875
2018-08-20,646.8063354492188
2018-08-21,645.5087890625
2018-08-22,646.8063354492188
2018-08-23,643.6123046875
2018-08-24,646.0077514648438
2018-08-28,651.2981567382812
2018-08-29,641.2166748046875
2018-08-30,632.2332763671875
2018-08-31,625.94482421875
2018-09-03,637.0244750976562
2018-09-04,631.8339233398438
2018-09-05,629.73779296875
2018-09-06,621.1536254882812
2018-09-07,618.3587646484375
2018-09-10,616.7617797851562
2018-09-11,615.663818359375
2018-09-12,610.7728881835938
2018-09-13,611.371826171875
2018-09-14,610.972412109375
2018-09-17,606.8800048828125
2018-09-18,596.6988525390625
2018-09-19,616.362548828125
2018-09-20,628.8395385742188
2018-09-21,646.9060668945312
2018-09-24,636.5253295898438
2018-09-25,634.1297607421875
2018-09-26,635.32763671875
2018-09-27,640.4180908203125
2018-09-28,635.2276611328125
2018-10-01,614.3662719726562
2018-10-02,611.7710571289062
2018-10-03,626.2442626953125
2018-10-04,616.9613037109375
2018-10-05,604.584228515625
2018-10-08,590.1110229492188
2018-10-09,588.0146484375
2018-10-10,581.1276245117188
2018-10-11,569.1497192382812
2018-10-12,562.4619140625
2018-10-15,563.2604370117188
2018-10-16,564.1588745117188
2018-10-17,559.2679443359375
2018-10-18,547.3898315429688
2018-10-19,545.0940551757812
2018-10-22,539.4046020507812
2018-10-23,528.0255126953125
2018-10-24,518.8424682617188
2018-10-25,524.3323364257812
2018-10-26,521.5374755859375
2018-10-29,535.2122802734375
2018-10-30,531.7188110351562
2018-10-31,548.4878540039062
2018-11-01,555.9739379882812
2018-11-02,577.9334106445312
2018-11-05,571.744873046875
2018-11-06,564.2586059570312
2018-11-07,569.1497192382812
2018-11-08,577.9334106445312
2018-11-09,568.2512817382812
2018-11-12,566.1552124023438
2018-11-13,584.0222778320312
2018-11-14,585.9188232421875
2018-11-15,595.5009155273438
2018-11-16,589.412353515625
2018-11-19,596.2994995117188
2018-11-20,577.3345947265625
2018-11-21,594.2034301757812
2018-11-22,596.9982299804688
2018-11-23,599.2939453125
2018-11-26,614.765380859375
2018-11-27,609.5750732421875
2018-11-28,611.5714111328125
2018-11-29,614.1665649414062
2018-11-30,608.2774047851562
2018-12-03,626.2442626953125
2018-12-04,606.8800048828125
2018-12-05,601.0907592773438
2018-12-06,584.2218017578125
2018-12-07,592.1073608398438
2018-12-10,579.4306030273438
2018-12-11,588.4141235351562
2018-12-12,608.7764892578125
2018-12-13,606.08154296875
2018-12-14,603.5861206054688
2018-12-17,588.9131469726562
2018-12-18,589.5120849609375
2018-12-19,591.608154296875
2018-12-20,589.012939453125
2018-12-21,593.9038696289062
2018-12-24,591.109130859375
2018-12-27,580.6284790039062
2018-12-28,599.8929443359375
2018-12-31,608.1776733398438
2019-01-02,605.2830200195312
2019-01-03,585.6193237304688
2019-01-04,606.680419921875
2019-01-07,593.504638671875
2019-01-08,611.870849609375
2019-01-09,613.9669189453125
2019-01-10,619.8561401367188
2019-01-11,615.7636108398438
2019-01-14,611.870849609375
2019-01-15,612.7691650390625
2019-01-16,610.6729125976562
2019-01-17,601.88916015625
2019-01-18,622.5511474609375
2019-01-21,624.3478393554688
2019-01-22,622.052001953125
2019-01-23,620.854248046875
2019-01-24,618.7579956054688
2019-01-25,624.2479858398438
2019-01-28,622.052001953125
2019-01-29,623.5492553710938
2019-01-30,630.9356689453125
2019-01-31,612.7691650390625
2019-02-01,620.6546630859375
2019-02-04,620.1554565429688
2019-02-05,633.630615234375
2019-02-06,638.1224975585938
2019-02-07,624.2479858398438
2019-02-08,616.861572265625
2019-02-11,626.1444702148438
2019-02-12,627.1427001953125
2019-02-13,630.2369995117188
2019-02-14,628.7396240234375
2019-02-15,636.7249145507812
2019-02-18,627.3423461914062
2019-02-19,614.0667724609375
2019-02-20,615.663818359375
2019-02-21,611.7710571289062
2019-02-22,607.97802734375
2019-02-25,617.7598876953125
2019-02-26,613.8671264648438
2019-02-27,601.0907592773438
2019-02-28,600.4917602539062
2019-03-01,610.1738891601562
2019-03-04,622.9503173828125
2019-03-05,631.933837890625
2019-03-06,629.8375854492188
2019-03-07,617.307861328125
2019-03-08,609.5203247070312
2019-03-11,610.4190063476562
2019-03-12,612.0162963867188
2019-03-13,611.716796875
2019-03-14,607.5234985351562
2019-03-15,609.0211791992188
2019-03-18,616.8084716796875
2019-03-19,609.7200317382812
2019-03-20,607.822998046875
2019-03-21,605.4269409179688
2019-03-22,577.6715698242188
2019-03-25,579.7681884765625
2019-03-26,574.776123046875
2019-03-27,578.7697143554688
2019-03-28,582.66357421875
2019-03-29,590.35107421875
2019-04-01,610.6185913085938
2019-04-02,631.584716796875
2019-04-03,642.567138671875
2019-04-04,638.9730224609375
2019-04-05,644.56396484375
2019-04-08,644.56396484375
2019-04-09,646.3612060546875
2019-04-10,646.7604370117188
2019-04-11,648.35791015625
2019-04-12,671.1212768554688
2019-04-15,669.9232177734375
2019-04-16,671.5206909179688
2019-04-17,671.7202758789062
2019-04-18,670.9216918945312
2019-04-23,670.5222778320312
2019-04-24,659.1405639648438
2019-04-25,650.75390625
2019-04-26,661.3369750976562
2019-04-29,668.3258056640625
2019-04-30,698.8767700195312
2019-05-01,710.0587158203125
2019-05-02,706.464599609375
2019-05-03,709.2600708007812
2019-05-07,691.4885864257812
2019-05-08,686.8959350585938
2019-05-09,678.5094604492188
2019-05-10,678.7091674804688
2019-05-13,667.127685546875
2019-05-14,677.9105834960938
2019-05-15,676.5126953125
2019-05-16,691.6882934570312
2019-05-17,676.11328125
2019-05-20,675.9136962890625
2019-05-21,685.4981689453125
2019-05-22,686.8959350585938
2019-05-23,674.1165771484375
