Date,LW
2016-11-10,26.6289005279541
2016-11-11,26.242591857910156
2016-11-14,26.5059814453125
2016-11-15,26.71670150756836
2016-11-16,27.83172035217285
2016-11-17,28.54287338256836
2016-11-18,28.6921329498291
2016-11-21,27.866840362548828
2016-11-22,28.709699630737305
2016-11-23,28.99064826965332
2016-11-25,28.613115310668945
2016-11-28,28.744815826416016
2016-11-29,29.1398983001709
2016-11-30,29.39451026916504
2016-12-01,28.54287338256836
2016-12-02,28.964313507080078
2016-12-05,29.54376983642578
2016-12-06,29.693023681640625
2016-12-07,30.509531021118164
2016-12-08,31.545555114746094
2016-12-09,31.94063949584961
2016-12-12,32.24791717529297
2016-12-13,32.11621856689453
2016-12-14,30.86072540283203
2016-12-15,30.184688568115234
2016-12-16,30.95730209350586
2016-12-19,30.272489547729492
2016-12-20,30.685123443603516
2016-12-21,30.74658203125
2016-12-22,31.8967342376709
2016-12-23,32.35327911376953
2016-12-27,32.783485412597656
2016-12-28,32.68690872192383
2016-12-29,33.161014556884766
2016-12-30,33.231258392333984
2017-01-03,32.91518020629883
2017-01-04,32.467430114746094
2017-01-05,32.151336669921875
2017-01-06,32.33572006225586
2017-01-09,32.38840866088867
2017-01-10,32.34449768066406
2017-01-11,32.38840866088867
2017-01-12,32.44985580444336
2017-01-13,32.678138732910156
2017-01-17,32.38840866088867
2017-01-18,32.168907165527344
2017-01-19,32.44985580444336
2017-01-20,32.581546783447266
2017-01-23,32.28303909301758
2017-01-24,32.91518020629883
2017-01-25,32.195228576660156
2017-01-26,32.061100006103516
2017-01-27,32.15818786621094
2017-01-30,32.458229064941406
2017-01-31,32.97007751464844
2017-02-01,33.33190155029297
2017-02-02,33.905521392822266
2017-02-03,34.32912826538086
2017-02-06,34.62917709350586
2017-02-07,34.77919006347656
2017-02-08,34.55856704711914
2017-02-09,34.48798751831055
2017-02-10,34.6556510925293
2017-02-13,34.79684829711914
2017-02-14,34.99099349975586
2017-02-15,34.97333908081055
2017-02-16,35.21162796020508
2017-02-17,34.96452331542969
2017-02-21,34.96452331542969
2017-02-22,35.16748809814453
2017-02-23,34.85861587524414
2017-02-24,34.929222106933594
2017-02-27,34.840965270996094
2017-02-28,34.58504104614258
2017-03-01,35.25575256347656
2017-03-02,35.4940299987793
2017-03-03,35.652862548828125
2017-03-06,35.67051696777344
2017-03-07,35.95292282104492
2017-03-08,35.93526077270508
2017-03-09,36.16472244262695
2017-03-10,36.535369873046875
2017-03-13,36.65009689331055
2017-03-14,37.250186920166016
2017-03-15,37.38255310058594
2017-03-16,37.0560417175293
2017-03-17,37.28547668457031
2017-03-20,37.488468170166016
2017-03-21,37.8326301574707
2017-03-22,37.45315933227539
2017-03-23,37.95618438720703
2017-03-24,37.656131744384766
2017-03-27,37.91205978393555
2017-03-28,37.87676239013672
2017-03-29,37.62966537475586
2017-03-30,37.144290924072266
2017-03-31,37.1178092956543
2017-04-03,37.064857482910156
2017-04-04,37.232540130615234
2017-04-05,36.83541488647461
2017-04-06,38.07090377807617
2017-04-07,37.93852233886719
2017-04-10,37.73556137084961
2017-04-11,37.841468811035156
2017-04-12,37.2060661315918
2017-04-13,36.95012283325195
2017-04-17,37.26783752441406
2017-04-18,37.40020751953125
2017-04-19,37.24135971069336
2017-04-20,37.594364166259766
2017-04-21,37.29430389404297
2017-04-24,37.656131744384766
2017-04-25,37.4708137512207
2017-04-26,37.442447662353516
2017-04-27,37.79701614379883
2017-04-28,37.008094787597656
2017-05-01,37.05242156982422
2017-05-02,36.688995361328125
2017-05-03,36.254638671875
2017-05-04,36.57375717163086
2017-05-05,36.848541259765625
2017-05-08,36.85740661621094
2017-05-09,37.008094787597656
2017-05-10,37.64632034301758
2017-05-11,37.40699768066406
2017-05-12,37.40699768066406
2017-05-15,38.05406951904297
2017-05-16,39.419158935546875
2017-05-17,39.153236389160156
2017-05-18,38.94935989379883
2017-05-19,39.339378356933594
2017-05-22,39.51667022705078
2017-05-23,39.19755554199219
2017-05-24,40.32331466674805
2017-05-25,40.44741439819336
2017-05-26,40.4740104675293
2017-05-30,40.92608642578125
2017-05-31,41.138816833496094
2017-06-01,41.94547653198242
2017-06-02,41.998653411865234
2017-06-05,41.404754638671875
2017-06-06,41.36927795410156
2017-06-07,41.5820426940918
2017-06-08,41.218597412109375
2017-06-09,40.801979064941406
2017-06-12,40.27012634277344
2017-06-13,40.757667541503906
2017-06-14,40.411964416503906
2017-06-15,40.1726188659668
2017-06-16,39.95101547241211
2017-06-19,40.376502990722656
2017-06-20,40.53604507446289
2017-06-21,40.61583709716797
2017-06-22,40.411964416503906
2017-06-23,40.385372161865234
2017-06-26,40.19035339355469
2017-06-27,39.614173889160156
2017-06-28,40.21693420410156
2017-06-29,39.11778259277344
2017-06-30,39.03799819946289
2017-07-03,38.87844467163086
2017-07-05,38.35544967651367
2017-07-06,38.02748107910156
2017-07-07,38.20475769042969
2017-07-10,37.88565444946289
2017-07-11,38.81640625
2017-07-12,39.002540588378906
2017-07-13,38.79866409301758
2017-07-14,38.69229507446289
2017-07-17,38.993690490722656
2017-07-18,39.11778259277344
2017-07-19,39.339378356933594
2017-07-20,39.25074005126953
2017-07-21,39.88896179199219
2017-07-24,39.66736602783203
2017-07-25,40.49173355102539
2017-07-26,39.25074005126953
2017-07-27,38.87844467163086
2017-07-28,38.842987060546875
2017-07-31,38.98481750488281
2017-08-01,39.03799819946289
2017-08-02,38.95610046386719
2017-08-03,38.47538757324219
2017-08-04,38.83146667480469
2017-08-07,39.04513168334961
2017-08-08,38.778045654296875
2017-08-09,38.73354721069336
2017-08-10,39.47243118286133
2017-08-11,39.890830993652344
2017-08-14,39.890830993652344
2017-08-15,40.07778549194336
2017-08-16,40.380470275878906
2017-08-17,40.38935852050781
2017-08-18,40.300323486328125
2017-08-21,40.4605827331543
2017-08-22,40.64752197265625
2017-08-23,40.585205078125
2017-08-24,40.05998992919922
2017-08-25,40.09559631347656
2017-08-28,39.95315170288086
2017-08-29,40.122291564941406
2017-08-30,40.2113151550293
2017-08-31,40.4872932434082
2017-09-01,40.94130325317383
2017-09-05,40.71875
2017-09-06,40.344844818115234
2017-09-07,40.309226989746094
2017-09-08,40.45167922973633
2017-09-11,40.620819091796875
2017-09-12,40.9501838684082
2017-09-13,41.43981170654297
2017-09-14,41.012516021728516
2017-09-15,41.2973747253418
2017-09-18,41.199466705322266
2017-09-19,41.2973747253418
2017-09-20,41.52884292602539
2017-09-21,40.82556915283203
2017-09-22,40.39826583862305
2017-09-25,40.2113151550293
2017-09-26,40.531795501708984
2017-09-27,40.985816955566406
2017-09-28,41.46651840209961
2017-09-29,41.74248123168945
2017-10-02,42.321128845214844
2017-10-03,41.991764068603516
2017-10-04,43.09563064575195
2017-10-05,43.25587844848633
2017-10-06,43.73657989501953
2017-10-09,43.469520568847656
2017-10-10,43.656463623046875
2017-10-11,43.950252532958984
2017-10-12,44.2440299987793
2017-10-13,44.51108169555664
2017-10-16,45.12533950805664
2017-10-17,44.70693588256836
2017-10-18,45.00960922241211
2017-10-19,44.77815628051758
2017-10-20,45.07191848754883
2017-10-23,45.312294006347656
2017-10-24,45.152042388916016
2017-10-25,45.063026428222656
2017-10-26,45.045223236083984
2017-10-27,45.24106979370117
2017-10-30,44.849361419677734
2017-10-31,45.392398834228516
2017-11-01,45.7128791809082
2017-11-02,46.282928466796875
2017-11-03,46.5688591003418
2017-11-06,46.51523208618164
2017-11-07,46.157840728759766
2017-11-08,46.81009292602539
2017-11-09,46.122100830078125
2017-11-10,46.42588806152344
2017-11-13,47.1585578918457
2017-11-14,47.703590393066406
2017-11-15,47.12281799316406
2017-11-16,47.7572021484375
2017-11-17,47.54275894165039
2017-11-20,47.97163391113281
2017-11-21,48.01630401611328
2017-11-22,48.471988677978516
2017-11-24,48.641754150390625
2017-11-27,48.27541732788086
2017-11-28,48.27541732788086
2017-11-29,48.203948974609375
2017-11-30,48.579200744628906
2017-12-01,49.01701736450195
2017-12-04,49.097434997558594
2017-12-05,48.650691986083984
2017-12-06,48.650691986083984
2017-12-07,49.124237060546875
2017-12-08,50.21430587768555
2017-12-11,50.8218879699707
2017-12-12,49.81222915649414
2017-12-13,49.85689926147461
2017-12-14,49.544189453125
2017-12-15,49.58885192871094
2017-12-18,50.142822265625
2017-12-19,49.901573181152344
2017-12-20,50.017730712890625
2017-12-21,49.526302337646484
2017-12-22,49.87477493286133
2017-12-26,49.302947998046875
2017-12-27,49.55311965942383
2017-12-28,49.91051483154297
2017-12-29,50.43766784667969
2018-01-02,49.472694396972656
2018-01-03,50.0892219543457
2018-01-04,51.125667572021484
2018-01-05,51.55454635620117
2018-01-08,52.32294464111328
2018-01-09,51.85832595825195
2018-01-10,51.70643615722656
2018-01-11,51.82259750366211
2018-01-12,52.0727653503418
2018-01-16,52.287208557128906
2018-01-17,53.01987838745117
2018-01-18,52.742889404296875
2018-01-19,53.645320892333984
2018-01-22,53.877620697021484
2018-01-23,53.89549255371094
2018-01-24,53.4934196472168
2018-01-25,52.9305305480957
2018-01-26,53.43086242675781
2018-01-29,52.796504974365234
2018-01-30,52.04595947265625
2018-01-31,52.35867691040039
2018-02-01,51.45418930053711
2018-02-02,50.90739059448242
2018-02-05,50.503997802734375
2018-02-06,50.01993179321289
2018-02-07,51.03289031982422
2018-02-08,49.060768127441406
2018-02-09,48.8187370300293
2018-02-12,49.37453079223633
2018-02-13,48.89045715332031
2018-02-14,48.62153244018555
2018-02-15,49.66136932373047
2018-02-16,49.822723388671875
2018-02-20,48.666351318359375
2018-02-21,47.96715545654297
2018-02-22,48.182289123535156
2018-02-23,49.0428581237793
2018-02-26,48.96216583251953
2018-02-27,48.75598907470703
2018-02-28,48.4870719909668
2018-03-01,48.8187370300293
2018-03-02,49.63447570800781
2018-03-05,50.091651916503906
2018-03-06,50.93428421020508
2018-03-07,50.477115631103516
2018-03-08,50.79981994628906
2018-03-09,51.39145278930664
2018-03-12,51.328704833984375
2018-03-13,50.62052917480469
2018-03-14,50.27093505859375
2018-03-15,49.858585357666016
2018-03-16,49.894439697265625
2018-03-19,49.7241325378418
2018-03-20,49.921329498291016
2018-03-21,49.62550735473633
2018-03-22,48.92631530761719
2018-03-23,48.45121765136719
2018-03-26,50.58467102050781
2018-03-27,50.19921112060547
2018-03-28,50.548828125
2018-03-29,52.18926239013672
2018-04-02,52.0548095703125
