Date,MONIFTY500.NS
2024-08-28,23.729999542236328
2024-08-29,23.719999313354492
2024-08-30,23.780000686645508
2024-09-02,23.8799991607666
2024-09-03,23.90999984741211
2024-09-04,23.829999923706055
2024-09-05,23.969999313354492
2024-09-06,23.729999542236328
2024-09-09,23.729999542236328
2024-09-10,23.850000381469727
2024-09-11,23.790000915527344
2024-09-12,24.0
2024-09-13,24.049999237060547
2024-09-16,24.1200008392334
2024-09-17,24.1299991607666
2024-09-18,24.1200008392334
2024-09-19,24.100000381469727
2024-09-20,24.25
2024-09-23,24.459999084472656
2024-09-24,24.530000686645508
2024-09-25,24.489999771118164
2024-09-26,24.6200008392334
2024-09-27,24.6200008392334
2024-09-30,24.510000228881836
2024-10-01,24.579999923706055
2024-10-03,24.209999084472656
2024-10-04,24.1200008392334
2024-10-07,23.56999969482422
2024-10-08,23.729999542236328
2024-10-09,23.81999969482422
2024-10-10,23.790000915527344
2024-10-11,23.860000610351562
2024-10-14,23.950000762939453
2024-10-15,23.90999984741211
2024-10-16,23.90999984741211
2024-10-17,23.780000686645508
2024-10-18,23.860000610351562
2024-10-21,23.489999771118164
2024-10-22,23.1299991607666
2024-10-23,23.170000076293945
2024-10-24,23.06999969482422
2024-10-25,22.90999984741211
2024-10-28,23.209999084472656
2024-10-29,23.010000228881836
2024-10-31,22.979999542236328
2024-11-01,23.020000457763672
2024-11-04,22.8799991607666
2024-11-06,23.479999542236328
2024-11-07,23.100000381469727
2024-11-08,23.219999313354492
2024-11-11,22.969999313354492
2024-11-12,22.709999084472656
2024-11-13,22.280000686645508
2024-11-14,22.299999237060547
2024-11-18,22.270000457763672
2024-11-19,22.360000610351562
2024-11-21,22.139999389648438
2024-11-22,22.40999984741211
2024-11-25,22.690000534057617
2024-11-26,22.670000076293945
2024-11-27,22.760000228881836
2024-11-28,22.68000030517578
2024-11-29,22.770000457763672
2024-12-02,22.920000076293945
2024-12-03,23.190000534057617
2024-12-04,23.25
2024-12-05,23.309999465942383
2024-12-06,23.440000534057617
2024-12-09,23.479999542236328
2024-12-10,23.489999771118164
2024-12-11,23.520000457763672
2024-12-12,23.459999084472656
2024-12-13,23.489999771118164
2024-12-16,23.459999084472656
2024-12-17,23.280000686645508
2024-12-18,23.139999389648438
2024-12-19,23.059999465942383
2024-12-20,22.600000381469727
2024-12-23,22.700000762939453
2024-12-24,22.65999984741211
2024-12-26,22.68000030517578
2024-12-27,22.75
2024-12-30,22.6299991607666
2024-12-31,22.670000076293945
2025-01-01,22.6299991607666
2025-01-02,22.989999771118164
2025-01-03,23.040000915527344
2025-01-06,22.559999465942383
2025-01-07,22.579999923706055
2025-01-08,22.469999313354492
2025-01-09,22.329999923706055
2025-01-10,22.100000381469727
2025-01-13,21.610000610351562
2025-01-14,21.799999237060547
2025-01-15,21.829999923706055
2025-01-16,21.959999084472656
2025-01-17,21.969999313354492
2025-01-20,22.100000381469727
2025-01-21,21.75
2025-01-22,21.700000762939453
2025-01-23,21.829999923706055
2025-01-24,21.959999084472656
2025-01-27,21.209999084472656
2025-01-28,21.0
2025-01-29,21.469999313354492
2025-01-30,21.559999465942383
2025-01-31,21.780000686645508
2025-02-01,21.639999389648438
2025-02-03,21.6200008392334
2025-02-04,21.850000381469727
2025-02-05,22.030000686645508
2025-02-06,21.969999313354492
2025-02-07,21.969999313354492
2025-02-10,21.690000534057617
2025-02-11,21.25
2025-02-12,21.270000457763672
2025-02-13,21.200000762939453
2025-02-14,20.969999313354492
2025-02-17,20.940000534057617
2025-02-18,20.889999389648438
2025-02-19,21.0
2025-02-20,21.15999984741211
2025-02-21,21.100000381469727
2025-02-24,20.799999237060547
2025-02-25,20.540000915527344
2025-02-27,20.5
2025-02-28,20.149999618530273
2025-03-03,20.040000915527344
2025-03-04,20.030000686645508
2025-03-05,20.420000076293945
2025-03-06,20.65999984741211
2025-03-07,20.68000030517578
2025-03-10,20.510000228881836
2025-03-11,20.420000076293945
2025-03-12,20.3799991607666
2025-03-13,20.360000610351562
2025-03-17,20.479999542236328
2025-03-18,20.75
2025-03-19,21.059999465942383
2025-03-20,21.329999923706055
2025-03-21,21.510000228881836
2025-03-24,21.829999923706055
2025-03-25,21.760000228881836
2025-03-26,21.639999389648438
2025-03-27,21.670000076293945
2025-03-28,21.739999771118164
2025-04-01,21.399999618530273
2025-04-02,21.56999969482422
2025-04-03,21.520000457763672
2025-04-04,21.110000610351562
2025-04-07,20.43000030517578
2025-04-08,20.760000228881836
2025-04-09,20.6200008392334
2025-04-11,20.979999542236328
2025-04-15,21.420000076293945
2025-04-16,21.700000762939453
2025-04-17,21.8700008392334
2025-04-21,22.079999923706055
2025-04-22,22.15999984741211
2025-04-23,22.34000015258789
2025-04-24,22.43000030517578
2025-04-25,22.110000610351562
2025-04-28,22.18000030517578
2025-04-29,22.229999542236328
2025-04-30,22.149999618530273
2025-05-02,22.270000457763672
2025-05-05,22.399999618530273
2025-05-06,22.170000076293945
2025-05-07,22.190000534057617
2025-05-08,22.079999923706055
2025-05-09,22.0
2025-05-12,22.739999771118164
2025-05-13,22.639999389648438
2025-05-14,22.84000015258789
2025-05-15,22.93000030517578
2025-05-16,23.079999923706055
2025-05-19,23.020000457763672
2025-05-20,22.93000030517578
2025-05-21,23.0
2025-05-22,22.899999618530273
2025-05-23,22.979999542236328
2025-05-26,23.049999237060547
2025-05-27,23.059999465942383
2025-05-28,23.100000381469727
2025-05-29,23.06999969482422
2025-05-30,23.079999923706055
2025-06-02,23.170000076293945
2025-06-03,23.079999923706055
2025-06-04,23.09000015258789
2025-06-05,23.229999542236328
2025-06-06,23.34000015258789
2025-06-09,23.649999618530273
2025-06-10,23.68000030517578
2025-06-11,23.6200008392334
2025-06-12,23.469999313354492
2025-06-13,23.31999969482422
2025-06-16,23.600000381469727
2025-06-17,23.389999389648438
2025-06-18,23.290000915527344
2025-06-19,23.030000686645508
2025-06-20,23.229999542236328
2025-06-23,23.399999618530273
2025-06-24,23.450000762939453
2025-06-25,23.600000381469727
2025-06-26,23.690000534057617
2025-06-27,23.829999923706055
2025-06-30,23.850000381469727
2025-07-01,23.829999923706055
2025-07-02,23.899999618530273
2025-07-03,23.860000610351562
2025-07-04,23.75
2025-07-07,23.790000915527344
2025-07-08,23.790000915527344
2025-07-09,23.829999923706055
2025-07-10,23.739999771118164
2025-07-11,23.670000076293945
2025-07-14,23.68000030517578
2025-07-15,23.770000457763672
2025-07-16,23.8799991607666
2025-07-17,23.850000381469727
2025-07-18,23.719999313354492
2025-07-21,23.799999237060547
2025-07-22,23.770000457763672
2025-07-23,23.809999465942383
2025-07-24,23.739999771118164
2025-07-25,23.459999084472656
2025-07-28,23.299999237060547
2025-07-29,23.459999084472656
2025-07-30,23.420000076293945
2025-07-31,23.34000015258789
2025-08-01,23.1200008392334
