Date,INDUSTOWER.NS
2015-08-21,284.1054992675781
2015-08-24,265.4166564941406
2015-08-25,283.99969482421875
2015-08-26,272.9627380371094
2015-08-27,276.1715393066406
2015-08-28,275.5015563964844
2015-08-31,281.9192810058594
2015-09-01,284.28179931640625
2015-09-02,279.45086669921875
2015-09-03,285.6570129394531
2015-09-04,287.4200744628906
2015-09-07,285.58648681640625
2015-09-08,280.6850891113281
2015-09-09,287.4200744628906
2015-09-10,275.8894958496094
2015-09-11,264.1119689941406
2015-09-14,280.755615234375
2015-09-15,274.4436950683594
2015-09-16,267.9202575683594
2015-09-18,275.78369140625
2015-09-21,283.18865966796875
2015-09-22,292.7799072265625
2015-09-23,278.005126953125
2015-09-24,279.0982666015625
2015-09-28,265.9103088378906
2015-09-29,252.19346618652344
2015-09-30,250.5008087158203
2015-10-01,280.26190185546875
2015-10-05,289.25372314453125
2015-10-06,300.8196716308594
2015-10-07,303.81689453125
2015-10-08,289.18316650390625
2015-10-09,284.3875732421875
2015-10-12,272.4338073730469
2015-10-13,281.2139892578125
2015-10-14,287.7727355957031
2015-10-15,281.67236328125
2015-10-16,283.11810302734375
2015-10-19,292.49786376953125
2015-10-20,286.5032958984375
2015-10-21,288.7248229980469
2015-10-23,274.1263427734375
2015-10-26,267.9555358886719
2015-10-27,272.61004638671875
2015-10-28,275.6073303222656
2015-10-29,271.9753723144531
2015-10-30,274.3026428222656
2015-11-02,273.17425537109375
2015-11-03,271.8695373535156
2015-11-04,267.74395751953125
2015-11-05,264.6056213378906
2015-11-06,267.32080078125
2015-11-09,268.4844665527344
2015-11-10,268.4139404296875
2015-11-13,265.59295654296875
2015-11-16,259.986328125
2015-11-17,271.5169677734375
2015-11-18,274.0205383300781
2015-11-19,277.44097900390625
2015-11-20,271.5169677734375
2015-11-23,268.51971435546875
2015-11-24,265.8750915527344
2015-11-26,282.83599853515625
2015-11-27,281.1434631347656
2015-11-30,273.5974426269531
2015-12-01,275.7131652832031
2015-12-02,282.7655029296875
2015-12-03,275.9599304199219
2015-12-04,279.48614501953125
2015-12-07,284.740234375
2015-12-08,284.1407470703125
2015-12-09,280.0856628417969
2015-12-10,282.0249938964844
2015-12-11,275.9952392578125
2015-12-14,275.1136779785156
2015-12-15,274.4084167480469
2015-12-16,275.0079040527344
2015-12-17,276.4536437988281
2015-12-18,280.9319152832031
2015-12-21,282.20135498046875
2015-12-22,282.5892333984375
2015-12-23,294.5430603027344
2015-12-24,292.21575927734375
2015-12-28,295.63616943359375
2015-12-29,292.7799072265625
2015-12-30,301.3486022949219
2015-12-31,301.9128112792969
2016-01-01,301.1722717285156
2016-01-04,303.2879638671875
2016-01-05,297.046630859375
2016-01-06,289.4300537109375
2016-01-07,281.8134460449219
2016-01-08,282.23663330078125
2016-01-11,278.6045837402344
2016-01-12,278.74566650390625
2016-01-13,280.5439758300781
2016-01-14,278.74566650390625
2016-01-15,273.80902099609375
2016-01-18,267.7087097167969
2016-01-19,263.8651123046875
2016-01-20,249.44297790527344
2016-01-21,255.68434143066406
2016-01-22,255.75491333007812
2016-01-25,258.9989929199219
2016-01-27,269.8948974609375
2016-01-28,260.4800109863281
2016-01-29,254.73226928710938
2016-02-01,260.6915588378906
2016-02-02,259.10479736328125
2016-02-03,251.20611572265625
2016-02-04,251.20611572265625
2016-02-05,256.5306396484375
2016-02-08,258.434814453125
2016-02-09,252.15814208984375
2016-02-10,250.0777130126953
2016-02-11,251.0650634765625
2016-02-12,270.8822326660156
2016-02-15,273.6326904296875
2016-02-16,255.825439453125
2016-02-17,248.66726684570312
2016-02-18,256.60113525390625
2016-02-19,262.1372985839844
2016-02-22,264.7113952636719
2016-02-23,265.4166564941406
2016-02-24,253.7449493408203
2016-02-25,254.59121704101562
2016-02-26,257.306396484375
2016-02-29,251.5939178466797
2016-03-01,264.1824951171875
2016-03-02,259.56317138671875
2016-03-03,259.8805236816406
2016-03-04,261.9962463378906
2016-03-08,267.0386962890625
2016-03-09,267.6029357910156
2016-03-10,266.7918701171875
2016-03-11,266.6860656738281
2016-03-14,268.3786315917969
2016-03-15,259.9158020019531
2016-03-16,258.9637451171875
2016-03-17,260.7268371582031
2016-03-18,268.44921875
2016-03-21,272.2574157714844
2016-03-22,275.64263916015625
2016-03-23,271.3053894042969
2016-03-28,263.3362121582031
2016-03-29,273.1390075683594
2016-03-30,264.6761474609375
2016-03-31,269.3659973144531
2016-04-01,271.9401550292969
2016-04-04,269.4365539550781
2016-04-05,264.1119689941406
2016-04-06,261.8904724121094
2016-04-07,262.98358154296875
2016-04-08,260.62103271484375
2016-04-11,268.94287109375
2016-04-12,271.34063720703125
2016-04-13,272.01068115234375
2016-04-18,279.8387756347656
2016-04-20,272.46905517578125
2016-04-21,262.24310302734375
2016-04-22,262.1372985839844
2016-04-25,258.68157958984375
2016-04-26,256.0369567871094
2016-04-27,264.9582214355469
2016-04-28,261.5731201171875
2016-04-29,264.4292907714844
2016-05-02,264.9229431152344
2016-05-03,270.56488037109375
2016-05-04,263.900390625
2016-05-05,260.3036193847656
2016-05-06,260.9736328125
2016-05-09,265.8045349121094
2016-05-10,267.1445007324219
2016-05-11,261.64361572265625
2016-05-12,262.4194030761719
2016-05-13,264.3940734863281
2016-05-16,271.6580810546875
2016-05-17,272.5043029785156
2016-05-18,270.1770324707031
2016-05-19,271.1643371582031
2016-05-20,266.262939453125
2016-05-23,270.4591064453125
2016-05-24,270.8822326660156
2016-05-25,278.463623046875
2016-05-26,275.14892578125
2016-05-27,272.8216552734375
2016-05-30,272.2574157714844
2016-05-31,264.147216796875
2016-06-01,271.48175048828125
2016-06-02,268.9075927734375
2016-06-03,271.1996154785156
2016-06-06,265.06402587890625
2016-06-07,263.900390625
2016-06-08,265.1345520019531
2016-06-09,264.2530517578125
2016-06-10,264.1119689941406
2016-06-13,266.756591796875
2016-06-14,268.554931640625
2016-06-15,257.48272705078125
2016-06-16,245.5641632080078
2016-06-17,238.8291473388672
2016-06-20,240.2396240234375
2016-06-21,245.42315673828125
2016-06-22,239.07598876953125
2016-06-23,227.0869140625
2016-06-24,229.0263671875
2016-06-27,231.07156372070312
2016-06-28,238.7586212158203
2016-06-29,242.56692504882812
2016-06-30,243.34263610839844
2016-07-01,246.9746856689453
2016-07-04,250.5713653564453
2016-07-05,252.6870574951172
2016-07-07,247.5035858154297
2016-07-08,243.16639709472656
2016-07-11,247.99728393554688
2016-07-12,247.04515075683594
2016-07-13,248.73777770996094
2016-07-14,248.9493865966797
2016-07-15,249.160888671875
2016-07-18,252.2287139892578
2016-07-19,251.62925720214844
2016-07-20,250.2892303466797
2016-07-21,248.66726684570312
2016-07-22,255.15542602539062
2016-07-25,258.117431640625
2016-07-26,256.2838134765625
2016-07-27,268.3786315917969
2016-07-28,282.0955810546875
2016-07-29,278.8514709472656
2016-08-01,279.4156188964844
2016-08-02,273.4211120605469
2016-08-03,279.20404052734375
2016-08-04,276.9120178222656
2016-08-05,274.51422119140625
2016-08-08,269.04864501953125
2016-08-09,273.6335144042969
2016-08-10,268.9420471191406
2016-08-11,261.5849609375
2016-08-12,260.2343444824219
2016-08-16,248.82557678222656
2016-08-17,247.8659210205078
2016-08-18,247.26174926757812
2016-08-19,243.35214233398438
2016-08-22,241.46847534179688
2016-08-23,246.08889770507812
2016-08-24,246.4087371826172
2016-08-25,241.21969604492188
2016-08-26,246.55088806152344
2016-08-29,240.2956085205078
2016-08-30,245.3424835205078
2016-08-31,249.32310485839844
2016-09-01,244.34732055664062
2016-09-02,244.31179809570312
2016-09-06,246.79974365234375
2016-09-07,248.32798767089844
2016-09-08,254.19232177734375
2016-09-09,249.71409606933594
2016-09-12,244.02743530273438
2016-09-14,243.52989196777344
2016-09-15,245.05819702148438
2016-09-16,249.89178466796875
2016-09-19,247.9014892578125
2016-09-20,253.01947021484375
2016-09-21,264.8902587890625
2016-09-22,266.63177490234375
2016-09-23,263.46856689453125
2016-09-26,259.7012634277344
2016-09-27,254.8321075439453
2016-09-28,257.8886413574219
2016-09-29,263.9662170410156
2016-09-30,259.6656799316406
2016-10-03,257.8531188964844
2016-10-04,262.43792724609375
2016-10-05,267.44927978515625
2016-10-06,271.0389404296875
2016-10-07,263.6463317871094
2016-10-10,268.3022766113281
2016-10-13,266.09869384765625
2016-10-14,259.5946350097656
2016-10-17,255.50733947753906
2016-10-18,252.59298706054688
2016-10-19,254.58326721191406
2016-10-20,261.08734130859375
2016-10-21,258.4928283691406
2016-10-24,262.8644104003906
2016-10-25,269.6528625488281
2016-10-26,263.32647705078125
2016-10-27,251.4556121826172
2016-10-28,245.6979522705078
2016-11-01,252.6640167236328
2016-11-02,260.37646484375
2016-11-03,270.7546081542969
2016-11-04,258.77716064453125
2016-11-07,252.6284637451172
2016-11-08,256.3603515625
2016-11-09,257.60430908203125
2016-11-10,275.44610595703125
2016-11-11,259.5946350097656
2016-11-15,259.3457946777344
2016-11-16,255.96939086914062
2016-11-17,255.0808563232422
2016-11-18,250.14056396484375
2016-11-21,255.64950561523438
2016-11-22,255.50733947753906
2016-11-23,256.0404357910156
2016-11-24,256.1825866699219
2016-11-25,252.77069091796875
2016-11-28,258.3861999511719
2016-11-29,262.8644104003906
2016-11-30,266.880615234375
2016-12-01,274.7707824707031
2016-12-02,274.30877685546875
2016-12-05,274.41534423828125
2016-12-06,271.32330322265625
2016-12-07,269.3329772949219
2016-12-08,263.184326171875
2016-12-09,254.47659301757812
2016-12-12,249.9273681640625
2016-12-13,252.6284637451172
2016-12-14,253.30377197265625
2016-12-15,249.57191467285156
2016-12-16,252.80621337890625
2016-12-19,245.20033264160156
2016-12-20,245.55575561523438
2016-12-21,238.80291748046875
2016-12-22,239.69137573242188
2016-12-23,239.12269592285156
2016-12-26,232.33438110351562
2016-12-27,235.88845825195312
2016-12-28,240.89984130859375
2016-12-29,243.0323028564453
2016-12-30,244.1340789794922
2017-01-02,244.6672821044922
2017-01-03,242.7479705810547
2017-01-04,250.46046447753906
2017-01-05,248.8611297607422
2017-01-06,251.81106567382812
2017-01-09,248.22137451171875
2017-01-10,251.31341552734375
2017-01-11,251.10018920898438
2017-01-12,255.0808563232422
2017-01-13,251.4911651611328
2017-01-16,252.735107421875
2017-01-17,251.1357421875
2017-01-18,249.18096923828125
2017-01-19,254.6543731689453
2017-01-20,251.064697265625
2017-01-23,246.51531982421875
2017-01-24,249.25205993652344
2017-01-25,250.0339813232422
2017-01-27,251.562255859375
2017-01-30,233.64939880371094
2017-01-31,208.84144592285156
2017-02-01,209.2323760986328
2017-02-02,207.91737365722656
2017-02-03,213.1419677734375
2017-02-06,216.48289489746094
2017-02-07,214.17263793945312
2017-02-08,220.3924102783203
2017-02-09,226.75433349609375
2017-02-10,225.36819458007812
