Date,NIFTYQLITY.NS
2022-08-19,17.639999389648438
2022-08-22,14.470000267028809
2022-08-23,14.4399995803833
2022-08-24,14.529999732971191
2022-08-25,14.430000305175781
2022-08-26,14.619999885559082
2022-08-29,14.510000228881836
2022-08-30,14.670000076293945
2022-09-01,14.84000015258789
2022-09-02,14.539999961853027
2022-09-05,14.699999809265137
2022-09-06,14.5600004196167
2022-09-07,14.630000114440918
2022-09-08,14.670000076293945
2022-09-12,14.970000267028809
2022-09-13,14.90999984741211
2022-09-14,14.699999809265137
2022-09-15,14.649999618530273
2022-09-16,14.239999771118164
2022-09-19,14.039999961853027
2022-09-20,14.5
2022-09-21,14.40999984741211
2022-09-22,14.539999961853027
2022-09-23,14.399999618530273
2022-09-26,14.260000228881836
2022-09-27,14.40999984741211
2022-09-28,14.289999961853027
2022-09-29,14.479999542236328
2022-09-30,14.3100004196167
2022-10-03,14.029999732971191
2022-10-04,14.369999885559082
2022-10-06,14.319999694824219
2022-10-07,14.40999984741211
2022-10-10,14.34000015258789
2022-10-11,14.220000267028809
2022-10-12,14.199999809265137
2022-10-13,14.119999885559082
2022-10-14,14.270000457763672
2022-10-17,14.119999885559082
2022-10-18,14.229999542236328
2022-10-19,14.369999885559082
2022-10-20,14.239999771118164
2022-10-21,14.34000015258789
2022-10-24,14.6899995803833
2022-10-25,14.489999771118164
2022-10-27,14.600000381469727
2022-10-28,14.359999656677246
2022-10-31,14.489999771118164
2022-11-01,14.739999771118164
2022-11-02,14.59000015258789
2022-11-03,14.640000343322754
2022-11-04,14.550000190734863
2022-11-07,14.569999694824219
2022-11-09,14.729999542236328
2022-11-10,14.430000305175781
2022-11-11,14.680000305175781
2022-11-14,14.65999984741211
2022-11-15,14.779999732971191
2022-11-16,14.670000076293945
2022-11-17,14.579999923706055
2022-11-18,14.539999961853027
2022-11-21,14.539999961853027
2022-11-22,14.359999656677246
2022-11-23,14.550000190734863
2022-11-24,14.600000381469727
2022-11-25,14.649999618530273
2022-11-28,14.680000305175781
2022-11-29,14.8100004196167
2022-11-30,14.9399995803833
2022-12-01,15.029999732971191
2022-12-02,15.029999732971191
2022-12-05,14.989999771118164
2022-12-06,15.0
2022-12-07,14.869999885559082
2022-12-08,14.930000305175781
2022-12-09,14.640000343322754
2022-12-12,14.710000038146973
2022-12-13,14.710000038146973
2022-12-14,14.699999809265137
2022-12-15,14.720000267028809
2022-12-16,14.520000457763672
2022-12-19,14.539999961853027
2022-12-20,14.5
2022-12-21,14.489999771118164
2022-12-22,14.569999694824219
2022-12-23,14.210000038146973
2022-12-26,14.239999771118164
2022-12-27,14.329999923706055
2022-12-28,14.239999771118164
2022-12-29,14.279999732971191
2022-12-30,14.260000228881836
2023-01-02,14.329999923706055
2023-01-03,14.239999771118164
2023-01-04,14.210000038146973
2023-01-05,14.210000038146973
2023-01-06,14.210000038146973
2023-01-09,14.319999694824219
2023-01-10,14.279999732971191
2023-01-11,14.170000076293945
2023-01-12,14.130000114440918
2023-01-13,14.1899995803833
2023-01-16,14.199999809265137
2023-01-17,14.289999961853027
2023-01-18,14.329999923706055
2023-01-19,14.260000228881836
2023-01-20,14.15999984741211
2023-01-23,14.270000457763672
2023-01-24,14.34000015258789
2023-01-25,14.199999809265137
2023-01-27,14.09000015258789
2023-01-30,14.1899995803833
2023-01-31,14.199999809265137
2023-02-01,14.119999885559082
2023-02-02,14.270000457763672
2023-02-03,14.329999923706055
2023-02-06,14.220000267028809
2023-02-07,14.140000343322754
2023-02-08,14.359999656677246
2023-02-09,14.260000228881836
2023-02-10,14.149999618530273
2023-02-13,14.180000305175781
2023-02-14,14.1899995803833
2023-02-15,14.270000457763672
2023-02-16,14.329999923706055
2023-02-17,14.1899995803833
2023-02-20,14.319999694824219
2023-02-21,14.220000267028809
2023-02-22,14.199999809265137
2023-02-23,14.199999809265137
2023-02-24,14.119999885559082
2023-02-27,14.020000457763672
2023-02-28,14.109999656677246
2023-03-01,14.210000038146973
2023-03-02,14.0600004196167
2023-03-03,14.199999809265137
2023-03-06,14.109999656677246
2023-03-08,14.229999542236328
2023-03-09,14.140000343322754
2023-03-10,14.109999656677246
2023-03-13,13.979999542236328
2023-03-14,13.920000076293945
2023-03-15,13.930000305175781
2023-03-16,14.050000190734863
2023-03-17,14.069999694824219
2023-03-20,14.0
2023-03-21,14.020000457763672
2023-03-22,13.989999771118164
2023-03-23,13.979999542236328
2023-03-24,13.890000343322754
2023-03-27,13.880000114440918
2023-03-28,13.75
2023-03-29,13.84000015258789
2023-03-31,14.029999732971191
2023-04-03,14.15999984741211
2023-04-05,14.270000457763672
2023-04-06,14.350000381469727
2023-04-10,14.329999923706055
2023-04-11,14.289999961853027
2023-04-12,14.420000076293945
2023-04-13,14.319999694824219
2023-04-17,14.289999961853027
2023-04-18,14.350000381469727
2023-04-19,14.229999542236328
2023-04-20,14.279999732971191
2023-04-21,14.300000190734863
2023-04-24,14.34000015258789
2023-04-25,14.399999618530273
2023-04-26,14.390000343322754
2023-04-27,14.5
2023-04-28,14.630000114440918
2023-05-02,14.739999771118164
2023-05-03,14.75
2023-05-04,14.819999694824219
2023-05-05,14.899999618530273
2023-05-08,14.869999885559082
2023-05-09,14.890000343322754
2023-05-10,14.989999771118164
2023-05-11,15.010000228881836
2023-05-12,15.199999809265137
2023-05-15,15.119999885559082
2023-05-16,15.130000114440918
2023-05-17,15.140000343322754
2023-05-18,14.989999771118164
