Date,BANKINDIA.NS
2015-08-21,146.35694885253906
2015-08-24,123.37056732177734
2015-08-25,123.85401916503906
2015-08-26,122.09597778320312
2015-08-27,125.48021697998047
2015-08-28,124.42540740966797
2015-08-31,124.95279693603516
2015-09-01,118.22830200195312
2015-09-02,115.0638198852539
2015-09-03,117.3053207397461
2015-09-04,113.12996673583984
2015-09-07,111.85540008544922
2015-09-08,117.34928131103516
2015-09-09,118.9315185546875
2015-09-10,115.85494232177734
2015-09-11,116.11865997314453
2015-09-14,119.54682922363281
2015-09-15,120.07424926757812
2015-09-16,121.87622833251953
2015-09-18,123.32662963867188
2015-09-21,126.18343353271484
2015-09-22,120.20610046386719
2015-09-23,119.28311920166016
2015-09-24,118.79966735839844
2015-09-28,119.32707977294922
2015-09-29,121.12906646728516
2015-09-30,119.19522094726562
2015-10-01,118.09645080566406
2015-10-05,122.35970306396484
2015-10-06,124.6891098022461
2015-10-07,128.20518493652344
2015-10-08,127.89752197265625
2015-10-09,127.1503677368164
2015-10-12,126.53502655029297
2015-10-13,125.04070281982422
2015-10-14,124.3375015258789
2015-10-15,125.3044204711914
2015-10-16,126.13949584960938
2015-10-19,124.64515686035156
2015-10-20,125.26046752929688
2015-10-21,121.74436950683594
2015-10-23,121.70043182373047
2015-10-26,120.51375579833984
2015-10-27,120.6895523071289
2015-10-28,118.18435668945312
2015-10-29,117.52508544921875
2015-10-30,115.41543579101562
2015-11-02,116.64606475830078
2015-11-03,117.0855712890625
2015-11-04,117.3053207397461
2015-11-05,116.47026062011719
2015-11-06,118.22830200195312
2015-11-09,117.39323425292969
2015-11-10,115.94284057617188
2015-11-13,114.4924545288086
2015-11-16,116.95372009277344
2015-11-17,115.85494232177734
2015-11-18,113.04207611083984
2015-11-19,113.30577850341797
2015-11-20,113.92110443115234
2015-11-23,112.82232666015625
2015-11-24,109.52598571777344
2015-11-26,111.10823059082031
2015-11-27,114.53640747070312
2015-11-30,114.93197631835938
2015-12-01,114.80012512207031
2015-12-02,111.98725891113281
2015-12-03,110.14130401611328
2015-12-04,108.42721557617188
2015-12-07,107.02079010009766
2015-12-08,103.81236267089844
2015-12-09,102.75753021240234
2015-12-10,102.71357727050781
2015-12-11,101.30714416503906
2015-12-14,101.74665832519531
2015-12-15,101.79061126708984
2015-12-16,101.92245483398438
2015-12-17,103.10914611816406
2015-12-18,103.32889556884766
2015-12-21,103.68051147460938
2015-12-22,102.31803131103516
2015-12-23,103.41680145263672
2015-12-24,103.28494262695312
2015-12-28,103.59260559082031
2015-12-29,102.58172607421875
2015-12-30,101.3950424194336
2015-12-31,101.04344177246094
2016-01-01,103.15309143066406
2016-01-04,100.82369232177734
2016-01-05,100.12046813964844
2016-01-06,100.4281234741211
2016-01-07,95.85721588134766
2016-01-08,96.60438537597656
2016-01-11,94.49473571777344
2016-01-12,91.76976776123047
2016-01-13,88.07788848876953
2016-01-14,86.14403533935547
2016-01-15,83.11141967773438
2016-01-18,81.22152709960938
2016-01-19,82.408203125
2016-01-20,80.21065521240234
2016-01-21,83.81463623046875
2016-01-22,88.56134796142578
2016-01-25,87.55046844482422
2016-01-27,87.63836669921875
2016-01-28,86.9791030883789
2016-01-29,88.1657943725586
2016-02-01,85.92428588867188
2016-02-02,84.78154754638672
2016-02-03,81.74893951416016
2016-02-04,81.83683776855469
2016-02-05,85.92428588867188
2016-02-08,89.7480239868164
2016-02-09,84.1662368774414
2016-02-10,79.4634780883789
2016-02-11,74.89257049560547
2016-02-12,74.36515808105469
2016-02-15,78.58446502685547
2016-02-16,75.1562728881836
2016-02-17,75.6397476196289
2016-02-18,75.28813171386719
2016-02-19,76.82642364501953
2016-02-22,76.34295654296875
2016-02-23,74.40911102294922
2016-02-24,75.41999053955078
2016-02-25,73.66194152832031
2016-02-26,73.57403564453125
2016-02-29,73.2224349975586
2016-03-01,76.16715240478516
2016-03-02,81.83683776855469
2016-03-03,81.66104125976562
2016-03-04,82.97956848144531
2016-03-08,81.3094253540039
2016-03-09,82.80374908447266
2016-03-10,82.36425018310547
2016-03-11,82.01264190673828
2016-03-14,82.45215606689453
2016-03-15,83.50696563720703
2016-03-16,83.85858917236328
2016-03-17,83.37511444091797
2016-03-18,84.91339874267578
2016-03-21,86.9791030883789
2016-03-22,86.18798828125
2016-03-23,84.86945343017578
2016-03-28,82.2323989868164
2016-03-29,82.58399963378906
2016-03-30,84.82550048828125
2016-03-31,85.30897521972656
2016-04-01,88.34159088134766
2016-04-04,87.68231964111328
2016-04-05,82.80374908447266
2016-04-06,81.6170883178711
2016-04-07,79.81509399414062
2016-04-08,80.12274932861328
2016-04-11,81.70498657226562
2016-04-12,82.58399963378906
2016-04-13,83.1993179321289
2016-04-18,81.39733123779297
2016-04-20,83.2432632446289
2016-04-21,85.35292053222656
2016-04-22,85.57266998291016
2016-04-25,84.82550048828125
2016-04-26,85.61662292480469
2016-04-27,85.0892105102539
2016-04-28,84.25413513183594
2016-04-29,81.3094253540039
2016-05-02,79.19977569580078
2016-05-03,77.04618072509766
2016-05-04,75.28813171386719
2016-05-05,75.55184173583984
2016-05-06,76.07925415039062
2016-05-09,78.40866088867188
2016-05-10,78.23285675048828
2016-05-11,76.16715240478516
2016-05-12,76.47480773925781
2016-05-13,75.33207702636719
2016-05-16,72.95872497558594
2016-05-17,73.88169860839844
2016-05-18,74.9365234375
2016-05-19,72.43130493164062
2016-05-20,71.42044067382812
2016-05-23,71.06883239746094
2016-05-24,70.71721649169922
2016-05-25,73.04662322998047
2016-05-26,74.9365234375
2016-05-27,76.43085479736328
2016-05-30,75.9034423828125
2016-05-31,76.16715240478516
2016-06-01,75.55184173583984
2016-06-02,76.12319946289062
2016-06-03,73.92564392089844
2016-06-06,74.27725982666016
2016-06-07,75.28813171386719
2016-06-08,77.7493896484375
2016-06-09,78.98001861572266
2016-06-10,78.23285675048828
2016-06-13,76.73851776123047
2016-06-14,79.50743865966797
2016-06-15,80.12274932861328
2016-06-16,81.83683776855469
2016-06-17,82.54005432128906
2016-06-20,84.95735168457031
2016-06-21,84.56179809570312
2016-06-22,84.07833862304688
2016-06-23,84.73760223388672
2016-06-24,83.4630126953125
2016-06-27,86.9351577758789
2016-06-28,87.81417846679688
2016-06-29,87.94603729248047
2016-06-30,89.0008544921875
2016-07-01,91.59396362304688
2016-07-04,96.16487121582031
2016-07-05,97.04389953613281
2016-07-07,96.20881652832031
2016-07-08,95.02214813232422
2016-07-11,99.94466400146484
2016-07-12,100.16442108154297
2016-07-13,98.5382308959961
2016-07-14,102.80147552490234
2016-07-15,100.77973937988281
2016-07-18,97.2636489868164
2016-07-19,98.1426773071289
2016-07-20,96.4725341796875
2016-07-21,94.18708801269531
2016-07-22,93.39596557617188
2016-07-25,96.56043243408203
2016-07-26,97.17575073242188
2016-07-27,98.71403503417969
2016-07-28,97.2636489868164
2016-07-29,98.1426773071289
2016-08-01,96.51648712158203
2016-08-02,96.4725341796875
2016-08-03,95.63746643066406
2016-08-04,96.99994659423828
2016-08-05,97.96686553955078
2016-08-08,96.82414245605469
2016-08-09,97.04389953613281
2016-08-10,93.4399185180664
2016-08-11,91.06655883789062
2016-08-12,100.29627227783203
2016-08-16,98.45032501220703
2016-08-17,98.97773742675781
2016-08-18,99.02169036865234
2016-08-19,99.54911041259766
2016-08-22,100.0325698852539
2016-08-23,101.13134765625
2016-08-24,100.55997467041016
2016-08-25,99.37330627441406
2016-08-26,97.48340606689453
2016-08-29,97.87896728515625
2016-08-30,102.40592956542969
2016-08-31,103.06519317626953
2016-09-01,100.34022521972656
2016-09-02,102.88938903808594
2016-09-06,104.95508575439453
2016-09-07,108.11955261230469
2016-09-08,109.08648681640625
2016-09-09,108.4711685180664
2016-09-12,101.87850952148438
2016-09-14,106.62522888183594
2016-09-15,104.7353286743164
2016-09-16,102.44988250732422
2016-09-19,102.977294921875
2016-09-20,102.66963195800781
2016-09-21,101.83455657958984
2016-09-22,105.17485046386719
2016-09-23,104.12001037597656
2016-09-26,103.46074676513672
2016-09-27,102.44988250732422
2016-09-28,105.48249816894531
2016-09-29,96.82414245605469
2016-09-30,98.88983917236328
2016-10-03,102.31803131103516
2016-10-04,104.64743041992188
2016-10-05,105.17485046386719
2016-10-06,102.53778076171875
2016-10-07,102.80147552490234
2016-10-10,102.05431365966797
2016-10-13,97.57130432128906
2016-10-14,98.4942855834961
2016-10-17,97.3075942993164
2016-10-18,99.06563568115234
2016-10-19,99.1535415649414
2016-10-20,100.60392761230469
2016-10-21,99.63700866699219
2016-10-24,101.04344177246094
2016-10-25,100.25232696533203
2016-10-26,100.34022521972656
2016-10-27,99.81281280517578
2016-10-28,100.9555435180664
2016-11-01,100.0765151977539
2016-11-02,95.90116119384766
2016-11-03,95.59351348876953
2016-11-04,93.39596557617188
2016-11-07,95.549560546875
2016-11-08,95.81326293945312
2016-11-09,96.4725341796875
2016-11-10,109.13043975830078
2016-11-11,107.28449249267578
2016-11-15,108.33930969238281
2016-11-16,106.44942474365234
2016-11-17,105.30670166015625
2016-11-18,106.80103302001953
2016-11-21,102.977294921875
2016-11-22,102.977294921875
2016-11-23,103.10914611816406
2016-11-24,105.52645111083984
2016-11-25,106.713134765625
2016-11-28,103.63655853271484
2016-11-29,102.36197662353516
2016-11-30,105.0429916381836
2016-12-01,102.66963195800781
2016-12-02,102.1422119140625
2016-12-05,103.1970443725586
2016-12-06,102.84542846679688
2016-12-07,100.4281234741211
2016-12-08,100.82369232177734
2016-12-09,102.88938903808594
2016-12-12,101.65876007080078
2016-12-13,101.08739471435547
2016-12-14,100.12046813964844
2016-12-15,100.2083740234375
2016-12-16,99.76885986328125
2016-12-19,98.88983917236328
2016-12-20,97.04389953613281
2016-12-21,95.90116119384766
2016-12-22,94.62659454345703
2016-12-23,94.09918975830078
2016-12-26,90.97865295410156
2016-12-27,92.07743072509766
2016-12-28,91.6379165649414
2016-12-29,92.60485076904297
2016-12-30,94.27498626708984
2017-01-02,94.4507827758789
2017-01-03,95.24189758300781
2017-01-04,94.67053985595703
2017-01-05,96.2967300415039
2017-01-06,97.17575073242188
2017-01-09,97.74711608886719
2017-01-10,97.79106903076172
2017-01-11,100.4281234741211
2017-01-12,100.34022521972656
2017-01-13,100.2083740234375
2017-01-16,101.3950424194336
2017-01-17,101.13134765625
2017-01-18,101.26319122314453
2017-01-19,101.61480712890625
2017-01-20,98.75798797607422
2017-01-23,100.34022521972656
2017-01-24,100.9555435180664
