Date,REP.MC
2015-08-24,6.467597007751465
2015-08-25,6.710163116455078
2015-08-26,6.546694755554199
2015-08-27,6.889451503753662
2015-08-28,6.965915679931641
2015-08-31,6.7259840965271
2015-09-01,6.483414649963379
2015-09-02,6.3753156661987305
2015-09-03,6.449138641357422
2015-09-04,6.217119216918945
2015-09-07,6.172295570373535
2015-09-08,6.1854777336120605
2015-09-09,6.2619404792785645
2015-09-10,6.064194679260254
2015-09-11,5.887543678283691
2015-09-14,5.853266716003418
2015-09-15,5.927092552185059
2015-09-16,6.056286334991455
2015-09-17,5.985097408294678
2015-09-18,5.695070743560791
2015-09-21,5.650247573852539
2015-09-22,5.373404502868652
2015-09-23,5.28903341293335
2015-09-24,5.304851531982422
2015-09-25,5.323309421539307
2015-09-28,5.296942234039307
2015-09-29,5.394496917724609
2015-09-30,5.489414691925049
2015-10-01,5.689796447753906
2015-10-02,5.821627140045166
2015-10-05,6.222391605377197
2015-10-06,6.385861396789551
2015-10-07,6.522964954376221
2015-10-08,6.504509449005127
2015-10-09,6.657431602478027
2015-10-12,6.520328521728516
2015-10-13,6.359496593475342
2015-10-14,6.412228107452393
2015-10-15,6.1380205154418945
2015-10-16,6.232937812805176
2015-10-19,6.024646282196045
2015-10-20,5.932364463806152
2015-10-21,5.958731651306152
2015-10-22,6.1380205154418945
2015-10-23,6.103742599487305
2015-10-26,6.080015182495117
2015-10-27,5.842719554901123
2015-10-28,6.103742599487305
2015-10-29,6.053647994995117
2015-10-30,6.0510125160217285
2015-11-02,6.101108074188232
2015-11-03,6.549331188201904
2015-11-04,6.620518684387207
2015-11-05,6.480779647827148
2015-11-06,6.483414649963379
2015-11-09,6.420137405395508
2015-11-10,6.441229820251465
2015-11-11,6.385861396789551
2015-11-12,5.921817779541016
2015-11-13,5.879631996154785
2015-11-16,5.979825019836426
2015-11-17,6.280396938323975
2015-11-18,6.388497352600098
2015-11-19,6.462322235107422
2015-11-20,6.314672946929932
2015-11-23,6.333129405975342
2015-11-24,6.4913249015808105
2015-11-25,6.454413414001465
2015-11-26,6.573061466217041
2015-11-27,6.5018720626831055
2015-11-30,6.5097808837890625
2015-12-01,6.4728684425354
2015-12-02,6.341040134429932
2015-12-03,6.156476974487305
2015-12-04,6.074742317199707
2015-12-07,5.737256050109863
2015-12-08,5.62388277053833
2015-12-09,5.7583489418029785
2015-12-10,5.795261859893799
2015-12-11,5.621246337890625
2015-12-14,5.402406692504883
2015-12-15,5.592243194580078
2015-12-16,5.642337799072266
2015-12-17,5.671340465545654
2015-12-18,5.650247573852539
2015-12-21,5.4887189865112305
2015-12-22,5.551565647125244
2015-12-23,5.920935153961182
2015-12-24,6.031195163726807
2015-12-28,5.783110618591309
2015-12-29,5.777596950531006
2015-12-30,5.678363800048828
2015-12-31,5.579131126403809
2016-01-04,5.5460524559021
2016-01-05,5.496986389160156
2016-01-06,5.33986759185791
2016-01-07,5.128169059753418
2016-01-08,4.922534942626953
2016-01-11,4.816134929656982
2016-01-12,4.747222900390625
2016-01-13,4.866302013397217
2016-01-14,4.998063087463379
2016-01-15,4.7582478523254395
2016-01-18,4.650745391845703
2016-01-19,4.686028480529785
2016-01-20,4.423059463500977
2016-01-21,4.608847141265869
2016-01-22,4.92694616317749
2016-01-25,4.770376682281494
2016-01-26,4.975459575653076
2016-01-27,4.866853713989258
2016-01-28,5.124859809875488
2016-01-29,5.232915878295898
2016-02-01,5.075244903564453
2016-02-02,4.781402587890625
2016-02-03,4.755492687225342
2016-02-04,5.0757951736450195
2016-02-05,5.244493007659912
2016-02-08,4.933561325073242
2016-02-09,4.7593512535095215
2016-02-10,4.800699234008789
2016-02-11,4.5399346351623535
2016-02-12,4.8448028564453125
2016-02-15,4.944035530090332
2016-02-16,4.834878921508789
2016-02-17,5.0995025634765625
2016-02-18,4.9964094161987305
2016-02-19,4.8784308433532715
2016-02-22,5.093989372253418
2016-02-23,4.925843715667725
2016-02-24,4.730684280395508
2016-02-25,4.859686374664307
2016-02-26,5.224094390869141
2016-02-29,5.2505574226379395
2016-03-01,5.461703300476074
2016-03-02,5.625990390777588
2016-03-03,5.818944931030273
2016-03-04,5.865804672241211
2016-03-07,6.022924900054932
2016-03-08,5.849266052246094
2016-03-09,5.843752384185791
2016-03-10,5.637017726898193
2016-03-11,5.818944931030273
2016-03-14,5.843752384185791
2016-03-15,5.7114410400390625
2016-03-16,5.750033378601074
2016-03-17,5.893370151519775
2016-03-18,5.810675144195557
2016-03-21,5.763815402984619
2016-03-22,5.739006996154785
2016-03-23,5.584643840789795
2016-03-24,5.483756065368652
2016-03-29,5.441306114196777
2016-03-30,5.551565647125244
2016-03-31,5.468871593475342
2016-04-01,5.302931308746338
2016-04-04,5.282532691955566
2016-04-05,5.138644695281982
2016-04-06,5.138092517852783
2016-04-07,5.078001499176025
2016-04-08,5.221890449523926
2016-04-11,5.295763969421387
2016-04-12,5.46942138671875
2016-04-13,5.824458599090576
2016-04-14,5.832726001739502
2016-04-15,5.788623332977295
2016-04-18,5.816187858581543
2016-04-19,6.017412185668945
2016-04-20,6.185558319091797
2016-04-21,6.257227897644043
2016-04-22,6.2462005615234375
2016-04-25,6.113889694213867
2016-04-26,6.282035827636719
2016-04-27,6.428128719329834
