Date,BSOFT.NS
2015-08-21,61.999717712402344
2015-08-24,56.21410369873047
2015-08-25,55.11953353881836
2015-08-26,54.051021575927734
2015-08-27,55.01530075073242
2015-08-28,55.09347915649414
2015-08-31,53.45161819458008
2015-09-01,52.35704803466797
2015-09-02,53.24311828613281
2015-09-03,53.6340446472168
2015-09-04,52.22673797607422
2015-09-07,52.018245697021484
2015-09-08,52.27885818481445
2015-09-09,52.40916442871094
2015-09-10,52.1485595703125
2015-09-11,52.330989837646484
2015-09-14,52.85221481323242
2015-09-15,52.48735427856445
2015-09-16,52.774024963378906
2015-09-18,56.37047576904297
2015-09-21,57.543235778808594
2015-09-22,56.83957290649414
2015-09-23,57.100181579589844
2015-09-24,57.46505355834961
2015-09-28,56.161991119384766
2015-09-29,54.96316909790039
2015-09-30,55.66682052612305
2015-10-01,55.432273864746094
2015-10-05,57.28261184692383
2015-10-06,58.168701171875
2015-10-07,58.45537185668945
2015-10-08,58.220829010009766
2015-10-09,59.940860748291016
2015-10-12,62.31243896484375
2015-10-13,61.45241165161133
2015-10-14,60.93119812011719
2015-10-15,60.826942443847656
2015-10-16,61.243919372558594
2015-10-19,62.46880340576172
2015-10-20,64.08460998535156
2015-10-21,64.50157928466797
2015-10-23,70.39141082763672
2015-10-26,71.77267456054688
2015-10-27,71.38175201416016
2015-10-28,71.82479095458984
2015-10-29,71.77267456054688
2015-10-30,71.3035659790039
2015-11-02,72.97148132324219
2015-11-03,74.84789276123047
2015-11-04,75.29094696044922
2015-11-05,72.81513977050781
2015-11-06,75.23882293701172
2015-11-09,79.40863037109375
2015-11-10,78.0794906616211
2015-11-13,80.34683227539062
2015-11-16,80.94624328613281
2015-11-17,80.24258422851562
2015-11-18,80.9722900390625
2015-11-19,83.8129653930664
2015-11-20,86.94031524658203
2015-11-23,83.36991119384766
2015-11-24,83.55235290527344
2015-11-26,82.09292602539062
2015-11-27,80.68562316894531
2015-11-30,80.11227416992188
2015-12-01,83.23961639404297
2015-12-02,85.89787292480469
2015-12-03,84.30813598632812
2015-12-04,81.33714294433594
2015-12-07,82.27534484863281
2015-12-08,81.8583984375
2015-12-09,81.93655395507812
2015-12-10,84.41239166259766
2015-12-11,88.00881958007812
2015-12-14,89.31190490722656
2015-12-15,90.66707611083984
2015-12-16,88.68641662597656
2015-12-17,88.29550170898438
2015-12-18,86.99244689941406
2015-12-21,88.58218383789062
2015-12-22,88.1391372680664
2015-12-23,87.43548583984375
2015-12-24,87.48761749267578
2015-12-28,87.22698974609375
2015-12-29,88.21733093261719
2015-12-30,88.50399017333984
2015-12-31,88.06095123291016
2016-01-01,87.9306411743164
2016-01-04,88.11309814453125
2016-01-05,88.2433853149414
2016-01-06,86.60152435302734
2016-01-07,83.13536834716797
2016-01-08,83.34386444091797
2016-01-11,82.58809661865234
2016-01-12,83.23961639404297
2016-01-13,79.01771545410156
2016-01-14,79.2783203125
2016-01-15,77.48008728027344
2016-01-18,75.1085205078125
2016-01-19,72.52843475341797
2016-01-20,74.84789276123047
2016-01-21,72.4241943359375
2016-01-22,73.77938079833984
2016-01-25,76.41156768798828
2016-01-27,74.24848937988281
2016-01-28,74.87396240234375
2016-01-29,74.6915283203125
2016-02-01,73.59696960449219
2016-02-02,74.06604766845703
2016-02-03,71.61629486083984
2016-02-04,68.5671615600586
2016-02-05,71.38175201416016
2016-02-08,70.54779815673828
2016-02-09,68.8277587890625
2016-02-10,67.23800659179688
2016-02-11,61.713035583496094
2016-02-12,58.92449188232422
2016-02-15,62.963985443115234
2016-02-16,62.833675384521484
2016-02-17,62.78153610229492
2016-02-18,62.234256744384766
2016-02-19,64.91856384277344
2016-02-22,65.67434692382812
2016-02-23,64.37127685546875
2016-02-24,67.29013061523438
2016-02-25,66.0913314819336
2016-02-26,68.46289825439453
2016-02-29,69.73988342285156
2016-03-01,71.66844177246094
2016-03-02,73.9878921508789
2016-03-03,78.78313446044922
2016-03-04,75.36913299560547
2016-03-08,74.32667541503906
2016-03-09,73.5187759399414
2016-03-10,74.14425659179688
2016-03-11,74.2224349975586
2016-03-14,74.11819458007812
2016-03-15,73.28423309326172
2016-03-16,73.2060546875
2016-03-17,73.77938079833984
2016-03-18,74.76969909667969
2016-03-21,74.53517150878906
2016-03-22,74.71759033203125
2016-03-23,74.95214080810547
2016-03-28,74.90001678466797
2016-03-29,73.96182250976562
2016-03-30,74.37881469726562
2016-03-31,77.0631103515625
2016-04-01,78.88739013671875
2016-04-04,78.8092041015625
2016-04-05,77.8188705444336
2016-04-06,78.91051483154297
2016-04-07,76.1412582397461
2016-04-08,75.98302459716797
2016-04-11,78.0665512084961
2016-04-12,78.0137939453125
2016-04-13,77.88192749023438
2016-04-18,80.88854217529297
2016-04-20,81.04679107666016
2016-04-21,81.41603088378906
2016-04-22,79.09512329101562
2016-04-25,79.96548461914062
2016-04-26,80.22920227050781
2016-04-27,81.36329650878906
2016-04-28,84.95013427734375
2016-04-29,84.34352111816406
2016-05-02,84.07979583740234
2016-05-03,84.42263793945312
2016-05-04,83.42042541503906
2016-05-05,83.71055603027344
2016-05-06,83.26219177246094
2016-05-09,86.24244689941406
2016-05-10,86.74354553222656
2016-05-11,86.84903717041016
2016-05-12,86.84903717041016
2016-05-13,86.76990509033203
2016-05-16,85.16111755371094
2016-05-17,84.55451202392578
2016-05-18,86.18968200683594
2016-05-19,86.63804626464844
2016-05-20,86.42707061767578
2016-05-23,85.05562591552734
2016-05-24,85.45121002197266
2016-05-25,86.21607208251953
2016-05-26,87.06002807617188
2016-05-27,91.17431640625
2016-05-30,93.67986297607422
2016-05-31,95.47327423095703
2016-06-01,94.41832733154297
2016-06-02,91.83369445800781
2016-06-03,92.6249008178711
2016-06-06,93.25789642333984
2016-06-07,98.2689208984375
2016-06-08,97.76780700683594
2016-06-09,94.3392105102539
2016-06-10,97.53042602539062
2016-06-13,100.14144897460938
2016-06-14,94.31282806396484
2016-06-15,94.15459442138672
2016-06-16,96.2908706665039
2016-06-17,97.37220764160156
2016-06-20,96.52824401855469
2016-06-21,101.03815460205078
2016-06-22,99.56122589111328
2016-06-23,98.71725463867188
2016-06-24,93.75898742675781
2016-06-27,93.52162170410156
2016-06-28,94.5765609741211
2016-06-29,94.9985580444336
2016-06-30,97.2139663696289
2016-07-01,82.89297485351562
2016-07-04,81.52152252197266
2016-07-05,82.3127212524414
2016-07-07,79.5962142944336
2016-07-08,78.67314910888672
2016-07-11,78.54129028320312
2016-07-12,76.43136596679688
2016-07-13,77.72369384765625
2016-07-14,76.9061050415039
2016-07-15,75.85115814208984
2016-07-18,73.84674835205078
2016-07-19,70.97198486328125
2016-07-20,69.99616241455078
2016-07-21,72.15880584716797
2016-07-22,71.1038589477539
2016-07-25,70.81373596191406
2016-07-26,70.55000305175781
2016-07-27,71.36759185791016
2016-07-28,72.7654037475586
2016-07-29,69.28407287597656
2016-08-01,69.94340515136719
2016-08-02,67.88624572753906
2016-08-03,67.1741714477539
2016-08-04,67.46427154541016
2016-08-05,69.8115463256836
2016-08-08,69.70604705810547
2016-08-09,68.57197570800781
2016-08-10,67.04228973388672
2016-08-11,67.3469467163086
