Date,FE
2015-08-03,22.60624122619629
2015-08-04,22.133502960205078
2015-08-05,22.27287483215332
2015-08-06,22.544979095458984
2015-08-07,22.73744010925293
2015-08-10,22.65116310119629
2015-08-11,22.69098472595215
2015-08-12,22.96973419189453
2015-08-13,22.863544464111328
2015-08-14,23.08919334411621
2015-08-17,23.142282485961914
2015-08-18,22.99627685546875
2015-08-19,23.148923873901367
2015-08-20,22.817081451416016
2015-08-21,22.558252334594727
2015-08-24,21.728660583496094
2015-08-25,21.051706314086914
2015-08-26,21.330453872680664
2015-08-27,21.576011657714844
2015-08-28,21.56273651123047
2015-08-31,21.210994720458984
2015-09-01,20.56059455871582
2015-09-02,20.480953216552734
2015-09-03,20.739784240722656
2015-09-04,20.301759719848633
2015-09-08,20.69333267211914
2015-09-09,20.4278621673584
2015-09-10,20.288488388061523
2015-09-11,20.301759719848633
2015-09-14,20.494224548339844
2015-09-15,20.69996452331543
2015-09-16,20.95879554748535
2015-09-17,21.051706314086914
2015-09-18,20.660144805908203
2015-09-21,20.806154251098633
2015-09-22,20.50750160217285
2015-09-23,20.222124099731445
2015-09-24,20.388042449951172
2015-09-25,20.600419998168945
2015-09-28,20.51413917541504
2015-09-29,20.461042404174805
2015-09-30,20.77960777282715
2015-10-01,20.301759719848633
2015-10-02,20.540685653686523
2015-10-05,20.972070693969727
2015-10-06,20.673419952392578
2015-10-07,20.593778610229492
2015-10-08,20.799514770507812
2015-10-09,20.94552230834961
2015-10-12,21.503007888793945
2015-10-13,21.4565486907959
2015-10-14,21.569381713867188
2015-10-15,21.728660583496094
2015-10-16,21.569381713867188
2015-10-19,21.3835506439209
2015-10-20,21.655654907226562
2015-10-21,21.39682388305664
2015-10-22,21.576011657714844
2015-10-23,21.018526077270508
2015-10-26,20.766332626342773
2015-10-27,20.69996452331543
2015-10-28,20.467681884765625
2015-10-29,20.454404830932617
2015-10-30,20.706600189208984
2015-11-02,20.6800594329834
2015-11-03,20.620325088500977
2015-11-04,20.808332443237305
2015-11-05,20.412172317504883
2015-11-06,19.666860580444336
2015-11-09,19.552715301513672
2015-11-10,19.7944393157959
2015-11-11,20.284597396850586
2015-11-12,20.251028060913086
2015-11-13,20.546466827392578
2015-11-16,20.43903160095215
2015-11-17,20.18387794494629
2015-11-18,20.41888427734375
2015-11-19,20.95604705810547
2015-11-20,21.14405632019043
2015-11-23,20.929197311401367
2015-11-24,20.922481536865234
2015-11-25,20.76804542541504
2015-11-27,20.9157657623291
2015-11-30,21.0769100189209
2015-12-01,21.66779327392578
2015-12-02,21.473073959350586
2015-12-03,21.52007293701172
2015-12-04,22.037090301513672
2015-12-07,21.808799743652344
2015-12-08,21.419355392456055
2015-12-09,21.52007293701172
2015-12-10,21.184345245361328
2015-12-11,21.123912811279297
2015-12-14,20.801616668701172
2015-12-15,20.90233612060547
2015-12-16,21.244775772094727
2015-12-17,21.170915603637695
2015-12-18,20.821760177612305
2015-12-21,20.86204719543457
2015-12-22,21.298486709594727
2015-12-23,21.802082061767578
2015-12-24,21.889371871948242
2015-12-28,21.916221618652344
2015-12-29,21.889371871948242
2015-12-30,21.681222915649414
2015-12-31,21.305206298828125
2016-01-04,21.150774002075195
2016-01-05,21.17763328552246
2016-01-06,21.385784149169922
2016-01-07,20.815044403076172
2016-01-08,21.211204528808594
2016-01-11,21.53350067138672
2016-01-12,21.607362747192383
2016-01-13,21.150774002075195
2016-01-14,21.86251449584961
2016-01-15,21.372350692749023
2016-01-19,21.815507888793945
2016-01-20,20.89561653137207
2016-01-21,21.0164794921875
2016-01-22,21.674501419067383
2016-01-25,21.365636825561523
2016-01-26,21.540212631225586
2016-01-27,21.432785034179688
2016-01-28,21.580503463745117
2016-01-29,22.1982364654541
2016-02-01,22.19152069091797
2016-02-02,22.137813568115234
2016-02-03,22.755582809448242
2016-02-04,22.57227897644043
2016-02-05,22.877775192260742
2016-02-08,22.538339614868164
2016-02-09,22.61980438232422
2016-02-10,22.83025360107422
2016-02-11,22.27358627319336
2016-02-12,22.32109832763672
2016-02-16,22.71484375
2016-02-17,21.906997680664062
2016-02-18,23.033912658691406
2016-02-19,22.382198333740234
2016-02-22,22.626588821411133
2016-02-23,22.42972183227539
2016-02-24,22.19890785217285
2016-02-25,23.04749298095703
2016-02-26,22.28036880493164
2016-02-29,22.721630096435547
2016-03-01,22.70806312561035
2016-03-02,22.884563446044922
2016-03-03,23.067853927612305
2016-03-04,23.46160125732422
2016-03-07,23.83497428894043
2016-03-08,24.140459060668945
2016-03-09,24.30339241027832
2016-03-10,24.418794631958008
2016-03-11,24.235498428344727
2016-03-14,24.160831451416016
2016-03-15,24.160831451416016
2016-03-16,24.371278762817383
2016-03-17,24.554569244384766
2016-03-18,24.2762393951416
2016-03-21,24.337337493896484
2016-03-22,24.2762393951416
2016-03-23,24.425588607788086
2016-03-24,24.547788619995117
2016-03-28,24.262659072875977
2016-03-29,24.66997718811035
2016-03-30,24.296592712402344
2016-03-31,24.418794631958008
2016-04-01,24.45952796936035
2016-04-04,24.221921920776367
2016-04-05,23.807817459106445
2016-04-06,23.481962203979492
2016-04-07,23.597370147705078
2016-04-08,23.841760635375977
2016-04-11,24.00469207763672
2016-04-12,24.26944923400879
2016-04-13,24.201562881469727
2016-04-14,24.038633346557617
2016-04-15,24.208354949951172
2016-04-18,24.337337493896484
2016-04-19,24.0997314453125
2016-04-20,23.597370147705078
2016-04-21,23.02033233642578
2016-04-22,23.400497436523438
2016-04-25,23.38692855834961
2016-04-26,23.3461856842041
2016-04-27,24.47311019897461
2016-04-28,22.04277229309082
2016-04-29,22.124225616455078
2016-05-02,22.436508178710938
2016-05-03,22.782732009887695
2016-05-04,23.091533660888672
2016-05-05,22.99545669555664
2016-05-06,22.707244873046875
2016-05-09,23.022916793823242
2016-05-10,23.2562255859375
2016-05-11,23.297405242919922
2016-05-12,23.31112289428711
2016-05-13,22.974870681762695
2016-05-16,22.88566017150879
2016-05-17,22.63176727294922
2016-05-18,22.062192916870117
2016-05-19,22.199434280395508
2016-05-20,22.158266067504883
2016-05-23,22.000429153442383
2016-05-24,22.021015167236328
2016-05-25,22.03474235534668
2016-05-26,22.199434280395508
2016-05-27,22.28864288330078
2016-05-31,22.515108108520508
2016-06-01,22.693523406982422
2016-06-02,22.85821533203125
2016-06-03,23.208192825317383
2016-06-06,23.18073844909668
2016-06-07,23.379749298095703
2016-06-08,23.420921325683594
2016-06-09,23.503267288208008
2016-06-10,23.1258487701416
2016-06-13,23.09840202331543
2016-06-14,23.16015625
2016-06-15,23.091533660888672
2016-06-16,23.324848175048828
2016-06-17,23.530719757080078
2016-06-20,23.153295516967773
2016-06-21,23.016048431396484
2016-06-22,22.672941207885742
2016-06-23,22.755281448364258
2016-06-24,22.56313705444336
2016-06-27,22.720966339111328
2016-06-28,23.146425247192383
2016-06-29,23.462087631225586
2016-06-30,23.9561824798584
2016-07-01,24.107149124145508
2016-07-05,24.141456604003906
2016-07-06,24.443401336669922
2016-07-07,24.244396209716797
2016-07-08,24.71788787841797
2016-07-11,24.7796573638916
2016-07-12,24.834548950195312
2016-07-13,25.006105422973633
2016-07-14,24.601226806640625
2016-07-15,24.834548950195312
2016-07-18,24.903169631958008
2016-07-19,24.827686309814453
2016-07-20,24.690441131591797
2016-07-21,24.676712036132812
2016-07-22,25.05414390563965
2016-07-25,25.11589813232422
2016-07-26,24.628677368164062
2016-07-27,24.155179977416992
2016-07-28,24.271839141845703
2016-07-29,23.96303939819336
2016-08-01,23.544437408447266
2016-08-02,22.85821533203125
2016-08-03,22.93453025817871
2016-08-04,22.84433937072754
2016-08-05,22.497480392456055
2016-08-08,22.802715301513672
2016-08-09,22.78190803527832
2016-08-10,22.691722869873047
2016-08-11,22.80965232849121
2016-08-12,22.97615623474121
2016-08-15,22.816591262817383
2016-08-16,22.490543365478516
2016-08-17,22.78190803527832
2016-08-18,22.97615623474121
2016-08-19,22.677845001220703
2016-08-22,22.6362247467041
2016-08-23,22.837400436401367
2016-08-24,22.89290428161621
2016-08-25,22.84433937072754
2016-08-26,22.421171188354492
2016-08-29,22.61540985107422
2016-08-30,22.34486198425293
2016-08-31,22.705596923828125
2016-09-01,22.511356353759766
2016-09-02,22.76803207397461
2016-09-06,22.92758560180664
2016-09-07,22.98309326171875
2016-09-08,23.336885452270508
2016-09-09,22.64316177368164
2016-09-12,23.087139129638672
2016-09-13,22.684785842895508
2016-09-14,22.629291534423828
2016-09-15,22.78190803527832
2016-09-16,22.885967254638672
2016-09-19,23.406265258789062
2016-09-20,23.406265258789062
2016-09-21,23.9820556640625
2016-09-22,24.169353485107422
2016-09-23,23.926555633544922
2016-09-26,23.988983154296875
2016-09-27,23.357698440551758
2016-09-28,23.26751136779785
2016-09-29,23.01083755493164
2016-09-30,22.94839859008789
2016-10-03,22.40729522705078
2016-10-04,21.942502975463867
2016-10-05,21.7760066986084
2016-10-06,21.831504821777344
2016-10-07,21.727441787719727
2016-10-10,22.011871337890625
2016-10-11,21.658069610595703
2016-10-12,21.75519561767578
2016-10-13,21.893938064575195
2016-10-14,21.8592586517334
2016-10-17,22.358732223510742
2016-10-18,23.003896713256836
2016-10-19,22.996959686279297
2016-10-20,22.78883934020996
2016-10-21,23.02470588684082
2016-10-24,23.128767013549805
2016-10-25,23.323009490966797
2016-10-26,23.558879852294922
2016-10-27,23.517253875732422
2016-10-28,23.558879852294922
