Date,LUND-B.ST
2016-06-30,222.77456665039062
2016-07-01,226.8232879638672
2016-07-04,225.47372436523438
2016-07-05,224.26373291015625
2016-07-06,221.2388153076172
2016-07-07,221.37843322753906
2016-07-08,222.82110595703125
2016-07-11,228.3125
2016-07-12,229.56900024414062
2016-07-13,229.75515747070312
2016-07-14,231.15127563476562
2016-07-15,229.66207885742188
2016-07-18,231.2908935546875
2016-07-19,232.91969299316406
2016-07-20,235.9446258544922
2016-07-21,234.5485382080078
2016-07-22,235.479248046875
2016-07-25,237.1080780029297
2016-07-26,239.4349365234375
2016-07-27,240.83106994628906
2016-07-28,238.7368621826172
2016-07-29,239.66763305664062
2016-08-01,239.66763305664062
2016-08-02,238.7368621826172
2016-08-03,235.9446258544922
2016-08-04,236.87538146972656
2016-08-05,237.80613708496094
2016-08-08,237.34075927734375
2016-08-09,238.96954345703125
2016-08-10,240.83106994628906
2016-08-11,240.83106994628906
2016-08-12,239.4349365234375
2016-08-15,241.76182556152344
2016-08-16,240.13299560546875
2016-08-17,237.80613708496094
2016-08-18,239.2022705078125
2016-08-19,238.038818359375
2016-08-22,236.87538146972656
2016-08-23,238.038818359375
2016-08-24,240.83106994628906
2016-08-25,243.62332153320312
2016-08-26,242.2271728515625
2016-08-29,241.99447631835938
2016-08-30,244.08865356445312
2016-08-31,243.62332153320312
2016-09-01,247.11358642578125
2016-09-02,251.06930541992188
2016-09-05,251.53468322753906
2016-09-06,253.3961181640625
2016-09-07,255.72303771972656
2016-09-08,252.69808959960938
2016-09-09,249.44052124023438
2016-09-12,249.67315673828125
2016-09-13,250.13853454589844
2016-09-14,252.2327117919922
2016-09-15,254.55958557128906
2016-09-16,245.7174835205078
2016-09-19,252.93080139160156
2016-09-20,256.18841552734375
2016-09-21,256.6537780761719
2016-09-22,264.0997619628906
2016-09-23,263.16900634765625
2016-09-26,259.4460144042969
2016-09-27,260.6094665527344
2016-09-28,260.84210205078125
2016-09-29,261.3074951171875
2016-09-30,262.23822021484375
2016-10-03,263.6343994140625
2016-10-04,263.4017028808594
2016-10-05,262.9363098144531
2016-10-06,258.7480163574219
2016-10-07,258.0498962402344
2016-10-10,259.2133483886719
2016-10-11,258.0498962402344
2016-10-12,258.7480163574219
2016-10-13,259.2133483886719
2016-10-14,261.3074951171875
2016-10-17,262.23822021484375
2016-10-18,266.89202880859375
2016-10-19,268.52081298828125
2016-10-20,271.31304931640625
2016-10-21,272.94189453125
2016-10-24,274.10528564453125
2016-10-25,273.6399230957031
2016-10-26,272.0111389160156
2016-10-27,270.6150207519531
2016-10-28,272.94189453125
2016-10-31,272.24383544921875
2016-11-01,269.91693115234375
2016-11-02,267.1247253417969
2016-11-03,265.49591064453125
2016-11-04,262.9363098144531
2016-11-07,267.3573913574219
2016-11-08,268.7535095214844
2016-11-09,270.84765625
2016-11-10,267.590087890625
2016-11-11,267.1247253417969
2016-11-14,264.33245849609375
2016-11-15,268.52081298828125
2016-11-16,268.52081298828125
2016-11-17,269.91693115234375
2016-11-18,271.08038330078125
2016-11-21,272.0111389160156
2016-11-22,271.08038330078125
2016-11-23,264.7978210449219
2016-11-24,263.4017028808594
2016-11-25,259.2133483886719
2016-11-28,262.0055847167969
2016-11-29,260.6094665527344
2016-11-30,247.34628295898438
2016-12-01,245.01943969726562
2016-12-02,244.5540313720703
2016-12-05,246.8809356689453
2016-12-06,248.97512817382812
2016-12-07,247.8116455078125
2016-12-08,251.53468322753906
2016-12-09,255.95570373535156
2016-12-12,253.3961181640625
2016-12-13,259.9114074707031
2016-12-14,257.5845031738281
2016-12-15,258.7480163574219
2016-12-16,255.25762939453125
2016-12-19,255.25762939453125
2016-12-20,255.02499389648438
2016-12-21,255.02499389648438
2016-12-22,255.02499389648438
2016-12-23,257.81719970703125
2016-12-27,258.7480163574219
2016-12-28,257.81719970703125
2016-12-29,257.81719970703125
2016-12-30,259.9114074707031
2017-01-02,260.84210205078125
2017-01-03,260.6094665527344
2017-01-04,259.2133483886719
2017-01-05,257.3518371582031
2017-01-09,257.81719970703125
2017-01-10,256.8865051269531
2017-01-11,257.119140625
2017-01-12,255.72303771972656
2017-01-13,258.2825622558594
2017-01-16,257.5845031738281
2017-01-17,257.3518371582031
2017-01-18,258.5152587890625
2017-01-19,257.81719970703125
2017-01-20,257.119140625
2017-01-23,256.8865051269531
2017-01-24,259.6787109375
2017-01-25,262.0055847167969
2017-01-26,263.8670654296875
2017-01-27,262.70361328125
2017-01-30,260.6094665527344
2017-01-31,262.0055847167969
2017-02-01,262.9363098144531
2017-02-02,265.49591064453125
2017-02-03,266.89202880859375
2017-02-06,266.6593322753906
2017-02-07,268.52081298828125
2017-02-08,266.6593322753906
2017-02-09,268.52081298828125
2017-02-10,267.1247253417969
2017-02-13,269.68426513671875
2017-02-14,269.4515686035156
2017-02-15,270.84765625
2017-02-16,270.84765625
2017-02-17,270.3823547363281
2017-02-20,271.7784423828125
2017-02-21,272.94189453125
2017-02-22,272.24383544921875
2017-02-23,276.8975830078125
2017-02-24,272.24383544921875
2017-02-27,269.68426513671875
2017-02-28,272.47650146484375
2017-03-01,275.734130859375
2017-03-02,272.94189453125
2017-03-03,272.24383544921875
2017-03-06,272.7091369628906
2017-03-07,271.7784423828125
2017-03-08,271.7784423828125
2017-03-09,271.7784423828125
2017-03-10,270.6150207519531
2017-03-13,271.31304931640625
2017-03-14,271.7784423828125
2017-03-15,272.94189453125
2017-03-16,275.03607177734375
2017-03-17,277.1302490234375
2017-03-20,276.8975830078125
2017-03-21,276.66485595703125
2017-03-22,272.94189453125
2017-03-23,275.9667663574219
2017-03-24,273.8726501464844
2017-03-27,273.6399230957031
2017-03-28,273.4072570800781
2017-03-29,275.03607177734375
2017-03-30,277.1302490234375
2017-03-31,282.7147216796875
2017-04-03,279.224365234375
2017-04-04,279.224365234375
2017-04-05,276.43212890625
2017-04-06,277.41876220703125
2017-04-07,279.06304931640625
2017-04-10,280.7073669433594
2017-04-11,281.88189697265625
2017-04-12,284.4658203125
2017-04-13,285.1705322265625
2017-04-18,286.5799255371094
2017-04-19,288.6940002441406
2017-04-20,288.6940002441406
2017-04-21,289.8685607910156
2017-04-24,292.2175598144531
2017-04-25,295.7410583496094
2017-04-26,297.8551940917969
2017-04-27,299.02972412109375
2017-04-28,301.37872314453125
2017-05-02,304.19757080078125
2017-05-03,303.72772216796875
2017-05-04,308.19085693359375
2017-05-05,311.71441650390625
2017-05-08,312.4190979003906
2017-05-09,314.5332336425781
2017-05-10,315.70770263671875
2017-05-11,318.52655029296875
2017-05-12,318.2916259765625
2017-05-15,320.8755187988281
2017-05-16,322.7547607421875
2017-05-17,315.9425964355469
2017-05-18,312.6540222167969
2017-05-19,311.71441650390625
2017-05-22,311.00970458984375
2017-05-23,310.7747802734375
2017-05-24,312.6540222167969
2017-05-26,316.1775207519531
2017-05-29,316.1775207519531
2017-05-30,317.8218078613281
2017-05-31,320.6407165527344
2017-06-01,320.6407165527344
2017-06-02,324.6340026855469
2017-06-05,325.3387145996094
2017-06-06,325.3387145996094
2017-06-07,326.5131530761719
2017-06-08,324.6340026855469
2017-06-09,329.8018493652344
2017-06-12,324.6340026855469
2017-06-13,327.6876525878906
2017-06-14,327.2178649902344
2017-06-15,321.81512451171875
2017-06-16,320.6407165527344
2017-06-19,326.04339599609375
2017-06-20,325.8084716796875
2017-06-21,323.4594421386719
2017-06-22,325.5735778808594
2017-06-23,325.5735778808594
2017-06-26,324.868896484375
2017-06-27,320.6407165527344
2017-06-28,321.81512451171875
2017-06-29,313.3586730957031
2017-06-30,312.4190979003906
2017-07-03,312.6540222167969
2017-07-04,310.0700988769531
2017-07-05,311.00970458984375
2017-07-06,308.8955993652344
2017-07-07,308.19085693359375
2017-07-10,309.8352355957031
2017-07-11,306.3116149902344
2017-07-12,310.5398864746094
2017-07-13,310.5398864746094
2017-07-14,311.71441650390625
2017-07-17,311.24456787109375
2017-07-18,305.60693359375
2017-07-19,307.2512512207031
2017-07-20,306.3116149902344
2017-07-21,303.2579345703125
2017-07-24,301.6136169433594
2017-07-25,302.3183288574219
2017-07-26,303.0230407714844
2017-07-27,303.962646484375
2017-07-28,299.4995422363281
2017-07-31,298.5599060058594
2017-08-01,302.5531921386719
2017-08-02,303.2579345703125
2017-08-03,304.19757080078125
2017-08-04,307.7210693359375
2017-08-07,308.4257507324219
2017-08-08,310.0700988769531
2017-08-09,308.66064453125
2017-08-10,304.19757080078125
2017-08-11,298.090087890625
2017-08-14,300.6739807128906
2017-08-15,298.7948303222656
2017-08-16,299.4995422363281
2017-08-17,298.3249816894531
2017-08-18,296.2108459472656
2017-08-21,296.2108459472656
2017-08-22,296.2108459472656
2017-08-23,291.04302978515625
2017-08-24,286.5799255371094
2017-08-25,287.0497131347656
2017-08-28,286.5799255371094
2017-08-29,284.4658203125
2017-08-30,285.875244140625
2017-08-31,289.1638488769531
2017-09-01,291.2779541015625
2017-09-04,288.6940002441406
2017-09-05,287.75439453125
2017-09-06,287.28460693359375
2017-09-07,290.5732421875
2017-09-08,290.3383483886719
2017-09-11,293.626953125
2017-09-12,294.0967712402344
2017-09-13,293.3920593261719
2017-09-14,294.5666198730469
2017-09-15,294.8015441894531
2017-09-18,296.2108459472656
2017-09-19,296.6806945800781
2017-09-20,295.9759826660156
2017-09-21,296.44580078125
2017-09-22,297.8551940917969
2017-09-25,300.6739807128906
2017-09-26,299.02972412109375
2017-09-27,299.4995422363281
2017-09-28,300.908935546875
2017-09-29,305.8418273925781
2017-10-02,304.9022521972656
2017-10-03,302.5531921386719
2017-10-04,302.7881164550781
2017-10-05,304.19757080078125
2017-10-06,303.2579345703125
2017-10-09,303.49285888671875
2017-10-10,303.49285888671875
2017-10-11,303.0230407714844
2017-10-12,304.6673583984375
2017-10-13,304.9022521972656
2017-10-16,303.49285888671875
2017-10-17,302.7881164550781
2017-10-18,303.962646484375
2017-10-19,302.0834045410156
2017-10-20,304.4324645996094
2017-10-23,303.0230407714844
2017-10-24,302.3183288574219
2017-10-25,300.4391174316406
2017-10-26,306.3116149902344
2017-10-27,307.2512512207031
2017-10-30,305.3720703125
2017-10-31,307.0163269042969
2017-11-01,307.2512512207031
2017-11-02,307.2512512207031
2017-11-03,310.0700988769531
2017-11-06,308.4257507324219
2017-11-07,305.1371765136719
2017-11-08,304.19757080078125
2017-11-09,299.4995422363281
2017-11-10,299.7344665527344
2017-11-13,296.44580078125
2017-11-14,296.91558837890625
2017-11-15,295.9759826660156
2017-11-16,301.143798828125
2017-11-17,300.6739807128906
2017-11-20,299.4995422363281
2017-11-21,300.4391174316406
2017-11-22,293.626953125
2017-11-23,291.9826354980469
2017-11-24,291.5128479003906
2017-11-27,290.3383483886719
2017-11-28,292.2175598144531
2017-11-29,291.5128479003906
2017-11-30,288.4591369628906
2017-12-01,289.39874267578125
2017-12-04,292.45245361328125
2017-12-05,290.3383483886719
2017-12-06,288.6940002441406
2017-12-07,288.2242431640625
2017-12-08,287.98931884765625
2017-12-11,290.80816650390625
2017-12-12,293.3920593261719
2017-12-13,294.3316650390625
2017-12-14,292.6873779296875
2017-12-15,293.8619079589844
2017-12-18,295.9759826660156
2017-12-19,292.9222412109375
2017-12-20,290.80816650390625
2017-12-21,291.04302978515625
2017-12-22,289.1638488769531
2017-12-27,289.39874267578125
2017-12-28,288.4591369628906
2017-12-29,287.98931884765625
2018-01-02,288.6940002441406
2018-01-03,290.5732421875
2018-01-04,295.7410583496094
2018-01-05,299.2646484375
2018-01-08,300.908935546875
2018-01-09,302.0834045410156
2018-01-10,300.6739807128906
2018-01-11,297.3853759765625
2018-01-12,295.5061950683594
2018-01-15,296.6806945800781
2018-01-16,295.2712707519531
2018-01-17,299.4995422363281
2018-01-18,299.2646484375
2018-01-19,302.5531921386719
2018-01-22,302.5531921386719
2018-01-23,306.5465393066406
2018-01-24,305.60693359375
2018-01-25,300.4391174316406
2018-01-26,302.7881164550781
2018-01-29,300.4391174316406
2018-01-30,297.1505126953125
2018-01-31,298.7948303222656
2018-02-01,302.5531921386719
2018-02-02,300.4391174316406
2018-02-05,288.4591369628906
2018-02-06,280.9422607421875
2018-02-07,293.15716552734375
2018-02-08,283.056396484375
2018-02-09,281.17718505859375
2018-02-12,286.110107421875
2018-02-13,282.3516845703125
2018-02-14,286.110107421875
2018-02-15,286.5799255371094
2018-02-16,290.3383483886719
2018-02-19,288.4591369628906
2018-02-20,291.9826354980469
2018-02-21,292.2175598144531
2018-02-22,298.5599060058594
2018-02-23,298.7948303222656
2018-02-26,299.2646484375
2018-02-27,295.5061950683594
2018-02-28,291.9826354980469
2018-03-01,287.0497131347656
2018-03-02,281.17718505859375
2018-03-05,284.23095703125
2018-03-06,285.1705322265625
2018-03-07,287.0497131347656
2018-03-08,290.3383483886719
2018-03-09,290.3383483886719
2018-03-12,291.5128479003906
2018-03-13,288.6940002441406
2018-03-14,289.39874267578125
2018-03-15,291.74774169921875
2018-03-16,290.1034240722656
2018-03-19,285.875244140625
2018-03-20,285.4053955078125
2018-03-21,283.2912902832031
2018-03-22,278.1234436035156
2018-03-23,275.77447509765625
2018-03-26,272.4858093261719
2018-03-27,274.8348083496094
2018-03-28,276.71405029296875
2018-03-29,280.9422607421875
2018-04-03,276.2442626953125
2018-04-04,274.36505126953125
2018-04-05,281.6470031738281
2018-04-06,278.59326171875
2018-04-09,276.2442626953125
2018-04-10,276.00933837890625
2018-04-11,272.01605224609375
2018-04-12,276.71405029296875
2018-04-13,277.6632995605469
2018-04-16,276.714111328125
2018-04-17,278.84991455078125
2018-04-18,279.0872497558594
2018-04-19,280.51116943359375
2018-04-20,280.2738342285156
2018-04-23,282.88433837890625
2018-04-24,281.46044921875
2018-04-25,278.137939453125
2018-04-26,281.69775390625
2018-04-27,283.3589782714844
2018-04-30,282.4097595214844
2018-05-02,284.78289794921875
2018-05-03,281.22314453125
2018-05-04,282.88433837890625
2018-05-07,285.2575378417969
2018-05-08,288.81732177734375
2018-05-09,287.3934326171875
2018-05-11,287.6307678222656
2018-05-14,286.3017578125
2018-05-15,286.8713073730469
2018-05-16,284.78289794921875
2018-05-17,285.92205810546875
2018-05-18,284.0234680175781
2018-05-21,286.1119079589844
2018-05-22,279.8466491699219
2018-05-23,276.0495300292969
2018-05-24,271.30316162109375
2018-05-25,271.8727111816406
2018-05-28,272.25244140625
2018-05-29,270.3539123535156
2018-05-30,269.97418212890625
2018-05-31,270.3539123535156
2018-06-01,274.53070068359375
2018-06-04,277.7582702636719
2018-06-05,271.4930725097656
2018-06-06,271.4930725097656
2018-06-07,270.1640319824219
2018-06-08,270.733642578125
2018-06-11,271.4930725097656
2018-06-12,270.733642578125
2018-06-13,267.5060729980469
2018-06-14,271.1133728027344
2018-06-15,270.3539123535156
2018-06-18,267.88580322265625
2018-06-19,268.0756530761719
2018-06-20,265.4176940917969
2018-06-21,262.1901550292969
2018-06-22,262.1901550292969
2018-06-25,262.3800048828125
2018-06-26,259.911865234375
2018-06-27,260.4814453125
2018-06-28,254.78578186035156
2018-06-29,261.2408447265625
2018-07-02,258.0132751464844
2018-07-03,258.20318603515625
2018-07-04,256.3046569824219
2018-07-05,259.1524353027344
2018-07-06,261.0509948730469
2018-07-09,264.4683837890625
2018-07-10,265.6075134277344
2018-07-11,261.0509948730469
2018-07-12,263.139404296875
2018-07-13,264.08868408203125
2018-07-16,266.17706298828125
2018-07-17,264.65826416015625
2018-07-18,269.21478271484375
2018-07-19,266.5567626953125
2018-07-20,265.7973937988281
2018-07-23,264.2785339355469
2018-07-24,271.68292236328125
2018-07-25,268.64520263671875
2018-07-26,270.3539123535156
2018-07-27,271.8727111816406
2018-07-30,272.0626525878906
2018-07-31,272.822021484375
2018-08-01,271.8727111816406
2018-08-02,268.2654724121094
2018-08-03,269.4046630859375
2018-08-06,269.97418212890625
2018-08-07,273.5814208984375
2018-08-08,276.8089904785156
2018-08-09,276.998779296875
2018-08-10,274.910400390625
2018-08-13,272.822021484375
2018-08-14,270.54376220703125
2018-08-15,270.9234619140625
2018-08-16,276.2393798828125
2018-08-17,280.2263488769531
2018-08-20,283.64373779296875
2018-08-21,284.78289794921875
2018-08-22,286.1119079589844
2018-08-23,290.4785461425781
2018-08-24,289.529296875
2018-08-27,300.35101318359375
2018-08-28,298.45245361328125
2018-08-29,298.45245361328125
2018-08-30,295.6046447753906
2018-08-31,291.6177062988281
2018-09-03,289.1495361328125
2018-09-04,286.8713073730469
2018-09-05,283.45391845703125
2018-09-06,280.98577880859375
2018-09-07,278.137939453125
2018-09-10,279.6567687988281
2018-09-11,279.6567687988281
2018-09-12,278.3277893066406
2018-09-13,278.5176696777344
2018-09-14,279.4669494628906
2018-09-17,280.98577880859375
2018-09-18,280.7959289550781
2018-09-19,280.7959289550781
2018-09-20,285.54229736328125
2018-09-21,283.8335876464844
2018-09-24,283.2640380859375
2018-09-25,284.2133483886719
2018-09-26,284.9727478027344
2018-09-27,286.68145751953125
2018-09-28,284.4031982421875
2018-10-01,285.7321472167969
2018-10-02,284.0234680175781
2018-10-03,288.9596862792969
2018-10-04,287.82061767578125
2018-10-05,280.6061096191406
2018-10-08,279.8466491699219
2018-10-09,279.4669494628906
2018-10-10,275.4800109863281
2018-10-11,266.17706298828125
2018-10-12,265.0379638671875
2018-10-15,262.00030517578125
2018-10-16,267.1263427734375
2018-10-17,264.08868408203125
2018-10-18,263.51910400390625
2018-10-19,258.0132751464844
2018-10-22,258.7727355957031
2018-10-23,254.2161865234375
2018-10-24,252.1278076171875
2018-10-25,251.74810791015625
2018-10-26,250.798828125
2018-10-29,250.798828125
2018-10-30,260.2915954589844
2018-10-31,268.0756530761719
2018-11-01,267.5060729980469
2018-11-02,275.10028076171875
2018-11-05,268.2654724121094
2018-11-06,269.4046630859375
2018-11-07,270.733642578125
2018-11-08,271.1133728027344
2018-11-09,270.1640319824219
2018-11-12,265.7973937988281
2018-11-13,265.2278137207031
2018-11-14,263.32928466796875
2018-11-15,259.1524353027344
2018-11-16,262.3800048828125
2018-11-19,256.4945068359375
2018-11-20,251.3683624267578
2018-11-21,253.0770721435547
2018-11-22,250.22923278808594
2018-11-23,250.798828125
2018-11-26,253.456787109375
2018-11-27,254.9756317138672
2018-11-28,255.54519653320312
2018-11-29,259.72198486328125
2018-11-30,258.20318603515625
2018-12-03,258.9626159667969
2018-12-04,256.3046569824219
2018-12-05,253.456787109375
2018-12-06,245.29298400878906
2018-12-07,246.43212890625
2018-12-10,243.20462036132812
2018-12-11,248.33070373535156
2018-12-12,253.26693725585938
2018-12-13,252.69740295410156
2018-12-14,252.50750732421875
2018-12-17,252.50750732421875
2018-12-18,249.65968322753906
2018-12-19,254.9756317138672
2018-12-20,247.57127380371094
2018-12-21,243.58428955078125
2018-12-27,243.20462036132812
2018-12-28,247.95098876953125
2019-01-02,248.14080810546875
2019-01-03,245.29298400878906
2019-01-04,251.3683624267578
2019-01-07,252.31764221191406
2019-01-08,256.4945068359375
2019-01-09,259.911865234375
2019-01-10,259.72198486328125
2019-01-11,258.39306640625
2019-01-14,257.2538757324219
2019-01-15,259.911865234375
2019-01-16,261.8104248046875
2019-01-17,263.7090148925781
2019-01-18,269.21478271484375
2019-01-21,269.594482421875
2019-01-22,270.1640319824219
2019-01-23,269.594482421875
2019-01-24,265.2278137207031
2019-01-25,266.3669738769531
2019-01-28,264.84808349609375
2019-01-29,267.3162536621094
2019-01-30,267.88580322265625
2019-01-31,264.84808349609375
2019-02-01,268.2654724121094
2019-02-04,269.78436279296875
2019-02-05,269.594482421875
2019-02-06,271.30316162109375
2019-02-07,267.88580322265625
2019-02-08,265.7973937988281
2019-02-11,268.0756530761719
2019-02-12,268.8350830078125
2019-02-13,269.594482421875
2019-02-14,268.4553527832031
2019-02-15,273.5814208984375
2019-02-18,273.77130126953125
2019-02-19,273.5814208984375
2019-02-20,275.29010009765625
2019-02-21,273.77130126953125
2019-02-22,276.61907958984375
2019-02-25,271.30316162109375
2019-02-26,270.1640319824219
2019-02-27,269.78436279296875
2019-02-28,270.3539123535156
2019-03-01,270.3539123535156
2019-03-04,272.44232177734375
2019-03-05,271.8727111816406
2019-03-06,271.1133728027344
2019-03-07,268.4553527832031
2019-03-08,266.3669738769531
2019-03-11,269.78436279296875
2019-03-12,267.88580322265625
2019-03-13,267.88580322265625
2019-03-14,270.9234619140625
2019-03-15,273.3916015625
2019-03-18,275.10028076171875
2019-03-19,276.42926025390625
2019-03-20,277.5683898925781
2019-03-21,273.77130126953125
2019-03-22,269.78436279296875
2019-03-25,267.88580322265625
2019-03-26,268.0756530761719
2019-03-27,273.77130126953125
2019-03-28,276.2393798828125
2019-03-29,279.0872497558594
2019-04-01,282.88433837890625
2019-04-02,286.8713073730469
2019-04-03,290.8582458496094
2019-04-04,287.78851318359375
2019-04-05,288.36407470703125
2019-04-08,287.0210876464844
2019-04-09,284.1431884765625
2019-04-10,285.86993408203125
2019-04-11,285.86993408203125
2019-04-12,289.1315002441406
2019-04-15,292.2012634277344
2019-04-16,295.462890625
2019-04-17,295.462890625
2019-04-18,295.462890625
2019-04-23,297.1896057128906
2019-04-24,297.7651672363281
2019-04-25,299.4919128417969
2019-04-26,301.4105224609375
2019-04-29,309.8523254394531
2019-04-30,311.38720703125
2019-05-02,308.31744384765625
2019-05-03,309.4685974121094
2019-05-06,305.0558166503906
2019-05-07,301.2186279296875
2019-05-08,301.2186279296875
2019-05-09,297.7651672363281
