Date,MIDQ50ADD.NS
2023-01-30,158.8300018310547
2023-01-31,160.11000061035156
2023-02-01,159.88999938964844
2023-02-02,160.3300018310547
2023-02-03,160.42999267578125
2023-02-06,161.22999572753906
2023-02-07,160.74000549316406
2023-02-08,161.2899932861328
2023-02-09,160.83999633789062
2023-02-10,161.08999633789062
2023-02-13,158.82000732421875
2023-02-14,158.1300048828125
2023-02-15,158.08999633789062
2023-02-16,159.1999969482422
2023-02-17,159.3000030517578
2023-02-20,159.97999572753906
2023-02-21,160.27999877929688
2023-02-22,159.25
2023-02-23,159.1300048828125
2023-02-24,158.75
2023-02-27,158.24000549316406
2023-02-28,158.8300018310547
2023-03-01,160.9199981689453
2023-03-02,159.94000244140625
2023-03-03,159.77999877929688
2023-03-06,159.88999938964844
2023-03-08,160.33999633789062
2023-03-09,159.92999267578125
2023-03-10,158.69000244140625
2023-03-13,156.80999755859375
2023-03-14,155.47999572753906
2023-03-15,155.97000122070312
2023-03-16,155.22000122070312
2023-03-17,155.5800018310547
2023-03-20,154.2899932861328
2023-03-21,154.80999755859375
2023-03-22,155.52000427246094
2023-03-23,154.6699981689453
2023-03-24,153.25999450683594
2023-03-27,152.4499969482422
2023-03-28,151.5399932861328
2023-03-29,152.99000549316406
2023-03-31,153.9499969482422
2023-04-03,154.58999633789062
2023-04-05,156.3300018310547
2023-04-06,157.8000030517578
2023-04-10,157.94000244140625
2023-04-11,158.5
2023-04-12,159.44000244140625
2023-04-13,160.42999267578125
2023-04-17,159.55999755859375
2023-04-18,160.77999877929688
2023-04-19,160.22000122070312
2023-04-20,159.7100067138672
2023-04-21,159.44000244140625
2023-04-24,159.82000732421875
2023-04-25,158.39999389648438
2023-04-26,158.75
2023-04-27,159.75
2023-04-28,161.05999755859375
2023-05-02,162.1699981689453
2023-05-03,161.58999633789062
2023-05-04,162.9600067138672
2023-05-05,161.9499969482422
2023-05-08,162.32000732421875
2023-05-09,163.61000061035156
2023-05-10,163.35000610351562
2023-05-11,164.8800048828125
2023-05-12,165.10000610351562
2023-05-15,165.91000366210938
2023-05-16,165.61000061035156
2023-05-17,166.19000244140625
2023-05-19,167.63999938964844
2023-05-22,166.58999633789062
2023-05-23,163.42999267578125
2023-05-24,166.61000061035156
2023-05-25,166.6699981689453
2023-05-26,168.1999969482422
2023-05-30,169.3000030517578
2023-05-31,169.4499969482422
2023-06-01,169.3699951171875
2023-06-02,170.19000244140625
2023-06-05,168.75999450683594
2023-06-06,171.77999877929688
2023-06-07,172.24000549316406
2023-06-08,170.86000061035156
2023-06-09,170.08999633789062
2023-06-12,169.9199981689453
2023-06-13,171.72000122070312
2023-06-14,172.8800048828125
2023-06-15,173.1300048828125
2023-06-16,171.3300018310547
2023-06-19,174.47000122070312
2023-06-20,174.91000366210938
2023-06-21,176.02999877929688
2023-06-22,174.6999969482422
2023-06-23,173.02000427246094
2023-06-26,173.2899932861328
2023-06-27,175.13999938964844
2023-06-28,173.25
2023-06-30,175.97999572753906
2023-07-07,175.77999877929688
2023-07-10,174.8699951171875
2023-07-14,178.17999267578125
2023-07-17,178.6699981689453
2023-07-19,180.55999755859375
2023-07-20,180.86000061035156
2023-07-21,181.0
2023-07-24,180.41000366210938
2023-07-26,178.63999938964844
2023-07-28,181.08999633789062
2023-08-03,181.80999755859375
2023-08-04,182.19000244140625
2023-08-07,184.2100067138672
2023-08-08,184.2100067138672
2023-08-09,185.0500030517578
2023-08-10,185.47999572753906
2023-08-11,185.72000122070312
2023-08-14,184.92999267578125
2023-08-16,184.9199981689453
2023-08-17,185.97000122070312
2023-08-18,184.10000610351562
2023-08-21,185.52000427246094
2023-08-22,186.36000061035156
2023-08-23,187.4499969482422
2023-08-24,188.30999755859375
2023-08-25,188.22999572753906
2023-08-28,188.08999633789062
2023-08-29,188.88999938964844
2023-08-30,190.25
2023-08-31,190.72000122070312
2023-09-01,192.25
2023-09-04,193.72999572753906
2023-09-05,193.38999938964844
2023-09-06,195.05999755859375
2023-09-07,195.75999450683594
2023-09-08,195.0399932861328
2023-09-11,197.63999938964844
2023-09-12,193.55999755859375
2023-09-13,197.94000244140625
2023-09-14,194.6699981689453
2023-09-15,194.6300048828125
2023-09-18,194.24000549316406
2023-09-20,193.33999633789062
2023-09-21,191.5800018310547
2023-09-22,191.3300018310547
2023-09-25,191.49000549316406
2023-09-26,190.9600067138672
2023-09-27,192.1199951171875
2023-09-28,190.52999877929688
2023-09-29,191.02999877929688
2023-10-03,191.8699951171875
2023-10-04,190.5800018310547
2023-10-05,191.13999938964844
2023-10-06,190.77000427246094
2023-10-09,189.6699981689453
2023-10-10,190.97999572753906
2023-10-11,191.6999969482422
2023-10-12,191.9600067138672
2023-10-13,191.69000244140625
2023-10-16,193.17999267578125
2023-10-17,193.2100067138672
2023-10-18,192.99000549316406
2023-10-19,199.5
2023-10-20,193.5500030517578
2023-10-23,186.4499969482422
2023-10-25,186.22000122070312
2023-10-26,184.00999450683594
2023-10-27,186.94000244140625
2023-10-30,186.17999267578125
2023-10-31,185.83999633789062
2023-11-01,185.42999267578125
2023-11-02,186.6199951171875
2023-11-03,188.00999450683594
2023-11-06,190.4199981689453
2023-11-07,189.75999450683594
2023-11-08,191.74000549316406
2023-11-09,191.6999969482422
2023-11-10,190.32000732421875
2023-11-13,191.0500030517578
2023-11-15,192.32000732421875
2023-11-16,194.11000061035156
2023-11-17,193.17999267578125
2023-11-20,194.5500030517578
2023-11-21,192.80999755859375
2023-11-22,195.66000366210938
2023-11-23,195.5800018310547
2023-11-24,195.50999450683594
2023-11-28,195.17999267578125
2023-11-29,195.80999755859375
2023-11-30,196.5800018310547
2023-12-01,197.32000732421875
2023-12-04,198.4499969482422
2023-12-05,199.33999633789062
2023-12-06,199.85000610351562
2023-12-07,200.6699981689453
